,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
869,Björn Engels\Bjorn-Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,2970,90,86.8,33.0,33,90,33,0,,0,1.39,33,36,-3,-0.09,-0.09,35.1,37.5,-2.4,-0.07,+0.28,Matches
870,Bright Enobakhare\Bright-Enobakhare,ng NGA,FWMF,Wolves,eng Premier League,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
871,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,28,1990,35,2582,74,75.5,28.7,30,82,14,5,22,2,1.20,39,38,+1,+0.03,+0.57,39.6,34.0,+5.5,+0.19,+0.16,Matches
872,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,13,631,49,18.5,7.0,9,68,1,4,5,6,0.85,3,12,-9,-1.28,-1.38,5.7,8.6,-2.9,-0.42,-0.43,Matches
873,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,26,1992,35,2774,79,81.1,30.8,30,90,27,5,18,1,1.77,58,37,+21,+0.68,-0.29,47.3,39.6,+7.6,+0.25,-0.11,Matches
874,Panzu Ernesto\Panzu-Ernesto,ao ANG,DF,Hertha BSC,de Bundesliga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
875,Patrick Erras\Patrick-Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,19,1222,64,39.9,13.6,13,90,12,6,9,11,0.74,9,32,-23,-1.69,-0.76,13.2,25.3,-12.1,-0.89,-0.38,Matches
876,Andrea Errico\Andrea-Errico,it ITA,MF,Frosinone,it Serie A,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
877,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,32,1789,56,52.3,19.9,18,83,12,14,22,1,1.25,23,29,-6,-0.30,-0.41,26.5,24.4,+2.1,+0.11,-0.11,Matches
878,Florian Escales\Florian-Escales,fr FRA,GK,Marseille,fr Ligue 1,22,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
879,Sergio Escudero\Sergio-Escudero,es ESP,DFMF,Sevilla,es La Liga,28,1989,21,1545,74,45.2,17.2,18,82,11,3,21,2,1.33,19,16,+3,+0.17,-0.40,24.2,18.3,+5.9,+0.34,-0.31,Matches
880,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,29,1989,31,2727,88,79.7,30.3,31,88,29,0,,4,0.97,31,43,-12,-0.40,+0.12,31.7,43.4,-11.7,-0.39,-0.35,Matches
881,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,2880,90,94.1,32.0,32,90,32,0,,1,0.66,29,66,-37,-1.16,+0.34,30.9,61.3,-30.4,-0.95,+0.06,Matches
882,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,17,1251,74,40.9,13.9,15,80,6,2,28,0,0.82,14,28,-14,-1.01,+0.19,15.2,22.2,-7.0,-0.50,+0.07,Matches
883,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,28,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
884,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,3420,90,100.0,38.0,38,90,38,0,,0,0.89,34,69,-35,-0.92,,39.8,61.8,-22.0,-0.58,,Matches
885,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,27,2031,75,59.4,22.6,25,78,10,2,36,3,1.37,28,28,0,0.00,+0.26,26.4,27.3,-0.9,-0.04,+0.13,Matches
886,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,31,2677,86,78.3,29.7,30,87,28,1,68,3,1.03,35,52,-17,-0.57,+0.03,37.3,45.3,-8.0,-0.27,+0.10,Matches
887,Lucas Evangelista\Lucas-Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,14,720,51,21.1,8.0,9,75,2,5,9,13,0.86,8,12,-4,-0.50,-0.63,7.9,14.9,-7.0,-0.87,-1.10,Matches
888,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,24,1996,83,58.4,22.2,21,90,19,3,37,10,1.46,33,26,+7,+0.32,+0.57,27.9,24.0,+3.9,+0.18,-0.01,Matches
889,Ewerton\Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,18,1341,75,43.8,14.9,15,86,12,3,19,6,0.44,9,21,-12,-0.81,+0.77,14.2,27.5,-13.3,-0.89,-0.41,Matches
890,Timothy Eyoma\Timothy-Eyoma,eng ENG,DF,Tottenham,eng Premier League,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
891,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,8,358,45,10.5,4.0,4,73,2,4,17,10,1.75,8,3,+5,+1.26,+1.35,5.4,4.0,+1.4,+0.35,+0.10,Matches
892,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,5,209,42,6.1,2.3,3,64,0,2,9,2,0.80,2,6,-4,-1.72,-1.83,3.6,4.6,-1.1,-0.46,-0.48,Matches
893,Jokin Ezkieta\Jokin-Ezkieta,es ESP,GK,Barcelona,es La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
894,Marco Fabián\Marco-Fabian,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,1,62,62,2.0,0.7,1,62,0,0,,1,0.00,0,1,-1,-1.45,-1.84,0.2,0.6,-0.4,-0.63,-0.80,Matches
895,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,33,1985,38,3420,90,100.0,38.0,38,90,38,0,,0,1.37,52,55,-3,-0.08,,48.9,60.8,-11.9,-0.31,,Matches
896,Fabinho\Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,28,2017,72,59.0,22.4,21,90,19,7,18,6,2.54,56,14,+42,+1.87,+0.27,45.6,18.2,+27.5,+1.23,+0.19,Matches
897,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,28,1990,20,1276,64,37.3,14.2,15,81,6,5,12,7,1.35,19,20,-1,-0.07,-0.11,19.7,21.4,-1.8,-0.12,-0.20,Matches
898,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,31,1987,6,180,30,5.3,2.0,1,95,1,5,17,9,1.33,2,2,0,0.00,-0.67,3.6,1.3,+2.3,+1.15,+0.57,Matches
899,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,13,966,74,28.2,10.7,12,79,8,1,17,0,1.38,13,16,-3,-0.28,+0.31,14.7,13.1,+1.7,+0.15,+0.16,Matches
900,Fabricio\Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,180,90,5.3,2.0,2,90,2,0,,17,0.00,1,5,-4,-2.00,-0.81,2.2,3.6,-1.4,-0.70,-0.03,Matches
901,Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,Juventus,it Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
902,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,17,1470,86,48.0,16.3,16,90,16,1,29,9,0.88,18,26,-8,-0.49,+0.08,21.6,24.2,-2.6,-0.16,+0.08,Matches
903,Romain Faivre\Romain-Faivre,fr FRA,MFFW,Monaco,fr Ligue 1,20,1998,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-1.54,0.6,1.1,-0.5,-0.47,-0.53,Matches
904,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,0.81,28,54,-26,-0.72,-1.22,30.0,54.7,-24.7,-0.69,+0.16,Matches
905,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,33,2557,77,74.8,28.4,29,84,18,4,28,0,0.88,29,45,-16,-0.56,-0.25,37.8,35.2,+2.6,+0.09,+0.19,Matches
906,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,16,703,44,20.6,7.8,8,74,1,8,14,20,0.75,7,15,-8,-1.02,-1.02,9.0,11.8,-2.8,-0.36,-0.48,Matches
907,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,7,600,86,19.6,6.7,7,86,6,0,,19,0.86,8,14,-6,-0.90,-1.56,9.7,12.0,-2.3,-0.34,-0.61,Matches
908,Iago Falque\Iago-Falque,es ESP,FWMF,Torino,it Serie A,28,1990,26,1612,62,47.1,17.9,19,75,6,7,28,4,1.73,31,22,+9,+0.50,+0.20,27.7,24.6,+3.1,+0.17,+0.25,Matches
909,Tommaso Farabegoli\Tommaso-Farabegoli,it ITA,DF,Sampdoria,it Serie A,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
910,Paolo Faragò\Paolo-Farago,it ITA,MFDF,Cagliari,it Serie A,25,1993,26,1703,66,49.8,18.9,17,89,15,9,21,4,1.19,19,27,-8,-0.42,+0.10,22.3,27.3,-5.0,-0.27,+0.50,Matches
911,Ricardo Farcaş\Ricardo-Farcas,ro ROU,DF,SPAL,it Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
912,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,SPAL,it Serie A,22,1996,35,2949,84,86.2,32.8,32,90,31,3,25,0,1.11,34,45,-11,-0.34,-0.14,35.2,39.0,-3.8,-0.12,+0.49,Matches
913,Diego Farias\Diego-Farias,br BRA,FW,Cagliari,it Serie A,28,1990,16,700,44,20.5,7.8,7,69,1,9,24,1,0.94,6,11,-5,-0.64,-0.21,9.0,16.3,-7.3,-0.94,-0.53,Matches
914,Diego Farias\Diego-Farias,br BRA,FW,Empoli,it Serie A,28,1990,16,1193,75,34.9,13.3,16,75,5,0,,0,1.31,23,20,+3,+0.23,+1.12,20.2,23.1,-2.9,-0.22,+0.02,Matches
915,Andrea Favilli\Andrea-Favilli,it ITA,FWMF,Genoa,it Serie A,21,1997,6,170,28,5.0,1.9,0,,0,6,28,9,0.17,2,3,-1,-0.53,-0.06,3.4,2.0,+1.4,+0.74,+1.07,Matches
916,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,31,1987,34,2806,83,82.0,31.2,31,89,30,3,13,2,1.71,50,38,+12,+0.38,-0.49,52.2,44.4,+7.8,+0.25,-0.04,Matches
917,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,29,1989,21,1702,81,49.8,18.9,19,84,16,2,49,9,1.19,20,23,-3,-0.16,+0.10,26.4,21.9,+4.5,+0.24,+0.38,Matches
918,Nabil Fekir\Nabil-Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,29,1988,69,58.1,22.1,24,80,16,5,14,0,1.76,39,24,+15,+0.68,+0.18,43.5,24.4,+19.0,+0.86,+0.08,Matches
919,Yassin Fekir\Yassin-Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,1,12,12,0.4,0.1,0,,0,1,11,3,3.00,0,0,0,0.00,-0.61,0.3,0.0,+0.3,+2.47,+1.64,Matches
920,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,17,1095,64,35.8,12.2,14,76,9,3,11,1,0.53,9,22,-13,-1.07,+0.17,10.5,24.0,-13.5,-1.11,-0.25,Matches
921,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,21,1997,17,1289,76,37.7,14.3,15,79,10,2,54,13,1.59,20,16,+4,+0.28,+0.03,20.2,17.7,+2.5,+0.18,-0.30,Matches
922,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,11,244,22,8.0,2.7,2,95,2,9,6,20,2.64,6,3,+3,+1.11,+0.82,3.0,4.5,-1.5,-0.57,-0.61,Matches
923,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,14,752,54,22.0,8.4,6,91,6,8,26,3,1.36,14,14,0,0.00,-0.37,12.7,10.2,+2.5,+0.29,-0.02,Matches
924,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,27,1991,29,2049,71,59.9,22.8,22,87,19,7,19,2,1.14,31,40,-9,-0.40,-0.53,29.9,36.4,-6.5,-0.28,-0.29,Matches
925,Erick Ferigra\Erick-Ferigra,ec ECU,DF,Torino,it Serie A,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
926,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,29,1970,68,57.6,21.9,23,77,13,6,33,3,1.00,23,26,-3,-0.14,-0.45,31.0,26.1,+4.9,+0.22,-0.09,Matches
927,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,28,2225,79,72.7,24.7,28,79,17,0,,1,1.43,36,33,+3,+0.12,-0.85,37.4,38.3,-0.9,-0.04,-0.66,Matches
928,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,27,1991,16,1440,90,42.1,16.0,16,90,16,0,,21,1.06,25,24,+1,+0.06,+0.43,19.0,23.2,-4.2,-0.26,+0.36,Matches
929,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,31,1986,6,540,90,15.8,6.0,6,90,6,0,,32,1.83,9,7,+2,+0.33,+0.49,6.0,8.0,-2.0,-0.33,-0.30,Matches
930,Borja Fernández\Borja-Fernandez,es ESP,MFDF,Valladolid,es La Liga,37,1981,19,841,44,24.6,9.3,10,74,5,9,11,12,1.30,4,17,-13,-1.39,-1.18,7.9,13.2,-5.3,-0.57,-0.32,Matches
931,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,19,1484,78,43.4,16.5,17,85,15,2,21,10,1.11,18,24,-6,-0.36,-0.36,16.0,25.2,-9.2,-0.56,-0.36,Matches
932,Joaquín Fernández\Joaquin-Fernandez,es ESP,DFMF,Valladolid,es La Liga,22,1996,13,839,65,24.5,9.3,9,88,8,4,12,12,0.92,5,16,-11,-1.18,-0.90,10.2,19.4,-9.2,-0.99,-0.87,Matches
933,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,29,2377,82,69.5,26.4,27,86,21,2,34,0,2.66,70,15,+55,+2.08,+0.62,58.3,18.3,+40.1,+1.52,+0.10,Matches
934,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,33,2175,66,63.6,24.2,24,83,12,9,20,1,1.00,18,33,-15,-0.62,-0.19,22.1,29.8,-7.7,-0.32,-0.02,Matches
935,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6,540,90,15.8,6.0,6,90,6,0,,32,0.83,8,9,-1,-0.17,-0.48,8.1,8.4,-0.3,-0.05,+0.03,Matches
936,Gabriele Ferrarini\Gabriele-Ferrarini,it ITA,DF,Fiorentina,it Serie A,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
937,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,es La Liga,30,1988,35,2280,65,66.7,25.3,23,87,17,12,24,1,0.86,28,41,-13,-0.51,+0.20,35.7,35.8,-0.1,0.00,+0.87,Matches
938,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FWMF,Espanyol,es La Liga,27,1991,9,211,23,6.2,2.3,1,98,1,8,14,3,1.33,5,2,+3,+1.28,+1.42,2.0,1.6,+0.3,+0.16,+0.23,Matches
939,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,4,116,29,3.4,1.3,1,57,0,3,20,7,2.50,1,1,0,0.00,-0.63,1.7,1.9,-0.2,-0.17,-1.03,Matches
940,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,24,1874,78,54.8,20.8,21,85,15,3,27,0,1.63,37,31,+6,+0.29,+0.70,28.2,28.1,+0.1,+0.01,+0.47,Matches
941,Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,18,1055,59,34.5,11.7,13,78,5,5,9,2,1.67,20,19,+1,+0.09,+0.85,17.0,15.9,+1.0,+0.09,+0.74,Matches
942,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,18,1335,74,43.6,14.8,17,75,5,1,63,0,1.06,22,24,-2,-0.13,+0.80,22.4,22.1,+0.4,+0.02,+0.78,Matches
943,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,34,2607,77,76.2,29.0,31,82,15,3,21,0,2.50,64,15,+49,+1.69,-0.30,57.6,21.7,+35.9,+1.24,+0.39,Matches
944,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,21,1996,24,1937,81,56.6,21.5,22,87,20,2,17,1,1.46,22,30,-8,-0.37,-0.37,28.3,27.1,+1.1,+0.05,+0.01,Matches
945,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,10,453,45,13.2,5.0,4,82,2,6,21,9,1.60,6,8,-2,-0.40,-0.85,5.5,5.6,-0.1,-0.02,-0.14,Matches
946,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,90,90,2.9,1.0,1,90,1,0,,27,3.00,5,1,+4,+4.00,+4.58,1.2,0.9,+0.3,+0.28,+0.69,Matches
947,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,36,1981,20,976,49,28.5,10.8,11,80,2,9,11,14,1.05,15,16,-1,-0.09,+0.31,11.8,9.0,+2.9,+0.26,+0.62,Matches
948,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,29,2180,75,63.7,24.2,24,84,16,5,31,3,1.83,40,28,+12,+0.50,+0.06,42.2,33.3,+8.9,+0.37,+0.30,Matches
949,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,13,335,26,9.8,3.7,3,80,1,10,10,16,2.77,9,0,+9,+2.42,+0.58,8.5,2.4,+6.1,+1.65,+0.18,Matches
950,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,10,479,48,14.0,5.3,4,83,2,6,25,11,1.00,3,14,-11,-2.07,-1.18,5.6,8.1,-2.5,-0.47,-0.23,Matches
951,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,3,186,62,5.4,2.1,2,87,1,1,13,0,1.00,1,5,-4,-1.94,-1.46,1.7,1.7,0.0,+0.02,+0.35,Matches
952,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,31,2639,85,77.2,29.3,31,85,24,0,,0,0.97,28,43,-15,-0.51,-0.63,32.1,43.9,-11.8,-0.40,+0.09,Matches
953,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,2,161,81,4.7,1.8,1,91,1,1,70,2,2.00,4,1,+3,+1.68,+1.26,2.9,2.7,+0.3,+0.16,+0.02,Matches
954,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,17,912,54,26.7,10.1,10,84,7,7,10,10,1.35,19,14,+5,+0.49,+0.31,11.3,15.9,-4.6,-0.46,-0.36,Matches
955,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32,2880,90,84.2,32.0,32,90,32,0,,0,1.44,32,32,0,0.00,+0.50,34.7,34.3,+0.4,+0.01,+0.78,Matches
956,Thomas Fontaine\Thomas-Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,7,420,60,12.3,4.7,4,91,4,3,19,18,1.86,3,6,-3,-0.64,-0.64,5.5,6.3,-0.7,-0.15,-0.05,Matches
957,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,36,3110,86,90.9,34.6,36,86,34,0,,0,2.00,60,28,+32,+0.93,+0.06,55.1,39.9,+15.3,+0.44,+0.39,Matches
958,Rui Fonte\Rui-Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,18,627,35,18.3,7.0,5,77,0,13,19,6,1.72,12,7,+5,+0.72,-0.25,11.1,7.4,+3.7,+0.53,+0.15,Matches
959,Philip Fontein\Philip-Fontein,de GER,MF,Schalke 04,de Bundesliga,24,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
960,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,35,2479,71,72.5,27.5,28,84,19,7,19,1,1.20,33,38,-5,-0.18,-0.37,35.3,39.7,-4.4,-0.16,-0.33,Matches
961,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,20,1249,62,40.8,13.9,14,81,3,6,20,2,2.10,35,16,+19,+1.37,+0.62,27.9,13.5,+14.4,+1.04,+0.47,Matches
962,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,90,90,2.6,1.0,1,90,1,0,,4,0.00,0,3,-3,-3.00,-2.54,0.4,1.8,-1.4,-1.36,-1.14,Matches
963,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,3,136,45,4.0,1.5,1,91,1,2,23,4,2.33,1,1,0,0.00,+0.60,1.4,2.5,-1.1,-0.71,-0.35,Matches
964,Alessandro Fortunato D'Andrea\Alessandro-Fortunato-DAndrea,it ITA,GK,Napoli,it Serie A,18,2000,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
965,Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,9,455,51,14.9,5.1,5,82,3,4,11,14,0.78,5,15,-10,-1.98,-0.94,4.8,9.7,-4.9,-0.96,-0.01,Matches
966,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,3420,90,100.0,38.0,38,90,38,0,,0,1.32,52,59,-7,-0.18,,47.9,54.3,-6.3,-0.17,,Matches
967,Lyle Foster\Lyle-Foster,za RSA,FW,Monaco,fr Ligue 1,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
968,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,12,793,66,23.2,8.8,10,73,6,2,31,4,0.67,10,18,-8,-0.91,+0.43,9.6,18.5,-8.9,-1.02,-0.45,Matches
969,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFFW,Getafe,es La Liga,25,1993,25,1799,72,52.6,20.0,23,77,11,2,14,4,1.84,22,19,+3,+0.15,-0.41,20.2,20.3,-0.2,-0.01,-0.24,Matches
970,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,12,888,74,26.0,9.9,10,89,9,2,1,11,1.75,22,11,+11,+1.11,+0.51,15.1,15.9,-0.8,-0.09,-0.48,Matches
971,Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,7,548,78,17.9,6.1,6,90,6,1,7,11,0.14,7,13,-6,-0.99,-0.48,8.4,8.9,-0.5,-0.08,+0.41,Matches
972,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,17,1229,72,35.9,13.7,13,87,12,4,26,1,1.47,19,24,-5,-0.37,0.00,17.9,19.7,-1.8,-0.13,-0.10,Matches
973,Dominik Franke\Dominik-Franke,de GER,DF,Wolfsburg,de Bundesliga,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
974,Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,31,2216,71,72.4,24.6,29,75,8,2,19,0,1.00,36,49,-13,-0.53,-0.31,28.7,42.4,-13.7,-0.56,-0.60,Matches
975,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,24,1994,38,3166,83,92.6,35.2,35,87,25,3,39,0,1.18,51,64,-13,-0.37,-0.02,51.2,50.7,+0.4,+0.01,+1.07,Matches
976,Pierluigi Frattali\Pierluigi-Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,1,2,-1,-1.00,-0.49,1.2,2.2,-0.9,-0.91,-0.21,Matches
977,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,17,1041,61,30.4,11.6,13,76,5,4,14,15,1.65,18,19,-1,-0.09,-0.54,19.0,16.6,+2.4,+0.20,-0.15,Matches
978,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,15,1086,72,31.8,12.1,12,84,10,3,25,8,1.20,12,16,-4,-0.33,-0.37,13.9,22.3,-8.4,-0.70,-0.56,Matches
979,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,35,3022,86,88.4,33.6,35,86,25,0,,2,1.83,61,38,+23,+0.68,-1.12,56.6,35.9,+20.8,+0.62,-0.46,Matches
980,Nicolas Frey\Nicolas-Frey,fr FRA,DF,Chievo,it Serie A,34,1984,5,227,45,6.6,2.5,3,73,2,2,4,9,0.60,0,6,-6,-2.38,-1.14,2.2,3.1,-0.9,-0.37,+0.26,Matches
981,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,7,474,68,15.5,5.3,5,81,4,2,34,27,2.00,11,9,+2,+0.38,+0.14,6.1,10.2,-4.1,-0.78,-0.78,Matches
982,Constantin Frommann\Constantin-Frommann,de GER,GK,Freiburg,de Bundesliga,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
983,Christian Früchtl\Christian-Fruchtl,de GER,GK,Bayern Munich,de Bundesliga,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
984,Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,9,655,73,21.4,7.3,8,78,2,1,30,12,0.67,2,14,-12,-1.65,-0.53,6.1,10.6,-4.5,-0.62,+0.06,Matches
985,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,3,207,69,6.1,2.3,2,91,2,1,26,29,1.00,2,5,-3,-1.30,-1.47,2.3,2.8,-0.5,-0.22,-0.42,Matches
986,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,5,233,47,6.8,2.6,3,76,0,2,3,6,1.40,3,4,-1,-0.39,-0.33,1.8,4.0,-2.3,-0.87,-0.86,Matches
987,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,31,1635,53,47.8,18.2,18,78,4,13,17,2,1.10,25,29,-4,-0.22,-0.17,23.6,22.3,+1.3,+0.07,+0.10,Matches
988,Andrea Fulignati\Andrea-Fulignati,it ITA,FWGK,Empoli,it Serie A,23,1994,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
989,Andrea Fulignati\Andrea-Fulignati,it ITA,FWGK,SPAL,it Serie A,23,1994,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
