Player,Nation,Pos,Squad,Comp,Born,goals_allowed,penalties_alllowed,free_kicks_allowed,corners_allowed,own_goals,PSxG,PSxG_per_SoT,PSxG_difference,long_passes_cmp,long_passes_attempted,long_pass_completion,passes_attempted,throws_attempted,launch_percentage,avg_pass_length,goal_kicks_attempted,goal_kicks_long_percentage,goal_kick_len,crosses_attempted,crosses_stopped,stop_percentage,defensive_actions,AvgDist,Season
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992,38,1,1.0,4.0,1.0,37.0,0.36,0.0,146.0,408.0,35.8,546.0,93.0,56.8,44.6,189.0,51.9,44.1,213.0,11.0,5.2,8.0,12.3,2020
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,8,1,0.0,0.0,0.0,9.2,0.25,1.2,54.0,134.0,40.3,205.0,38.0,49.3,39.9,62.0,53.2,46.2,73.0,3.0,4.1,6.0,15.0,2020
Danijel Petković,me MNE,GK,Angers,fr Ligue 1,1993,1,0,0.0,0.0,0.0,1.4,0.21,0.4,13.0,28.0,46.4,35.0,10.0,45.7,38.7,19.0,63.2,51.1,30.0,2.0,6.7,1.0,13.4,2020
Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,1988,2,0,0.0,1.0,0.0,3.1,0.51,1.1,3.0,14.0,21.4,9.0,2.0,77.8,51.4,11.0,63.6,49.8,9.0,0.0,0.0,0.0,12.5,2020
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,56,3,3.0,6.0,3.0,48.7,0.32,-4.3,313.0,784.0,39.9,1100.0,179.0,55.6,45.8,273.0,63.0,53.4,315.0,25.0,7.9,23.0,14.6,2020
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,1990,0,0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,21.0,2.0,50.0,30.0,0.0,0.0,,0.0,,2020
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992,50,4,0.0,8.0,1.0,47.2,0.27,-1.8,285.0,916.0,31.1,875.0,168.0,73.0,54.4,305.0,90.8,69.9,373.0,53.0,14.2,35.0,16.5,2020
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,1997,35,6,2.0,4.0,1.0,32.0,0.3,-2.0,89.0,206.0,43.2,506.0,85.0,35.0,34.2,153.0,19.0,27.9,179.0,9.0,5.0,4.0,11.5,2020
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,1996,8,2,1.0,3.0,0.0,6.8,0.38,-1.2,14.0,37.0,37.8,47.0,10.0,51.1,40.7,14.0,92.9,64.5,14.0,1.0,7.1,0.0,13.8,2020
Rafael,br BRA,GK,Cagliari,it Serie A,1982,11,2,0.0,0.0,0.0,9.4,0.5,-1.6,35.0,79.0,44.3,106.0,16.0,58.5,41.8,47.0,36.2,35.8,70.0,5.0,7.1,2.0,12.0,2020
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,1995,18,1,1.0,2.0,0.0,26.8,0.27,8.8,142.0,391.0,36.3,796.0,119.0,35.6,36.4,202.0,53.5,45.0,257.0,26.0,10.1,16.0,14.0,2020
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,1998,62,5,4.0,5.0,0.0,61.7,0.32,-0.3,199.0,655.0,30.4,835.0,184.0,53.7,44.8,289.0,71.6,58.9,321.0,20.0,6.2,17.0,14.2,2020
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987,5,1,0.0,1.0,0.0,4.5,0.39,-0.5,18.0,36.0,50.0,26.0,3.0,84.6,55.5,14.0,100.0,66.0,19.0,2.0,10.5,2.0,13.6,2020
Manolo Reina,es ESP,GK,Mallorca,es La Liga,1985,60,13,2.0,7.0,1.0,58.1,0.28,-0.9,255.0,689.0,37.0,886.0,180.0,56.4,43.4,308.0,61.4,50.4,362.0,36.0,9.9,24.0,13.8,2020
Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,1982,20,2,0.0,3.0,0.0,18.6,0.33,-1.4,113.0,229.0,49.3,302.0,47.0,54.3,42.4,93.0,69.9,49.3,110.0,7.0,6.4,8.0,15.3,2020
Pepe Reina,es ESP,GK,Milan,it Serie A,1982,1,0,1.0,0.0,0.0,1.6,0.18,0.6,11.0,21.0,52.4,30.0,6.0,53.3,39.7,7.0,71.4,50.7,11.0,2.0,18.2,2.0,19.6,2020
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,1995,32,7,2.0,3.0,0.0,28.4,0.25,-3.6,171.0,388.0,44.1,767.0,80.0,37.4,36.3,143.0,70.6,54.2,189.0,11.0,5.8,22.0,17.4,2020
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,1990,49,3,1.0,3.0,1.0,41.1,0.33,-6.9,197.0,516.0,38.2,618.0,80.0,57.3,43.7,227.0,71.4,52.2,248.0,16.0,6.5,24.0,16.1,2020
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,1993,4,0,0.0,1.0,0.0,3.1,0.28,-0.9,1.0,10.0,10.0,35.0,6.0,17.1,25.4,14.0,28.6,29.4,18.0,2.0,11.1,2.0,18.7,2020
Roberto,es ESP,GK,West Ham,eng Premier League,1986,17,1,1.0,3.0,1.0,16.2,0.3,0.2,49.0,167.0,29.3,192.0,26.0,67.2,49.0,40.0,95.0,66.0,59.0,3.0,5.1,5.0,13.1,2020
Roberto,es ESP,GK,Alavés,es La Liga,1986,19,3,0.0,1.0,0.0,20.9,0.36,1.9,87.0,201.0,43.3,169.0,9.0,81.1,58.2,69.0,92.8,67.9,75.0,4.0,5.3,6.0,16.9,2020
Joel Robles,es ESP,GK,Betis,es La Liga,1990,48,11,1.0,3.0,1.0,44.8,0.31,-2.2,171.0,464.0,36.9,907.0,134.0,39.4,36.6,245.0,43.7,39.6,296.0,21.0,7.1,27.0,15.5,2020
Antonio Rosati,it ITA,GK,Torino,it Serie A,1983,1,0,0.0,0.0,0.0,0.7,0.15,-0.3,12.0,21.0,57.1,22.0,6.0,50.0,32.7,15.0,66.7,40.9,7.0,0.0,0.0,0.0,10.0,2020
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,1991,1,0,0.0,0.0,0.0,0.8,0.79,-0.2,1.0,1.0,100.0,3.0,1.0,33.3,26.7,0.0,,,0.0,0.0,,0.0,15.0,2020
Rubén,es ESP,GK,Osasuna,es La Liga,1984,24,3,1.0,1.0,0.0,19.3,0.34,-4.7,150.0,404.0,37.1,382.0,60.0,73.6,52.7,143.0,86.0,61.9,167.0,12.0,7.2,7.0,13.8,2020
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,40,3,0.0,2.0,0.0,34.4,0.34,-5.6,120.0,324.0,37.0,457.0,71.0,48.8,39.5,160.0,63.1,46.6,152.0,6.0,3.9,8.0,12.6,2020
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,1992,27,3,1.0,2.0,1.0,27.4,0.21,1.4,221.0,419.0,52.7,680.0,148.0,42.4,37.5,203.0,64.5,49.1,227.0,20.0,8.8,26.0,16.2,2020
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992,54,2,0.0,8.0,3.0,54.5,0.32,3.5,272.0,527.0,51.6,1188.0,232.0,33.8,33.8,274.0,45.6,38.7,314.0,24.0,7.6,19.0,13.9,2020
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,1992,14,2,0.0,0.0,0.0,15.7,0.3,1.7,89.0,187.0,47.6,282.0,38.0,53.2,40.7,62.0,59.7,46.0,72.0,5.0,6.9,4.0,13.9,2020
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,1984,5,0,0.0,0.0,0.0,5.6,0.26,0.6,34.0,67.0,50.7,93.0,22.0,41.9,37.8,37.0,75.7,51.5,63.0,5.0,7.9,2.0,13.5,2020
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986,41,8,0.0,7.0,2.0,42.2,0.28,3.2,239.0,488.0,49.0,936.0,151.0,39.9,37.4,242.0,47.5,40.8,293.0,10.0,3.4,27.0,15.7,2020
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,1998,18,2,1.0,4.0,0.0,17.8,0.32,-0.2,55.0,177.0,31.1,257.0,29.0,52.9,42.1,60.0,68.3,51.0,89.0,6.0,6.7,5.0,12.8,2020
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,1992,32,3,0.0,5.0,0.0,31.2,0.26,-0.8,179.0,477.0,37.5,730.0,115.0,40.5,38.0,249.0,72.7,58.3,214.0,14.0,6.5,10.0,13.0,2020
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992,32,6,0.0,3.0,0.0,32.4,0.3,0.4,216.0,484.0,44.6,646.0,127.0,53.9,43.9,203.0,67.0,53.9,229.0,21.0,9.2,10.0,12.7,2020
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991,53,6,1.0,10.0,0.0,53.9,0.26,0.9,276.0,562.0,49.1,809.0,114.0,51.2,41.6,329.0,45.0,35.3,391.0,12.0,3.1,8.0,13.0,2020
Rui Silva,pt POR,GK,Granada,es La Liga,1994,42,4,1.0,5.0,0.0,42.3,0.28,0.3,348.0,898.0,38.8,978.0,115.0,66.6,49.2,301.0,82.1,60.4,332.0,38.0,11.4,41.0,15.9,2020
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,1991,43,7,1.0,7.0,1.0,42.4,0.25,0.4,193.0,718.0,26.9,661.0,78.0,66.3,48.1,330.0,84.8,59.2,366.0,17.0,4.6,9.0,12.0,2020
Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997,29,5,1.0,3.0,2.0,36.8,0.32,9.8,319.0,761.0,41.9,839.0,140.0,61.7,47.2,268.0,90.7,66.4,343.0,23.0,6.7,18.0,14.3,2020
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,1987,64,9,3.0,9.0,3.0,64.9,0.3,3.9,292.0,610.0,47.9,828.0,113.0,48.1,40.0,334.0,63.5,45.2,378.0,25.0,6.6,14.0,13.3,2020
Antonio Sivera,es ESP,GK,Alavés,es La Liga,1996,3,1,0.0,0.0,0.0,2.4,0.36,-0.6,24.0,64.0,37.5,56.0,9.0,71.4,52.4,27.0,88.9,63.4,27.0,1.0,3.7,0.0,12.8,2020
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991,64,6,2.0,6.0,1.0,57.8,0.3,-5.2,197.0,445.0,44.3,855.0,216.0,37.7,35.3,292.0,42.1,34.8,320.0,46.0,14.4,15.0,12.9,2020
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,1999,4,0,0.0,1.0,0.0,3.7,0.34,-0.3,13.0,31.0,41.9,54.0,9.0,37.0,35.9,16.0,68.8,50.6,13.0,2.0,15.4,2.0,16.1,2020
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,1988,40,1,1.0,3.0,0.0,44.3,0.28,4.3,230.0,486.0,47.3,1260.0,167.0,30.2,33.1,285.0,37.2,36.4,286.0,14.0,4.9,31.0,14.3,2020
David Soria,es ESP,GK,Getafe,es La Liga,1993,37,5,0.0,2.0,1.0,38.1,0.33,2.1,369.0,987.0,37.4,871.0,41.0,86.3,58.8,259.0,90.7,61.4,262.0,30.0,11.5,49.0,17.0,2020
Juan Soriano,es ESP,GK,Leganés,es La Liga,1997,18,5,1.0,0.0,1.0,15.6,0.33,-1.4,49.0,175.0,28.0,222.0,59.0,52.3,45.8,75.0,78.7,63.1,70.0,7.0,10.0,7.0,18.3,2020
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,1992,5,0,0.0,0.0,0.0,4.6,0.24,-0.4,11.0,32.0,34.4,125.0,30.0,17.6,27.7,27.0,37.0,37.1,31.0,4.0,12.9,7.0,19.3,2020
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,1992,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,100.0,70.0,0.0,0.0,,0.0,,2020
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,1995,36,1,1.0,6.0,1.0,31.9,0.32,-3.1,156.0,327.0,47.7,477.0,101.0,48.6,41.9,143.0,66.4,55.3,145.0,9.0,6.2,11.0,13.6,2020
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,1995,42,7,1.0,8.0,1.0,45.6,0.27,4.6,202.0,453.0,44.6,931.0,149.0,40.7,34.5,292.0,25.3,27.2,282.0,15.0,5.3,17.0,13.9,2020
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,1990,33,8,1.0,4.0,0.0,34.6,0.22,1.6,108.0,200.0,54.0,565.0,156.0,28.5,32.5,196.0,19.9,26.8,219.0,11.0,5.0,22.0,15.0,2020
Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,1986,2,0,0.0,0.0,0.0,1.9,0.18,-0.1,14.0,18.0,77.8,53.0,15.0,26.4,30.0,6.0,66.7,44.5,7.0,2.0,28.6,2.0,15.0,2020
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,1992,36,6,2.0,1.0,0.0,34.8,0.27,-1.2,205.0,338.0,60.7,1200.0,177.0,22.8,28.8,219.0,29.7,31.0,266.0,13.0,4.9,27.0,15.1,2020
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,1990,5,3,0.0,0.0,0.0,6.2,0.19,1.2,27.0,91.0,29.7,151.0,36.0,45.0,39.0,59.0,39.0,35.9,86.0,6.0,7.0,5.0,13.2,2020
Demba Thiam,sn SEN,GK,SPAL,it Serie A,1998,4,1,0.0,2.0,0.0,3.4,0.18,-0.6,10.0,25.0,40.0,44.0,13.0,36.4,36.1,27.0,33.3,29.6,19.0,1.0,5.3,1.0,15.2,2020
Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,1999,1,0,0.0,0.0,0.0,1.0,0.24,0.0,1.0,9.0,11.1,34.0,11.0,26.5,32.1,7.0,0.0,20.4,8.0,1.0,12.5,1.0,14.9,2020
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,1990,38,1,1.0,3.0,2.0,32.0,0.3,-4.0,181.0,403.0,44.9,794.0,90.0,42.3,37.1,145.0,46.2,41.2,168.0,17.0,10.1,21.0,15.1,2020
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,1999,3,0,0.0,0.0,0.0,2.6,0.52,-0.4,7.0,13.0,53.8,24.0,5.0,33.3,34.5,8.0,62.5,45.4,7.0,0.0,0.0,0.0,14.9,2020
Stefano Turati,it ITA,GK,Sassuolo,it Serie A,2001,4,1,0.0,0.0,0.0,3.8,0.26,-0.2,4.0,12.0,33.3,37.0,9.0,24.3,26.9,14.0,21.4,25.6,20.0,2.0,10.0,2.0,18.2,2020
Samir Ujkani,xk KVX,GK,Torino,it Serie A,1988,3,1,0.0,1.0,0.0,2.7,0.35,-0.3,8.0,14.0,57.1,43.0,2.0,30.2,33.4,9.0,11.1,25.4,9.0,0.0,0.0,1.0,18.0,2020
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,1988,1,0,0.0,0.0,0.0,1.4,0.5,0.4,7.0,13.0,53.8,42.0,5.0,26.2,28.1,10.0,20.0,25.7,10.0,1.0,10.0,1.0,12.0,2020
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989,31,2,3.0,3.0,1.0,25.4,0.24,-4.6,178.0,417.0,42.7,686.0,155.0,40.1,37.3,235.0,60.4,48.1,260.0,20.0,7.7,16.0,14.0,2020
Koke Vegas,es ESP,GK,Levante,es La Liga,1995,2,0,0.0,1.0,0.0,1.7,0.17,-0.3,7.0,26.0,26.9,43.0,16.0,46.5,40.6,20.0,30.0,30.6,30.0,2.0,6.7,2.0,15.6,2020
Mauro Vigorito,it ITA,GK,Lecce,it Serie A,1990,9,1,0.0,1.0,0.0,9.4,0.33,0.4,24.0,64.0,37.5,104.0,27.0,43.3,36.3,49.0,38.8,32.2,61.0,4.0,6.6,1.0,11.6,2020
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,1997,5,0,0.0,0.0,0.0,4.7,0.42,-0.3,15.0,43.0,34.9,61.0,6.0,39.3,35.5,28.0,67.9,55.3,34.0,3.0,8.8,3.0,16.0,2020
Felix Wiedwald,de GER,GK,Eint Frankfurt,de Bundesliga,1990,8,0,0.0,2.0,0.0,6.7,0.32,-1.3,26.0,52.0,50.0,79.0,14.0,49.4,38.0,24.0,54.2,41.8,28.0,2.0,7.1,3.0,16.1,2020
Yoel,es ESP,GK,Eibar,es La Liga,1988,5,0,0.0,0.0,0.0,3.8,0.21,-1.2,38.0,80.0,47.5,69.0,6.0,82.6,59.1,24.0,95.8,72.4,29.0,1.0,3.4,3.0,13.3,2020
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,40,1,0.0,6.0,1.0,37.0,0.32,-2.0,135.0,409.0,33.0,604.0,144.0,47.4,40.8,196.0,62.8,51.6,226.0,23.0,10.2,20.0,16.2,2020
Leopold Zingerle,de GER,GK,Paderborn 07,de Bundesliga,1994,57,3,3.0,7.0,2.0,56.8,0.38,1.8,192.0,380.0,50.5,982.0,187.0,31.1,32.3,235.0,31.9,32.5,259.0,10.0,3.9,17.0,14.0,2020
Adrián,es ESP,GK,Liverpool,eng Premier League,1987,9,0,0.0,2.0,0.0,7.9,0.42,-1.1,12.0,32.0,37.5,77.0,20.0,31.2,34.9,22.0,36.4,32.6,29.0,2.0,6.9,1.0,13.2,2021
Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,1995,0,0,0.0,0.0,0.0,0.1,0.04,0.1,0.0,3.0,0.0,10.0,2.0,30.0,31.8,1.0,0.0,30.0,4.0,0.0,0.0,0.0,17.5,2021
Alisson,br BRA,GK,Liverpool,eng Premier League,1992,26,4,1.0,3.0,0.0,29.8,0.33,3.8,90.0,197.0,45.7,734.0,118.0,21.5,30.4,119.0,32.8,35.6,145.0,13.0,9.0,35.0,19.2,2021
Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,1993,10,0,1.0,0.0,0.0,6.1,0.3,-1.9,20.0,53.0,37.7,103.0,20.0,40.8,35.1,27.0,40.7,34.9,35.0,0.0,0.0,5.0,16.4,2021
Nícolas Andrade,br BRA,GK,Udinese,it Serie A,1988,5,0,0.0,0.0,0.0,4.0,0.58,-1.0,6.0,13.0,46.2,31.0,5.0,25.8,32.1,9.0,55.6,47.4,16.0,0.0,0.0,0.0,15.2,2021
Ángel,es ESP,GK,Granada,es La Liga,2002,2,1,0.0,1.0,0.0,2.7,0.22,0.7,10.0,24.0,41.7,13.0,0.0,76.9,50.1,17.0,82.4,55.0,10.0,0.0,0.0,1.0,14.3,2021
Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,1993,38,6,0.0,2.0,1.0,40.9,0.29,6.9,139.0,355.0,39.2,583.0,122.0,40.8,35.0,195.0,60.0,44.5,285.0,31.0,10.9,16.0,13.7,2021
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,1994,6,0,0.0,0.0,0.0,5.3,0.29,-0.7,29.0,57.0,50.9,105.0,20.0,38.1,33.7,33.0,51.5,40.4,33.0,4.0,12.1,0.0,14.4,2021
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,1989,32,5,0.0,3.0,2.0,26.8,0.25,-2.2,164.0,368.0,44.6,814.0,159.0,32.2,34.5,215.0,49.3,43.3,351.0,39.0,11.1,15.0,13.4,2021
Emil Audero,it ITA,GK,Sampdoria,it Serie A,1997,43,6,0.0,6.0,1.0,38.5,0.26,-3.5,203.0,487.0,41.7,756.0,144.0,46.4,39.2,209.0,65.1,47.3,301.0,26.0,8.6,13.0,12.7,2021
Édgar Badía,es ESP,GK,Elche,es La Liga,1992,43,4,0.0,4.0,0.0,42.1,0.3,0.1,255.0,499.0,51.1,816.0,133.0,40.3,36.1,269.0,63.2,43.2,288.0,22.0,7.6,18.0,13.1,2021
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,2001,4,0,0.0,0.0,0.0,1.8,0.44,-2.2,3.0,17.0,17.6,29.0,9.0,37.9,34.8,7.0,85.7,50.9,12.0,2.0,16.7,0.0,13.6,2021
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,1990,46,5,0.0,3.0,2.0,43.4,0.34,-0.6,166.0,401.0,41.4,912.0,146.0,35.7,33.9,176.0,42.6,36.8,234.0,9.0,3.8,32.0,15.4,2021
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,1993,42,6,0.0,9.0,0.0,38.5,0.24,-2.5,99.0,279.0,35.5,734.0,136.0,27.0,30.1,245.0,33.1,33.2,291.0,21.0,7.2,11.0,12.0,2021
Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,1997,44,4,0.0,3.0,1.0,35.6,0.31,-6.4,143.0,408.0,35.0,542.0,156.0,46.5,40.1,214.0,72.9,52.4,273.0,19.0,7.0,9.0,13.0,2021
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,1998,8,1,0.0,1.0,0.0,7.5,0.32,-0.5,67.0,113.0,59.3,136.0,21.0,57.4,43.1,47.0,74.5,54.9,45.0,5.0,11.1,1.0,11.9,2021
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,1995,27,1,1.0,2.0,0.0,22.8,0.37,-4.2,111.0,298.0,37.2,520.0,81.0,40.2,36.2,144.0,61.8,46.3,149.0,9.0,6.0,12.0,14.9,2021
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,1991,16,2,0.0,3.0,2.0,16.9,0.21,2.9,148.0,305.0,48.5,646.0,99.0,34.2,35.1,149.0,56.4,43.9,200.0,23.0,11.5,18.0,16.1,2021
Claudio Bravo,cl CHI,GK,Betis,es La Liga,1983,17,2,0.0,2.0,1.0,16.6,0.4,1.6,73.0,179.0,40.8,284.0,45.0,51.4,41.5,53.0,62.3,49.5,67.0,4.0,6.0,3.0,12.3,2021
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,1978,2,1,0.0,0.0,0.0,2.6,0.16,0.6,14.0,34.0,41.2,140.0,26.0,21.4,27.9,37.0,10.8,19.5,44.0,1.0,2.3,5.0,14.7,2021
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,1990,26,2,0.0,5.0,0.0,20.7,0.28,-5.3,72.0,162.0,44.4,442.0,86.0,29.4,31.7,87.0,36.8,35.7,94.0,7.0,7.4,5.0,13.8,2021
David Button,eng ENG,GK,West Brom,eng Premier League,1989,2,0,0.0,1.0,0.0,1.7,0.24,-0.3,8.0,29.0,27.6,25.0,2.0,68.0,49.2,12.0,100.0,67.0,10.0,1.0,10.0,0.0,10.0,2021
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,1999,1,0,0.0,0.0,0.0,1.3,0.45,0.3,2.0,5.0,40.0,28.0,9.0,17.9,25.5,2.0,0.0,21.5,7.0,0.0,0.0,2.0,13.1,2021
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,3,0,0.0,1.0,0.0,1.5,0.49,-1.5,1.0,3.0,33.3,20.0,2.0,15.0,24.6,6.0,0.0,19.7,8.0,0.0,0.0,2.0,22.0,2021
Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,1994,10,3,1.0,1.0,0.0,9.2,0.33,-0.8,17.0,48.0,35.4,71.0,27.0,35.2,33.2,30.0,76.7,59.7,29.0,4.0,13.8,2.0,14.6,2021
Cárdenas,es ESP,GK,Levante,es La Liga,1997,2,0,0.0,0.0,0.0,4.1,0.19,2.1,19.0,43.0,44.2,71.0,18.0,42.3,34.7,29.0,44.8,38.5,45.0,2.0,4.4,2.0,13.4,2021
Kiko Casilla,es ESP,GK,Leeds United,eng Premier League,1986,1,0,0.0,0.0,0.0,1.0,0.52,0.0,5.0,6.0,83.3,23.0,10.0,13.0,22.9,10.0,30.0,34.1,8.0,2.0,25.0,0.0,14.7,2021
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,21,2,1.0,3.0,1.0,24.2,0.29,4.2,201.0,438.0,45.9,850.0,128.0,38.8,36.3,162.0,66.7,51.2,216.0,18.0,8.3,25.0,15.8,2021
Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,1998,4,1,0.0,0.0,0.0,5.0,0.45,1.0,14.0,37.0,37.8,68.0,13.0,41.2,38.4,22.0,40.9,40.2,30.0,3.0,10.0,2.0,14.2,2021
Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,1979,3,0,0.0,0.0,0.0,1.8,0.29,-1.2,25.0,63.0,39.7,53.0,3.0,92.5,59.7,16.0,87.5,61.1,17.0,1.0,5.9,2.0,14.3,2021
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,1989,6,1,0.0,0.0,0.0,6.3,0.33,0.3,35.0,90.0,38.9,106.0,23.0,59.4,43.4,44.0,61.4,48.5,46.0,4.0,8.7,6.0,13.6,2021
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,1987,46,4,0.0,4.0,1.0,46.3,0.32,1.3,144.0,314.0,45.9,817.0,117.0,32.3,31.2,173.0,28.9,27.2,256.0,22.0,8.6,19.0,16.1,2021
Alex Cordaz,it ITA,GK,Crotone,it Serie A,1983,74,5,2.0,9.0,1.0,65.3,0.37,-7.7,191.0,443.0,43.1,918.0,127.0,39.4,34.2,249.0,32.5,29.8,251.0,13.0,5.2,29.0,15.3,2021
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,1983,9,1,1.0,0.0,0.0,9.4,0.36,0.4,35.0,70.0,50.0,245.0,23.0,24.5,30.3,42.0,23.8,24.4,48.0,0.0,0.0,7.0,16.0,2021
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,1987,42,4,2.0,3.0,1.0,34.9,0.27,-2.1,251.0,543.0,46.2,842.0,121.0,46.9,39.1,222.0,66.7,48.8,257.0,16.0,6.2,14.0,13.8,2021
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,1992,23,6,0.0,3.0,1.0,23.9,0.22,1.9,103.0,277.0,37.2,822.0,177.0,24.3,32.2,185.0,41.6,40.0,222.0,18.0,8.1,18.0,14.9,2021
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,1994,50,5,1.0,7.0,0.0,51.6,0.3,1.6,170.0,411.0,41.4,603.0,113.0,45.9,36.9,234.0,57.3,41.6,273.0,28.0,10.3,15.0,13.1,2021
Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,1998,5,1,0.0,1.0,0.0,5.5,0.43,0.5,0.0,5.0,0.0,18.0,8.0,27.8,32.3,5.0,0.0,16.0,16.0,1.0,6.3,0.0,8.4,2021
Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,1990,43,3,1.0,4.0,2.0,37.0,0.28,-4.0,184.0,532.0,34.6,506.0,88.0,68.4,50.5,220.0,84.5,60.2,239.0,22.0,9.2,6.0,12.2,2021
Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,1999,1,1,0.0,0.0,0.0,1.0,0.03,0.0,5.0,16.0,31.3,40.0,13.0,27.5,32.2,12.0,41.7,39.0,11.0,0.0,0.0,1.0,15.3,2021
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,1992,34,3,0.0,2.0,0.0,37.1,0.33,3.1,242.0,638.0,37.9,682.0,79.0,68.5,54.7,189.0,90.5,72.6,225.0,16.0,7.1,29.0,16.8,2021
Jaume Doménech,es ESP,GK,Valencia,es La Liga,1990,34,3,2.0,4.0,2.0,31.5,0.28,1.5,236.0,457.0,51.6,534.0,85.0,55.6,41.9,212.0,75.5,54.8,270.0,19.0,7.0,11.0,13.3,2021
