Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Bernd Leno,de GER,GK,Leverkusen,UCL,1992.0,7,630.0,90.0,87.5,7.0,7,,7.0,0,,1,1.14,7.0,8.0,-1.0,-0.14,-1.14,2017,,,,,
Dominik Livaković,hr CRO,GK,Dinamo Zagreb,UCL,1995.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,2,0.0,0.0,8.0,-8.0,-2.0,1.5,2017,,,,,
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.17,6.0,6.0,0.0,0.0,,2017,,,,,
Anthony Lopes,pt POR,GK,Lyon,UCL,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,5.0,3.0,2.0,0.33,,2017,,,,,
Arkadiusz Malarz,pl POL,GK,Legia Warsaw,UCL,1980.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.45,5.0,16.0,-11.0,-2.2,1.8,2017,,,,,
Jordi Masip,es ESP,GK,Barcelona,UCL,1989.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Nikita Medvedev,ru RUS,GK,Rostov,UCL,1994.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
André Moreira,pt POR,GK,Atlético Madrid,UCL,1995.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Keylor Navas,cr CRC,GK,Real Madrid,UCL,1986.0,12,1110.0,93.0,92.5,12.3,12,,12.0,0,,0,2.25,34.0,17.0,17.0,1.38,1.38,2017,,,,,
Neto,br BRA,GK,Juventus,UCL,1989.0,1,90.0,90.0,7.7,1.0,1,,1.0,0,,12,3.0,2.0,0.0,2.0,2.0,0.83,2017,,,,,
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986.0,9,840.0,93.0,90.3,9.3,9,,9.0,0,,0,2.0,25.0,11.0,14.0,1.5,2.5,2017,,,,,
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993.0,11,990.0,90.0,91.7,11.0,11,,11.0,0,,1,2.09,11.0,7.0,4.0,0.36,-3.64,2017,,,,,
Robin Olsen,se SWE,GK,FC Copenhagen,UCL,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.82,7.0,2.0,5.0,0.83,,2017,,,,,
David Ospina,co COL,GK,Arsenal,UCL,1988.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.75,20.0,16.0,4.0,0.5,,2017,,,,,
Ramazan Özcan,at AUT,GK,Leverkusen,UCL,1984.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,7,3.0,3.0,0.0,3.0,3.0,3.43,2017,,,,,
Remko Pasveer,nl NED,GK,PSV Eindhoven,UCL,1983.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,1.0,2.0,-1.0,-1.0,0.2,2017,,,,,
Rui Patrício,pt POR,GK,Sporting CP,UCL,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.5,5.0,8.0,-3.0,-0.5,,2017,,,,,
Ilya Pomazun,ru RUS,GK,CSKA Moscow,UCL,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Pepe Reina,es ESP,GK,Napoli,UCL,1982.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.38,13.0,14.0,-1.0,-0.12,,2017,,,,,
Sergio Rico,es ESP,GK,Sevilla,UCL,1993.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.75,9.0,6.0,3.0,0.37,,2017,,,,,
Artur Rudko,ua UKR,GK,Dynamo Kyiv,UCL,1992.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.0,7.0,4.0,3.0,0.6,1.6,2017,,,,,
José Sá,pt POR,GK,Porto,UCL,1993.0,0,,,,,0,,0.0,0,,8,,,,,,,2017,,,,,
Kasper Schmeichel,dk DEN,GK,Leicester City,UCL,1986.0,8,720.0,90.0,80.0,8.0,8,,8.0,0,,0,1.75,9.0,4.0,5.0,0.62,2.62,2017,,,,,
Adrian Šemper,hr CRO,GK,Dinamo Zagreb,UCL,1998.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,4,0.0,0.0,7.0,-7.0,-3.5,-1.5,2017,,,,,
Luigi Sepe,it ITA,GK,Napoli,UCL,1991.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,UCL,1975.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,0.0,1.0,2.0,-1.0,-1.0,-1.6,2017,,,,,
Tobias Sippel,de GER,GK,M'Gladbach,UCL,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Salvatore Sirigu,it ITA,GK,Sevilla,UCL,1987.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Yann Sommer,ch SUI,GK,M'Gladbach,UCL,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.38,5.0,12.0,-7.0,-1.17,,2017,,,,,
David Soria,es ESP,GK,Sevilla,UCL,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Tom Starke,de GER,GK,Bayern Munich,UCL,1981.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Vladislav Stoyanov,bg BUL,GK,Ludogorets,UCL,1987.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,1.55,4.0,12.0,-8.0,-1.6,-0.6,2017,,,,,
Danijel Subašić,hr CRO,GK,Monaco,UCL,1984.0,11,990.0,90.0,91.7,11.0,11,,11.0,0,,0,2.07,22.0,17.0,5.0,0.45,5.45,2017,,,,,
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992.0,9,810.0,90.0,90.0,9.0,9,,9.0,0,,0,1.78,22.0,12.0,10.0,1.11,-2.89,2017,,,,,
Jens Teunckens,be BEL,GK,Club Brugge,UCL,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Kevin Trapp,de GER,GK,Paris S-G,UCL,1990.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,6,1.5,5.0,6.0,-1.0,-0.5,-1.5,2017,,,,,
Sven Ulreich,de GER,GK,Bayern Munich,UCL,1988.0,1,90.0,90.0,9.7,1.0,1,,1.0,0,,9,0.0,2.0,3.0,-1.0,-1.0,-2.5,2017,,,,,
Tomáš Vaclík,cz CZE,GK,Basel,UCL,1989.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.33,3.0,12.0,-9.0,-1.5,,2017,,,,,
Germano Vailati,ch SUI,GK,Basel,UCL,1980.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Michel Vorm,nl NED,GK,Tottenham,UCL,1983.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Dorus de Vries,nl NED,GK,Celtic,UCL,1980.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,0.0,0.0,7.0,-7.0,-7.0,-6.2,2017,,,,,
Roman Weidenfeller,de GER,GK,Dortmund,UCL,1980.0,2,180.0,90.0,20.0,2.0,2,,2.0,0,,8,2.0,10.0,6.0,4.0,2.0,1.0,2017,,,,,
Rubén Yáñez,es ESP,GK,Real Madrid,UCL,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Tolga Zengin,tr TUR,GK,Beşiktaş,UCL,1983.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,5,1.0,1.0,1.0,0.0,0.0,1.0,2017,,,,,
Ron-Robert Zieler,de GER,GK,Leicester City,UCL,1989.0,1,90.0,90.0,10.0,1.0,1,,1.0,0,,9,3.0,2.0,1.0,1.0,1.0,1.0,2017,,,,,
Jeroen Zoet,nl NED,GK,PSV Eindhoven,UCL,1991.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,0.4,3.0,9.0,-6.0,-1.2,-0.2,2017,,,,,
Igor Akinfeev,ru RUS,GK,CSKA Moscow,UCL,1986.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,2.1,8.0,10.0,-2.0,-0.33,,2018,,,,,
Alisson,br BRA,GK,Roma,UCL,1992.0,12,1080.0,90.0,100.0,12.0,12,,12.0,0,,0,1.67,21.0,19.0,2.0,0.17,,2018,,,,,
Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,UCL,1984.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Alphonse Areola,fr FRA,GK,Paris S-G,UCL,1993.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.88,27.0,9.0,18.0,2.25,,2018,,,,,
Diego Benaglio,ch SUI,GK,Monaco,UCL,1983.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,0.33,3.0,9.0,-6.0,-2.0,-0.67,2018,,,,,
Justin Bijlow,nl NED,GK,Feyenoord,UCL,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Frank Boeckx,be BEL,GK,Anderlecht,UCL,1986.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,1.0,1.0,8.0,-7.0,-2.33,0.33,2018,,,,,
Claudio Bravo,cl CHI,GK,Manchester City,UCL,1983.0,1,90.0,90.0,10.0,1.0,1,,1.0,0,,9,0.0,1.0,2.0,-1.0,-1.0,-2.0,2018,,,,,
Gianluigi Buffon,it ITA,GK,Juventus,UCL,1978.0,9,810.0,90.0,90.0,9.0,9,,8.0,0,,0,1.67,12.0,11.0,1.0,0.11,-0.89,2018,,,,,
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990.0,6,540.0,90.0,100.0,6.0,6,,5.0,0,,0,0.33,7.0,13.0,-6.0,-1.0,,2018,,,,,
Willy Caballero,ar ARG,GK,Chelsea,UCL,1981.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Kiko Casilla,es ESP,GK,Real Madrid,UCL,1986.0,2,180.0,90.0,15.4,2.0,2,,2.0,0,,11,1.5,7.0,3.0,4.0,2.0,0.82,2018,,,,,
Iker Casillas,es ESP,GK,Porto,UCL,1981.0,3,270.0,90.0,37.5,3.0,3,,3.0,0,,5,1.33,4.0,3.0,1.0,0.33,0.53,2018,,,,,
Joel Castro Pereira,pt POR,GK,Manchester Utd,UCL,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Júlio César,br BRA,GK,Benfica,UCL,1979.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,0.0,0.0,5.0,-5.0,-5.0,-3.4,2018,,,,,
Lefteris Choutesiotis,gr GRE,GK,Olympiacos,UCL,1994.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Jasper Cillessen,nl NED,GK,Barcelona,UCL,1989.0,1,90.0,90.0,10.0,1.0,1,,1.0,0,,9,3.0,2.0,0.0,2.0,2.0,1.0,2018,,,,,
Aljaž Cotman,si SVN,GK,NK Maribor,UCL,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Thibaut Courtois,be BEL,GK,Chelsea,UCL,1992.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.5,17.0,12.0,5.0,0.62,,2018,,,,,
Ersin Destanoğlu,tr TUR,GK,Beşiktaş,UCL,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Ederson,br BRA,GK,Manchester City,UCL,1993.0,9,810.0,90.0,90.0,9.0,9,,9.0,0,,1,2.0,19.0,10.0,9.0,1.0,2.0,2018,,,,,
Fabricio,es ESP,GK,Beşiktaş,UCL,1987.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,2,1.83,9.0,9.0,0.0,0.0,0.5,2018,,,,,
Christian Früchtl,de GER,GK,Bayern Munich,UCL,2000.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Paulo Gazzaniga,ar ARG,GK,Tottenham,UCL,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
David de Gea,es ESP,GK,Manchester Utd,UCL,1990.0,6,540.0,90.0,75.0,6.0,6,,6.0,0,,0,2.17,11.0,3.0,8.0,1.33,1.33,2018,,,,,
Craig Gordon,sco SCO,GK,Celtic,UCL,1982.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,5.0,18.0,-13.0,-2.17,,2018,,,,,
Raúl Gudiño,mx MEX,GK,APOEL FC,UCL,1996.0,1,45.0,45.0,8.3,0.5,0,,0.0,1,,5,1.0,1.0,1.0,0.0,0.0,2.73,2018,,,,,
Péter Gulácsi,hu HUN,GK,RB Leipzig,UCL,1990.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.17,10.0,11.0,-1.0,-0.17,,2018,,,,,
Jasmin Handanović,si SVN,GK,NK Maribor,UCL,1978.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,3.0,16.0,-13.0,-2.17,,2018,,,,,
Brad Jones,au AUS,GK,Feyenoord,UCL,1982.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.0,3.0,13.0,-10.0,-2.0,-3.0,2018,,,,,
Anton Kanibolotskiy,ua UKR,GK,Qarabağ FK,UCL,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Stefanos Kapino,gr GRE,GK,Olympiacos,UCL,1994.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,3,2.0,2.0,3.0,-1.0,-1.0,0.6,2018,,,,,
Loris Karius,de GER,GK,Liverpool,UCL,1993.0,13,1170.0,90.0,100.0,13.0,13,,13.0,0,,0,1.92,41.0,16.0,25.0,1.92,,2018,,,,,
Oleh Kudryk,ua UKR,GK,Shakhtar,UCL,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986.0,7,630.0,90.0,87.5,7.0,7,,7.0,0,,0,2.0,15.0,8.0,7.0,1.0,-2.0,2018,,,,,
Aleksandr Maksimenko,ru RUS,GK,Spartak Moscow,UCL,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Simon Mignolet,be BEL,GK,Liverpool,UCL,1988.0,0,,,,,0,,0.0,0,,13,,,,,,,2018,,,,,
Moha,es ESP,GK,Real Madrid,UCL,2000.0,0,,,,,0,,0.0,0,,2,,,,,,,2018,,,,,
Yvon Mvogo,ch SUI,GK,RB Leipzig,UCL,1994.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Keylor Navas,cr CRC,GK,Real Madrid,UCL,1986.0,11,990.0,90.0,84.6,11.0,11,,11.0,0,,0,2.36,26.0,13.0,13.0,1.18,-0.82,2018,,,,,
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986.0,1,90.0,90.0,8.3,1.0,1,,1.0,0,,0,3.0,3.0,0.0,3.0,3.0,2.0,2018,,,,,
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.17,5.0,4.0,1.0,0.17,,2018,,,,,
Matko Obradović,hr CRO,GK,NK Maribor,UCL,1991.0,0,,,,,0,,0.0,0,,5,,,,,,,2018,,,,,
Rui Patrício,pt POR,GK,Sporting CP,UCL,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.38,8.0,9.0,-1.0,-0.17,,2018,,,,,
Nauzet Pérez,es ESP,GK,APOEL FC,UCL,1985.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,0.33,1.0,10.0,-9.0,-3.0,-1.0,2018,,,,,
Carlo Pinsoglio,it ITA,GK,Juventus,UCL,1990.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Ilya Pomazun,ru RUS,GK,CSKA Moscow,UCL,1996.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Silvio Proto,be BEL,GK,Olympiacos,UCL,1983.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,0.2,2.0,10.0,-8.0,-1.6,-0.6,2018,,,,,
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.88,11.0,11.0,0.0,0.0,,2018,,,,,
Artyom Rebrov,ru RUS,GK,Spartak Moscow,UCL,1984.0,2,158.0,79.0,29.3,1.8,2,,1.0,0,,3,1.0,2.0,2.0,0.0,0.0,0.94,2018,,,,,
Pepe Reina,es ESP,GK,Napoli,UCL,1982.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.5,11.0,11.0,0.0,0.0,,2018,,,,,
Sergio Rico,es ESP,GK,Sevilla,UCL,1993.0,8,720.0,90.0,80.0,8.0,8,,8.0,0,,2,1.7,14.0,13.0,1.0,0.12,0.62,2018,,,,,
Sergio Romero,ar ARG,GK,Manchester Utd,UCL,1987.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,6,1.5,2.0,2.0,0.0,0.0,-1.33,2018,,,,,
José Sá,pt POR,GK,Porto,UCL,1993.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,3,1.4,11.0,12.0,-1.0,-0.2,-0.53,2018,,,,,
Romain Salin,fr FRA,GK,Sporting CP,UCL,1984.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Mirko Salvi,ch SUI,GK,Basel,UCL,1994.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Ibrahim Šehić,ba BIH,GK,Qarabağ FK,UCL,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.09,2.0,14.0,-12.0,-2.0,,2018,,,,,
Aleksandr Selikhov,ru RUS,GK,Spartak Moscow,UCL,1994.0,5,382.0,76.0,70.7,4.2,4,,4.0,1,,1,1.0,7.0,11.0,-4.0,-0.94,-0.94,2018,,,,,
Matz Sels,be BEL,GK,Anderlecht,UCL,1992.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,3,0.0,1.0,9.0,-8.0,-2.67,-0.33,2018,,,,,
Luigi Sepe,it ITA,GK,Napoli,UCL,1991.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Mykyta Shevchenko,ua UKR,GK,Shakhtar,UCL,1993.0,0,,,,,0,,0.0,0,,7,,,,,,,2018,,,,,
Fábio Silva Duarte,pt POR,GK,Benfica,UCL,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Łukasz Skorupski,pl POL,GK,Roma,UCL,1991.0,0,,,,,0,,0.0,0,,12,,,,,,,2018,,,,,
David Soria,es ESP,GK,Sevilla,UCL,1993.0,2,180.0,90.0,20.0,2.0,2,,2.0,0,,8,0.5,1.0,2.0,-1.0,-0.5,-0.62,2018,,,,,
Tom Starke,de GER,GK,Bayern Munich,UCL,1981.0,0,,,,,0,,0.0,0,,10,,,,,,,2018,,,,,
Danijel Subašić,hr CRO,GK,Monaco,UCL,1984.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,0.33,3.0,7.0,-4.0,-1.33,0.67,2018,,,,,
Mile Svilar,be BEL,GK,Benfica,UCL,1999.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,0.0,0.0,5.0,-5.0,-1.67,1.0,2018,,,,,
Seydou Sy,sn SEN,GK,Monaco,UCL,1995.0,0,,,,,0,,0.0,0,,3,,,,,,,2018,,,,,
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990.0,2,90.0,45.0,10.0,1.0,1,,1.0,1,,8,3.0,2.0,1.0,1.0,1.0,0.89,2018,,,,,
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992.0,9,810.0,90.0,90.0,9.0,9,,9.0,0,,1,2.0,15.0,6.0,9.0,1.0,-1.0,2018,,,,,
Kevin Trapp,de GER,GK,Paris S-G,UCL,1990.0,0,,,,,0,,0.0,0,,8,,,,,,,2018,,,,,
Sven Ulreich,de GER,GK,Bayern Munich,UCL,1988.0,11,990.0,90.0,91.7,11.0,11,,11.0,0,,1,2.09,23.0,12.0,11.0,1.0,-2.0,2018,,,,,
Tomáš Vaclík,cz CZE,GK,Basel,UCL,1989.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.88,13.0,10.0,3.0,0.37,,2018,,,,,
Bruno Varela,pt POR,GK,Benfica,UCL,1994.0,2,180.0,90.0,33.3,2.0,2,,2.0,0,,2,0.0,1.0,4.0,-3.0,-1.5,1.0,2018,,,,,
Kenneth Vermeer,nl NED,GK,Feyenoord,UCL,1986.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,2,3.0,2.0,1.0,1.0,1.0,3.0,2018,,,,,
Michel Vorm,nl NED,GK,Tottenham,UCL,1983.0,1,90.0,90.0,12.5,1.0,1,,1.0,0,,6,3.0,3.0,0.0,3.0,3.0,2.0,2018,,,,,
Dorus de Vries,nl NED,GK,Celtic,UCL,1980.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Boy Waterman,nl NED,GK,APOEL FC,UCL,1984.0,3,225.0,75.0,41.7,2.5,3,,2.0,0,,0,1.56,0.0,6.0,-6.0,-2.4,0.17,2018,,,,,
Roman Weidenfeller,de GER,GK,Dortmund,UCL,1980.0,0,,,,,0,,0.0,0,,5,,,,,,,2018,,,,,
Tolga Zengin,tr TUR,GK,Beşiktaş,UCL,1983.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,6,1.5,3.0,4.0,-1.0,-0.5,-0.5,2018,,,,,
Antonio Adán,es ESP,GK,Atlético Madrid,UCL,1987.0,0,,,,,0,,0.0,0,,8,,,,,,,2019,,,,,
Igor Akinfeev,ru RUS,GK,CSKA Moscow,UCL,1986.0,5,449.0,90.0,83.1,5.0,5,90.0,4.0,0,,0,1.4,8.0,6.0,2.0,0.4,3.37,2019,6.5,7.1,-0.6,-0.12,1.85
Alisson,br BRA,GK,Liverpool,UCL,1992.0,13,1170.0,90.0,100.0,13.0,13,90.0,13.0,0,,0,1.92,24.0,12.0,12.0,0.92,,2019,24.1,13.5,10.5,0.81,
Alphonse Areola,fr FRA,GK,Paris S-G,UCL,1993.0,3,270.0,90.0,37.5,3.0,3,90.0,3.0,0,,5,1.33,10.0,6.0,4.0,1.33,0.53,2019,7.2,4.3,3.0,0.99,0.63
Loic Badiashile,fr FRA,GK,Monaco,UCL,1998.0,1,90.0,90.0,16.7,1.0,1,90.0,1.0,0,,4,1.0,1.0,1.0,0.0,0.0,2.4,2019,0.8,1.6,-0.7,-0.74,0.3
David von Ballmoos,ch SUI,GK,Young Boys,UCL,1994.0,4,360.0,90.0,66.7,4.0,4,90.0,4.0,0,,1,0.67,1.0,10.0,-9.0,-2.25,-2.75,2019,3.7,9.4,-5.7,-1.43,-1.39
Vasilios Barkas,gr GRE,GK,AEK Athens,UCL,1994.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,0.8,2.0,13.0,-11.0,-1.83,,2019,4.1,12.4,-8.3,-1.39,
Oliver Baumann,de GER,GK,Hoffenheim,UCL,1990.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,0.5,11.0,14.0,-3.0,-0.5,,2019,10.9,12.2,-1.3,-0.21,
Diego Benaglio,ch SUI,GK,Monaco,UCL,1983.0,5,404.0,81.0,74.8,4.5,5,81.0,4.0,0,,0,0.0,1.0,10.0,-9.0,-2.0,-0.02,2019,3.5,6.2,-2.7,-0.6,1.55
Tommaso Berni,it ITA,GK,Inter,UCL,1983.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Milan Borjan,ca CAN,GK,Red Star,UCL,1987.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,1.43,5.0,17.0,-12.0,-2.0,,2019,2.7,17.0,-14.3,-2.39,
Gianluigi Buffon,it ITA,GK,Paris S-G,UCL,1978.0,5,450.0,90.0,62.5,5.0,5,90.0,5.0,0,,0,2.0,10.0,6.0,4.0,0.8,-0.53,2019,7.8,6.0,1.8,0.36,-0.63
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990.0,7,630.0,90.0,87.5,7.0,7,90.0,7.0,0,,1,1.43,8.0,6.0,2.0,0.29,-1.71,2019,9.2,6.0,3.2,0.46,-1.7
Kiko Casilla,es ESP,GK,Real Madrid,UCL,1986.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Iker Casillas,es ESP,GK,Porto,UCL,1981.0,10,930.0,93.0,100.0,10.3,10,93.0,10.0,0,,0,1.9,20.0,15.0,5.0,0.48,,2019,15.9,17.2,-1.3,-0.13,
Sébastien Cibois,fr FRA,GK,Paris S-G,UCL,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,2019,,,,,
Jasper Cillessen,nl NED,GK,Barcelona,UCL,1989.0,1,90.0,90.0,8.3,1.0,1,90.0,1.0,0,,9,1.0,1.0,1.0,0.0,0.0,-1.45,2019,1.1,2.4,-1.3,-1.34,-2.25
İsmail Çipe,tr TUR,GK,Galatasaray,UCL,1995.0,0,,,,,0,,0.0,0,,6,,,,,,,2019,,,,,
Thibaut Courtois,be BEL,GK,Real Madrid,UCL,1992.0,5,450.0,90.0,62.5,5.0,5,90.0,5.0,0,,3,1.8,10.0,8.0,2.0,0.4,-0.6,2019,7.8,7.9,-0.1,-0.02,-1.32
Jaume Doménech,es ESP,GK,Valencia,UCL,1990.0,1,90.0,90.0,16.7,1.0,1,90.0,1.0,0,,5,3.0,2.0,1.0,1.0,1.0,1.2,2019,1.1,1.3,-0.2,-0.2,0.54
Ederson,br BRA,GK,Manchester City,UCL,1993.0,10,900.0,90.0,100.0,10.0,10,90.0,10.0,0,,0,2.2,30.0,12.0,18.0,1.8,,2019,22.2,10.7,11.5,1.15,
Ralf Fährmann,de GER,GK,Schalke 04,UCL,1988.0,6,540.0,90.0,75.0,6.0,6,90.0,6.0,0,,1,1.17,6.0,14.0,-8.0,-1.33,-2.33,2019,6.2,11.3,-5.2,-0.86,-2.54
Paulo Gazzaniga,ar ARG,GK,Tottenham,UCL,1992.0,1,90.0,90.0,7.7,1.0,1,90.0,1.0,0,,11,3.0,2.0,1.0,1.0,1.0,1.0,2019,2.6,0.6,2.0,2.0,1.75
David de Gea,es ESP,GK,Manchester Utd,UCL,1990.0,9,810.0,90.0,90.0,9.0,9,90.0,9.0,0,,0,1.44,9.0,9.0,0.0,0.0,1.0,2019,9.5,10.3,-0.8,-0.09,-0.29
Mathieu Gorgelin,fr FRA,GK,Lyon,UCL,1990.0,1,57.0,57.0,7.9,0.6,0,,0.0,1,56.0,7,0.0,1.0,3.0,-2.0,-3.16,-3.02,2019,0.3,2.5,-2.2,-3.54,-3.18
Lee Grant,eng ENG,GK,Manchester Utd,UCL,1983.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Samir Handanović,si SVN,GK,Inter,UCL,1984.0,6,540.0,90.0,100.0,6.0,6,90.0,6.0,0,,0,1.33,6.0,7.0,-1.0,-0.17,,2019,8.8,7.9,0.9,0.14,
Yanis Henin,ma MAR,GK,Monaco,UCL,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Marwin Hitz,ch SUI,GK,Dortmund,UCL,1987.0,1,90.0,90.0,12.5,1.0,1,90.0,1.0,0,,7,3.0,2.0,0.0,2.0,2.0,1.71,2019,2.5,0.3,2.2,2.16,1.7
