,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
727,Milan Lukač\Milan-Lukac,rs SRB,GK,tr Akhisarspor,32,1985,4,360,90,66.7,4.0,4,90,4,0,,2,0.25,3,11,-8,-2.00,-1.00,4.4,7.9,-3.5,-0.86,-1.24,Matches
728,Jody Lukoki\Jody-Lukoki,cd COD,FWMF,bg Ludogorets,25,1992,4,355,89,65.7,3.9,4,89,3,0,,0,1.50,3,5,-2,-0.51,-0.51,3.4,4.3,-0.9,-0.23,-0.51,Matches
729,Senad Lulić\Senad-Lulic,ba BIH,MFDF,it Lazio,32,1986,7,379,54,52.6,4.2,3,82,2,4,34,0,0.86,4,8,-4,-0.95,-0.69,5.6,5.9,-0.3,-0.06,-0.10,Matches
730,Matti Lund Nielsen\Matti-Lund-Nielsen,dk DEN,MF,no Sarpsborg 08,30,1988,6,532,89,98.5,5.9,6,89,4,0,,0,1.38,7,13,-6,-1.02,-12.27,8.4,7.3,+1.0,+0.17,-10.88,Matches
731,Marius Lundemo\Marius-Lundemo,no NOR,MF,no Rosenborg,24,1994,3,181,60,33.5,2.0,1,91,1,2,45,1,1.71,2,5,-3,-1.49,+0.26,0.7,4.2,-3.4,-1.72,+0.02,Matches
732,Andrey Lunyov\Andrey-Lunyov,ru RUS,GK,ru Zenit,26,1991,9,783,87,87.0,8.7,9,87,8,0,,1,1.67,10,10,0,0.00,+0.77,9.3,9.4,-0.2,-0.02,+0.67,Matches
733,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,it Napoli,21,1996,3,140,47,25.9,1.6,1,92,1,2,24,0,2.00,3,4,-1,-0.64,-1.32,2.3,3.7,-1.4,-0.88,-1.76,Matches
734,Lukáš Lupták\Lukas-Luptak,sk SVK,DFMF,sk Spartak Trnava,28,1990,0,,,,,0,,0,0,,4,2.00,,,,,,,,,,,Matches
735,Mikael Lustig\Mikael-Lustig,se SWE,DF,sco Celtic,31,1986,6,400,67,55.6,4.4,5,71,3,1,45,2,1.63,5,4,+1,+0.23,+1.91,5.5,5.8,-0.3,-0.07,+1.16,Matches
736,Christian Luyindama\Christian-Luyindama,cd COD,DF,be Standard Liège,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,7,9,-2,-0.33,,6.7,12.0,-5.3,-0.88,,Matches
737,Christian Luyindama\Christian-Luyindama,cd COD,DF,tr Galatasaray,24,1994,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,2,-1,-0.50,,1.1,3.1,-2.0,-0.99,,Matches
738,Paul-Jose M'Poku\Paul-Jose-MPoku,cd COD,MF,be Standard Liège,26,1992,4,91,23,16.9,1.0,1,45,0,3,15,0,1.75,0,0,0,0.00,+0.40,1.0,0.6,+0.4,+0.44,+1.58,Matches
739,Mahir Madatov\Mahir-Madatov,az AZE,FWMF,az Qarabağ Ağdam,21,1997,6,357,60,66.1,4.0,4,79,2,2,21,0,0.75,1,11,-10,-2.52,-2.03,1.8,7.5,-5.7,-1.43,-1.89,Matches
740,Ivan Maewski\Ivan-Maewski,by BLR,MF,kz Astana FK,30,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.13,7,7,0,0.00,,6.7,6.9,-0.2,-0.04,,Matches
741,Anton Maglica\Anton-Maglica,hr CRO,FW,cy Apollon,26,1991,6,278,46,51.5,3.1,4,57,0,2,25,0,1.69,6,6,0,0.00,0.00,3.7,5.0,-1.3,-0.42,-0.12,Matches
742,May Mahlangu\May-Mahlangu,za RSA,MF,bg Ludogorets,29,1989,2,22,11,4.1,0.2,0,,0,2,10,1,0.50,0,1,-1,-4.09,-3.92,0.3,0.4,-0.2,-0.65,-0.62,Matches
743,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,eng Arsenal,20,1997,10,804,80,59.6,8.9,9,88,8,1,16,1,2.20,18,8,+10,+1.12,-0.03,14.8,10.6,+4.2,+0.48,-0.61,Matches
744,Lovro Majer\Lovro-Majer,hr CRO,MF,hr Dinamo Zagreb,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
745,Erik Majetschak\Erik-Majetschak,de GER,MF,de RB Leipzig,18,2000,1,7,7,1.3,0.1,0,,0,1,6,4,2.00,0,0,0,0.00,-0.17,0.1,0.2,-0.1,-1.20,-1.68,Matches
746,Róbert Mak\Robert-Mak,sk SVK,MFFW,ru Zenit,27,1991,10,572,57,63.6,6.4,6,74,1,4,32,0,1.40,7,5,+2,+0.31,+1.14,7.5,6.5,+0.9,+0.14,+0.70,Matches
747,Yevhen Makarenko\Yevhen-Makarenko,ua UKR,MF,be Anderlecht,27,1991,4,268,67,49.6,3.0,3,87,2,1,7,1,0.25,0,4,-4,-1.34,-1.01,3.0,4.3,-1.3,-0.45,-0.40,Matches
748,Aleksandr Maksimenko\Aleksandr-Maksimenko,ru RUS,GK,ru Spartak Moscow,20,1998,5,450,90,83.3,5.0,5,90,5,0,,1,1.00,7,10,-3,-0.60,+0.40,6.8,7.1,-0.3,-0.05,+0.77,Matches
749,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,26,1991,4,315,79,58.3,3.5,4,79,3,0,,1,1.50,6,4,+2,+0.57,+0.57,6.7,4.6,+2.0,+0.58,+0.38,Matches
750,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,it Napoli,27,1991,2,103,52,19.1,1.1,1,91,1,1,12,4,1.50,3,2,+1,+0.87,+0.67,2.3,2.2,0.0,+0.04,-0.48,Matches
751,Kevin Malget\Kevin-Malget,lu LUX,DFMF,lu F91 Dudelange,27,1991,2,103,52,19.1,1.1,1,84,0,1,19,2,1.50,0,1,-1,-0.87,+1.60,0.1,1.7,-1.6,-1.36,+0.83,Matches
752,Philipp Malicsek\Philipp-Malicsek,at AUT,MF,at Rapid Wien,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
753,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MF,be Genk,25,1993,8,600,75,83.3,6.7,7,82,5,1,25,0,2.08,11,12,-1,-0.15,-3.15,8.8,7.9,+0.9,+0.13,-0.90,Matches
754,Serhiy Malyi\Serhiy-Malyi,kz KAZ,DFMF,kz Astana FK,28,1990,0,,,,,0,,0,0,,4,0.00,,,,,,,,,,,Matches
755,Maksym Malyshev\Maksym-Malyshev,ua UKR,MF,ua Shakhtar,25,1992,1,10,10,5.6,0.1,0,,0,1,9,1,1.00,0,0,0,0.00,+1.59,0.0,0.2,-0.2,-2.00,-0.74,Matches
756,Pavel Mamayev\Pavel-Mamayev,ru RUS,MF,ru Krasnodar,29,1988,2,140,70,15.6,1.6,2,70,0,0,,0,3.00,2,1,+1,+0.64,+0.88,1.9,1.7,+0.2,+0.14,-0.02,Matches
757,Artyom Mamin\Artyom-Mamin,ru RUS,DF,ru Spartak Moscow,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
758,Emanuel Mammana\Emanuel-Mammana,ar ARG,DF,ru Zenit,22,1996,4,360,90,40.0,4.0,4,90,4,0,,2,1.00,4,6,-2,-0.50,-0.67,4.1,6.0,-1.9,-0.47,-0.61,Matches
759,Steve Mandanda\Steve-Mandanda,fr FRA,GK,fr Marseille,33,1985,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,1,3,-2,-2.00,-0.40,0.6,1.6,-1.0,-0.95,-0.72,Matches
760,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,es Betis,26,1991,6,540,90,75.0,6.0,6,90,6,0,,0,1.50,8,8,0,0.00,-1.50,9.0,7.9,+1.1,+0.18,-1.74,Matches
761,Carlos Mané\Carlos-Mane,pt POR,FWMF,pt Sporting CP,24,1994,3,159,53,22.1,1.8,2,74,1,1,11,3,3.00,4,1,+3,+1.70,+0.74,3.4,0.4,+3.1,+1.74,+1.46,Matches
762,Elvis Manu\Elvis-Manu,nl NED,FW,tr Akhisarspor,24,1993,5,263,53,48.7,2.9,3,74,2,2,20,0,0.20,3,3,0,0.00,+3.25,3.9,4.9,-0.9,-0.32,+0.25,Matches
763,Marcão\Marcao,br BRA,DF,tr Galatasaray,22,1996,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,2,-1,-0.50,,1.1,3.1,-2.0,-0.99,,Matches
764,Marcelinho\Marcelinho,bg BUL,MFFW,bg Ludogorets,33,1984,6,457,76,84.6,5.1,5,86,3,1,27,0,1.40,5,6,-1,-0.20,+0.89,5.4,5.0,+0.3,+0.07,+0.78,Matches
765,Antonio Marchesano\Antonio-Marchesano,ch SUI,MFFW,ch Zürich,27,1991,5,332,66,46.1,3.7,4,72,0,1,45,0,1.20,5,5,0,0.00,+0.70,7.5,2.5,+5.0,+1.36,+2.50,Matches
766,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,ru Zenit,32,1986,5,236,47,26.2,2.6,2,92,2,3,18,1,1.00,1,4,-3,-1.14,-1.42,1.1,4.7,-3.5,-1.35,-1.69,Matches
767,Mariano\Mariano,br BRA,DF,tr Galatasaray,32,1986,2,108,54,60.0,1.2,1,91,1,1,17,0,0.50,0,0,0,0.00,+1.25,0.3,1.2,-0.9,-0.79,+0.49,Matches
768,Răzvan Marin\Razvan-Marin,ro ROU,MF,be Standard Liège,22,1996,6,495,83,91.7,5.5,5,90,4,1,47,0,1.67,7,9,-2,-0.36,-0.36,6.4,11.5,-5.0,-0.92,-0.44,Matches
769,Nikolay Markov\Nikolay-Markov,ru RUS,DF,ru Krasnodar,33,1985,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
770,Saša Marković\Sasa-Markovic,rs SRB,MF,cy Apollon,27,1991,6,485,81,89.8,5.4,4,90,4,2,62,0,1.46,10,9,+1,+0.19,+1.82,6.8,7.6,-0.8,-0.14,+2.18,Matches
771,Marlos\Marlos,ua UKR,FW,ua Shakhtar,30,1988,2,157,79,87.2,1.7,2,79,1,0,,0,0.50,3,6,-3,-1.72,-1.72,1.8,4.0,-2.2,-1.27,+0.23,Matches
772,Pedro David Rosendo Marques\Pedro-David-Rosendo-Marques,pt POR,FW,pt Sporting CP,20,1998,1,32,32,4.4,0.4,0,,0,1,31,0,3.00,0,0,0,0.00,-1.18,0.8,0.2,+0.6,+1.65,+1.10,Matches
773,Manuel Martic\Manuel-Martic,at AUT,MF,at Rapid Wien,22,1995,4,174,44,24.2,1.9,2,85,1,2,3,3,2.00,2,1,+1,+0.52,+2.00,1.9,1.2,+0.8,+0.39,+1.58,Matches
774,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,eng Arsenal,25,1992,1,90,90,6.7,1.0,1,90,1,0,,5,3.00,1,0,+1,+1.00,-0.14,1.1,0.1,+1.0,+1.01,+0.31,Matches
775,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,it Inter,20,1997,3,245,82,68.1,2.7,3,82,2,0,,0,2.33,3,0,+3,+1.10,+0.32,4.0,2.0,+2.0,+0.74,+1.27,Matches
776,Yevhen Martynenko\Yevhen-Martynenko,ua UKR,DF,ua Vorskla Poltava,25,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
777,Alyaksandr Martynovich\Alyaksandr-Martynovich,by BLR,DF,ru Krasnodar,30,1987,9,810,90,90.0,9.0,9,90,9,0,,0,1.56,10,11,-1,-0.11,-0.11,12.4,10.5,+1.9,+0.21,+0.53,Matches
778,Adam Marušić\Adam-Marusic,me MNE,MFDF,it Lazio,25,1992,4,293,73,40.7,3.3,3,84,2,1,42,1,1.50,4,4,0,0.00,+1.05,3.0,3.6,-0.6,-0.18,-0.28,Matches
779,Lukáš Masopust\Lukas-Masopust,cz CZE,FWDF,cz Slavia Prague,25,1993,5,336,67,30.3,3.7,5,67,0,0,,1,1.40,9,9,0,0.00,-0.35,3.7,5.7,-1.9,-0.51,-0.73,Matches
780,Lukáš Masopust\Lukas-Masopust,cz CZE,MFFW,cz Jablonec,25,1993,3,251,84,46.5,2.8,3,84,1,0,,1,0.67,4,4,0,0.00,+0.62,2.5,2.8,-0.3,-0.12,+0.15,Matches
781,Giorgos Masouras\Giorgos-Masouras,gr GRE,FW,gr Olympiacos,24,1994,2,50,25,6.9,0.6,0,,0,2,25,0,0.50,0,1,-1,-1.80,-2.47,1.2,0.6,+0.6,+1.12,+0.67,Matches
782,Clinton Mata\Clinton-Mata,ao ANG,DFMF,be Club Brugge,25,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
783,Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,pt Sporting CP,34,1983,2,160,80,22.2,1.8,2,80,0,0,,1,2.00,1,0,+1,+0.56,-0.72,1.2,1.6,-0.4,-0.25,-1.10,Matches
784,Léo Matos\Leo-Matos,br BRA,DF,gr PAOK,32,1986,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,5,11,-6,-1.20,-0.20,5.4,5.4,-0.1,-0.02,+2.00,Matches
785,Jan Matoušek\Jan-Matousek,cz CZE,FW,cz Slavia Prague,20,1998,4,174,44,15.7,1.9,3,58,0,1,0,2,1.50,1,1,0,0.00,-0.29,1.2,1.1,+0.1,+0.03,+0.04,Matches
786,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,22,1996,1,90,90,50.0,1.0,1,90,1,0,,1,0.00,1,4,-3,-3.00,-3.00,0.6,2.6,-2.0,-1.98,-1.36,Matches
787,José Mauri\Jose-Mauri,it ITA,MF,it Milan,22,1996,2,112,56,20.7,1.2,1,80,0,1,32,3,3.00,5,0,+5,+4.02,+4.44,2.2,0.2,+2.0,+1.58,+1.40,Matches
788,Maurício\Mauricio,br BRA,MF,gr PAOK,29,1988,4,348,87,64.4,3.9,4,87,3,0,,0,0.75,5,9,-4,-1.03,+0.37,4.0,6.2,-2.3,-0.59,-0.66,Matches
789,Andreas Maxsø\Andreas-Maxso,dk DEN,DF,ch Zürich,24,1994,5,450,90,62.5,5.0,5,90,5,0,,2,1.80,6,6,0,0.00,+1.00,7.8,4.7,+3.0,+0.61,+1.58,Matches
790,Maycon\Maycon,br BRA,MFFW,ua Shakhtar,21,1997,1,45,45,25.0,0.5,0,,0,1,45,1,0.00,1,2,-1,-2.00,-0.67,0.4,1.1,-0.6,-1.30,0.00,Matches
791,Patryk Małecki\Patryk-Malecki,pl POL,FW,sk Spartak Trnava,29,1988,4,159,40,29.4,1.8,1,92,0,3,22,1,1.00,1,2,-1,-0.57,-0.09,1.1,2.2,-1.1,-0.69,+0.23,Matches
792,Gareth McAuley\Gareth-McAuley,nir NIR,DF,sco Rangers,38,1979,2,91,46,16.9,1.0,1,91,1,1,0,1,0.00,0,1,-1,-0.99,-1.19,0.4,0.8,-0.4,-0.38,-0.28,Matches
793,Robby McCrorie\Robby-McCrorie,sco SCO,GK,sco Rangers,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
794,Ross McCrorie\Ross-McCrorie,sco SCO,MFFW,sco Rangers,20,1998,3,105,35,19.4,1.2,1,92,1,2,7,2,1.63,0,1,-1,-0.86,-1.06,0.7,1.7,-1.0,-0.82,-0.84,Matches
795,George McEachran\George-McEachran,eng ENG,MF,eng Chelsea,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
796,Allan McGregor\Allan-McGregor,sco SCO,GK,sco Rangers,36,1982,6,540,90,100.0,6.0,6,90,6,0,,0,1.57,8,8,0,0.00,,6.4,7.3,-0.9,-0.14,,Matches
797,Callum McGregor\Callum-McGregor,sco SCO,MF,sco Celtic,25,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.30,6,11,-5,-0.62,,8.6,13.3,-4.7,-0.58,,Matches
798,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,25,1993,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,5,-3,-1.50,,2.0,3.0,-0.9,-0.47,,Matches
799,Gary Medel\Gary-Medel,cl CHI,MF,tr Beşiktaş,30,1987,5,450,90,83.3,5.0,5,90,5,0,,0,1.55,6,9,-3,-0.60,-1.60,7.3,8.3,-1.0,-0.20,+1.14,Matches
800,Zechariah Medley\Zechariah-Medley,eng ENG,DF,eng Arsenal,18,2000,2,59,30,4.4,0.7,0,,0,2,29,0,3.00,0,0,0,0.00,-1.19,1.3,0.6,+0.7,+1.00,+0.29,Matches
801,Maksim Medvedev\Maksim-Medvedev,az AZE,DF,az Qarabağ Ağdam,28,1989,6,511,85,94.6,5.7,6,85,5,0,,0,0.75,2,12,-10,-1.76,+1.34,3.7,7.8,-4.1,-0.72,+1.24,Matches
802,Lorenzo Melgarejo\Lorenzo-Melgarejo,py PAR,DFFW,ru Spartak Moscow,27,1990,6,530,88,98.1,5.9,6,88,5,0,,0,0.83,8,11,-3,-0.51,+8.49,7.6,7.8,-0.2,-0.03,+8.04,Matches
803,Dušan Melichárek\Dusan-Melicharek,cz CZE,GK,se Malmö,34,1983,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
804,Birger Meling\Birger-Meling,no NOR,DF,no Rosenborg,23,1994,4,360,90,66.7,4.0,4,90,4,0,,0,1.63,3,8,-5,-1.25,+1.25,1.9,8.3,-6.4,-1.60,+0.38,Matches
805,Bryan Mélisse\Bryan-Melisse,fr FRA,DFMF,lu F91 Dudelange,29,1989,6,292,49,54.1,3.2,3,83,2,3,14,0,0.89,3,13,-10,-3.08,-1.99,1.1,8.3,-7.2,-2.22,-0.40,Matches
806,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,es Sevilla,31,1987,6,540,90,58.1,6.0,6,90,6,0,,1,2.29,14,3,+11,+1.83,+1.14,9.9,6.2,+3.7,+0.61,-0.29,Matches
807,Alex Meret\Alex-Meret,it ITA,GK,it Napoli,21,1997,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,9,7,+2,+0.33,,10.6,8.0,+2.6,+0.43,,Matches
808,Yassine Meriah\Yassine-Meriah,tn TUN,DF,gr Olympiacos,25,1993,4,284,71,39.4,3.2,3,90,3,1,13,1,0.50,2,4,-2,-0.63,-1.87,3.1,4.0,-0.9,-0.27,-1.26,Matches
809,Davide Merola\Davide-Merola,it ITA,MF,it Inter,18,2000,1,11,11,3.1,0.1,0,,0,1,10,1,0.00,0,0,0,0.00,-1.03,0.1,0.4,-0.3,-2.47,-2.89,Matches
810,Dries Mertens\Dries-Mertens,be BEL,FW,it Napoli,31,1987,5,358,72,66.3,4.0,4,78,1,1,45,0,1.20,6,4,+2,+0.50,+0.50,6.7,4.7,+1.9,+0.48,+0.17,Matches
811,Roque Mesa\Roque-Mesa,es ESP,MF,es Sevilla,29,1989,8,616,77,66.2,6.8,6,86,4,2,51,2,2.18,19,7,+12,+1.75,+1.18,13.1,8.2,+4.9,+0.71,-0.07,Matches
812,Miha Mevlja\Miha-Mevlja,si SVN,DF,ru Zenit,28,1990,3,270,90,30.0,3.0,3,90,3,0,,3,1.43,2,3,-1,-0.33,-0.33,1.2,4.0,-2.8,-0.92,-1.17,Matches
813,Mexer\Mexer,mz MOZ,DF,fr Rennes,29,1988,7,630,90,70.0,7.0,7,90,7,0,,1,2.29,14,9,+5,+0.71,+2.38,10.0,9.7,+0.3,+0.04,-0.34,Matches
814,Míchel\Michel,es ESP,MF,az Qarabağ Ağdam,32,1985,6,453,76,83.9,5.0,5,84,4,1,32,0,0.43,2,12,-10,-1.99,-0.95,3.5,7.1,-3.6,-0.71,+0.45,Matches
815,Glenn Middleton\Glenn-Middleton,sco SCO,FWMF,sco Rangers,18,2000,6,297,50,55.0,3.3,3,91,3,3,8,0,1.60,4,5,-1,-0.30,-0.67,2.8,5.0,-2.2,-0.65,-1.13,Matches
816,Fabian Miesenböck\Fabian-Miesenbock,at AUT,MF,sk Spartak Trnava,25,1993,3,20,7,3.7,0.2,0,,0,3,6,1,1.33,0,0,0,0.00,+0.52,0.3,0.1,+0.2,+0.80,+1.73,Matches
817,Georgi Milanov\Georgi-Milanov,bg BUL,MFFW,hu Vidi,26,1992,6,462,77,85.6,5.1,6,77,1,0,,0,1.17,5,6,-1,-0.19,+0.96,2.8,5.4,-2.6,-0.51,-0.21,Matches
818,Antonio Milić\Antonio-Milic,hr CRO,DF,be Anderlecht,24,1994,4,340,85,63.0,3.8,4,85,3,0,,1,0.25,0,5,-5,-1.32,-1.32,3.0,4.8,-1.8,-0.48,-0.63,Matches
819,Nemanja Milić\Nemanja-Milic,rs SRB,FW,by BATE Borisov,28,1990,2,158,79,21.9,1.8,2,79,1,0,,0,1.50,1,3,-2,-1.14,-1.14,1.0,3.1,-2.2,-1.25,-0.63,Matches
820,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,it Napoli,24,1994,6,389,65,72.0,4.3,4,88,3,2,19,0,1.50,7,5,+2,+0.46,+0.46,8.2,6.1,+2.1,+0.48,+0.19,Matches
821,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,it Lazio,23,1995,5,301,60,41.8,3.3,4,70,1,1,20,0,1.80,5,5,0,0.00,+1.07,4.4,2.6,+1.7,+0.52,+0.91,Matches
822,Nemanja Milunović\Nemanja-Milunovic,rs SRB,DF,by BATE Borisov,29,1989,1,90,90,12.5,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+2.57,0.8,0.7,+0.1,+0.15,+1.03,Matches
823,Santi Mina\Santi-Mina,es ESP,FW,es Valencia,22,1995,6,300,50,41.7,3.3,3,84,2,3,16,1,1.67,3,3,0,0.00,-0.86,4.3,3.4,+0.9,+0.27,-0.53,Matches
824,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,at RB Salzburg,23,1995,10,398,40,44.2,4.4,4,78,0,6,15,0,2.40,12,5,+7,+1.58,+0.51,10.1,3.4,+6.7,+1.52,+0.89,Matches
825,Miranda\Miranda,br BRA,DF,it Inter,33,1984,2,104,52,28.9,1.2,1,91,1,1,13,1,3.00,3,0,+3,+2.60,+2.24,2.5,0.5,+2.0,+1.71,+1.92,Matches
826,Roderick Miranda\Roderick-Miranda,pt POR,DF,gr Olympiacos,27,1991,2,180,90,25.0,2.0,2,90,2,0,,5,2.17,6,4,+2,+1.00,+0.67,4.2,3.2,+1.0,+0.51,+0.02,Matches
827,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,fr Marseille,30,1988,5,216,43,40.0,2.4,3,67,1,2,7,0,0.20,0,7,-7,-2.92,-2.08,1.8,5.6,-3.7,-1.56,-2.02,Matches
828,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,eng Arsenal,29,1989,11,675,61,50.0,7.5,6,89,5,5,29,2,2.27,14,6,+8,+1.07,-0.13,13.0,5.0,+7.9,+1.06,+0.67,Matches
829,Pa Modou Jagne\Pa-Modou-Jagne,gm GAM,DF,ch Zürich,28,1989,2,173,87,24.0,1.9,2,87,1,0,,1,3.00,4,2,+2,+1.04,+1.86,4.7,0.8,+3.9,+2.05,+2.68,Matches
830,Dauda Mohammed\Dauda-Mohammed,gh GHA,FW,be Anderlecht,20,1998,2,95,48,17.6,1.1,1,91,1,1,4,1,1.00,0,0,0,0.00,+1.01,0.9,0.5,+0.3,+0.30,+0.67,Matches
831,Sadegh Moharrami\Sadegh-Moharrami,ir IRN,DF,hr Dinamo Zagreb,22,1996,1,90,90,9.7,1.0,1,90,1,0,,2,3.00,3,0,+3,+3.00,+2.46,1.7,0.3,+1.4,+1.41,+0.95,Matches
832,Daniel Mojsov\Daniel-Mojsov,mk MKD,DF,cy AÉK Lárnaka,30,1987,2,180,90,33.3,2.0,2,90,2,0,,0,1.67,2,5,-3,-1.50,-0.75,1.3,4.0,-2.7,-1.34,-1.13,Matches
833,Aleksandr Mokin\Aleksandr-Mokin,kz KAZ,GK,kz Astana FK,37,1981,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
834,Guillermo Molins\Guillermo-Molins,se SWE,FWMF,se Malmö,29,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
835,Nacho Monreal\Nacho-Monreal,es ESP,DF,eng Arsenal,32,1986,12,858,72,63.6,9.5,10,83,8,2,13,0,2.25,20,11,+9,+0.94,-0.52,15.3,9.3,+6.0,+0.63,-0.25,Matches
836,Fredy Montero\Fredy-Montero,co COL,FW,pt Sporting CP,31,1987,5,338,68,46.9,3.8,4,77,1,1,32,0,2.00,7,1,+6,+1.60,+0.89,5.0,2.9,+2.1,+0.56,-0.09,Matches
837,Riccardo Montolivo\Riccardo-Montolivo,it ITA,MF,it Milan,33,1985,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
838,Júnior Moraes\Junior-Moraes,ua UKR,FW,ua Shakhtar,31,1987,2,179,90,99.4,2.0,2,90,1,0,,0,0.50,3,6,-3,-1.51,-1.51,1.8,4.4,-2.6,-1.31,-1.31,Matches
839,Wesley Moraes\Wesley-Moraes,br BRA,FW,be Club Brugge,21,1996,2,173,87,96.1,1.9,2,87,1,0,,0,1.50,2,4,-2,-1.04,+11.82,1.8,2.8,-1.0,-0.53,-1.46,Matches
840,Álvaro Morata\Alvaro-Morata,es ESP,FW,eng Chelsea,25,1992,4,229,57,16.6,2.5,3,71,1,1,15,1,2.50,4,1,+3,+1.18,-0.62,5.2,1.3,+3.9,+1.53,+0.35,Matches
841,Alfredo Morelos\Alfredo-Morelos,co COL,FW,sco Rangers,22,1996,5,436,87,80.7,4.8,5,87,3,0,,0,1.62,5,6,-1,-0.21,-1.07,5.3,4.8,+0.5,+0.10,+1.28,Matches
842,Gerard Moreno\Gerard-Moreno,es ESP,FW,es Villarreal,26,1992,11,713,65,66.0,7.9,7,88,5,4,25,0,1.55,12,11,+1,+0.13,-1.35,12.5,11.2,+1.3,+0.17,-0.98,Matches
843,Lewis Morgan\Lewis-Morgan,sco SCO,FWDF,sco Celtic,21,1996,2,79,40,11.0,0.9,1,71,0,1,8,2,0.00,0,2,-2,-2.28,-1.86,0.2,2.4,-2.2,-2.47,-2.12,Matches
844,Ryota Morioka\Ryota-Morioka,jp JPN,MF,be Anderlecht,27,1991,3,172,57,31.9,1.9,2,86,1,1,1,0,0.67,0,0,0,0.00,+1.22,1.3,1.0,+0.3,+0.14,+0.57,Matches
845,Manu Morlanes\Manu-Morlanes,es ESP,MF,es Villarreal,19,1999,5,315,63,29.2,3.5,3,84,2,2,32,2,1.40,4,6,-2,-0.57,-1.63,5.6,4.2,+1.3,+0.38,-0.16,Matches
846,Nikola Moro\Nikola-Moro,hr CRO,MF,hr Dinamo Zagreb,20,1998,4,184,46,19.8,2.0,1,123,1,3,20,1,1.50,1,4,-3,-1.47,-2.79,1.6,2.3,-0.6,-0.32,-1.13,Matches
847,Loren Morón\Loren-Moron,es ESP,FW,es Betis,24,1993,6,349,58,48.5,3.9,4,81,2,2,14,2,1.17,3,7,-4,-1.03,-2.73,5.9,5.8,+0.2,+0.05,-1.11,Matches
848,Mykola Morozyuk\Mykola-Morozyuk,ua UKR,MFFW,ua Dynamo Kyiv,30,1988,4,177,44,19.7,2.0,2,86,1,2,3,2,2.00,3,4,-1,-0.51,-0.14,2.0,2.5,-0.5,-0.24,+0.44,Matches
849,Patrick Mortensen\Patrick-Mortensen,dk DEN,FW,no Sarpsborg 08,29,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,8,13,-5,-0.83,,9.3,7.3,+2.0,+0.33,,Matches
850,Ubong Moses Ekpai\Ubong-Moses-Ekpai,ng NGA,FW,cz Viktoria Plzeň,22,1995,1,69,69,38.3,0.8,1,69,0,0,,1,3.00,1,1,0,0.00,+1.62,0.5,0.5,0.0,+0.06,+0.59,Matches
851,Victor Moses\Victor-Moses,ng NGA,FW,tr Fenerbahçe,27,1990,2,173,87,24.0,1.9,2,87,1,0,,0,1.50,2,3,-1,-0.52,-0.52,1.0,2.3,-1.2,-0.64,-0.83,Matches
