,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1117,Robbin Ruiter\Robbin-Ruiter,nl NED,GK,nl PSV Eindhoven,32,1987,1,90,90,16.7,1.0,1,90,1,0,,3,3.00,4,1,+3,+3.00,+4.20,2.0,1.6,+0.4,+0.36,+0.87,Matches
1118,Abel Ruiz\Abel-Ruiz,es ESP,FW,pt Braga,19,2000,2,96,48,13.3,1.1,1,69,0,1,27,0,0.00,2,1,+1,+0.94,+0.50,2.6,1.1,+1.6,+1.47,+1.53,Matches
1119,Víctor Ruiz\Victor-Ruiz,es ESP,DF,tr Beşiktaş,30,1989,1,73,73,13.5,0.8,1,73,0,0,,0,0.00,2,2,0,0.00,+1.73,1.2,1.1,+0.1,+0.18,+0.76,Matches
1120,Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,kz Astana FK,35,1984,6,498,83,92.2,5.5,5,90,5,1,48,0,1.33,4,17,-13,-2.35,+1.94,2.9,16.7,-13.8,-2.49,+0.73,Matches
1121,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,de Eint Frankfurt,26,1992,5,450,90,50.0,5.0,5,90,5,0,,5,1.80,8,7,+1,+0.20,+1.00,6.8,5.4,+1.4,+0.27,+0.74,Matches
1122,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,MFFW,de Wolfsburg,25,1994,7,399,57,44.3,4.4,4,83,3,3,23,3,1.14,6,8,-2,-0.45,-1.17,7.5,6.0,+1.5,+0.34,-0.02,Matches
1123,José Sá\Jose-Sa,pt POR,GK,gr Olympiacos,26,1993,3,300,100,76.9,3.3,3,100,3,0,,0,1.33,3,3,0,0.00,+1.00,2.5,4.2,-1.7,-0.51,+0.93,Matches
1124,Tiago Sá\Tiago-Sa,pt POR,GK,pt Braga,24,1995,1,90,90,12.5,1.0,1,90,1,0,,2,3.00,4,2,+2,+2.00,+1.71,2.3,0.9,+1.4,+1.38,+1.42,Matches
1125,Jonathan Sabbatini\Jonathan-Sabbatini,uy URU,MF,ch Lugano,31,1988,3,270,90,50.0,3.0,3,90,3,0,,0,0.33,1,3,-2,-0.67,-0.33,2.0,3.7,-1.7,-0.55,+0.40,Matches
1126,Thomas Sabitzer\Thomas-Sabitzer,at AUT,FW,at LASK,18,2000,2,29,15,3.2,0.3,0,,0,2,15,4,0.00,0,1,-1,-3.10,-3.52,0.4,0.9,-0.5,-1.65,-2.03,Matches
1127,Falaye Sacko\Falaye-Sacko,ml MLI,DF,pt Vitória,24,1995,3,244,81,45.2,2.7,3,81,2,0,,0,1.75,1,4,-3,-1.11,-1.11,3.1,3.3,-0.2,-0.09,+0.70,Matches
1128,Michal Sadílek\Michal-Sadilek,cz CZE,DF,nl PSV Eindhoven,20,1999,5,367,73,68.0,4.1,4,90,4,1,7,0,1.57,5,9,-4,-0.98,-1.50,5.6,7.0,-1.4,-0.35,+0.06,Matches
1129,Umar Sadiq\Umar-Sadiq,ng NGA,FW,rs Partizan,22,1997,6,524,87,97.0,5.8,6,87,3,0,,0,1.75,10,10,0,0.00,0.00,10.0,6.8,+3.2,+0.55,-0.20,Matches
1130,Rashad Sadygov\Rashad-Sadygov,az AZE,DF,az Qarabağ Ağdam,37,1982,4,360,90,66.7,4.0,4,90,4,0,,2,1.33,8,6,+2,+0.50,+3.00,8.2,3.7,+4.5,+1.12,+2.33,Matches
1131,Behrang Safari\Behrang-Safari,se SWE,DF,se Malmö,34,1985,8,582,73,80.8,6.5,7,82,4,1,6,0,1.88,5,10,-5,-0.77,-2.73,5.5,7.5,-2.0,-0.32,-1.03,Matches
1132,Matvei Safonov\Matvei-Safonov,ru RUS,GK,ru Krasnodar,20,1999,3,270,90,50.0,3.0,3,90,3,0,,3,1.00,3,7,-4,-1.33,-1.33,6.1,7.0,-0.9,-0.30,-0.86,Matches
1133,Məhəmmədəliyev Şahruddin Maqomedoviç\Mhmmdliyev-Sahruddin-Maqomedovic,az AZE,GK,az Qarabağ Ağdam,25,1994,1,90,90,16.7,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+0.60,2.1,0.4,+1.7,+1.70,+1.63,Matches
1134,Romain Saïss\Romain-Saiss,ma MAR,DFMF,eng Wolves,29,1990,8,648,81,65.5,7.2,7,88,6,1,33,2,2.29,13,7,+6,+0.83,+0.04,9.9,6.3,+3.6,+0.49,-0.72,Matches
1135,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,eng Arsenal,17,2001,6,544,91,72.5,6.0,6,91,5,0,,1,1.33,8,6,+2,+0.33,-1.85,9.9,4.7,+5.2,+0.87,-1.07,Matches
1136,William Saliba\William-Saliba,fr FRA,DF,fr Saint-Étienne,18,2001,2,180,90,33.3,2.0,2,90,2,0,,0,1.00,2,2,0,0.00,+0.50,1.2,0.6,+0.6,+0.30,+0.40,Matches
1137,Romain Salin\Romain-Salin,fr FRA,GK,fr Rennes,35,1984,2,180,90,33.3,2.0,2,90,2,0,,3,1.50,2,1,+1,+0.50,+1.50,2.7,0.8,+1.9,+0.95,+0.77,Matches
1138,Andreas Samaris\Andreas-Samaris,gr GRE,FW,pt Benfica,30,1989,1,1,1,0.6,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,+0.50,0.0,0.0,0.0,+1.37,+1.25,Matches
1139,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,it Inter,30,1988,5,241,48,44.6,2.7,2,90,2,3,20,1,2.40,5,1,+4,+1.49,-0.31,5.3,1.7,+3.7,+1.37,+0.40,Matches
1140,Víctor Sánchez\Victor-Sanchez,es ESP,MF,es Espanyol,31,1987,3,240,80,33.3,2.7,3,80,2,0,,1,2.38,4,5,-1,-0.37,-1.50,3.7,2.8,+0.9,+0.34,-0.16,Matches
1141,Rasmus Sandberg\Rasmus-Sandberg,no NOR,GK,no Rosenborg,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1142,Grzegorz Sandomierski\Grzegorz-Sandomierski,pl POL,GK,ro CFR Cluj,29,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1143,Edvard Sandvik Tagseth\Edvard-Sandvik-Tagseth,no NOR,MFDF,no Rosenborg,18,2001,2,56,28,10.4,0.6,1,45,0,1,11,1,0.50,1,0,+1,+1.61,+3.28,0.5,0.3,+0.2,+0.35,+0.91,Matches
1144,Davide Santon\Davide-Santon,it ITA,DF,it Roma,28,1991,5,316,63,39.0,3.5,3,90,3,2,23,1,1.60,5,3,+2,+0.57,+0.02,5.5,2.8,+2.7,+0.78,+0.46,Matches
1145,Lucas Santos\Lucas-Santos,br BRA,FWMF,ru CSKA Moscow,20,1999,2,36,18,6.7,0.4,0,,0,2,18,2,0.00,0,2,-2,-5.00,-4.29,0.2,1.9,-1.7,-4.32,-4.46,Matches
1146,Michael Santos\Michael-Santos,uy URU,FW,dk FC Copenhagen,26,1993,9,630,70,61.8,7.0,7,82,1,2,27,0,1.45,8,5,+3,+0.43,+0.20,5.7,7.6,-1.9,-0.27,+0.02,Matches
1147,Pablo Santos\Pablo-Santos,br BRA,DF,pt Braga,27,1992,5,364,73,50.6,4.0,4,90,4,1,4,1,2.50,9,5,+4,+0.99,+0.99,5.4,5.2,+0.2,+0.05,-0.18,Matches
1148,Renzo Saravia\Renzo-Saravia,ar ARG,DF,pt Porto,26,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1149,Yusuf Sari\Yusuf-Sari,tr TUR,MF,tr Trabzonspor,20,1998,2,94,47,17.4,1.0,1,90,1,1,4,1,1.20,1,3,-2,-1.91,-0.70,1.7,2.9,-1.2,-1.12,-0.29,Matches
1150,Zvonimir Šarlija\Zvonimir-Sarlija,hr CRO,DF,ru CSKA Moscow,22,1996,1,90,90,16.7,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-1.20,0.8,1.5,-0.7,-0.71,-0.66,Matches
1151,Franklin Sasere\Franklin-Sasere,ng NGA,MF,ch Lugano,22,1997,1,21,21,3.9,0.2,0,,0,1,21,2,0.00,0,0,0,0.00,+0.52,0.3,0.8,-0.6,-2.36,-1.68,Matches
1152,Vujadin Savić\Vujadin-Savic,rs SRB,DF,cy APOEL,29,1990,6,540,90,75.0,6.0,6,90,6,0,,0,1.67,7,5,+2,+0.33,+2.33,5.6,8.4,-2.8,-0.47,-0.48,Matches
1153,Grant Savoury\Grant-Savoury,sco SCO,FW,sco Celtic,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1154,Aleksandar Šćekić\Aleksandar-Scekic,me MNE,MF,rs Partizan,27,1991,5,300,60,55.6,3.3,3,86,2,2,21,1,1.91,7,9,-2,-0.60,-1.35,6.3,4.9,+1.4,+0.41,-0.33,Matches
1155,Didar Schalmukan\Didar-Schalmukan,kz KAZ,MF,kz Astana FK,23,1996,1,90,90,16.7,1.0,1,90,1,0,,4,0.00,0,6,-6,-6.00,-4.20,0.2,5.2,-5.0,-4.99,-2.93,Matches
1156,Alexander Schlager\Alexander-Schlager,at AUT,GK,at LASK,23,1996,10,900,90,100.0,10.0,10,90,10,0,,0,1.70,15,12,+3,+0.30,,15.0,11.8,+3.1,+0.31,,Matches
1157,Xaver Schlager\Xaver-Schlager,at AUT,MF,de Wolfsburg,21,1997,5,353,71,39.2,3.9,5,71,1,0,,0,1.80,5,6,-1,-0.25,-0.75,4.7,6.3,-1.7,-0.42,-1.28,Matches
1158,Romano Schmid\Romano-Schmid,at AUT,MF,at Wolfsberger AC,19,2000,6,524,87,97.0,5.8,6,87,5,0,,0,0.83,7,8,-1,-0.17,-0.17,5.3,10.4,-5.1,-0.88,+0.75,Matches
1159,Alexander Schmidt\Alexander-Schmidt,at AUT,FW,at Wolfsberger AC,21,1998,4,42,11,7.8,0.5,0,,0,4,11,0,1.00,0,3,-3,-6.43,-6.79,0.5,1.9,-1.4,-2.91,-2.18,Matches
1160,Lukas Schmitz\Lukas-Schmitz,de GER,DF,at Wolfsberger AC,30,1988,6,539,90,99.8,6.0,6,90,5,0,,0,0.83,7,8,-1,-0.17,-0.17,5.5,11.0,-5.4,-0.91,-1.93,Matches
1161,Tom Schnell\Tom-Schnell,lu LUX,DF,lu F91 Dudelange,33,1985,6,495,83,91.7,5.5,5,90,5,1,45,0,1.42,8,14,-6,-1.09,+6.91,4.9,14.4,-9.5,-1.73,+4.35,Matches
1162,Lukas Schöfl\Lukas-Schofl,at AUT,MF,at Wolfsberger AC,18,2001,1,15,15,2.8,0.2,0,,0,1,15,1,1.00,0,0,0,0.00,+0.17,0.0,0.4,-0.4,-2.63,-1.78,Matches
1163,Siebe Schrijvers\Siebe-Schrijvers,be BEL,MF,be Club Brugge,23,1996,1,18,18,10.0,0.2,0,,0,1,18,1,1.00,0,0,0,0.00,+2.78,0.6,0.3,+0.3,+1.38,+3.47,Matches
1164,Pascal Schüpbach\Pascal-Schupbach,ch SUI,DF,ch Young Boys,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1165,Perr Schuurs\Perr-Schuurs,nl NED,DF,nl Ajax,19,1999,2,114,57,63.3,1.3,1,90,1,1,24,0,1.50,2,2,0,0.00,+1.36,1.5,1.6,-0.1,-0.05,+1.03,Matches
1166,Daniel Schwaab\Daniel-Schwaab,de GER,DF,nl PSV Eindhoven,30,1988,3,270,90,50.0,3.0,3,90,3,0,,3,1.25,2,5,-3,-1.00,-1.00,3.1,3.9,-0.8,-0.27,+0.19,Matches
1167,Erdem Seçgin\Erdem-Secgin,tr TUR,MF,tr Beşiktaş,19,2000,3,100,33,18.5,1.1,1,90,1,2,5,1,0.00,0,4,-4,-3.60,-2.58,0.3,3.2,-2.9,-2.65,-2.66,Matches
1168,Haris Seferović\Haris-Seferovic,ch SUI,FW,pt Benfica,27,1992,2,92,46,51.1,1.0,1,68,0,1,24,0,0.50,1,2,-1,-0.98,-0.98,1.2,1.3,-0.1,-0.11,-0.49,Matches
1169,Rúben Semedo\Ruben-Semedo,pt POR,DFMF,gr Olympiacos,25,1994,2,117,59,30.0,1.3,2,59,1,0,,0,0.50,0,1,-1,-0.77,-0.77,1.4,2.1,-0.7,-0.51,+0.30,Matches
1170,Marcos Senesi\Marcos-Senesi,ar ARG,DF,nl Feyenoord,22,1997,5,296,59,54.8,3.3,3,90,3,2,13,1,1.00,4,7,-3,-0.91,-1.28,3.4,6.4,-3.0,-0.91,-0.29,Matches
1171,Stefano Sensi\Stefano-Sensi,it ITA,MF,it Inter,23,1995,1,6,6,1.1,0.1,0,,0,1,6,3,3.00,0,0,0,0.00,-1.69,0.0,0.0,0.0,0.00,-1.16,Matches
1172,Nuno Sequeira\Nuno-Sequeira,pt POR,DF,pt Braga,28,1990,7,630,90,87.5,7.0,7,90,7,0,,0,2.00,13,11,+2,+0.29,-1.71,9.0,9.3,-0.3,-0.04,-1.42,Matches
1173,Artem Shabanov\Artem-Shabanov,ua UKR,DF,ua Dynamo Kyiv,27,1992,5,450,90,83.3,5.0,5,90,5,0,,0,1.20,6,6,0,0.00,0.00,6.4,5.0,+1.4,+0.28,-2.82,Matches
1174,Mykola Shaparenko\Mykola-Shaparenko,ua UKR,MF,ua Dynamo Kyiv,20,1998,1,20,20,3.7,0.2,0,,0,1,20,3,0.00,1,1,0,0.00,0.00,0.5,0.7,-0.2,-0.87,-1.68,Matches
1175,Dmytro Shastal\Dmytro-Shastal,ua UKR,FW,ua FC Oleksandriya,23,1995,5,147,29,27.2,1.6,2,50,0,3,16,0,0.60,1,3,-2,-1.22,-0.77,1.6,3.3,-1.7,-1.01,-0.78,Matches
1176,Luke Shaw\Luke-Shaw,eng ENG,DF,eng Manchester Utd,24,1995,4,360,90,32.4,4.0,4,90,4,0,,0,1.75,12,3,+9,+2.25,+1.05,9.8,3.3,+6.4,+1.61,+0.47,Matches
1177,Georgi Shchennikov\Georgi-Shchennikov,ru RUS,MF,ru CSKA Moscow,28,1991,1,10,10,1.9,0.1,0,,0,1,10,2,3.00,1,0,+1,+9.00,+10.19,0.4,0.0,+0.3,+3.07,+3.29,Matches
1178,Anton Shendrik\Anton-Shendrik,ua UKR,DF,ua FC Oleksandriya,33,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1179,Volodymyr Shepelyev\Volodymyr-Shepelyev,ua UKR,MF,ua Dynamo Kyiv,22,1997,6,513,86,95.0,5.7,6,86,4,0,,0,1.17,6,6,0,0.00,0.00,9.5,4.4,+5.0,+0.89,+2.70,Matches
1180,Oleksiy Shevchenko\Oleksiy-Shevchenko,ua UKR,GK,ua Shakhtar,27,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1181,Dmitriy Shomko\Dmitriy-Shomko,kz KAZ,DF,kz Astana FK,29,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.36,4,19,-15,-2.50,,3.0,18.3,-15.3,-2.55,,Matches
1182,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,fr Rennes,23,1996,5,198,40,36.7,2.2,2,80,1,3,13,0,0.80,2,4,-2,-0.91,-0.65,2.1,1.3,+0.8,+0.37,-0.10,Matches
1183,Vincent Sierro\Vincent-Sierro,ch SUI,MF,ch Young Boys,23,1995,1,68,68,12.6,0.8,1,68,0,0,,0,0.00,1,2,-1,-1.32,-1.70,1.0,1.9,-0.9,-1.16,-1.32,Matches
1184,Tim Siersleben\Tim-Siersleben,de GER,DF,de Wolfsburg,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1185,Dávid Sigér\David-Siger,hu HUN,MF,hu Ferencváros,28,1990,5,415,83,76.9,4.6,5,83,2,0,,0,1.43,3,6,-3,-0.65,-1.37,6.0,6.6,-0.6,-0.13,-0.06,Matches
1186,Mikalay Signevich\Mikalay-Signevich,by BLR,FW,hu Ferencváros,27,1992,4,59,15,10.9,0.7,0,,0,4,15,0,1.20,2,1,+1,+1.53,+2.09,1.6,1.4,+0.2,+0.25,+0.41,Matches
1187,Björn Sigurðarson\Bjorn-Sigurdarson,is ISL,FW,cy APOEL,28,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1188,Arnór Sigurðsson\Arnor-Sigurdsson,is ISL,FWMF,ru CSKA Moscow,20,1999,5,335,67,62.0,3.7,4,81,2,1,13,0,1.00,1,2,-1,-0.27,+1.93,5.3,3.9,+1.4,+0.37,+1.40,Matches
1189,Ragnar Sigurðsson\Ragnar-Sigurdsson,is ISL,DF,dk FC Copenhagen,33,1986,2,175,88,17.2,1.9,2,88,1,0,,0,2.00,4,2,+2,+1.03,+0.82,3.0,4.1,-1.1,-0.59,-0.38,Matches
1190,Danylo Sikan\Danylo-Sikan,ua UKR,FW,ua Shakhtar,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1191,André Silva\Andre-Silva,pt POR,FW,de Eint Frankfurt,23,1995,9,654,73,72.7,7.3,9,73,3,0,,0,1.11,9,11,-2,-0.28,+0.09,10.2,9.7,+0.5,+0.07,+0.63,Matches
1192,Fábio Silva\Fabio-Silva,pt POR,FWMF,pt Porto,17,2002,3,37,12,5.1,0.4,0,,0,3,12,2,1.00,0,0,0,0.00,+0.53,1.2,0.1,+1.1,+2.60,+2.45,Matches
1193,Gabriel Silva\Gabriel-Silva,br BRA,DF,fr Saint-Étienne,28,1991,3,123,41,22.8,1.4,1,90,1,2,17,0,0.67,1,3,-2,-1.46,-1.46,1.3,0.8,+0.4,+0.31,+0.36,Matches
1194,João Miguel Macedo Silva\Joao-Miguel-Macedo-Silva,pt POR,GK,pt Vitória,24,1995,4,360,90,66.7,4.0,4,90,4,0,,2,1.88,5,8,-3,-0.75,-0.75,3.3,6.1,-2.8,-0.70,-0.67,Matches
1195,Rafa Silva\Rafa-Silva,pt POR,MF,pt Benfica,26,1993,2,102,51,56.7,1.1,1,90,1,1,12,0,0.50,3,3,0,0.00,+1.15,1.1,1.0,+0.1,+0.12,-0.01,Matches
1196,Raul Silva\Raul-Silva,br BRA,DF,pt Braga,29,1989,2,142,71,19.7,1.6,2,71,1,0,,0,0.00,2,3,-1,-0.63,-1.41,2.5,2.7,-0.2,-0.15,-0.36,Matches
1197,Vagner da Silva\Vagner-da-Silva,br BRA,GK,az Qarabağ Ağdam,33,1986,0,,,,,0,,0,0,,5,1.50,,,,,,,,,,,Matches
1198,Jozo Šimunović\Jozo-Simunovic,hr CRO,DF,sco Celtic,24,1994,2,97,49,13.5,1.1,1,90,1,1,7,0,1.33,1,3,-2,-1.86,-2.43,2.1,1.4,+0.7,+0.62,+0.73,Matches
1199,Luka Šimunović\Luka-Simunovic,hr CRO,DFMF,kz Astana FK,22,1997,3,225,75,41.7,2.5,3,75,2,0,,0,1.25,1,8,-7,-2.80,-0.51,0.5,9.2,-8.7,-3.50,-1.63,Matches
1200,Danel Sinani\Danel-Sinani,lu LUX,FWMF,lu F91 Dudelange,22,1997,5,449,90,83.1,5.0,5,90,4,0,,0,1.45,7,17,-10,-2.00,-2.00,4.5,15.4,-10.9,-2.18,-0.53,Matches
1201,Scott Sinclair\Scott-Sinclair,eng ENG,FWMF,sco Celtic,30,1989,1,90,90,12.5,1.0,1,90,1,0,,4,0.00,0,2,-2,-2.00,-2.57,0.1,1.8,-1.6,-1.65,-1.87,Matches
1202,Luis Sinisterra\Luis-Sinisterra,co COL,FW,nl Feyenoord,20,1999,6,490,82,90.7,5.4,6,82,2,0,,0,1.38,7,9,-2,-0.37,-0.37,6.5,10.3,-3.8,-0.70,+0.92,Matches
1203,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,de Leverkusen,24,1995,4,337,84,74.9,3.7,4,84,3,0,,0,2.25,7,4,+3,+0.80,-0.79,6.7,3.7,+3.0,+0.79,+0.91,Matches
1204,Tobias Sippel\Tobias-Sippel,de GER,GK,de M'Gladbach,31,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1205,Artem Sitalo\Artem-Sitalo,ua UKR,FW,ua FC Oleksandriya,29,1989,3,259,86,48.0,2.9,3,86,2,0,,0,0.67,3,5,-2,-0.69,-0.05,1.5,2.5,-1.0,-0.35,+0.19,Matches
1206,Delvin Skenderovic\Delvin-Skenderovic,lu LUX,DF,lu F91 Dudelange,25,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1207,Dmitri Skopintsev\Dmitri-Skopintsev,ru RUS,DF,ru Krasnodar,22,1997,1,16,16,3.0,0.2,0,,0,1,16,1,0.00,0,3,-3,-16.88,-16.70,0.0,0.7,-0.7,-4.07,-4.33,Matches
1208,Milan Škriniar\Milan-Skriniar,sk SVK,DF,it Inter,24,1995,1,7,7,1.3,0.1,0,,0,1,7,4,3.00,0,0,0,0.00,-1.69,0.0,0.0,0.0,+0.21,-0.94,Matches
1209,Martin Škrtel\Martin-Skrtel,sk SVK,DF,tr Başakşehir,34,1984,8,690,86,74.2,7.7,8,86,6,0,,0,1.63,10,11,-1,-0.13,+0.62,9.6,10.2,-0.5,-0.07,+1.57,Matches
1210,Michal Škvarka\Michal-Skvarka,sk SVK,MF,hu Ferencváros,26,1992,4,118,30,21.9,1.3,1,83,0,3,12,1,0.80,2,1,+1,+0.76,+1.40,2.5,2.6,0.0,-0.03,+0.10,Matches
1211,Lev Skvortsov\Lev-Skvortsov,kz KAZ,MF,kz Astana FK,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1212,Simeon Slavchev\Simeon-Slavchev,bg BUL,MF,az Qarabağ Ağdam,25,1993,1,31,31,5.7,0.3,0,,0,1,31,2,3.00,1,1,0,0.00,+0.53,1.1,0.5,+0.6,+1.73,+1.48,Matches
1213,Chris Smalling\Chris-Smalling,eng ENG,DF,it Roma,29,1989,5,450,90,55.6,5.0,5,90,5,0,,0,1.60,7,4,+3,+0.60,+0.10,6.1,5.9,+0.2,+0.04,-1.03,Matches
1214,Milan Smiljanić\Milan-Smiljanic,rs SRB,MF,rs Partizan,32,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1215,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,FWMF,eng Arsenal,19,2000,3,233,78,31.1,2.6,3,78,1,0,,0,2.33,6,4,+2,+0.77,-0.10,4.8,2.9,+1.9,+0.74,-0.61,Matches
1216,Rafa Soares\Rafa-Soares,pt POR,DF,pt Vitória,24,1995,1,90,90,16.7,1.0,1,90,1,0,,3,2.20,1,1,0,0.00,+0.60,0.9,0.4,+0.5,+0.50,+1.17,Matches
1217,Tiquinho Soares\Tiquinho-Soares,br BRA,FW,pt Porto,28,1991,7,344,49,47.8,3.8,4,70,0,3,22,1,1.00,6,6,0,0.00,+0.96,6.8,5.4,+1.3,+0.35,+0.16,Matches
1218,Eduard Sobol\Eduard-Sobol,ua UKR,DFMF,be Club Brugge,24,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1219,Fran Sol\Fran-Sol,es ESP,FW,ua Dynamo Kyiv,27,1992,1,10,10,1.9,0.1,0,,0,1,10,5,1.00,1,0,+1,+9.00,+9.17,0.6,0.1,+0.5,+4.18,+3.49,Matches
1220,Michael Sollbauer\Michael-Sollbauer,at AUT,DF,at Wolfsberger AC,29,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,7,8,-1,-0.17,,5.5,11.0,-5.4,-0.90,,Matches
1221,Manor Solomon\Manor-Solomon,il ISR,MFFW,ua Shakhtar,20,1999,3,65,22,12.0,0.7,0,,0,3,22,0,2.00,5,5,0,0.00,-0.57,2.1,2.1,0.0,-0.06,-0.18,Matches
1222,Yann Sommer\Yann-Sommer,ch SUI,GK,de M'Gladbach,30,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,9,-3,-0.50,,10.5,6.6,+3.9,+0.65,,Matches
1223,David Soria\David-Soria,es ESP,GK,es Getafe,26,1993,4,360,90,44.4,4.0,4,90,4,0,,5,1.50,6,4,+2,+0.50,+0.30,5.5,3.0,+2.5,+0.62,+0.11,Matches
1224,José Sosa\Jose-Sosa,ar ARG,MF,tr Trabzonspor,34,1985,3,206,69,38.1,2.3,2,90,2,1,26,0,1.14,1,4,-3,-1.31,+0.04,2.4,3.9,-1.5,-0.67,+0.34,Matches
1225,Pieros Sotiriou\Pieros-Sotiriou,cy CYP,FW,dk FC Copenhagen,26,1993,6,540,90,52.9,6.0,6,90,6,0,,0,1.50,5,4,+1,+0.17,-0.40,4.1,4.2,-0.1,-0.02,+0.55,Matches
1226,Seydouba Soumah\Seydouba-Soumah,gn GUI,MFFW,rs Partizan,28,1991,6,385,64,71.3,4.3,5,75,1,1,11,0,1.75,6,4,+2,+0.47,+1.63,5.2,5.0,+0.2,+0.05,-1.78,Matches
1227,Vasileios Sourlis\Vasileios-Sourlis,gr GRE,DF,gr Olympiacos,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1228,Dyego Sousa\Dyego-Sousa,pt POR,FW,pt Benfica,29,1989,1,78,78,43.3,0.9,1,78,0,0,,1,1.00,3,3,0,0.00,+0.88,0.9,0.7,+0.2,+0.25,+0.22,Matches
1229,Claudemir de Souza\Claudemir-de-Souza,br BRA,MF,pt Braga,31,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1230,Lucas Souza\Lucas-Souza,br BRA,MF,cy APOEL,29,1990,6,495,83,68.8,5.5,6,83,5,0,,0,1.67,7,5,+2,+0.36,+1.96,4.9,7.6,-2.7,-0.49,-0.44,Matches
1231,Djibril Sow\Djibril-Sow,ch SUI,MF,de Eint Frankfurt,22,1997,9,765,85,85.0,8.5,9,85,8,0,,0,1.44,14,14,0,0.00,+2.00,12.1,11.3,+0.8,+0.09,+1.26,Matches
1232,Uroš Spajić\Uros-Spajic,rs SRB,DF,ru Krasnodar,26,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,7,11,-4,-0.67,,10.0,9.3,+0.8,+0.13,,Matches
1233,Marvin Spielmann\Marvin-Spielmann,ch SUI,MFFW,ch Young Boys,23,1996,2,53,27,9.8,0.6,0,,0,2,27,2,1.00,2,0,+2,+3.40,+3.58,1.2,0.3,+1.0,+1.64,+1.82,Matches
1234,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,it Roma,26,1993,8,611,76,75.4,6.8,7,82,4,1,38,0,1.63,10,7,+3,+0.44,-0.46,10.4,7.7,+2.8,+0.41,-0.37,Matches
1235,Andraž Šporar\Andraz-Sporar,si SVN,FW,pt Sporting CP,25,1994,2,176,88,23.5,2.0,2,88,0,0,,0,1.50,4,3,+1,+0.51,+0.20,2.7,1.4,+1.3,+0.66,+0.93,Matches
1236,Andraž Šporar\Andraz-Sporar,si SVN,FW,sk Slovan Bratislava,25,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.58,10,13,-3,-0.50,,6.0,11.0,-5.0,-0.84,,Matches
1237,Sven Sprangler\Sven-Sprangler,at AUT,MF,at Wolfsberger AC,24,1995,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+0.20,0.6,2.4,-1.7,-1.74,-1.01,Matches
1238,Jens Stage\Jens-Stage,dk DEN,MF,dk FC Copenhagen,22,1996,9,772,86,75.7,8.6,8,92,7,1,38,1,1.45,9,7,+2,+0.23,-0.49,6.9,11.2,-4.4,-0.51,-0.96,Matches
1239,Adrian Stanilewicz\Adrian-Stanilewicz,pl POL,MF,de Leverkusen,19,2000,1,4,4,0.9,0.0,0,,0,1,4,1,3.00,0,0,0,0.00,-1.01,0.1,0.1,0.0,-0.37,-0.94,Matches
