,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
322,Nils De Mol\Nils-De-Mol,ch SUI,GK,ch Basel,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
323,Tomas De Vincenti\Tomas-De-Vincenti,ar ARG,FWMF,cy APOEL,30,1989,5,218,44,30.3,2.4,2,73,0,3,24,0,1.20,3,6,-3,-1.24,-1.42,3.2,3.3,0.0,-0.02,+0.48,Matches
324,Ciprian Deac\Ciprian-Deac,ro ROU,FWMF,ro CFR Cluj,33,1986,8,650,81,90.3,7.2,7,89,4,1,29,0,1.75,7,4,+3,+0.42,+1.70,7.4,8.9,-1.4,-0.20,+0.30,Matches
325,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,fr Saint-Étienne,34,1985,4,329,82,60.9,3.7,4,82,3,0,,0,0.75,6,7,-1,-0.27,+0.15,3.3,2.6,+0.7,+0.20,+0.44,Matches
326,Jermain Defoe\Jermain-Defoe,eng ENG,FW,sco Rangers,36,1982,1,6,6,0.7,0.1,0,,0,1,6,4,2.43,0,0,0,0.00,-0.10,0.0,0.0,0.0,-0.31,-0.11,Matches
327,Brecht Dejaegere\Brecht-Dejaegere,be BEL,MF,be Gent,28,1991,2,12,6,1.7,0.1,0,,0,2,6,2,1.88,0,0,0,0.00,-0.38,0.0,0.2,-0.1,-1.06,-0.91,Matches
328,Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,fr Rennes,23,1996,5,178,36,33.0,2.0,3,48,0,2,17,0,0.80,1,3,-2,-1.01,-0.76,2.7,0.9,+1.8,+0.93,+0.74,Matches
329,Ricardo Delgado\Ricardo-Delgado,lu LUX,DF,lu F91 Dudelange,25,1994,0,,,,,0,,0,0,,2,2.17,,,,,,,,,,,Matches
330,Simon Deli\Simon-Deli,ci CIV,DFFW,be Club Brugge,27,1991,2,111,56,61.7,1.2,2,56,1,0,,0,0.50,1,1,0,0.00,+6.52,1.8,3.1,-1.3,-1.06,+1.78,Matches
331,Karamoko Dembele\Karamoko-Dembele,sco SCO,MF,sco Celtic,16,2003,1,19,19,2.6,0.2,0,,0,1,19,0,0.00,0,0,0,0.00,-0.26,0.0,0.3,-0.3,-1.30,-1.32,Matches
332,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Leverkusen,26,1993,4,350,88,77.8,3.9,4,88,3,0,,0,2.25,8,5,+3,+0.77,-1.03,6.2,4.8,+1.4,+0.36,-0.93,Matches
333,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,eng Wolves,24,1995,11,607,55,61.3,6.7,6,85,4,5,20,0,2.24,13,8,+5,+0.74,-0.20,11.3,5.7,+5.6,+0.83,+0.23,Matches
334,Đorđe Denić\Djordje-Denic,rs SRB,MF,no Rosenborg,23,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
335,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,be Club Brugge,21,1997,1,90,90,50.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+5.00,1.5,1.1,+0.4,+0.38,+4.25,Matches
336,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,30,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
337,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,be Gent,30,1988,8,656,82,91.1,7.3,8,82,2,0,,0,1.75,11,9,+2,+0.27,-1.13,6.5,8.3,-1.8,-0.25,-0.97,Matches
338,Jan-Arie van der Heijden\Jan-Arie-van-der-Heijden,nl NED,DF,nl Feyenoord,31,1988,1,90,90,16.7,1.0,1,90,1,0,,2,1.67,1,1,0,0.00,+0.40,1.2,1.8,-0.6,-0.64,+0.17,Matches
339,Jasper van der Werff\Jasper-van-der-Werff,ch SUI,DFMF,ch Basel,20,1998,3,110,37,11.1,1.2,1,72,0,2,19,0,2.00,2,2,0,0.00,-1.33,2.8,1.5,+1.2,+1.01,+0.71,Matches
340,Timothy Derijck\Timothy-Derijck,be BEL,DFMF,be Gent,32,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
341,Sergiño Dest\Sergino-Dest,us USA,DF,nl Ajax,18,2000,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,,1.5,2.4,-0.9,-0.43,,Matches
342,Ersin Destanoğlu\Ersin-Destanoglu,tr TUR,GK,tr Beşiktaş,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
343,Deyverson\Deyverson,br BRA,FW,es Getafe,28,1991,2,125,63,15.4,1.4,2,63,0,0,,0,1.50,2,2,0,0.00,-0.39,1.7,1.3,+0.4,+0.26,-0.36,Matches
344,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MFFW,tr Beşiktaş,28,1991,3,178,59,33.0,2.0,2,84,1,1,10,0,1.00,4,3,+1,+0.51,+2.99,4.1,2.2,+1.9,+0.98,+2.18,Matches
345,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,de Leverkusen,20,1999,4,329,82,73.1,3.7,4,82,2,0,,0,2.25,8,4,+4,+1.09,+0.35,5.0,3.9,+1.0,+0.28,-1.05,Matches
346,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MFFW,fr Rennes,22,1996,4,274,69,50.7,3.0,3,86,2,1,15,0,0.25,1,3,-2,-0.66,-0.32,3.7,3.1,+0.6,+0.19,-0.48,Matches
347,Rúben Dias\Ruben-Dias,pt POR,DF,pt Benfica,22,1997,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,4,5,-1,-0.50,,2.1,1.9,+0.3,+0.13,,Matches
348,Krepin Diatta\Krepin-Diatta,sn SEN,MF,be Club Brugge,20,1999,1,30,30,16.7,0.3,0,,0,1,30,0,0.00,0,2,-2,-6.00,-4.20,0.1,1.6,-1.5,-4.44,-3.24,Matches
349,Amadou Diawara\Amadou-Diawara,gn GUI,MF,it Roma,22,1997,6,448,75,55.3,5.0,5,83,4,1,32,0,1.33,11,6,+5,+1.00,+1.00,10.8,3.8,+7.0,+1.40,+2.02,Matches
350,Javier Díaz\Javier-Diaz,es ESP,GK,es Sevilla,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
351,Dénes Dibusz\Denes-Dibusz,hu HUN,GK,hu Ferencváros,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.38,5,7,-2,-0.33,,8.5,9.2,-0.7,-0.11,,Matches
352,Kostas Dimitriou\Kostas-Dimitriou,gr GRE,DF,ch Basel,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
353,Lois Diony\Lois-Diony,fr FRA,FW,fr Saint-Étienne,26,1992,1,72,72,13.3,0.8,1,72,0,0,,1,1.00,0,0,0,0.00,+0.38,0.4,0.2,+0.2,+0.24,+0.24,Matches
354,Assane Dioussé\Assane-Diousse,sn SEN,MF,fr Saint-Étienne,21,1997,1,76,76,14.1,0.8,1,76,0,0,,1,0.00,0,1,-1,-1.18,-0.99,0.4,1.3,-0.9,-1.04,-1.24,Matches
355,Igor Diveev\Igor-Diveev,ru RUS,DF,ru CSKA Moscow,19,1999,6,495,83,91.7,5.5,6,83,5,0,,0,0.83,3,7,-4,-0.73,+3.27,7.9,7.6,+0.2,+0.04,+2.40,Matches
356,Djené\Djene,tg TOG,DF,es Getafe,27,1991,7,630,90,77.8,7.0,7,90,7,0,,1,1.71,8,5,+3,+0.43,+0.43,8.9,4.3,+4.6,+0.66,+0.45,Matches
357,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,nl PSV Eindhoven,21,1998,4,230,58,42.6,2.6,3,72,0,1,13,0,1.75,5,4,+1,+0.39,+1.55,3.9,3.7,+0.3,+0.10,+0.82,Matches
358,Dodô\Dodo,br BRA,DF,ua Shakhtar,20,1998,5,450,90,83.3,5.0,5,90,5,0,,0,2.00,12,10,+2,+0.40,-0.60,8.1,7.4,+0.7,+0.14,+0.27,Matches
359,Matt Doherty\Matt-Doherty,ie IRL,DF,eng Wolves,27,1992,10,844,84,85.3,9.4,10,84,8,0,,0,1.82,14,9,+5,+0.53,-1.93,13.1,7.7,+5.4,+0.57,-1.14,Matches
360,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,be Gent,23,1995,2,15,8,2.1,0.2,0,,0,2,8,4,2.00,1,0,+1,+6.00,+5.74,0.2,0.1,+0.1,+0.52,+0.70,Matches
361,Renan dos Santos\Renan-dos-Santos,br BRA,GK,bg Ludogorets,30,1989,1,90,90,12.5,1.0,1,90,1,0,,4,3.00,5,1,+4,+4.00,+5.00,2.5,1.2,+1.3,+1.33,+2.30,Matches
362,Bas Dost\Bas-Dost,nl NED,FW,de Eint Frankfurt,30,1989,4,196,49,21.8,2.2,2,78,1,2,21,0,0.75,0,3,-3,-1.38,-1.38,3.8,4.7,-0.9,-0.41,-0.40,Matches
363,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,DF,de M'Gladbach,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
364,Douglas\Douglas,br BRA,GK,pt Vitória,36,1983,2,180,90,33.3,2.0,2,90,2,0,,3,1.50,2,2,0,0.00,+0.75,2.3,2.4,-0.1,-0.03,+0.67,Matches
365,Douglas\Douglas,br BRA,DF,tr Beşiktaş,28,1990,2,180,90,33.3,2.0,2,90,2,0,,0,0.00,2,5,-3,-1.50,0.00,2.4,3.3,-1.0,-0.49,-0.01,Matches
366,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,pt Sporting CP,21,1998,8,548,69,73.1,6.1,5,89,4,3,34,0,1.88,11,7,+4,+0.66,+1.10,7.2,6.7,+0.6,+0.09,+0.54,Matches
367,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,fr Rennes,22,1996,2,171,86,31.7,1.9,2,86,1,0,,1,1.50,3,2,+1,+0.53,+1.50,2.2,0.7,+1.5,+0.81,+0.55,Matches
368,Oleksiy Dovhyi\Oleksiy-Dovhyi,ua UKR,MF,ua FC Oleksandriya,29,1989,4,114,29,21.1,1.3,1,45,0,3,23,1,0.50,1,2,-1,-0.79,-0.16,0.8,1.0,-0.2,-0.17,+0.34,Matches
369,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,de Leverkusen,28,1991,3,137,46,30.4,1.5,1,90,1,2,24,1,3.00,3,1,+2,+1.31,+0.45,1.7,1.5,+0.2,+0.12,-0.63,Matches
370,Denis Drăguș\Denis-Dragus,ro ROU,FW,be Standard Liège,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
371,Dejan Dražić\Dejan-Drazic,rs SRB,MFFW,sk Slovan Bratislava,23,1995,5,280,56,51.9,3.1,3,81,1,2,19,1,1.17,5,7,-2,-0.64,-0.30,2.6,7.0,-4.3,-1.38,-1.14,Matches
372,Ferdy Druijf\Ferdy-Druijf,nl NED,FW,nl AZ Alkmaar,21,1998,4,103,26,14.3,1.1,0,,0,4,26,4,1.57,3,1,+2,+1.75,+1.31,1.8,0.5,+1.2,+1.09,+0.50,Matches
373,Kyrylo Dryshlyuk\Kyrylo-Dryshlyuk,ua UKR,MF,ua FC Oleksandriya,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
374,Bruno Duarte\Bruno-Duarte,br BRA,FW,pt Vitória,23,1996,6,293,49,54.3,3.3,3,75,2,3,23,0,1.13,5,7,-2,-0.61,-0.25,2.9,5.2,-2.3,-0.70,-0.48,Matches
375,Kaspars Dubra\Kaspars-Dubra,lv LVA,DF,ua FC Oleksandriya,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,6,10,-4,-0.67,,4.5,7.2,-2.7,-0.44,,Matches
376,Denzel Dumfries\Denzel-Dumfries,nl NED,DF,nl PSV Eindhoven,23,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.80,9,12,-3,-0.50,,6.6,8.9,-2.2,-0.37,,Matches
377,Erik Durm\Erik-Durm,de GER,DF,de Eint Frankfurt,27,1992,2,82,41,9.1,0.9,1,77,0,1,5,4,3.00,1,0,+1,+1.10,+1.54,1.5,0.6,+0.9,+0.94,+1.15,Matches
378,Hugo Duro\Hugo-Duro,es ESP,MF,es Getafe,19,1999,2,69,35,8.5,0.8,1,67,0,1,2,3,0.00,1,2,-1,-1.30,-1.79,1.3,1.2,+0.2,+0.21,-0.39,Matches
379,Abdurrahim Dursun\Abdurrahim-Dursun,tr TUR,DF,tr Trabzonspor,20,1998,3,270,90,50.0,3.0,3,90,3,0,,1,0.00,1,6,-5,-1.67,-0.67,1.6,5.5,-3.9,-1.29,-0.82,Matches
380,Lasha Dvali\Lasha-Dvali,ge GEO,DF,hu Ferencváros,24,1995,2,92,46,17.0,1.0,1,90,1,1,2,0,2.00,1,1,0,0.00,+0.40,0.3,2.1,-1.7,-1.70,-1.92,Matches
381,Svetoslav Dyakov\Svetoslav-Dyakov,bg BUL,MFFW,bg Ludogorets,35,1984,5,191,38,26.5,2.1,2,78,1,3,12,3,0.86,1,3,-2,-0.94,-0.77,0.7,3.3,-2.5,-1.20,-0.71,Matches
382,Alan Dzagoev\Alan-Dzagoev,ru RUS,MF,ru CSKA Moscow,29,1990,1,37,37,6.9,0.4,0,,0,1,37,1,1.00,1,1,0,0.00,+1.07,0.9,0.7,+0.2,+0.56,+0.77,Matches
383,Edin Džeko\Edin-Dzeko,ba BIH,FW,it Roma,33,1986,8,684,86,84.4,7.6,8,86,6,0,,1,1.50,12,8,+4,+0.53,-0.19,11.4,8.4,+3.0,+0.39,-0.67,Matches
384,George Edmundson\George-Edmundson,eng ENG,DF,sco Rangers,21,1997,2,180,90,20.0,2.0,2,90,2,0,,5,2.25,2,3,-1,-0.50,-0.75,2.9,2.1,+0.8,+0.38,+0.72,Matches
385,Odsonne Édouard\Odsonne-Edouard,fr FRA,FW,sco Celtic,21,1998,6,533,89,74.0,5.9,6,89,5,0,,0,2.13,9,7,+2,+0.34,+0.34,8.7,6.8,+1.9,+0.31,+1.26,Matches
386,Wilson Eduardo\Wilson-Eduardo,ao ANG,FWMF,pt Braga,29,1990,3,80,27,11.1,0.9,0,,0,3,27,0,2.71,4,0,+4,+4.50,+4.50,2.3,0.3,+2.0,+2.24,+2.36,Matches
387,Marcus Edwards\Marcus-Edwards,eng ENG,MFFW,pt Vitória,20,1998,5,346,69,64.1,3.8,4,81,2,1,21,0,1.00,6,4,+2,+0.52,+2.84,3.8,4.5,-0.8,-0.20,+0.76,Matches
388,Giorgos Efrem\Giorgos-Efrem,cy CYP,FWMF,cy APOEL,30,1989,5,72,14,10.0,0.8,0,,0,5,14,2,1.20,1,1,0,0.00,+0.28,2.1,0.5,+1.6,+1.99,+2.60,Matches
389,Vegar Eggen Hedenstad\Vegar-Eggen-Hedenstad,no NOR,DF,no Rosenborg,28,1991,5,450,90,83.3,5.0,5,90,5,0,,0,0.20,2,7,-5,-1.00,+2.00,3.3,5.8,-2.5,-0.49,-0.13,Matches
390,Carel Eiting\Carel-Eiting,nl NED,MF,nl Ajax,21,1998,1,90,90,50.0,1.0,1,90,1,0,,1,3.00,2,1,+1,+1.00,+3.00,1.4,1.4,0.0,0.00,+0.86,Matches
391,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
392,Caleb Ekuban\Caleb-Ekuban,gh GHA,FW,tr Trabzonspor,25,1994,1,78,78,14.4,0.9,1,78,0,0,,0,1.40,0,2,-2,-2.31,-1.14,0.6,2.1,-1.6,-1.79,-1.06,Matches
393,Omar Elabdellaoui\Omar-Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,4,390,98,100.0,4.3,4,98,4,0,,0,1.00,3,4,-1,-0.23,,3.2,6.4,-3.1,-0.72,,Matches
394,Maksim Eleev\Maksim-Eleev,ru RUS,DF,ru CSKA Moscow,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
395,Eljero Elia\Eljero-Elia,nl NED,MFFW,tr Başakşehir,32,1987,6,247,41,26.6,2.7,2,87,1,4,18,0,1.67,5,4,+1,+0.36,+0.89,3.7,5.3,-1.6,-0.57,-0.13,Matches
396,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,tr Beşiktaş,27,1992,6,406,68,75.2,4.5,4,90,4,2,23,0,0.50,5,11,-6,-1.33,+0.68,7.4,7.5,-0.1,-0.03,+1.81,Matches
397,Yao Eloge Koffi\Yao-Eloge-Koffi,ci CIV,DF,ch Lugano,23,1996,5,398,80,73.7,4.4,5,80,3,0,,1,0.60,2,4,-2,-0.45,+0.18,3.1,7.5,-4.4,-0.99,-0.89,Matches
398,Nico Elvedi\Nico-Elvedi,ch SUI,DF,de M'Gladbach,22,1996,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,5,9,-4,-0.80,-1.80,8.6,5.5,+3.1,+0.61,-0.21,Matches
399,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,FW,sco Celtic,24,1994,6,401,67,55.7,4.5,5,74,2,1,31,0,1.83,4,4,0,0.00,-0.56,4.3,4.7,-0.3,-0.07,-0.13,Matches
400,Adri Embarba\Adri-Embarba,es ESP,FWMF,es Espanyol,27,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
401,Breel Embolo\Breel-Embolo,ch SUI,FWMF,de M'Gladbach,22,1997,5,305,61,56.5,3.4,3,81,1,2,31,0,1.00,2,4,-2,-0.59,-0.21,6.0,2.7,+3.4,+1.00,+0.82,Matches
402,Renaud Emond\Renaud-Emond,be BEL,FWMF,be Standard Liège,27,1991,5,343,69,63.5,3.8,5,69,1,0,,0,1.60,4,6,-2,-0.52,-0.52,3.8,6.7,-2.9,-0.75,+0.11,Matches
403,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,es Sevilla,22,1997,6,267,45,24.7,3.0,3,76,0,3,13,0,2.33,4,1,+3,+1.01,-0.43,4.0,4.0,0.0,+0.01,-1.29,Matches
404,Alexandru Epureanu\Alexandru-Epureanu,md MDA,DF,tr Başakşehir,32,1986,5,435,87,46.8,4.8,5,87,4,0,,3,1.80,7,8,-1,-0.21,+0.16,5.7,8.4,-2.8,-0.57,-0.18,Matches
405,Doğan Erdoğan\Dogan-Erdogan,tr TUR,MF,tr Trabzonspor,22,1996,6,441,74,81.7,4.9,5,84,4,1,23,0,0.80,3,10,-7,-1.43,-0.52,2.9,7.1,-4.2,-0.86,+0.14,Matches
406,Nenad Erić\Nenad-Eric,kz KAZ,GK,kz Astana FK,37,1982,6,475,79,88.0,5.3,6,79,5,0,,0,1.33,4,13,-9,-1.71,+6.60,2.8,13.2,-10.4,-1.98,+4.73,Matches
407,Christian Eriksen\Christian-Eriksen,dk DEN,MF,it Inter,27,1992,6,244,41,45.2,2.7,2,90,2,4,16,0,2.50,6,1,+5,+1.84,+0.32,5.3,0.9,+4.4,+1.64,+0.89,Matches
408,Caner Erkin\Caner-Erkin,tr TUR,FWDF,tr Beşiktaş,30,1988,4,332,83,61.5,3.7,4,83,3,0,,1,0.75,4,6,-2,-0.54,+2.49,6.1,4.5,+1.6,+0.43,+2.38,Matches
409,Sergio Escudero\Sergio-Escudero,es ESP,DF,es Sevilla,29,1989,7,630,90,58.3,7.0,7,90,7,0,,5,2.29,15,4,+11,+1.57,+0.57,16.8,3.9,+12.9,+1.84,+2.06,Matches
410,Ricardo Esgaio\Ricardo-Esgaio,pt POR,DF,pt Braga,26,1993,8,720,90,100.0,8.0,8,90,8,0,,0,2.17,17,13,+4,+0.50,,11.3,10.2,+1.1,+0.14,,Matches
411,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,es Espanyol,30,1989,3,225,75,31.3,2.5,3,75,2,0,,1,2.60,5,1,+4,+1.60,+1.42,4.2,0.7,+3.4,+1.37,+1.33,Matches
412,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FW,it Inter,17,2002,2,35,18,6.5,0.4,0,,0,2,18,3,3.00,0,0,0,0.00,-1.78,0.0,0.2,-0.2,-0.40,-1.65,Matches
413,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,es Getafe,31,1987,3,270,90,33.3,3.0,3,90,3,0,,0,1.00,3,4,-1,-0.33,-1.00,4.0,2.7,+1.3,+0.45,-0.17,Matches
414,Lucas Evangelista\Lucas-Evangelista,br BRA,MF,pt Vitória,24,1995,4,337,84,62.4,3.7,4,84,2,0,,0,0.50,1,4,-3,-0.80,-0.80,3.6,4.2,-0.6,-0.16,+0.84,Matches
415,Håkon Evjen\Hakon-Evjen,no NOR,MF,nl AZ Alkmaar,19,2000,2,87,44,12.1,1.0,1,72,0,1,15,0,0.50,0,1,-1,-1.03,-1.89,0.5,0.8,-0.3,-0.30,-1.09,Matches
416,Elber Evora\Elber-Evora,cv CPV,GK,nl Feyenoord,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
417,Mohamed Ezzarfani\Mohamed-Ezzarfani,ma MAR,MF,es Espanyol,21,1997,1,22,22,3.1,0.2,0,,0,1,22,0,1.00,1,1,0,0.00,-0.64,1.1,1.6,-0.5,-2.09,-2.63,Matches
418,Collins Fai\Collins-Fai,cm CMR,DF,be Standard Liège,26,1992,3,264,88,48.9,2.9,3,88,2,0,,3,1.33,5,5,0,0.00,+0.65,3.0,3.9,-0.9,-0.30,+0.96,Matches
419,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,es Getafe,30,1988,5,438,88,54.1,4.9,5,88,4,0,,1,1.80,5,4,+1,+0.21,-0.28,7.0,4.5,+2.5,+0.52,-0.08,Matches
420,Luca Falbo\Luca-Falbo,it ITA,DF,it Lazio,19,2000,1,16,16,3.0,0.2,0,,0,1,16,1,0.00,0,1,-1,-5.63,-5.28,0.1,0.8,-0.8,-4.31,-4.25,Matches
421,Simon Falette\Simon-Falette,gn GUI,DF,de Eint Frankfurt,27,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
422,Rasmus Falk\Rasmus-Falk,dk DEN,MF,dk FC Copenhagen,27,1992,11,872,79,85.5,9.7,10,86,4,1,17,0,1.46,11,7,+4,+0.41,+0.41,9.3,12.4,-3.0,-0.31,-0.24,Matches
423,Patrick Farkas\Patrick-Farkas,at AUT,DF,at RB Salzburg,26,1992,1,90,90,50.0,1.0,1,90,1,0,,1,0.00,1,4,-3,-3.00,-3.00,1.4,2.1,-0.7,-0.71,-0.59,Matches
424,Christian Fassnacht\Christian-Fassnacht,ch SUI,MF,ch Young Boys,25,1993,6,517,86,95.7,5.7,6,86,4,0,,0,1.33,8,7,+1,+0.17,+0.17,8.1,8.2,-0.1,-0.01,-0.08,Matches
425,Federico Fazio\Federico-Fazio,ar ARG,DF,it Roma,32,1987,7,553,79,68.3,6.1,6,90,6,1,13,2,1.43,10,6,+4,+0.65,+0.30,10.5,6.1,+4.4,+0.72,+0.70,Matches
426,Luiz Felipe\Luiz-Felipe,br BRA,DF,it Lazio,22,1997,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,2,-1,-1.00,-0.60,1.4,1.0,+0.3,+0.34,+0.62,Matches
427,Leroy Fer\Leroy-Fer,nl NED,MF,nl Feyenoord,29,1990,5,450,90,83.3,5.0,5,90,5,0,,0,1.63,6,8,-2,-0.40,-0.40,5.9,10.0,-4.1,-0.81,-0.17,Matches
428,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,pt Sporting CP,24,1994,5,449,90,59.9,5.0,5,90,4,0,,0,2.40,11,4,+7,+1.40,+2.60,6.2,4.8,+1.3,+0.27,+0.80,Matches
429,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,eng Manchester Utd,24,1994,5,361,72,32.5,4.0,4,88,2,1,10,1,2.00,7,2,+5,+1.25,-0.44,9.9,2.4,+7.5,+1.87,+0.85,Matches
430,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,de Eint Frankfurt,32,1986,5,241,48,26.8,2.7,3,75,2,2,8,1,2.00,2,5,-3,-1.12,-1.12,3.5,3.5,0.0,+0.01,+0.15,Matches
431,Ivanildo Fernandes\Ivanildo-Fernandes,pt POR,DF,tr Trabzonspor,23,1996,4,360,90,66.7,4.0,4,90,4,0,,0,0.00,1,8,-7,-1.75,-1.25,3.3,8.2,-4.9,-1.23,-1.03,Matches
432,Manuel Fernandes\Manuel-Fernandes,pt POR,MFFW,ru Krasnodar,33,1986,3,112,37,20.7,1.2,1,62,0,2,25,0,2.00,3,0,+3,+2.41,+3.88,2.8,0.8,+2.0,+1.62,+1.88,Matches
433,Mário Fernandes\Mario-Fernandes,ru RUS,DF,ru CSKA Moscow,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,3,9,-6,-1.00,,8.2,9.1,-1.0,-0.16,,Matches
434,Rodrigo Fernandes\Rodrigo-Fernandes,pt POR,MF,pt Sporting CP,18,2001,2,41,21,5.5,0.5,1,36,0,1,5,0,1.50,0,1,-1,-2.20,-2.70,0.3,0.5,-0.3,-0.59,-0.57,Matches
435,Fernando\Fernando,br BRA,FW,ua Shakhtar,20,1999,1,6,6,1.1,0.1,0,,0,1,6,3,3.00,1,1,0,0.00,-0.51,0.1,1.0,-0.9,-14.03,-14.29,Matches
436,Fernando\Fernando,br BRA,MF,es Sevilla,32,1987,7,570,81,52.8,6.3,6,90,6,1,30,1,2.43,10,6,+4,+0.63,-1.49,8.7,8.2,+0.5,+0.08,-1.91,Matches
437,Luis Fernando Díaz\Luis-Fernando-Diaz,co COL,MFFW,pt Porto,22,1997,8,401,50,55.7,4.5,5,61,0,3,32,0,1.25,9,10,-1,-0.22,+0.62,8.9,7.2,+1.6,+0.36,+0.21,Matches
438,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,es Espanyol,28,1991,4,219,55,30.4,2.4,2,90,2,2,20,1,2.11,2,5,-3,-1.23,-2.67,2.9,2.5,+0.3,+0.14,-0.45,Matches
439,Diogo Fesnard Sousa\Diogo-Fesnard-Sousa,pt POR,GK,pt Sporting CP,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
440,Petar Filipović\Petar-Filipovic,de GER,DF,at LASK,28,1990,9,728,81,80.9,8.1,8,90,7,1,11,0,1.89,13,6,+7,+0.87,+2.96,13.7,8.3,+5.4,+0.66,+1.82,Matches
441,Andrew Firth\Andrew-Firth,eng ENG,GK,sco Rangers,22,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
442,Viktor Fischer\Viktor-Fischer,dk DEN,MF,dk FC Copenhagen,25,1994,6,401,67,39.3,4.5,5,78,1,1,9,1,1.13,4,5,-1,-0.22,-0.95,2.8,4.2,-1.3,-0.30,-0.04,Matches
443,Jon Flanagan\Jon-Flanagan,eng ENG,DF,sco Rangers,26,1993,0,,,,,0,,0,0,,4,2.50,,,,,,,,,,,Matches
444,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,it Roma,28,1991,2,97,49,12.0,1.1,1,90,1,1,7,2,1.00,2,3,-1,-0.93,-1.69,2.6,1.7,+0.9,+0.80,+0.34,Matches
445,Wes Foderingham\Wes-Foderingham,eng ENG,GK,sco Rangers,28,1991,0,,,,,0,,0,0,,9,3.00,,,,,,,,,,,Matches
446,Wesley Fofana\Wesley-Fofana,fr FRA,DF,fr Saint-Étienne,18,2000,2,180,90,33.3,2.0,2,90,2,0,,1,1.00,2,2,0,0.00,+0.50,1.7,1.6,+0.2,+0.08,+0.07,Matches
