,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
799,Helton Leite\Helton-Leite,br BRA,GK,pt Benfica,30-160,1990,4,360,90,50.0,4.0,4,90,4,0,,4,0.75,7,8,-1,-0.25,-2.50,6.3,4.9,+1.3,+0.33,-0.80,Matches
800,Mario Leitgeb\Mario-Leitgeb,at AUT,MF,at Wolfsberger AC,32-285,1988,5,450,90,62.5,5.0,5,90,5,0,,1,2.00,7,5,+2,+0.40,+3.07,7.1,6.5,+0.7,+0.13,+1.29,Matches
801,Bernd Leno\Bernd-Leno,de GER,GK,eng Arsenal,29-038,1992,7,630,90,63.6,7.0,7,90,7,0,,2,2.00,14,8,+6,+0.86,-1.89,11.6,5.4,+6.2,+0.89,-1.12,Matches
802,Marin Leovac\Marin-Leovac,hr CRO,DF,hr Dinamo Zagreb,32-247,1988,5,245,49,24.0,2.7,2,55,1,3,45,6,2.00,3,2,+1,+0.37,-0.68,1.6,3.1,-1.5,-0.55,-0.63,Matches
803,Ivan Lepinjica\Ivan-Lepinjica,hr CRO,DFMF,hr Rijeka,21-276,1999,2,41,21,7.6,0.5,0,,0,2,21,3,1.50,1,1,0,0.00,+1.08,1.1,1.6,-0.5,-1.17,+0.35,Matches
804,Khanya Leshabela\Khanya-Leshabela,za RSA,MF,eng Leicester City,21-205,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
805,Maxime Lestienne\Maxime-Lestienne,be BEL,FWMF,be Standard Liège,28-298,1992,4,258,65,47.8,2.9,4,65,0,0,,0,0.75,3,7,-4,-1.40,-0.44,3.4,5.0,-1.6,-0.54,+1.09,Matches
806,Timo Letschert\Timo-Letschert,nl NED,DF,nl AZ Alkmaar,27-321,1993,2,93,47,17.2,1.0,0,,0,2,47,2,0.00,1,2,-1,-0.97,-1.57,1.8,1.0,+0.8,+0.73,+1.24,Matches
807,Ohad Levita\Ohad-Levita,il ISR,GK,il Be'er Sheva,35-053,1986,5,450,90,83.3,5.0,5,90,5,0,,1,1.67,6,13,-7,-1.40,-2.40,3.9,8.8,-4.9,-0.98,-0.56,Matches
808,Bohdan Liedniev\Bohdan-Liedniev,ua UKR,FW,ua Dynamo Kyiv,23-004,1998,1,26,26,7.2,0.3,0,,0,1,26,3,0.00,0,0,0,0.00,+0.81,0.1,0.1,0.0,-0.12,+0.84,Matches
809,Michael Liendl\Michael-Liendl,at AUT,MF,at Wolfsberger AC,35-168,1985,7,620,89,86.1,6.9,7,89,6,0,,0,1.43,8,13,-5,-0.73,+0.17,9.2,11.3,-2.0,-0.30,+0.40,Matches
810,Isaac Lihadji\Isaac-Lihadji,fr FRA,MFFW,fr Lille,19-001,2002,4,81,20,11.3,0.9,0,,0,4,20,4,1.00,1,2,-1,-1.11,-1.82,0.7,1.3,-0.5,-0.59,-1.33,Matches
811,Andreas Linde\Andreas-Linde,se SWE,GK,no Molde,27-261,1993,10,900,90,100.0,10.0,10,90,10,0,,0,1.70,16,17,-1,-0.10,,16.1,16.4,-0.3,-0.03,,Matches
812,Victor Lindelöf\Victor-Lindelof,se SWE,DF,eng Manchester Utd,26-268,1994,3,270,90,60.0,3.0,3,90,3,0,,2,2.33,3,0,+3,+1.00,-1.00,3.3,2.4,+0.8,+0.27,-1.34,Matches
813,Ondřej Lingr\Ondrej-Lingr,cz CZE,MFFW,cz Slavia Prague,22-186,1998,11,354,32,35.8,3.9,4,64,0,7,14,0,1.91,6,8,-2,-0.51,-1.50,4.0,7.1,-3.1,-0.79,-0.95,Matches
814,Bryan Linssen\Bryan-Linssen,nl NED,FW,nl Feyenoord,30-185,1990,6,451,75,83.5,5.0,6,75,3,0,,0,0.83,4,6,-2,-0.40,+1.62,6.7,7.6,-0.8,-0.16,+0.72,Matches
815,David Lischka\David-Lischka,cz CZE,DF,cz Sparta Prague,23-239,1997,4,277,69,51.3,3.1,3,86,2,1,18,2,0.75,3,8,-5,-1.62,-2.65,2.7,6.1,-3.4,-1.09,-0.62,Matches
816,Vyacheslav Litvinov\Vyacheslav-Litvinov,ru RUS,DF,ru Krasnodar,20-010,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
817,Marko Livaja\Marko-Livaja,hr CRO,FW,gr AEK Athens,27-228,1993,5,343,69,63.5,3.8,4,79,3,1,28,0,1.29,6,12,-6,-1.57,-0.66,5.1,7.2,-2.2,-0.57,+0.03,Matches
818,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,26-092,1995,10,930,93,91.2,10.3,10,93,10,0,,0,2.09,15,6,+9,+0.87,-0.13,12.0,13.5,-1.5,-0.15,-0.91,Matches
819,Dejan Ljubicic\Dejan-Ljubicic,at AUT,MF,at Rapid Wien,23-185,1997,3,270,90,50.0,3.0,3,90,3,0,,0,1.00,5,6,-1,-0.33,0.00,3.7,7.0,-3.2,-1.07,+0.39,Matches
820,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,34-106,1986,4,390,98,41.9,4.3,4,98,4,0,,3,1.80,6,5,+1,+0.23,-2.27,6.6,4.3,+2.4,+0.55,-1.88,Matches
821,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,eng Tottenham,25-002,1996,6,342,57,36.8,3.8,4,69,1,2,33,0,2.11,8,5,+3,+0.79,-1.20,10.3,2.5,+7.8,+2.06,+0.67,Matches
822,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,it Napoli,26-137,1994,5,268,54,37.2,3.0,4,62,0,1,22,3,1.80,3,4,-1,-0.34,-0.93,5.5,1.9,+3.6,+1.21,+0.98,Matches
823,Luka Lochoshvili\Luka-Lochoshvili,ge GEO,DF,at Wolfsberger AC,22-317,1998,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,8,14,-6,-0.75,,9.2,12.1,-2.8,-0.35,,Matches
824,Loizos Loizou\Loizos-Loizou,cy CYP,DFMF,cy AC Omonia,17-267,2003,3,175,58,32.4,1.9,2,87,1,1,1,3,1.33,2,5,-3,-1.54,-0.56,4.0,5.1,-1.1,-0.57,+0.22,Matches
825,Niklas Lomb\Niklas-Lomb,de GER,GK,de Leverkusen,27-257,1993,3,270,90,37.5,3.0,3,90,3,0,,5,1.00,7,6,+1,+0.33,-1.47,7.9,3.8,+4.1,+1.35,+0.80,Matches
826,Stjepan Lončar\Stjepan-Loncar,ba BIH,MF,hr Rijeka,24-152,1996,6,536,89,99.3,6.0,6,89,5,0,,0,1.25,6,11,-5,-0.84,+21.66,5.2,13.7,-8.5,-1.42,+9.90,Matches
827,Hélder Lopes\Helder-Lopes,pt POR,DFFW,gr AEK Athens,32-097,1989,2,180,90,33.3,2.0,2,90,2,0,,1,0.00,1,5,-4,-2.00,-1.00,2.1,3.6,-1.5,-0.75,-0.26,Matches
828,Rony Lopes\Rony-Lopes,pt POR,FWMF,fr Nice,25-104,1995,4,227,57,42.0,2.5,3,66,1,1,28,2,0.00,3,8,-5,-1.98,-1.12,2.6,2.9,-0.3,-0.11,+0.10,Matches
829,Joel López\Joel-Lopez,es ESP,DF,eng Arsenal,19-011,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
830,Pau López\Pau-Lopez,es ESP,GK,it Roma,26-119,1994,10,900,90,90.9,10.0,10,90,10,0,,1,2.80,24,5,+19,+1.90,+3.90,18.3,10.8,+7.6,+0.76,+0.70,Matches
831,Roberto López\Roberto-Lopez,es ESP,MFFW,es Real Sociedad,20-352,2000,2,30,15,4.2,0.3,0,,0,2,15,6,1.00,0,0,0,0.00,+0.39,0.9,0.5,+0.4,+1.14,+0.36,Matches
832,Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,fr Nice,22-194,1998,5,370,74,68.5,4.1,4,87,3,1,22,0,0.60,6,13,-7,-1.70,-1.17,4.2,5.8,-1.7,-0.40,-0.73,Matches
833,Hirving Lozano\Hirving-Lozano,mx MEX,FWMF,it Napoli,25-255,1995,6,275,46,38.2,3.1,2,64,0,4,37,0,1.83,3,1,+2,+0.65,+0.65,4.7,3.5,+1.2,+0.39,-0.33,Matches
834,Michael Lüftner\Michael-Luftner,cz CZE,DF,cy AC Omonia,27-028,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,5,12,-7,-1.17,,7.0,11.3,-4.3,-0.72,,Matches
835,David Luiz\David-Luiz,br BRA,DF,eng Arsenal,33-354,1987,7,585,84,59.1,6.5,7,84,6,0,,0,2.29,13,7,+6,+0.92,-1.52,10.6,5.6,+5.0,+0.77,-1.29,Matches
836,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,be Antwerp,26-260,1994,5,237,47,32.9,2.6,3,74,1,2,8,0,0.60,6,8,-2,-0.76,-0.95,4.0,6.5,-2.5,-0.96,-1.25,Matches
837,Kai Lukas Stratznig\Kai-Lukas-Stratznig,at AUT,MF,at Wolfsberger AC,18-361,2002,7,354,51,49.2,3.9,3,80,1,4,29,1,1.29,3,6,-3,-0.76,-0.03,3.6,6.3,-2.7,-0.68,-0.64,Matches
838,Maksym Lunyov\Maksym-Lunyov,ua UKR,FWMF,ua Zorya Luhansk,22-324,1998,5,193,39,35.7,2.1,3,57,0,2,12,1,0.60,1,6,-5,-2.33,-2.33,2.7,3.5,-0.8,-0.36,+0.15,Matches
839,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,ch Young Boys,32-344,1988,8,703,88,78.1,7.8,8,88,7,0,,0,1.78,12,11,+1,+0.13,+0.58,9.3,13.0,-3.7,-0.53,-0.49,Matches
840,Leftheris Lyratzis\Leftheris-Lyratzis,gr GRE,DF,gr PAOK,21-048,2000,2,82,41,15.2,0.9,1,62,0,1,20,3,2.00,0,0,0,0.00,-0.20,0.4,0.8,-0.4,-0.46,-0.20,Matches
841,Yann M'Vila\Yann-MVila,fr FRA,MFDF,gr Olympiacos,30-286,1990,4,349,87,96.9,3.9,4,87,3,0,,0,1.50,6,7,-1,-0.26,-8.44,3.4,5.4,-2.0,-0.51,-3.19,Matches
842,Fostave Mabani\Fostave-Mabani,be BEL,MF,be Standard Liège,19-001,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
843,Quentin Maceiras\Quentin-Maceiras,ch SUI,DF,ch Young Boys,25-183,1995,3,225,75,25.0,2.5,2,90,2,1,45,7,0.33,2,4,-2,-0.80,-1.07,3.0,3.2,-0.2,-0.09,+0.46,Matches
844,Matt Macey\Matt-Macey,eng ENG,GK,eng Arsenal,26-214,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
845,Theodosios Machairas\Theodosios-Machairas,gr GRE,FWDF,gr AEK Athens,20-337,2000,4,47,12,8.7,0.5,0,,0,4,12,2,0.60,0,0,0,0.00,+1.46,0.2,1.0,-0.8,-1.50,-1.01,Matches
846,Darwin Machís\Darwin-Machis,ve VEN,MFFW,es Granada,28-063,1993,9,483,54,48.8,5.4,5,84,2,4,16,0,1.82,7,4,+3,+0.56,+0.56,5.9,5.4,+0.5,+0.10,+0.26,Matches
847,Mahir Madatov\Mahir-Madatov,az AZE,FW,az Qarabağ Ağdam,23-284,1997,3,165,55,36.7,1.8,1,90,1,2,38,1,0.75,3,7,-4,-2.18,-0.60,1.4,3.9,-2.5,-1.36,-0.02,Matches
848,James Maddison\James-Maddison,eng ENG,MF,eng Leicester City,24-139,1996,6,344,57,47.8,3.8,4,76,1,2,21,0,1.83,10,3,+7,+1.83,+1.83,9.1,4.2,+4.9,+1.29,+0.88,Matches
849,Ilay Madmon\Ilay-Madmon,il ISR,MF,il Be'er Sheva,18-047,2003,3,145,48,26.9,1.6,1,90,1,2,28,2,1.00,1,1,0,0.00,+1.37,0.8,2.5,-1.7,-1.06,-0.23,Matches
850,Chukwunonso Madueke\Chukwunonso-Madueke,eng ENG,FWMF,nl PSV Eindhoven,19-032,2002,5,247,49,34.3,2.7,3,65,0,2,26,0,2.14,5,4,+1,+0.36,+0.17,4.1,2.4,+1.7,+0.61,+0.45,Matches
851,Hörður Magnússon\Hordur-Magnusson,is ISL,DF,ru CSKA Moscow,28-059,1993,5,436,87,80.7,4.8,5,87,4,0,,0,0.60,1,5,-4,-0.83,+0.04,5.2,5.5,-0.2,-0.05,+1.02,Matches
852,Harry Maguire\Harry-Maguire,eng ENG,DF,eng Manchester Utd,28-037,1993,4,360,90,80.0,4.0,4,90,4,0,,1,2.50,8,1,+7,+1.75,+1.75,7.4,2.4,+5.0,+1.24,+2.16,Matches
853,Hicham Mahou\Hicham-Mahou,fr FRA,DF,fr Nice,21-283,1999,1,63,63,11.7,0.7,0,,0,1,63,1,0.00,0,1,-1,-1.43,-0.11,1.1,0.7,+0.3,+0.48,+0.74,Matches
854,Nico Maier\Nico-Maier,ch SUI,MF,ch Young Boys,20-283,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
855,Mike Maignan\Mike-Maignan,fr FRA,GK,fr Lille,25-134,1995,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,16,12,+4,+0.50,,12.8,8.1,+4.7,+0.59,,Matches
856,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,eng Arsenal,23-225,1997,5,422,84,42.6,4.7,5,84,4,0,,1,3.00,16,4,+12,+2.56,+1.77,11.2,2.6,+8.6,+1.84,+0.96,Matches
857,Lovro Majer\Lovro-Majer,hr CRO,MFFW,hr Dinamo Zagreb,23-084,1998,11,838,76,82.2,9.3,11,76,3,0,,0,2.17,11,4,+7,+0.75,-0.73,10.8,9.3,+1.5,+0.16,+1.24,Matches
858,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,29-137,1991,8,675,84,93.8,7.5,8,84,7,0,,0,1.75,8,7,+1,+0.13,-1.87,11.0,7.9,+3.1,+0.42,-2.81,Matches
859,Tyrell Malacia\Tyrell-Malacia,nl NED,DF,nl Feyenoord,21-237,1999,3,258,86,47.8,2.9,3,86,2,0,,2,1.00,3,4,-1,-0.35,+0.61,3.3,3.3,0.0,+0.01,+0.56,Matches
860,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,it Milan,19-182,2001,2,80,40,8.9,0.9,1,77,0,1,3,4,3.00,1,0,+1,+1.13,+0.80,0.5,0.7,-0.2,-0.25,-0.42,Matches
861,Donyell Malen\Donyell-Malen,nl NED,FW,nl PSV Eindhoven,22-082,1999,8,674,84,93.6,7.5,8,84,6,0,,0,2.10,13,14,-1,-0.13,-6.00,10.2,8.7,+1.5,+0.20,-1.87,Matches
862,Marko Malenica\Marko-Malenica,hr CRO,GK,pl Lech Poznań,27-062,1994,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
863,Tomáš Malinský\Tomas-Malinsky,cz CZE,MFDF,cz Slavia Prague,29-229,1991,3,130,43,13.1,1.4,2,63,0,1,4,0,2.00,0,1,-1,-0.69,-1.32,2.0,1.0,+1.0,+0.71,+1.02,Matches
864,Felix Mambimbi\Felix-Mambimbi,ch SUI,FWMF,ch Young Boys,20-083,2001,9,262,29,29.1,2.9,2,64,0,7,19,1,1.80,5,5,0,0.00,0.00,4.5,4.7,-0.2,-0.08,+0.49,Matches
865,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,it Roma,24-359,1996,5,405,81,40.9,4.5,4,90,4,1,45,0,3.00,12,3,+9,+2.00,+0.77,8.7,6.3,+2.4,+0.54,-0.25,Matches
866,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,fr Lille,27-080,1994,6,226,38,31.4,2.5,2,86,1,4,14,2,1.67,4,1,+3,+1.19,+1.01,2.1,1.9,+0.2,+0.07,-0.76,Matches
867,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,it Milan,34-325,1986,1,81,81,9.0,0.9,1,81,0,0,,0,1.00,2,1,+1,+1.11,+0.78,1.7,1.5,+0.2,+0.18,+0.06,Matches
868,Cristian Manea\Cristian-Manea,ro ROU,DF,ro CFR Cluj,23-245,1997,5,437,87,80.9,4.9,4,90,4,1,77,1,0.40,2,10,-8,-1.65,-3.40,4.3,9.6,-5.4,-1.11,-1.60,Matches
869,Kostas Manolas\Kostas-Manolas,gr GRE,DF,it Napoli,29-301,1991,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
870,Petros Mantalos\Petros-Mantalos,gr GRE,MF,gr AEK Athens,29-223,1991,5,402,80,74.4,4.5,5,80,2,0,,0,1.29,6,11,-5,-1.12,+0.84,5.7,6.5,-0.8,-0.17,+1.59,Matches
871,Nico Mantl\Nico-Mantl,de GER,GK,at RB Salzburg,21-064,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
872,Elvis Manu\Elvis-Manu,nl NED,FW,bg Ludogorets,27-241,1993,5,250,50,46.3,2.8,2,68,1,3,38,1,0.50,4,13,-9,-3.24,-2.31,3.0,7.5,-4.5,-1.64,+0.65,Matches
873,Benson Manuel\Benson-Manuel,be BEL,FWDF,be Antwerp,24-014,1997,3,101,34,14.0,1.1,1,71,0,2,15,0,2.00,2,2,0,0.00,+0.15,0.7,2.4,-1.8,-1.57,-1.68,Matches
874,Myziane Maolida\Myziane-Maolida,fr FRA,FW,fr Nice,22-056,1999,4,161,40,29.8,1.8,2,59,1,2,22,1,0.75,3,7,-4,-2.24,-1.29,2.2,2.6,-0.4,-0.22,-0.07,Matches
875,Kamso Mara\Kamso-Mara,gn GUI,MF,cz Slovan Liberec,26-108,1994,6,538,90,99.6,6.0,6,90,4,0,,0,1.78,4,13,-9,-1.51,-1.51,4.2,10.3,-6.1,-1.02,-1.02,Matches
876,Konstantin Maradishvili\Konstantin-Maradishvili,ru RUS,DFMF,ru CSKA Moscow,21-063,2000,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,3,8,-5,-0.83,,6.6,8.0,-1.5,-0.24,,Matches
877,Filip Marchwiński\Filip-Marchwinski,pl POL,MF,pl Lech Poznań,19-091,2002,6,350,58,64.8,3.9,4,78,1,2,19,0,1.33,3,9,-6,-1.54,-0.60,3.3,7.7,-4.4,-1.13,-1.10,Matches
878,Pablo Marí\Pablo-Mari,es ESP,DF,eng Arsenal,27-223,1993,2,180,90,18.2,2.0,2,90,2,0,,5,3.00,8,3,+5,+2.50,+1.17,5.4,1.3,+4.1,+2.06,+0.94,Matches
879,Higinio Marín\Higinio-Marin,es ESP,FW,bg Ludogorets,27-174,1993,1,90,90,16.7,1.0,1,90,1,0,,0,1.50,1,2,-1,-1.00,+1.20,0.7,2.7,-1.9,-1.94,+0.05,Matches
880,Dilan Markanday\Dilan-Markanday,eng ENG,FW,eng Tottenham,19-234,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
881,Yevgeni Markov\Yevgeni-Markov,ru RUS,FW,ru Krasnodar,26-278,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
882,Marlos\Marlos,ua UKR,MF,ua Shakhtar,32-308,1988,4,239,60,66.4,2.7,3,69,0,1,31,0,1.50,1,4,-3,-1.13,-2.62,2.1,4.4,-2.3,-0.86,-1.45,Matches
883,Sulayman Marreh\Sulayman-Marreh,gm GAM,MFDF,be Gent,25-086,1996,3,193,64,35.7,2.1,2,90,2,1,13,1,0.00,2,4,-2,-0.93,+1.40,4.6,2.5,+2.1,+0.98,+1.87,Matches
884,Unai Marrero\Unai-Marrero,es ESP,GK,es Real Sociedad,19-184,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
885,Nick Marsman\Nick-Marsman,nl NED,GK,nl Feyenoord,30-192,1990,3,270,90,50.0,3.0,3,90,3,0,,3,0.33,0,3,-3,-1.00,-0.67,2.2,4.6,-2.4,-0.79,-1.02,Matches
886,Anthony Martial\Anthony-Martial,fr FRA,FW,eng Manchester Utd,25-127,1995,3,158,53,35.1,1.8,2,68,1,1,23,0,1.67,1,0,+1,+0.57,-1.28,2.1,1.8,+0.4,+0.21,-0.93,Matches
887,Martinelli\Martinelli,br BRA,FW,eng Arsenal,19-297,2001,3,42,14,4.2,0.5,0,,0,3,14,2,0.67,1,1,0,0.00,-1.61,1.3,0.4,+0.9,+1.92,+0.65,Matches
888,Lisandro Martínez\Lisandro-Martinez,ar ARG,DF,nl Ajax,23-083,1998,5,450,90,100.0,5.0,5,90,5,0,,0,2.40,10,4,+6,+1.20,,13.8,3.9,+9.9,+1.98,,Matches
889,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,nl AZ Alkmaar,29-062,1992,5,375,75,69.4,4.2,5,75,3,0,,0,1.60,6,2,+4,+0.96,+2.05,6.4,5.1,+1.2,+0.30,+1.96,Matches
890,Christopher Martins\Christopher-Martins,lu LUX,MF,ch Young Boys,24-051,1997,1,33,33,3.7,0.4,0,,0,1,33,1,3.00,2,1,+1,+2.73,+2.83,2.2,0.8,+1.4,+3.95,+4.55,Matches
891,Alyaksandr Martynovich\Alyaksandr-Martynovich,by BLR,DF,ru Krasnodar,33-228,1987,2,180,90,100.0,2.0,2,90,2,0,,0,0.00,2,4,-2,-1.00,,2.7,2.2,+0.5,+0.24,,Matches
892,Lukáš Masopust\Lukas-Masopust,cz CZE,DFMF,cz Slavia Prague,28-058,1993,11,584,53,59.0,6.5,5,88,4,6,24,0,1.91,12,10,+2,+0.31,-0.36,7.9,8.7,-0.8,-0.12,+0.14,Matches
893,Giorgos Masouras\Giorgos-Masouras,gr GRE,FWMF,gr Olympiacos,27-100,1994,4,215,54,59.7,2.4,2,74,0,2,34,0,1.50,4,3,+1,+0.42,+1.04,2.4,2.2,+0.2,+0.10,+1.29,Matches
894,Clinton Mata\Clinton-Mata,ao ANG,DF,be Club Brugge,28-155,1992,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,2,-1,-0.50,,2.1,1.0,+1.2,+0.59,,Matches
895,Juan Mata\Juan-Mata,es ESP,MF,eng Manchester Utd,32-348,1988,1,8,8,1.8,0.1,0,,0,1,8,1,3.00,1,0,+1,+11.25,+10.03,0.2,0.0,+0.1,+1.39,+0.59,Matches
896,Matheus\Matheus,br BRA,GK,pt Braga,28-266,1992,6,540,90,75.0,6.0,6,90,6,0,,2,1.67,12,12,0,0.00,0.00,7.5,11.5,-4.0,-0.66,-0.79,Matches
897,Nemanja Matić\Nemanja-Matic,rs SRB,MF,eng Manchester Utd,32-253,1988,4,228,57,50.7,2.5,2,90,2,2,24,1,2.00,4,1,+3,+1.18,-0.44,4.4,2.4,+2.0,+0.79,-0.03,Matches
898,Uroš Matić\Uros-Matic,mk MKD,MF,az Qarabağ Ağdam,30-323,1990,5,352,70,78.2,3.9,4,81,2,1,30,0,0.67,4,9,-5,-1.28,+2.40,2.1,6.9,-4.8,-1.22,+0.59,Matches
899,Léo Matos\Leo-Matos,br BRA,DF,gr PAOK,35-009,1986,1,60,60,11.1,0.7,1,60,0,0,,0,1.00,1,1,0,0.00,-0.19,1.0,1.1,0.0,-0.06,+0.27,Matches
900,Jan Matoušek\Jan-Matousek,cz CZE,MF,cz Slovan Liberec,22-337,1998,5,145,29,26.9,1.6,1,74,0,4,18,0,2.00,1,6,-5,-3.10,-2.19,1.5,3.0,-1.5,-0.93,+0.12,Matches
901,Dmytro Matsapupa\Dmytro-Matsapupa,ua UKR,GK,ua Zorya Luhansk,21-032,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
902,Jurgen Mattheij\Jurgen-Mattheij,nl NED,DF,bg CSKA Sofia,28-010,1993,5,450,90,83.3,5.0,5,90,5,0,,0,1.78,3,7,-4,-0.80,-0.80,4.2,5.8,-1.5,-0.39,+0.72,Matches
903,Emmanuel Matuta\Emmanuel-Matuta,be BEL,MF,nl PSV Eindhoven,19-048,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
904,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,24-344,1996,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,4,5,-1,-0.25,,4.7,6.1,-1.5,-0.37,,Matches
905,Charalampos Mavrias\Charalampos-Mavrias,gr GRE,DF,cy AC Omonia,27-049,1994,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,1,2,-1,-1.00,+0.20,0.5,1.7,-1.2,-1.15,-0.52,Matches
906,Philipp Max\Philipp-Max,de GER,DF,nl PSV Eindhoven,27-193,1993,8,675,84,93.8,7.5,8,84,7,0,,0,2.10,13,14,-1,-0.13,-6.13,10.2,8.8,+1.4,+0.19,-2.07,Matches
907,Maycon\Maycon,br BRA,MF,ua Shakhtar,23-270,1997,4,284,71,78.9,3.2,3,90,3,1,14,0,1.50,3,5,-2,-0.63,-1.82,4.1,5.8,-1.7,-0.55,-0.85,Matches
908,Borja Mayoral\Borja-Mayoral,es ESP,FW,it Roma,24-006,1997,11,635,58,64.1,7.1,7,74,3,4,29,0,2.55,17,7,+10,+1.42,-0.36,14.3,6.5,+7.8,+1.10,+1.14,Matches
909,Bradley Mazikou\Bradley-Mazikou,cg CGO,DF,bg CSKA Sofia,24-313,1996,4,360,90,66.7,4.0,4,90,4,0,,1,2.00,3,6,-3,-0.75,-0.25,4.2,7.1,-3.0,-0.74,-1.06,Matches
910,Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,be Antwerp,35-140,1985,3,186,62,25.8,2.1,2,90,2,1,6,2,2.00,2,1,+1,+0.48,+0.82,2.7,2.1,+0.5,+0.26,+0.52,Matches
911,Aaron McCarey\Aaron-McCarey,ie IRL,GK,ie Dundalk,29-087,1992,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,3,4,-1,-1.00,+1.00,2.3,2.1,+0.2,+0.22,+1.55,Matches
912,Patrick McEleney\Patrick-McEleney,ie IRL,MFFW,ie Dundalk,28-197,1992,5,230,46,42.6,2.6,2,64,0,3,34,0,0.86,3,9,-6,-2.35,-0.90,3.0,6.1,-3.0,-1.18,-0.20,Matches
913,Allan McGregor\Allan-McGregor,sco SCO,GK,sco Rangers,39-070,1982,9,810,90,90.0,9.0,9,90,9,0,,1,2.25,21,15,+6,+0.67,-1.33,15.8,9.0,+6.8,+0.76,-0.76,Matches
914,Callum McGregor\Callum-McGregor,sco SCO,MF,sco Celtic,27-301,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.25,10,19,-9,-1.50,,6.6,9.2,-2.5,-0.42,,Matches
915,Jon McLaughlin\Jon-McLaughlin,sco SCO,GK,sco Rangers,33-214,1987,1,90,90,10.0,1.0,1,90,1,0,,9,3.00,2,0,+2,+2.00,+1.33,2.0,0.5,+1.5,+1.52,+0.76,Matches
916,David McMillan\David-McMillan,ie IRL,FW,ie Dundalk,32-118,1988,5,146,29,27.0,1.6,2,49,0,3,16,1,0.86,4,7,-3,-1.85,-0.02,2.3,3.0,-0.7,-0.42,+0.89,Matches
917,Scott McTominay\Scott-McTominay,sco SCO,MF,eng Manchester Utd,24-124,1996,4,329,82,73.1,3.7,4,82,3,0,,0,2.50,6,1,+5,+1.37,-0.12,6.4,2.4,+4.0,+1.09,+1.03,Matches
918,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,28-073,1993,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,2,-1,-0.50,,2.1,1.0,+1.2,+0.59,,Matches
919,Iuri Medeiros\Iuri-Medeiros,pt POR,MF,pt Braga,26-275,1994,6,265,44,36.8,2.9,3,63,0,3,25,0,2.17,6,5,+1,+0.34,+0.54,4.4,5.0,-0.6,-0.21,+0.41,Matches
920,Kevin Medina\Kevin-Medina,co COL,DF,az Qarabağ Ağdam,28-033,1993,5,450,90,100.0,5.0,5,90,5,0,,0,0.67,4,10,-6,-1.20,,2.4,9.1,-6.7,-1.35,,Matches
