,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1,Ürfan Abbasov\Urfan-Abbasov,az AZE,DF,az Gabala FK,23,1992,3,270,90,50.0,3.0,3,,3,0,,3,0.60,1,6,-5,-1.67,-0.33,Matches
2,Yassine Abdelali\Yassine-Abdelali,be BEL,MF,be Gent,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
3,Anicet Abel\Anicet-Abel,mg MAD,MF,bg Ludogorets,26,1990,2,155,78,86.1,1.7,2,,1,0,,0,0.50,1,2,-1,-0.58,-0.58,Matches
4,Vincent Aboubakar\Vincent-Aboubakar,cm CMR,FW,tr Beşiktaş,24,1992,3,200,67,35.1,2.2,3,,0,0,,0,2.33,4,3,+1,+0.45,-0.77,Matches
5,Francesco Acerbi\Francesco-Acerbi,it ITA,DF,it Sassuolo,28,1988,6,540,90,100.0,6.0,6,,6,0,,0,1.30,9,11,-2,-0.33,,Matches
6,Frank Acheampong\Frank-Acheampong,gh GHA,MFDF,be Anderlecht,22,1993,12,911,76,82.1,10.1,10,,6,2,,0,1.93,20,12,+8,+0.79,+0.34,Matches
7,Vlad Achim\Vlad-Achim,ro ROU,MF,ro Steaua,27,1989,3,81,27,15.0,0.9,0,,0,3,,2,1.33,3,1,+2,+2.22,+3.01,Matches
8,Denis Adamov\Denis-Adamov,ru RUS,GK,ru Krasnodar,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches
9,Claud Adjapong\Claud-Adjapong,it ITA,MFDF,it Sassuolo,18,1998,3,183,61,33.9,2.0,2,,2,1,,1,0.67,2,4,-2,-0.98,-0.98,Matches
10,Adriano\Adriano,br BRA,DFMF,tr Beşiktaş,31,1984,4,347,87,60.9,3.9,4,,3,0,,0,1.75,8,5,+3,+0.78,-0.43,Matches
11,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,es Athletic Club,35,1981,6,482,80,66.9,5.4,5,,4,1,,0,2.00,12,12,0,0.00,+0.76,Matches
12,Michel Aebischer\Michel-Aebischer,ch SUI,MF,ch Young Boys,19,1997,2,61,31,11.3,0.7,1,,0,1,,2,2.00,0,0,0,0.00,-0.56,Matches
13,Adnan Aganović\Adnan-Aganovic,hr CRO,MF,ro Steaua,28,1987,2,117,59,21.7,1.3,1,,1,1,,3,0.50,0,2,-2,-1.54,-1.54,Matches
14,Ansi Agolli\Ansi-Agolli,al ALB,DF,az Qarabağ FK,33,1982,6,536,89,99.3,6.0,6,,5,0,,0,1.25,6,12,-6,-1.01,-23.51,Matches
15,Karim El Ahmadi\Karim-El-Ahmadi,ma MAR,MF,nl Feyenoord,31,1985,4,360,90,66.7,4.0,4,,4,0,,0,1.50,2,2,0,0.00,+2.00,Matches
16,Odil Ahmedov\Odil-Ahmedov,uz UZB,MFFW,ru Krasnodar,28,1987,6,438,73,48.7,4.9,6,,2,0,,0,1.56,5,7,-2,-0.41,-0.41,Matches
17,Fatih Aksoy\Fatih-Aksoy,tr TUR,DFMF,tr Beşiktaş,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
18,Nana Akwasi Asare\Nana-Akwasi-Asare,gh GHA,MFDF,be Gent,30,1986,6,530,88,58.9,5.9,6,,5,0,,1,1.57,9,13,-4,-0.68,-0.19,Matches
19,Alan\Alan,pt POR,MF,pt Braga,36,1979,0,,,,,0,,0,0,,2,,,,,,,Matches
20,Namik Alaskarov\Namik-Alaskarov,az AZE,MF,az Qarabağ FK,21,1995,1,1,1,0.2,0.0,0,,0,1,,0,2.00,0,0,0,0.00,+0.83,Matches
21,Gal Alberman\Gal-Alberman,il ISR,MF,il Maccabi Tel Aviv,33,1983,5,343,69,63.5,3.8,4,,2,1,,1,2.17,4,6,-2,-0.52,-0.52,Matches
22,Néstor Albiach\Nestor-Albiach,es ESP,MFFW,cz Sparta Prague,23,1992,2,146,73,20.3,1.6,2,,0,0,,0,0.50,0,5,-5,-3.08,-3.55,Matches
23,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,eng Tottenham,27,1989,2,180,90,100.0,2.0,2,,2,0,,0,0.50,2,3,-1,-0.50,,Matches
24,Armin Alesevic\Armin-Alesevic,ch SUI,DFMF,ch Zürich,22,1994,0,,,,,0,,0,0,,5,,,,,,,Matches
25,Nektarios Alexandrou\Nektarios-Alexandrou,cy CYP,DF,cy APOEL FC,32,1983,1,90,90,10.0,1.0,1,,1,0,,6,3.00,2,0,+2,+2.00,+2.11,Matches
26,Hasan Ali Kaldırım\Hasan-Ali-Kaldirim,tr TUR,DF,tr Fenerbahçe,26,1989,7,616,88,85.6,6.8,7,,6,0,,1,2.11,8,7,+1,+0.15,+0.15,Matches
27,Ömer Ali Şahiner\Omer-Ali-Sahiner,tr TUR,MFDF,tr Konyaspor,24,1992,6,433,72,80.2,4.8,5,,3,1,,0,0.17,1,8,-7,-1.45,+1.07,Matches
28,Denis Alibec\Denis-Alibec,ro ROU,FW,ro Astra Giurgiu,25,1991,5,450,90,62.5,5.0,5,,3,0,,0,1.57,6,9,-3,-0.60,-0.27,Matches
29,Alisson\Alisson,br BRA,GK,it Roma,23,1992,10,900,90,100.0,10.0,10,,10,0,,0,1.80,24,13,+11,+1.10,,Matches
30,Amanbol Aliyev\Amanbol-Aliyev,kz KAZ,MF,kz FC Astana,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
31,Qismət Alıyev\Qismt-Aliyev,az AZE,MF,az Gabala FK,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
32,Dele Alli\Dele-Alli,eng ENG,MF,eng Tottenham,20,1996,2,130,65,72.2,1.4,2,,1,0,,0,0.50,1,2,-1,-0.69,-0.69,Matches
33,André Almeida Pinto\Andre-Almeida-Pinto,pt POR,DF,pt Braga,26,1989,3,245,82,45.4,2.7,3,,2,0,,0,0.67,5,7,-2,-0.73,-0.73,Matches
34,Richard Almeida\Richard-Almeida,az AZE,MF,az Qarabağ FK,27,1989,6,540,90,100.0,6.0,6,,6,0,,0,1.25,7,12,-5,-0.83,,Matches
35,Robert Almer\Robert-Almer,at AUT,GK,at Austria Wien,32,1984,2,115,58,21.3,1.3,2,,1,0,,0,2.00,1,1,0,0.00,+0.64,Matches
36,Stathis Aloneftis\Stathis-Aloneftis,cy CYP,FWMF,cy APOEL FC,33,1983,4,209,52,23.2,2.3,3,,1,1,,5,1.50,4,0,+4,+1.72,+2.11,Matches
37,Koray Altınay\Koray-Altinay,tr TUR,DF,tr Osmanlıspor,24,1991,1,90,90,12.5,1.0,1,,1,0,,0,3.00,2,0,+2,+2.00,+2.29,Matches
38,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,es Celta Vigo,29,1986,10,930,93,72.1,10.3,10,,10,0,,4,1.80,14,8,+6,+0.58,+0.33,Matches
39,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,es Athletic Club,21,1995,8,720,90,100.0,8.0,8,,8,0,,0,1.63,13,15,-2,-0.25,,Matches
40,Geraldo Alves\Geraldo-Alves,pt POR,DF,ro Astra Giurgiu,35,1980,7,630,90,87.5,7.0,7,,7,0,,0,1.33,9,13,-4,-0.57,-0.57,Matches
41,Rahid Amirguliyev\Rahid-Amirguliyev,az AZE,MF,az Qarabağ FK,26,1989,4,306,77,56.7,3.4,4,,2,0,,2,1.80,3,6,-3,-0.88,-0.11,Matches
42,Artur Jorge Marques Amorim\Artur-Jorge-Marques-Amorim,pt POR,DF,pt Braga,21,1994,2,115,58,21.3,1.3,1,,1,1,,2,0.50,0,2,-2,-1.57,-1.57,Matches
43,Stephan Andersen\Stephan-Andersen,dk DEN,GK,dk FC Copenhagen,34,1981,0,,,,,0,,0,0,,4,,,,,,,Matches
44,Darwin Andrade\Darwin-Andrade,co COL,DF,be Standard Liège,25,1991,2,180,90,33.3,2.0,2,,2,0,,0,0.50,2,3,-1,-0.50,-1.25,Matches
45,Marco Andreolli\Marco-Andreolli,it ITA,DF,it Inter,30,1986,1,90,90,16.7,1.0,1,,1,0,,0,3.00,2,1,+1,+1.00,+2.00,Matches
46,Thanasis Androutsos\Thanasis-Androutsos,gr GRE,MF,gr Olympiacos,19,1997,4,139,35,15.4,1.5,1,,1,3,,3,1.60,2,1,+1,+0.65,+0.65,Matches
47,José Ángel Crespo\Jose-Angel-Crespo,es ESP,DF,gr PAOK,29,1987,7,486,69,67.5,5.4,5,,5,2,,0,1.89,6,8,-2,-0.37,-0.37,Matches
48,José Ángel\Jose-Angel,es ESP,DF,es Villarreal,26,1989,6,540,90,75.0,6.0,6,,6,0,,0,1.50,8,7,+1,+0.17,+1.67,Matches
49,Giorgos Angelopoulos\Giorgos-Angelopoulos,gr GRE,MF,gr Panathinaikos,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
50,Marin Aničić\Marin-Anicic,ba BIH,DF,kz FC Astana,26,1989,4,360,90,66.7,4.0,4,,4,0,,1,1.33,4,7,-3,-0.75,+0.75,Matches
51,Peter Ankersen\Peter-Ankersen,dk DEN,DF,dk FC Copenhagen,25,1990,4,360,90,100.0,4.0,4,,4,0,,0,1.75,4,4,0,0.00,,Matches
52,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,MF,it Inter,29,1986,3,134,45,24.8,1.5,1,,1,2,,2,2.00,3,2,+1,+0.67,+1.78,Matches
53,Karim Ansarifard\Karim-Ansarifard,ir IRN,FW,gr Olympiacos,26,1990,4,272,68,30.2,3.0,3,,3,1,,0,1.25,5,5,0,0.00,-0.14,Matches
54,Luca Antei\Luca-Antei,it ITA,DF,it Sassuolo,24,1992,2,180,90,33.3,2.0,2,,2,0,,2,0.50,1,3,-2,-1.00,-1.00,Matches
55,Mikael Antonsson\Mikael-Antonsson,se SWE,DF,dk FC Copenhagen,35,1981,0,,,,,0,,0,0,,3,,,,,,,Matches
56,Aleksandr Anyukov\Aleksandr-Anyukov,ru RUS,DF,ru Zenit,33,1982,4,360,90,50.0,4.0,4,,4,0,,3,2.25,9,6,+3,+0.75,-0.75,Matches
57,Dennis Aogo\Dennis-Aogo,de GER,MFDF,de Schalke 04,29,1987,5,450,90,40.5,5.0,5,,5,0,,3,1.80,5,4,+1,+0.20,-0.75,Matches
58,Houssem Aouar\Houssem-Aouar,fr FRA,MF,fr Lyon,18,1998,2,32,16,4.3,0.4,0,,0,2,,1,3.00,4,0,+4,+11.25,+10.62,Matches
59,Dennis Appiah\Dennis-Appiah,fr FRA,DF,be Anderlecht,24,1992,4,390,98,35.1,4.3,4,,4,0,,0,2.00,4,3,+1,+0.23,-0.77,Matches
60,Kelvin Arase\Kelvin-Arase,at AUT,FWMF,at Rapid Wien,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
61,João Araújo\Joao-Araujo,br BRA,FW,bg Ludogorets,28,1988,2,17,9,9.4,0.2,0,,0,2,,0,0.50,1,0,+1,+5.29,+6.40,Matches
