,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
309,Tom Høgli\Tom-Hogli,no NOR,DF,dk FC Copenhagen,32,1984,1,1,1,0.2,0.0,0,,0,1,,5,3.00,0,0,0,0.00,-0.83,Matches
310,Vicente Iborra\Vicente-Iborra,es ESP,MF,es Sevilla,28,1988,7,419,60,58.2,4.7,4,,4,3,,1,1.57,1,6,-5,-1.07,-3.47,Matches
311,Sergei Ignashevich\Sergei-Ignashevich,ru RUS,DF,ru CSKA Moscow,37,1979,4,360,90,66.7,4.0,4,,4,0,,2,0.50,3,7,-4,-1.00,0.00,Matches
312,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,eng Manchester City,19,1996,3,103,34,14.3,1.1,1,,1,2,,4,1.75,2,1,+1,+0.87,+0.44,Matches
313,Jonathan Ikone\Jonathan-Ikone,fr FRA,FWMF,fr Paris S-G,18,1998,1,2,2,0.3,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.63,Matches
314,Andrés Iniesta\Andres-Iniesta,es ESP,MF,es Barcelona,32,1984,8,593,74,65.9,6.6,7,,3,1,,0,2.00,16,9,+7,+1.06,-0.99,Matches
315,Gökhan Inler\Gokhan-Inler,ch SUI,MF,tr Beşiktaş,32,1984,5,233,47,43.1,2.6,2,,1,3,,1,1.40,5,1,+4,+1.55,+4.18,Matches
316,Lorenzo Insigne\Lorenzo-Insigne,it ITA,FW,it Napoli,25,1991,7,478,68,66.4,5.3,6,,2,1,,0,1.38,6,9,-3,-0.56,-1.31,Matches
317,Roberto Insigne\Roberto-Insigne,it ITA,FWMF,it Napoli,22,1994,1,20,20,2.8,0.2,0,,,1,,0,,,,,,,Matches
318,Aleksei Ionov\Aleksei-Ionov,ru RUS,MF,ru CSKA Moscow,27,1989,3,214,71,39.6,2.4,3,,1,0,,0,0.67,3,5,-2,-0.84,+0.26,Matches
319,Isco\Isco,es ESP,FW,es Real Madrid,24,1992,6,386,64,32.2,4.3,5,,0,1,,6,2.50,7,4,+3,+0.70,-0.85,Matches
320,Nicolas Isimat-Mirin\Nicolas-Isimat-Mirin,fr FRA,DF,nl PSV Eindhoven,24,1991,6,466,78,86.3,5.2,5,,4,1,,0,0.33,3,8,-5,-0.97,+1.47,Matches
321,Alex Iwobi\Alex-Iwobi,ng NGA,MF,eng Arsenal,20,1996,7,410,59,56.9,4.6,5,,2,2,,0,2.00,12,8,+4,+0.88,+0.88,Matches
322,Emilio Izaguirre\Emilio-Izaguirre,hn HON,DF,sco Celtic,30,1986,3,270,90,50.0,3.0,3,,3,0,,2,1.25,2,4,-2,-0.67,+2.33,Matches
323,José Izquierdo\Jose-Izquierdo,co COL,FW,be Club Brugge,24,1992,4,259,65,48.0,2.9,3,,1,1,,0,0.00,1,8,-7,-2.43,-0.83,Matches
324,Marc Janko\Marc-Janko,at AUT,FW,ch Basel,33,1983,5,184,37,34.1,2.0,2,,1,3,,0,0.40,2,6,-4,-1.96,-0.69,Matches
325,Vincent Janssen\Vincent-Janssen,nl NED,FW,eng Tottenham,22,1994,5,236,47,43.7,2.6,2,,0,3,,0,0.80,0,1,-1,-0.38,-0.68,Matches
326,Tony Jantschke\Tony-Jantschke,de GER,DF,de M'Gladbach,26,1990,3,193,64,35.7,2.1,2,,2,1,,3,1.60,1,5,-4,-1.87,-1.09,Matches
327,Jardel\Jardel,br BRA,DF,pt Benfica,30,1986,0,,,,,0,,0,0,,3,,,,,,,Matches
328,Corentin Jean\Corentin-Jean,fr FRA,FW,fr Monaco,21,1995,1,76,76,7.0,0.8,1,,0,0,,1,0.00,0,2,-2,-2.37,-2.55,Matches
329,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,de Leverkusen,20,1995,4,286,72,39.7,3.2,3,,3,1,,3,1.50,4,1,+3,+0.94,+1.57,Matches
330,Jemerson\Jemerson,br BRA,DF,fr Monaco,23,1992,11,989,90,91.6,11.0,11,,10,0,,0,1.93,19,15,+4,+0.36,+4.32,Matches
331,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,eng Arsenal,24,1992,2,171,86,23.8,1.9,2,,1,0,,0,2.00,5,4,+1,+0.53,+0.03,Matches
332,Jesé\Jese,es ESP,FW,fr Paris S-G,23,1993,4,17,4,2.4,0.2,0,,0,4,,1,2.00,3,0,+3,+15.88,+15.63,Matches
333,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,pt Benfica,25,1991,6,156,26,21.7,1.7,1,,1,5,,0,1.67,1,4,-3,-1.73,-1.73,Matches
334,Tomasz Jodłowiec\Tomasz-Jodlowiec,pl POL,MF,pl Legia Warsaw,30,1985,5,309,62,57.2,3.4,3,,3,2,,0,1.18,3,15,-12,-3.50,-2.33,Matches
335,Fabian Johnson\Fabian-Johnson,us USA,MF,de M'Gladbach,28,1987,5,343,69,63.5,3.8,3,,3,2,,0,1.14,2,9,-7,-1.84,-1.84,Matches
336,Jonas\Jonas,br BRA,FW,pt Benfica,32,1984,1,26,26,3.6,0.3,0,,0,1,,0,0.00,0,1,-1,-3.46,-3.20,Matches
337,Luuk de Jong\Luuk-de-Jong,nl NED,FW,nl PSV Eindhoven,25,1990,5,450,90,83.3,5.0,5,,5,0,,1,0.40,4,9,-5,-1.00,+1.00,Matches
338,Siem de Jong\Siem-de-Jong,nl NED,MF,nl PSV Eindhoven,27,1989,3,135,45,25.0,1.5,1,,1,2,,1,0.67,1,4,-3,-2.00,-1.11,Matches
339,Jorge\Jorge,br BRA,DF,fr Monaco,20,1996,0,,,,,0,,0,0,,5,,,,,,,Matches
340,Jorginho\Jorginho,it ITA,MF,it Napoli,24,1991,4,329,82,45.7,3.7,4,,2,0,,4,1.75,8,6,+2,+0.55,+1.24,Matches
341,Diogo Jota\Diogo-Jota,pt POR,FW,pt Porto,19,1996,8,386,48,53.6,4.3,4,,2,4,,0,1.38,6,2,+4,+0.93,+1.20,Matches
342,Stevan Jovetić\Stevan-Jovetic,me MNE,FW,es Sevilla,26,1989,2,134,67,18.6,1.5,1,,1,1,,0,1.50,2,2,0,0.00,-0.46,Matches
343,Florian Jozefzoon\Florian-Jozefzoon,sr SUR,FWMF,nl PSV Eindhoven,25,1991,0,,,,,0,,0,0,,4,,,,,,,Matches
344,Juanfran\Juanfran,es ESP,DF,es Atlético Madrid,31,1985,6,429,72,39.7,4.8,5,,4,1,,3,2.67,5,0,+5,+1.05,+0.63,Matches
345,Hidde Jurjus\Hidde-Jurjus,nl NED,GK,nl PSV Eindhoven,22,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
346,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,dk FC Copenhagen,26,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.92,7,2,+5,+0.83,,Matches
347,Bashkim Kadrii\Bashkim-Kadrii,dk DEN,FWMF,dk FC Copenhagen,25,1991,0,,,,,0,,0,0,,1,,,,,,,Matches
348,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,de Dortmund,27,1989,5,369,74,41.0,4.1,4,,4,1,,2,1.80,14,11,+3,+0.73,-0.79,Matches
349,Timofei Kalachev\Timofei-Kalachev,by BLR,DFMF,ru Rostov,35,1981,5,420,84,77.8,4.7,5,,2,0,,0,1.44,6,10,-4,-0.86,+0.64,Matches
350,Aldo Kalulu\Aldo-Kalulu,fr FRA,FWMF,fr Lyon,20,1996,2,38,19,7.0,0.4,0,,0,2,,1,1.50,0,0,0,0.00,-0.36,Matches
351,Kevin Kampl\Kevin-Kampl,si SVN,MF,de Leverkusen,25,1990,7,625,89,86.8,6.9,7,,5,0,,0,1.14,7,8,-1,-0.14,-1.09,Matches
352,Harry Kane\Harry-Kane,eng ENG,FW,eng Tottenham,23,1993,3,263,88,48.7,2.9,3,,2,0,,0,1.00,5,5,0,0.00,0.00,Matches
353,Moise Kean\Moise-Kean,it ITA,FW,it Juventus,16,2000,1,6,6,0.5,0.1,0,,0,1,,2,3.00,1,0,+1,+15.00,+13.84,Matches
354,Aboubakar Keita\Aboubakar-Keita,ci CIV,MF,dk FC Copenhagen,18,1997,1,2,2,0.4,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.84,Matches
355,Claudiu Keșerü\Claudiu-Keseru,ro ROU,FWMF,bg Ludogorets,29,1986,5,193,39,35.7,2.1,2,,0,3,,1,1.45,2,4,-2,-0.93,+0.88,Matches
356,Yevhen Khacheridi\Yevhen-Khacheridi,ua UKR,DF,ua Dynamo Kyiv,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,0.83,8,6,+2,+0.33,,Matches
357,Sami Khedira\Sami-Khedira,de GER,MF,it Juventus,29,1987,11,895,81,76.5,9.9,11,,9,0,,1,2.18,15,6,+9,+0.91,-1.39,Matches
358,Stefan Kießling\Stefan-Kiessling,de GER,FW,de Leverkusen,32,1984,3,207,69,28.8,2.3,2,,2,1,,1,1.67,4,1,+3,+1.30,+1.83,Matches
359,Joshua Kimmich\Joshua-Kimmich,de GER,MF,de Bayern Munich,21,1995,8,319,40,34.3,3.5,3,,1,5,,2,2.25,13,5,+8,+2.26,+1.52,Matches
360,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,fr Paris S-G,20,1995,1,90,90,12.5,1.0,1,,1,0,,4,3.00,4,0,+4,+4.00,+3.86,Matches
361,Andy King\Andy-King,wal WAL,MF,eng Leicester City,27,1988,4,232,58,25.8,2.6,2,,2,2,,5,2.25,3,1,+2,+0.78,+0.91,Matches
362,Igor Kireyev\Igor-Kireyev,ru RUS,DF,ru Rostov,24,1992,1,90,90,16.7,1.0,1,,1,0,,2,0.50,0,1,-1,-1.00,0.00,Matches
363,Hiroshi Kiyotake\Hiroshi-Kiyotake,jp JPN,FWMF,es Sevilla,26,1989,1,15,15,2.1,0.2,0,,0,1,,5,3.00,2,0,+2,+12.00,+11.87,Matches
364,Bojan Knežević\Bojan-Knezevic,hr CRO,MF,hr Dinamo Zagreb,19,1997,3,267,89,49.4,3.0,3,,2,0,,0,0.25,0,4,-4,-1.35,+2.28,Matches
365,Koke\Koke,es ESP,MF,es Atlético Madrid,24,1992,12,1044,87,96.7,11.6,12,,10,0,,0,2.17,15,9,+6,+0.52,-4.48,Matches
366,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,eng Manchester City,30,1985,6,540,90,75.0,6.0,6,,6,0,,0,1.75,12,12,0,0.00,-2.00,Matches
367,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,es Sevilla,24,1991,1,4,4,0.6,0.0,0,,0,1,,1,3.00,0,0,0,0.00,-0.38,Matches
368,Vincent Kompany\Vincent-Kompany,be BEL,DF,eng Manchester City,30,1986,0,,,,,0,,0,0,,1,,,,,,,Matches
369,Michał Kopczyński\Michal-Kopczynski,pl POL,MF,pl Legia Warsaw,24,1992,5,283,57,52.4,3.1,3,,3,2,,1,1.56,8,12,-4,-1.27,+2.58,Matches
370,Julian Korb\Julian-Korb,de GER,DFMF,de M'Gladbach,24,1992,5,397,79,73.5,4.4,4,,3,1,,0,1.17,4,8,-4,-0.91,+0.98,Matches
371,Nikita Korzun\Nikita-Korzun,by BLR,MF,ua Dynamo Kyiv,21,1995,4,190,48,35.2,2.1,1,,1,3,,2,1.00,2,3,-1,-0.47,-1.25,Matches
372,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,eng Arsenal,30,1985,8,643,80,89.3,7.1,8,,6,0,,0,1.75,20,7,+13,+1.82,+12.34,Matches
373,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,it Napoli,25,1991,8,720,90,100.0,8.0,8,,8,0,,0,1.38,13,14,-1,-0.12,,Matches
374,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,es Real Madrid,22,1994,6,218,36,18.2,2.4,2,,2,4,,5,2.33,6,5,+1,+0.41,-1.05,Matches
375,Maksym Koval\Maksym-Koval,ua UKR,GK,ua Dynamo Kyiv,23,1992,0,,,,,0,,0,0,,2,,,,,,,Matches
376,Christoph Kramer\Christoph-Kramer,de GER,MF,de M'Gladbach,25,1991,5,339,68,62.8,3.8,4,,3,1,,0,1.43,4,6,-2,-0.53,+1.71,Matches
377,Matías Kranevitter\Matias-Kranevitter,ar ARG,MF,es Sevilla,23,1993,4,185,46,25.7,2.1,2,,1,2,,4,1.25,4,2,+2,+0.97,+0.80,Matches
378,Toni Kroos\Toni-Kroos,de GER,MF,es Real Madrid,26,1990,12,1027,86,85.6,11.4,11,,8,1,,0,2.25,29,16,+13,+1.14,-0.94,Matches
379,Robbie Kruse\Robbie-Kruse,au AUS,FWMF,de Leverkusen,27,1988,1,19,19,2.6,0.2,0,,0,1,,1,3.00,1,0,+1,+4.74,+4.87,Matches
380,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,fr Paris S-G,26,1990,6,207,35,28.8,2.3,2,,0,4,,1,1.83,4,5,-1,-0.43,-1.49,Matches
381,Michał Kucharczyk\Michal-Kucharczyk,pl POL,MFFW,pl Legia Warsaw,25,1991,4,229,57,42.4,2.5,2,,2,2,,0,1.60,6,14,-8,-3.14,-1.12,Matches
382,Fyodor Kudryashov\Fyodor-Kudryashov,ru RUS,DFMF,ru Rostov,29,1987,4,360,90,66.7,4.0,4,,4,0,,0,1.50,4,5,-1,-0.25,+2.25,Matches
383,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,fr Paris S-G,23,1992,5,370,74,51.4,4.1,4,,4,1,,1,2.00,11,7,+4,+0.97,+0.72,Matches
384,Kasper Kusk\Kasper-Kusk,dk DEN,MF,dk FC Copenhagen,24,1991,2,22,11,4.1,0.2,0,,0,2,,3,2.20,0,0,0,0.00,-0.87,Matches
385,William Kvist\William-Kvist,dk DEN,MF,dk FC Copenhagen,31,1985,6,540,90,100.0,6.0,6,,5,0,,0,1.82,7,2,+5,+0.83,,Matches
386,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,fr Lyon,25,1991,4,342,86,63.3,3.8,4,,3,0,,0,1.25,2,1,+1,+0.26,-0.19,Matches
387,Philipp Lahm\Philipp-Lahm,de GER,DFMF,de Bayern Munich,32,1983,7,660,94,71.0,7.3,7,,7,0,,2,1.29,16,13,+3,+0.41,-2.92,Matches
388,Érik Lamela\Erik-Lamela,ar ARG,MF,eng Tottenham,24,1992,3,232,77,43.0,2.6,3,,1,0,,0,1.33,2,2,0,0.00,0.00,Matches
389,Michael Lang\Michael-Lang,ch SUI,DF,ch Basel,25,1991,5,450,90,83.3,5.0,5,,5,0,,0,0.40,2,10,-8,-1.60,-0.60,Matches
390,Steeven Langil\Steeven-Langil,fr FRA,MFFW,pl Legia Warsaw,28,1988,2,136,68,25.2,1.5,2,,1,0,,0,1.00,0,8,-8,-5.29,-3.73,Matches
391,Miguel Layún\Miguel-Layun,mx MEX,DF,pt Porto,28,1988,6,431,72,59.9,4.8,4,,4,2,,1,1.38,3,6,-3,-0.63,-2.49,Matches
392,Thomas Lemar\Thomas-Lemar,fr FRA,MF,fr Monaco,20,1995,12,895,75,82.9,9.9,9,,7,3,,0,1.81,21,16,+5,+0.50,+2.94,Matches
393,Mario Lemina\Mario-Lemina,ga GAB,MF,it Juventus,22,1993,7,270,39,23.1,3.0,3,,2,4,,2,2.00,2,1,+1,+0.33,-1.17,Matches
394,Laurent Lemoine\Laurent-Lemoine,be BEL,DF,be Club Brugge,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
395,Clément Lenglet\Clement-Lenglet,fr FRA,DF,es Sevilla,21,1995,1,55,55,7.6,0.6,1,,0,0,,1,3.00,1,0,+1,+1.64,+1.37,Matches
396,Bernd Leno\Bernd-Leno,de GER,GK,de Leverkusen,24,1992,7,630,90,87.5,7.0,7,,7,0,,1,1.14,7,8,-1,-0.14,-1.14,Matches
397,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,27,1988,9,794,88,85.4,8.8,9,,6,0,,0,2.00,25,9,+16,+1.81,+3.80,Matches
398,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,it Juventus,32,1984,1,73,73,6.2,0.8,1,,0,0,,6,3.00,1,0,+1,+1.23,0.00,Matches
399,Anthony Limbombe\Anthony-Limbombe,be BEL,MF,be Club Brugge,22,1994,4,199,50,36.9,2.2,1,,0,3,,1,0.00,1,5,-4,-1.81,+0.30,Matches
400,Victor Lindelöf\Victor-Lindelof,se SWE,DF,pt Benfica,22,1994,8,720,90,100.0,8.0,8,,8,0,,0,1.38,11,14,-3,-0.37,,Matches
401,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,21,1995,4,360,90,66.7,4.0,4,,4,0,,2,0.00,0,8,-8,-2.00,+1.50,Matches
402,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,29,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.17,6,6,0,0.00,,Matches
403,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,25,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.33,5,3,+2,+0.33,,Matches
404,Adrián López\Adrian-Lopez,es ESP,MFFW,pt Porto,28,1988,1,63,63,8.8,0.7,1,,0,0,,0,1.33,0,1,-1,-1.43,-1.98,Matches
405,Lisandro López\Lisandro-Lopez,ar ARG,DF,pt Benfica,26,1989,2,180,90,25.0,2.0,2,,2,0,,3,0.50,3,5,-2,-1.00,-0.83,Matches
406,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,bg Ludogorets,26,1990,5,450,90,83.3,5.0,5,,5,0,,1,1.13,4,13,-9,-1.80,-1.80,Matches
407,Filipe Luís\Filipe-Luis,br BRA,DF,es Atlético Madrid,30,1985,10,870,87,80.6,9.7,10,,8,0,,0,2.50,15,8,+7,+0.72,+0.30,Matches
408,Luisão\Luisao,br BRA,DF,pt Benfica,35,1981,6,540,90,75.0,6.0,6,,6,0,,2,1.67,8,9,-1,-0.17,+0.83,Matches
409,Jody Lukoki\Jody-Lukoki,cd COD,MFFW,bg Ludogorets,23,1992,4,50,13,9.3,0.6,0,,0,4,,2,1.29,0,3,-3,-5.40,-4.30,Matches
410,Ramon Lundqvist\Ramon-Lundqvist,se SWE,MF,nl PSV Eindhoven,19,1997,1,6,6,1.1,0.1,0,,0,1,,1,0.00,0,0,0,0.00,+1.18,Matches
411,Mikael Lustig\Mikael-Lustig,se SWE,DF,sco Celtic,29,1986,6,540,90,100.0,6.0,6,,6,0,,0,1.18,5,16,-11,-1.83,,Matches
412,Paulo Machado\Paulo-Machado,pt POR,MF,hr Dinamo Zagreb,30,1986,4,162,41,30.0,1.8,2,,0,2,,0,1.29,0,5,-5,-2.78,-0.40,Matches
413,Gary Mackay-Steven\Gary-Mackay-Steven,sco SCO,MF,sco Celtic,25,1990,1,39,39,7.2,0.4,0,,0,1,,0,1.00,0,0,0,0.00,+1.98,Matches
414,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,eng Manchester City,19,1997,1,62,62,8.6,0.7,1,,0,0,,1,2.00,1,1,0,0.00,-0.55,Matches
415,Christian Maggio\Christian-Maggio,it ITA,DF,it Napoli,34,1982,1,90,90,12.5,1.0,1,,1,0,,7,0.00,2,3,-1,-1.00,-1.00,Matches
416,Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,eng Leicester City,25,1991,9,777,86,86.3,8.6,9,,4,0,,0,1.89,11,5,+6,+0.69,+4.35,Matches
417,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFFW,eng Arsenal,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
418,Yevhen Makarenko\Yevhen-Makarenko,ua UKR,DF,ua Dynamo Kyiv,25,1991,3,270,90,50.0,3.0,3,,3,0,,3,0.33,1,3,-2,-0.67,-2.00,Matches
419,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,24,1991,2,169,85,23.5,1.9,1,,1,1,,5,2.00,5,3,+2,+1.07,+1.56,Matches
420,Arkadiusz Malarz\Arkadiusz-Malarz,pl POL,GK,pl Legia Warsaw,36,1980,5,450,90,83.3,5.0,5,,5,0,,1,1.45,5,16,-11,-2.20,+1.80,Matches
421,Emanuel Mammana\Emanuel-Mammana,ar ARG,DF,fr Lyon,20,1996,1,90,90,16.7,1.0,1,,1,0,,0,1.00,1,1,0,0.00,-0.40,Matches
422,Mario Mandžukić\Mario-Mandzukic,hr CRO,MFFW,it Juventus,30,1986,11,914,83,78.1,10.2,10,,9,1,,1,2.36,18,7,+11,+1.08,-0.67,Matches
423,Iván Marcano\Ivan-Marcano,es ESP,DF,pt Porto,29,1987,8,720,90,100.0,8.0,8,,8,0,,0,1.50,9,6,+3,+0.37,,Matches
424,Marcelinho\Marcelinho,bg BUL,MF,bg Ludogorets,31,1984,5,446,89,82.6,5.0,5,,4,0,,0,1.45,6,14,-8,-1.61,-0.66,Matches
425,Marcelo\Marcelo,br BRA,DF,es Real Madrid,28,1988,11,1001,91,83.4,11.1,11,,10,0,,0,2.55,30,12,+18,+1.62,+2.07,Matches
426,Marcelo\Marcelo,br BRA,DF,tr Beşiktaş,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,1.17,9,14,-5,-0.83,,Matches
427,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,it Juventus,30,1986,8,528,66,45.1,5.9,5,,3,3,,1,2.38,11,4,+7,+1.19,-0.07,Matches
428,José María Giménez\Jose-Maria-Gimenez,uy URU,DFMF,es Atlético Madrid,21,1995,6,507,85,46.9,5.6,6,,5,0,,2,2.33,10,4,+6,+1.07,+0.75,Matches
429,Mariano\Mariano,do DOM,FW,es Real Madrid,22,1993,1,5,5,0.4,0.1,0,,0,1,,0,1.00,0,0,0,0.00,-1.28,Matches
430,Mariano\Mariano,br BRA,MFDF,es Sevilla,30,1986,8,582,73,80.8,6.5,6,,5,2,,0,1.75,9,3,+6,+0.93,+2.88,Matches
431,Lazar Marković\Lazar-Markovic,rs SRB,MFFW,pt Sporting CP,22,1994,5,178,36,33.0,2.0,2,,0,3,,1,0.60,0,5,-5,-2.53,-3.03,Matches
432,Marlon\Marlon,br BRA,DFMF,es Barcelona,20,1995,1,18,18,2.0,0.2,0,,0,1,,1,3.00,0,0,0,0.00,-1.43,Matches
433,Marquinhos\Marquinhos,br BRA,DF,fr Paris S-G,22,1994,8,720,90,100.0,8.0,8,,8,0,,0,1.88,18,13,+5,+0.62,,Matches
434,Javi Martínez\Javi-Martinez,es ESP,DF,de Bayern Munich,27,1988,7,429,61,46.1,4.8,5,,4,2,,0,2.14,16,4,+12,+2.52,+2.34,Matches
435,Gelson Martins\Gelson-Martins,pt POR,MF,pt Sporting CP,21,1995,6,506,84,93.7,5.6,6,,4,0,,0,0.50,5,6,-1,-0.18,+5.12,Matches
436,Javier Mascherano\Javier-Mascherano,ar ARG,DFMF,es Barcelona,32,1984,8,642,80,71.3,7.1,7,,7,1,,1,2.00,19,8,+11,+1.54,+0.50,Matches
437,Jordi Masip\Jordi-Masip,es ESP,GK,es Barcelona,27,1989,0,,,,,0,,0,0,,2,,,,,,,Matches
438,Alexandru Mățel\Alexandru-Matel,ro ROU,DF,hr Dinamo Zagreb,26,1989,3,63,21,11.7,0.7,1,,0,2,,1,1.43,0,3,-3,-4.29,-2.02,Matches
439,Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,es Barcelona,32,1983,2,80,40,8.9,0.9,1,,0,1,,2,1.50,2,2,0,0.00,-1.54,Matches
440,Federico Mattiello\Federico-Mattiello,it ITA,DFMF,it Juventus,21,1995,0,,,,,0,,0,0,,1,,,,,,,Matches
441,Blaise Matuidi\Blaise-Matuidi,fr FRA,MFFW,fr Paris S-G,29,1987,8,700,88,97.2,7.8,8,,6,0,,0,1.88,16,13,+3,+0.39,-8.61,Matches
442,Maxwell\Maxwell,br BRA,DF,fr Paris S-G,34,1981,4,350,88,48.6,3.9,4,,3,0,,3,1.50,7,6,+1,+0.26,-0.72,Matches
443,Kylian Mbappé\Kylian-Mbappe,fr FRA,FWMF,fr Monaco,17,1998,9,536,60,49.6,6.0,6,,3,3,,1,1.56,15,12,+3,+0.50,+1.00,Matches
444,Callum McGregor\Callum-McGregor,sco SCO,MF,sco Celtic,23,1993,4,134,34,24.8,1.5,1,,0,3,,2,1.22,1,4,-3,-2.01,-0.24,Matches
445,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,23,1993,2,180,90,33.3,2.0,2,,2,0,,1,0.00,1,4,-3,-1.50,+0.75,Matches
446,Nikita Medvedev\Nikita-Medvedev,ru RUS,GK,ru Rostov,21,1994,0,,,,,0,,0,0,,6,,,,,,,Matches
447,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,de Leverkusen,25,1991,6,296,49,41.1,3.3,3,,3,3,,1,1.33,3,3,0,0.00,0.00,Matches
448,Tiago Mendes\Tiago-Mendes,pt POR,MF,es Atlético Madrid,35,1981,3,105,35,9.7,1.2,1,,0,2,,3,3.00,2,0,+2,+1.71,+1.16,Matches
449,Benjamin Mendy\Benjamin-Mendy,fr FRA,DFMF,fr Monaco,22,1994,7,525,75,48.6,5.8,6,,5,1,,1,1.90,15,10,+5,+0.86,+1.67,Matches
450,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,eng Leicester City,24,1992,1,90,90,10.0,1.0,1,,1,0,,0,0.00,0,5,-5,-5.00,-5.67,Matches
451,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,es Sevilla,29,1987,7,582,83,80.8,6.5,7,,5,0,,0,1.57,7,4,+3,+0.46,+0.46,Matches
452,Mikel Merino\Mikel-Merino,es ESP,MF,de Dortmund,20,1996,0,,,,,0,,0,0,,3,,,,,,,Matches
453,Dries Mertens\Dries-Mertens,be BEL,FWMF,it Napoli,29,1987,8,571,71,79.3,6.3,6,,3,2,,0,1.38,13,13,0,0.00,+0.60,Matches
454,Lionel Messi\Lionel-Messi,ar ARG,FW,es Barcelona,29,1987,9,810,90,90.0,9.0,9,,9,0,,0,1.78,24,11,+13,+1.44,+0.44,Matches
455,Thomas Meunier\Thomas-Meunier,be BEL,DF,fr Paris S-G,24,1991,6,454,76,63.1,5.0,5,,3,1,,2,1.50,10,9,+1,+0.20,-1.16,Matches
456,Miha Mevlja\Miha-Mevlja,si SVN,DF,ru Rostov,26,1990,6,540,90,100.0,6.0,6,,6,0,,0,0.83,6,12,-6,-1.00,,Matches
457,Georgi Milanov\Georgi-Milanov,bg BUL,MF,ru CSKA Moscow,24,1992,6,345,58,63.9,3.8,3,,3,3,,0,0.50,2,6,-4,-1.04,-0.12,Matches
458,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,it Napoli,22,1994,4,199,50,27.6,2.2,2,,1,2,,0,1.50,6,4,+2,+0.90,+1.42,Matches
459,Yordan Minev\Yordan-Minev,bg BUL,DF,bg Ludogorets,35,1980,4,360,90,66.7,4.0,4,,4,0,,2,1.33,4,13,-9,-2.25,-2.25,Matches
460,Virgil Misidjan\Virgil-Misidjan,nl NED,MFFW,bg Ludogorets,23,1993,6,399,67,73.9,4.4,5,,1,1,,0,1.11,4,10,-6,-1.35,+0.56,Matches
461,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,pt Benfica,28,1988,7,492,70,68.3,5.5,6,,2,1,,0,1.43,10,10,0,0.00,+1.18,Matches
462,Luka Modrić\Luka-Modric,hr CRO,MF,es Real Madrid,30,1985,11,983,89,81.9,10.9,11,,8,0,,0,2.36,27,13,+14,+1.28,+0.04,Matches
