,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
718,Lucas Vázquez\Lucas-Vazquez,es ESP,MF,es Real Madrid,25,1991,10,366,37,30.5,4.1,2,,2,8,,1,2.30,15,5,+10,+2.46,+1.70,Matches
719,Benjamin Verbič\Benjamin-Verbic,si SVN,MFFW,dk FC Copenhagen,22,1993,5,327,65,60.6,3.6,4,,1,1,,0,1.56,2,1,+1,+0.28,-1.41,Matches
720,Marco Verratti\Marco-Verratti,it ITA,MF,fr Paris S-G,23,1992,7,599,86,83.2,6.7,7,,4,0,,0,2.00,15,11,+4,+0.60,-0.14,Matches
721,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,eng Tottenham,29,1987,5,450,90,83.3,5.0,5,,5,0,,1,1.40,5,4,+1,+0.20,+1.20,Matches
722,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,de M'Gladbach,23,1992,4,300,75,55.6,3.3,3,,3,1,,2,1.83,3,5,-2,-0.60,+1.28,Matches
723,Domagoj Vida\Domagoj-Vida,hr CRO,DF,ua Dynamo Kyiv,27,1989,6,540,90,100.0,6.0,6,,6,0,,0,0.83,8,6,+2,+0.33,,Matches
724,Aleix Vidal\Aleix-Vidal,es ESP,DF,es Barcelona,26,1989,1,90,90,10.0,1.0,1,,1,0,,0,3.00,4,0,+4,+4.00,+2.89,Matches
725,Arturo Vidal\Arturo-Vidal,cl CHI,MF,de Bayern Munich,29,1987,8,714,89,76.8,7.9,8,,7,0,,0,1.88,21,7,+14,+1.76,+2.18,Matches
726,Luciano Vietto\Luciano-Vietto,ar ARG,FW,es Sevilla,22,1993,4,291,73,40.4,3.2,4,,2,0,,3,2.25,7,1,+6,+1.86,+2.49,Matches
727,Vitinha\Vitinha,pt POR,DF,bg Ludogorets,30,1986,1,10,10,1.9,0.1,0,,0,1,,0,1.00,0,0,0,0.00,+1.53,Matches
728,Vitolo\Vitolo,es ESP,MFFW,es Sevilla,26,1989,8,705,88,97.9,7.8,8,,7,0,,0,1.75,7,6,+1,+0.13,-11.87,Matches
729,Kevin Volland\Kevin-Volland,de GER,MFFW,de Leverkusen,24,1992,6,329,55,45.7,3.7,3,,1,3,,1,1.17,3,3,0,0.00,0.00,Matches
730,Michel Vorm\Michel-Vorm,nl NED,GK,eng Tottenham,32,1983,0,,,,,0,,0,0,,6,,,,,,,Matches
731,Ruud Vormer\Ruud-Vormer,nl NED,MF,be Club Brugge,28,1988,5,373,75,69.1,4.1,4,,4,1,,0,0.00,1,10,-9,-2.17,-0.55,Matches
732,Jelle Vossen\Jelle-Vossen,be BEL,FW,be Club Brugge,27,1989,4,265,66,49.1,2.9,3,,1,1,,2,0.00,2,4,-2,-0.68,+2.59,Matches
733,Dorus de Vries\Dorus-de-Vries,nl NED,GK,sco Celtic,35,1980,1,90,90,16.7,1.0,1,,1,0,,5,0.00,0,7,-7,-7.00,-6.20,Matches
734,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,es Atlético Madrid,24,1992,5,450,90,41.7,5.0,5,,5,0,,2,2.00,8,4,+4,+0.80,+0.23,Matches
735,Theo Walcott\Theo-Walcott,eng ENG,MFFW,eng Arsenal,27,1989,6,272,45,37.8,3.0,3,,1,3,,0,1.67,7,7,0,0.00,-0.80,Matches
736,Kyle Walker\Kyle-Walker,eng ENG,DF,eng Tottenham,26,1990,3,270,90,50.0,3.0,3,,3,0,,2,1.00,4,4,0,0.00,0.00,Matches
737,Wanderson\Wanderson,bg BUL,MFFW,bg Ludogorets,28,1988,6,523,87,96.9,5.8,6,,1,0,,0,1.42,6,12,-6,-1.03,+14.85,Matches
738,Victor Wanyama\Victor-Wanyama,ke KEN,MF,eng Tottenham,25,1991,5,428,86,79.3,4.8,5,,4,0,,1,1.40,4,4,0,0.00,0.00,Matches
739,Marcin Wasilewski\Marcin-Wasilewski,pl POL,DF,eng Leicester City,36,1980,1,90,90,10.0,1.0,1,,1,0,,1,0.00,0,5,-5,-5.00,-5.67,Matches
740,Roman Weidenfeller\Roman-Weidenfeller,de GER,GK,de Dortmund,35,1980,2,180,90,20.0,2.0,2,,2,0,,8,2.00,10,6,+4,+2.00,+1.00,Matches
741,Julian Weigl\Julian-Weigl,de GER,MF,de Dortmund,20,1995,9,799,89,88.8,8.9,9,,8,0,,0,1.56,19,12,+7,+0.79,-3.67,Matches
742,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,eng Arsenal,25,1990,0,,,,,0,,0,0,,1,,,,,,,Matches
743,Wendell\Wendell,br BRA,DF,de Leverkusen,23,1993,5,450,90,62.5,5.0,5,,5,0,,2,1.60,8,6,+2,+0.40,+1.07,Matches
744,Oscar Wendt\Oscar-Wendt,se SWE,MFDF,de M'Gladbach,30,1985,5,450,90,83.3,5.0,5,,5,0,,1,1.33,5,8,-3,-0.60,+3.40,Matches
745,Pontus Wernbloom\Pontus-Wernbloom,se SWE,MF,ru CSKA Moscow,30,1986,5,450,90,83.3,5.0,5,,5,0,,0,0.60,4,8,-4,-0.80,+1.20,Matches
746,Mateusz Wieteska\Mateusz-Wieteska,pl POL,DF,pl Legia Warsaw,19,1997,1,21,21,3.9,0.2,0,,0,1,,0,0.00,1,2,-1,-4.29,-1.86,Matches
747,Jordy de Wijs\Jordy-de-Wijs,nl NED,DF,nl PSV Eindhoven,21,1995,1,44,44,8.1,0.5,0,,0,1,,4,0.00,0,2,-2,-4.09,-3.18,Matches
748,Jetro Willems\Jetro-Willems,nl NED,DF,nl PSV Eindhoven,22,1994,5,362,72,67.0,4.0,5,,3,0,,0,0.20,4,8,-4,-0.99,+0.52,Matches
749,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,eng Tottenham,23,1992,1,90,90,16.7,1.0,1,,1,0,,2,0.00,1,2,-1,-1.00,-1.20,Matches
750,Harry Winks\Harry-Winks,eng ENG,MF,eng Tottenham,20,1996,4,197,49,36.5,2.2,2,,1,2,,1,1.50,4,3,+1,+0.46,+0.72,Matches
751,Granit Xhaka\Granit-Xhaka,ch SUI,MF,eng Arsenal,23,1992,7,479,68,66.5,5.3,5,,4,2,,1,1.57,11,13,-2,-0.38,-2.62,Matches
752,Taulant Xhaka\Taulant-Xhaka,al ALB,MFDF,ch Basel,25,1991,6,540,90,100.0,6.0,6,,6,0,,0,0.33,3,12,-9,-1.50,,Matches
753,Rubén Yáñez\Ruben-Yanez,es ESP,GK,es Real Madrid,22,1993,0,,,,,0,,0,0,,1,,,,,,,Matches
754,Mapou Yanga-Mbiwa\Mapou-Yanga-Mbiwa,fr FRA,DF,fr Lyon,27,1989,5,422,84,78.1,4.7,5,,3,0,,1,1.40,4,2,+2,+0.43,+0.43,Matches
755,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MF,ua Dynamo Kyiv,26,1989,5,450,90,83.3,5.0,5,,5,0,,0,1.00,8,5,+3,+0.60,+1.60,Matches
756,Vladlen Yurchenko\Vladlen-Yurchenko,ua UKR,MF,de Leverkusen,22,1994,1,76,76,10.6,0.8,1,,0,0,,1,3.00,2,0,+2,+2.37,+2.65,Matches
757,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DFMF,eng Manchester City,31,1985,6,445,74,61.8,4.9,5,,4,1,,1,2.00,14,6,+8,+1.62,+2.93,Matches
758,Marvin Zeegelaar\Marvin-Zeegelaar,nl NED,DF,pt Sporting CP,25,1990,5,428,86,79.3,4.8,5,,4,0,,0,0.00,3,8,-5,-1.05,-2.66,Matches
759,Tolga Zengin\Tolga-Zengin,tr TUR,GK,tr Beşiktaş,32,1983,1,90,90,16.7,1.0,1,,1,0,,5,1.00,1,1,0,0.00,+1.00,Matches
760,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,eng Leicester City,27,1989,1,90,90,10.0,1.0,1,,1,0,,9,3.00,2,1,+1,+1.00,+1.00,Matches
761,Piotr Zieliński\Piotr-Zielinski,pl POL,MF,it Napoli,22,1994,7,305,44,42.4,3.4,3,,0,4,,1,1.14,5,7,-2,-0.59,-0.81,Matches
762,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,MF,nl PSV Eindhoven,19,1996,4,173,43,32.0,1.9,2,,1,2,,1,0.25,0,2,-2,-1.04,+0.19,Matches
763,Andrija Živković\Andrija-Zivkovic,rs SRB,MF,pt Benfica,20,1996,1,16,16,2.2,0.2,0,,0,1,,0,0.00,0,1,-1,-5.63,-5.37,Matches
764,Jeroen Zoet\Jeroen-Zoet,nl NED,GK,nl PSV Eindhoven,25,1991,5,450,90,83.3,5.0,5,,5,0,,0,0.40,3,9,-6,-1.20,-0.20,Matches
765,Luca Zuffi\Luca-Zuffi,ch SUI,MF,ch Basel,26,1990,6,298,50,55.2,3.3,3,,1,3,,0,0.33,2,5,-3,-0.91,+1.33,Matches
766,Jonas Jonas\Jonas-Jonas,,,hr Dinamo Zagreb,,,4,210,53,38.9,2.3,2,,,2,,0,,,,,,,Matches
767,Pavel Orekhovskiy\Pavel-Orekhovskiy,,,ua Dynamo Kyiv,,,2,37,19,6.9,0.4,0,,,2,,0,,,,,,,Matches
