,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1642,Manuel Lazzari\Manuel-Lazzari,it ITA,DFMF,SPAL,it Serie A,23,1993,36,3116,87,91.1,34.6,36,,31,0,,0,0.97,32,54,-22,-0.64,-1.23,33.8,55.2,-21.4,-0.62,-0.40,Matches
1643,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,7,106,15,3.1,1.2,0,,0,7,,1,1.29,2,2,0,0.00,-0.03,2.5,1.0,+1.6,+1.42,+1.36,Matches
1644,Florian Le Joncour\Florian-Le-Joncour,fr FRA,DF,Caen,fr Ligue 1,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1645,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,29,2534,87,74.1,28.2,29,,27,0,,2,1.48,43,40,+3,+0.11,+0.31,40.9,36.5,+4.4,+0.16,+0.24,Matches
1646,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,21,1996,32,1880,59,55.0,20.9,19,,13,13,,3,1.59,30,21,+9,+0.43,+0.61,27.0,31.0,-3.9,-0.19,-0.18,Matches
1647,Leandrinho\Leandrinho,br BRA,MF,Napoli,it Serie A,18,1998,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
1648,Jordan Leborgne\Jordan-Leborgne,fr FRA,MF,Caen,fr Ligue 1,21,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1649,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,26,1853,71,60.6,20.6,19,,15,7,,3,1.19,23,27,-4,-0.19,-0.27,23.3,29.5,-6.1,-0.30,-0.26,Matches
1650,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,3420,90,100.0,38.0,38,,38,0,,0,1.34,36,33,+3,+0.08,,42.4,41.7,+0.7,+0.02,,Matches
1651,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,34,2890,85,84.5,32.1,33,,24,1,,0,1.41,42,40,+2,+0.06,+0.23,41.0,39.7,+1.3,+0.04,-0.35,Matches
1652,Adam Legzdins\Adam-Legzdins,eng ENG,GK,Burnley,eng Premier League,30,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1653,Matthias Lehmann\Matthias-Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,20,1515,76,49.5,16.8,17,,10,3,,8,0.60,11,35,-24,-1.43,-0.78,18.7,34.8,-16.1,-0.95,-0.39,Matches
1654,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,30,1987,36,2882,80,84.3,32.0,35,,22,1,,0,1.89,78,46,+32,+1.00,-0.34,52.4,39.3,+13.2,+0.41,-0.57,Matches
1655,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,24,2103,88,61.5,23.4,24,,23,0,,4,1.00,24,32,-8,-0.34,-0.34,23.3,29.7,-6.3,-0.27,-0.10,Matches
1656,Jonathan Leko\Jonathan-Leko,eng ENG,FWMF,West Brom,eng Premier League,18,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1657,Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,32,2115,66,61.8,23.5,22,,19,10,,6,1.31,24,30,-6,-0.26,-0.12,28.3,35.1,-6.8,-0.29,-0.63,Matches
1658,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,30,2377,79,69.5,26.4,27,,19,3,,0,2.20,59,32,+27,+1.02,-0.10,45.2,32.3,+12.9,+0.49,+0.35,Matches
1659,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,25,1720,69,50.3,19.1,20,,12,5,,6,1.12,18,31,-13,-0.68,-0.36,19.6,25.3,-5.7,-0.30,-0.31,Matches
1660,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,8,701,88,20.5,7.8,8,,6,0,,9,1.63,7,14,-7,-0.90,-0.14,7.6,10.0,-2.5,-0.32,-0.40,Matches
1661,Mauricio Lemos\Mauricio-Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,16,1260,79,36.8,14.0,14,,10,2,,2,0.69,11,33,-22,-1.57,-0.40,13.8,23.8,-10.0,-0.71,+0.01,Matches
1662,Dylan Lempereur\Dylan-Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,3,142,47,4.2,1.6,1,,1,2,,4,0.67,2,5,-3,-1.90,-0.83,1.9,4.7,-2.8,-1.79,-1.06,Matches
1663,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,35,3000,86,87.7,33.3,33,,31,2,,1,1.54,47,50,-3,-0.09,+1.20,50.9,48.5,+2.4,+0.07,+0.33,Matches
1664,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Burnley,eng Premier League,30,1987,14,1118,80,32.7,12.4,13,,6,1,,0,1.43,17,15,+2,+0.16,+0.36,13.6,13.6,0.0,0.00,+0.54,Matches
1665,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,15,793,53,23.2,8.8,9,,2,6,,0,1.27,15,14,+1,+0.11,+0.63,10.9,13.1,-2.2,-0.25,+0.04,Matches
1666,Bernd Leno\Bernd-Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,2970,90,97.1,33.0,33,,33,0,,0,1.67,58,40,+18,+0.55,+4.55,58.6,33.8,+24.8,+0.75,+3.43,Matches
1667,Pedro León\Pedro-Leon,es ESP,FWMF,Eibar,es La Liga,30,1986,12,930,78,27.2,10.3,10,,8,2,,1,1.00,5,10,-5,-0.48,-0.45,9.9,11.4,-1.4,-0.14,-0.03,Matches
1668,Sergio León\Sergio-Leon,es ESP,FW,Betis,es La Liga,28,1989,31,1974,64,57.7,21.9,23,,12,8,,6,1.61,33,37,-4,-0.18,-0.37,25.0,28.8,-3.8,-0.17,+0.19,Matches
1669,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,37,3284,89,96.0,36.5,37,,34,0,,0,1.49,51,47,+4,+0.11,-0.55,49.8,39.2,+10.5,+0.29,-0.63,Matches
1670,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,19,1998,4,42,11,1.2,0.5,0,,0,4,,17,0.25,0,5,-5,-10.71,-10.23,0.3,1.2,-0.9,-2.09,-1.53,Matches
1671,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Levante,es La Liga,22,1994,26,2135,82,62.4,23.7,25,,21,1,,0,1.35,24,28,-4,-0.17,+0.53,26.8,34.0,-7.1,-0.30,+0.47,Matches
1672,Benjamin Leroy\Benjamin-Leroy,fr FRA,GK,Dijon,fr Ligue 1,28,1989,0,,,,,0,,0,0,,34,,,,,,,,,,,,Matches
1673,Maxime Lestienne\Maxime-Lestienne,be BEL,MFFW,Málaga,es La Liga,25,1992,12,667,56,19.5,7.4,8,,2,4,,2,0.58,7,11,-4,-0.54,+0.54,6.8,8.4,-1.6,-0.22,+0.36,Matches
1674,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,1170,90,34.2,13.0,13,,13,0,,4,1.00,16,17,-1,-0.08,+0.28,17.0,15.1,+1.9,+0.14,+0.15,Matches
1675,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,27,1990,29,2141,74,62.6,23.8,25,,16,4,,7,0.48,18,45,-27,-1.13,+0.55,22.6,41.2,-18.5,-0.78,+0.43,Matches
1676,Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,7,416,59,12.2,4.6,5,,4,2,,6,0.86,3,6,-3,-0.65,+0.16,6.0,6.6,-0.6,-0.13,-0.14,Matches
1677,Maxime Leverbe\Maxime-Leverbe,fr FRA,DF,Sampdoria,it Serie A,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1678,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,30,2172,72,71.0,24.1,24,,20,6,,3,2.40,64,21,+43,+1.78,-0.35,60.3,23.9,+36.4,+1.51,+0.73,Matches
1679,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,7,438,63,12.8,4.9,4,,3,3,,12,1.14,6,7,-1,-0.21,-0.39,6.7,7.4,-0.7,-0.15,-0.53,Matches
1680,Ben Lhassine Kone\Ben-Lhassine-Kone,ci CIV,MF,Torino,it Serie A,17,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1681,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,27,1704,63,49.8,18.9,21,,7,6,,7,2.52,47,19,+28,+1.48,-0.30,29.2,18.0,+11.2,+0.59,-0.46,Matches
1682,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,33,2601,79,76.1,28.9,29,,22,4,,0,1.15,42,49,-7,-0.24,+1.52,37.2,41.2,-4.1,-0.14,+0.60,Matches
1683,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,11,865,79,28.3,9.6,11,,8,0,,7,1.00,6,21,-15,-1.56,-1.19,10.0,18.8,-8.8,-0.91,-0.89,Matches
1684,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,33,2657,81,77.7,29.5,30,,25,3,,1,1.45,26,26,0,0.00,+0.59,34.1,30.9,+3.2,+0.11,+0.27,Matches
1685,Anders Lindegaard\Anders-Lindegaard,dk DEN,GK,Burnley,eng Premier League,33,1984,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
1686,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,23,1994,17,1285,76,37.6,14.3,13,,13,4,,9,2.00,26,14,+12,+0.84,-0.34,21.3,15.8,+5.6,+0.39,-0.11,Matches
1687,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,29,2139,74,62.5,23.8,21,,18,8,,3,1.62,40,31,+9,+0.38,+1.29,35.4,38.1,-2.8,-0.12,+0.53,Matches
1688,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,33,1817,55,53.1,20.2,20,,3,13,,4,2.00,41,18,+23,+1.14,+0.18,30.9,22.6,+8.3,+0.41,-0.11,Matches
1689,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,24,2025,84,59.2,22.5,22,,22,2,,6,1.00,17,37,-20,-0.89,-0.24,29.3,30.5,-1.2,-0.05,-0.13,Matches
1690,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,34,2674,79,78.2,29.7,30,,25,4,,0,0.88,22,41,-19,-0.64,+0.08,26.8,36.1,-9.3,-0.31,+0.17,Matches
1691,Marcel Lizak\Marcel-Lizak,pl POL,GK,Girona,es La Liga,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1692,Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,990,90,28.9,11.0,11,,11,0,,27,0.45,6,27,-21,-1.91,-0.84,11.0,20.6,-9.5,-0.87,-0.21,Matches
1693,Adem Ljajić\Adem-Ljajic,rs SRB,MFFW,Torino,it Serie A,25,1991,27,2166,80,63.3,24.1,23,,21,4,,6,1.30,36,31,+5,+0.21,-0.01,30.3,35.3,-5.0,-0.21,-0.17,Matches
1694,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,27,2324,86,68.0,25.8,26,,23,1,,8,1.04,33,38,-5,-0.19,-1.18,34.3,29.5,+4.8,+0.19,-0.06,Matches
1695,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,eng Premier League,32,1985,16,238,15,7.0,2.6,1,,0,15,,13,1.63,5,2,+3,+1.13,+0.14,6.9,3.4,+3.5,+1.31,+0.46,Matches
1696,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,13,554,43,16.2,6.2,5,,3,8,,10,2.38,12,5,+7,+1.14,-0.21,14.1,8.5,+5.6,+0.93,-0.08,Matches
1697,Gautier Lloris\Gautier-Lloris,fr FRA,DF,Nice,fr Ligue 1,22,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1698,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,3240,90,94.7,36.0,36,,36,0,,0,2.03,72,35,+37,+1.03,+0.53,64.0,31.6,+32.4,+0.90,+0.21,Matches
1699,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,33,1776,54,51.9,19.7,18,,11,15,,4,2.48,55,17,+38,+1.93,-0.32,47.6,19.0,+28.6,+1.45,-0.09,Matches
1700,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,2,36,18,1.1,0.4,0,,0,2,,21,3.00,0,0,0,0.00,-0.21,0.8,0.2,+0.6,+1.52,+1.14,Matches
1701,Bogdan Lobonț\Bogdan-Lobont,ro ROU,GK,Roma,it Serie A,39,1978,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
1702,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,38,3062,81,89.5,34.0,34,,30,4,,0,1.29,54,54,0,0.00,+0.25,46.8,46.4,+0.3,+0.01,0.00,Matches
1703,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,6,224,37,6.5,2.5,3,,0,3,,6,0.50,3,8,-5,-2.01,-1.59,3.3,5.3,-2.0,-0.80,-0.48,Matches
1704,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,it Serie A,19,1998,21,684,33,20.0,7.6,5,,4,16,,17,1.81,17,10,+7,+0.92,+0.69,11.7,9.3,+2.3,+0.32,-0.09,Matches
1705,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,eng Premier League,21,1996,24,1874,78,54.8,20.8,21,,17,3,,0,1.33,28,30,-2,-0.10,+0.37,29.5,26.0,+3.4,+0.16,+0.05,Matches
1706,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,4,167,42,4.9,1.9,1,,1,3,,0,1.50,4,2,+2,+1.08,+1.63,3.0,2.7,+0.3,+0.15,+0.89,Matches
1707,Jason Lokilo\Jason-Lokilo,be BEL,FW,Crystal Palace,eng Premier League,18,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1708,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,6,221,37,6.5,2.5,2,,0,4,,2,1.00,2,5,-3,-1.22,-0.46,1.3,2.3,-1.0,-0.42,+0.14,Matches
1709,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,24,1993,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1710,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,13,995,77,29.1,11.1,11,,9,2,,16,1.08,10,17,-7,-0.63,-0.67,10.0,16.5,-6.6,-0.60,-0.67,Matches
1711,Cristiano Lombardi\Cristiano-Lombardi,it ITA,FWMF,Lazio,it Serie A,21,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1712,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,17,1112,65,32.5,12.4,13,,5,4,,12,0.35,8,32,-24,-1.94,-0.89,12.4,26.0,-13.6,-1.10,-0.24,Matches
1713,Manuel Lombardoni\Manuel-Lombardoni,it ITA,DF,Inter,it Serie A,17,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1714,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,1440,90,42.1,16.0,16,,16,0,,22,1.19,14,21,-7,-0.44,-0.62,13.5,21.6,-8.0,-0.50,-0.24,Matches
1715,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,30,1582,53,46.3,17.6,15,,5,15,,3,1.00,18,28,-10,-0.57,-0.13,20.9,22.9,-2.0,-0.11,+0.06,Matches
1716,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,7,159,23,4.6,1.8,1,,0,6,,10,1.86,7,6,+1,+0.57,+0.98,4.4,3.3,+1.0,+0.59,+0.92,Matches
1717,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,11,574,52,18.8,6.4,7,,2,4,,3,1.27,15,10,+5,+0.78,+0.82,10.8,9.6,+1.2,+0.19,-0.08,Matches
1718,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,3060,90,89.5,34.0,34,,34,0,,0,2.09,78,37,+41,+1.21,+0.46,61.1,34.6,+26.6,+0.78,+0.62,Matches
1719,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,38,2532,67,74.0,28.1,32,,6,6,,0,2.11,67,32,+35,+1.24,+0.74,50.2,33.7,+16.6,+0.59,+0.80,Matches
1720,Adrián López\Adrian-Lopez,es ESP,GK,Espanyol,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1721,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,21,1591,76,46.5,17.7,18,,12,3,,13,1.36,17,22,-5,-0.28,+0.16,16.5,27.9,-11.4,-0.64,-0.31,Matches
1722,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,30,2343,78,68.5,26.0,26,,20,4,,0,0.63,22,54,-32,-1.23,-0.73,33.8,38.0,-4.2,-0.16,+0.21,Matches
1723,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,1,45,45,1.3,0.5,0,,0,1,,0,0.00,0,1,-1,-2.00,-1.04,0.8,2.2,-1.4,-2.71,-2.23,Matches
1724,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1,90,90,2.6,1.0,1,,1,0,,0,0.00,0,2,-2,-2.00,-1.84,0.5,1.9,-1.4,-1.42,-1.41,Matches
1725,Ángel López\Angel-Lopez,es ESP,MF,Eibar,es La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1726,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,3330,90,97.4,37.0,37,,37,0,,0,1.30,35,41,-6,-0.16,-0.16,41.4,47.0,-5.5,-0.15,-0.88,Matches
1727,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,11,942,86,27.5,10.5,11,,9,0,,19,1.40,12,11,+1,+0.10,+0.35,12.4,11.7,+0.7,+0.07,+0.26,Matches
1728,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,3,172,57,5.0,1.9,3,,1,0,,0,1.67,3,2,+1,+0.52,+0.94,3.5,1.3,+2.2,+1.14,+1.71,Matches
1729,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,14,965,69,28.2,10.7,12,,9,2,,8,1.79,14,8,+6,+0.56,+1.00,14.3,13.1,+1.2,+0.11,+0.34,Matches
1730,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,1,45,45,1.3,0.5,0,,0,1,,17,3.00,1,0,+1,+2.00,+1.07,1.8,0.3,+1.5,+3.08,+2.43,Matches
1731,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,28,1684,60,49.2,18.7,20,,9,8,,8,1.14,30,34,-4,-0.21,+0.36,21.9,24.9,-3.1,-0.16,+0.05,Matches
1732,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,24,1378,57,40.3,15.3,14,,10,10,,11,2.00,31,16,+15,+0.98,+0.19,28.1,15.1,+13.0,+0.85,+0.09,Matches
1733,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,28,2478,89,72.5,27.5,27,,28,1,,9,1.24,24,31,-7,-0.25,-0.35,30.5,36.0,-5.5,-0.19,-0.26,Matches
1734,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,5,412,82,12.0,4.6,4,,4,1,,8,1.00,6,8,-2,-0.44,-0.47,4.9,6.6,-1.7,-0.38,-0.15,Matches
1735,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,1,59,59,1.7,0.7,1,,0,0,,1,3.00,1,0,+1,+1.53,+1.82,0.4,0.4,0.0,+0.05,+0.44,Matches
1736,Leonardo Loria\Leonardo-Loria,it ITA,GK,Juventus,it Serie A,18,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1737,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,3420,90,100.0,38.0,38,,38,0,,0,0.97,28,58,-30,-0.79,,32.6,53.7,-21.1,-0.56,,Matches
1738,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,29,2127,73,62.2,23.6,24,,22,5,,5,2.07,54,24,+30,+1.27,+0.16,40.8,22.3,+18.5,+0.78,-0.52,Matches
1739,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,23,1588,69,46.4,17.6,19,,10,4,,8,1.04,13,26,-13,-0.74,+0.10,15.9,27.0,-11.1,-0.63,-0.14,Matches
1740,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,26,2295,88,67.1,25.5,25,,25,1,,8,1.58,28,26,+2,+0.08,+0.48,24.2,31.0,-6.8,-0.27,+0.29,Matches
1741,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,14,477,34,13.9,5.3,4,,1,10,,2,1.43,6,12,-6,-1.13,-1.04,6.4,7.0,-0.6,-0.11,-0.20,Matches
1742,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,720,90,21.1,8.0,8,,8,0,,0,0.75,5,17,-12,-1.50,-0.20,9.2,16.6,-7.4,-0.93,+0.01,Matches
1743,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,34,2915,86,85.2,32.4,33,,30,1,,2,2.03,55,32,+23,+0.71,0.00,45.4,38.2,+7.2,+0.22,-0.48,Matches
1744,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,35,3053,87,89.3,33.9,35,,27,0,,0,1.26,39,53,-14,-0.41,-0.41,37.5,53.6,-16.1,-0.47,+0.06,Matches
1745,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,26,1979,76,57.9,22.0,22,,20,4,,7,1.62,31,24,+7,+0.32,-0.37,38.5,23.6,+14.9,+0.68,-0.28,Matches
1746,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,20,1656,83,48.4,18.4,19,,16,1,,3,2.15,31,10,+21,+1.14,+0.38,26.2,16.5,+9.8,+0.53,+0.48,Matches
1747,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,30,2621,87,76.6,29.1,29,,28,1,,2,0.67,29,60,-31,-1.06,-0.28,38.5,46.2,-7.7,-0.26,-0.16,Matches
1748,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,10,840,84,24.6,9.3,9,,8,1,,3,1.90,17,13,+4,+0.43,-0.27,10.8,11.2,-0.4,-0.04,-0.85,Matches
1749,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,15,322,21,9.4,3.6,1,,1,14,,13,1.27,4,10,-6,-1.68,-1.59,4.2,6.9,-2.7,-0.81,-0.95,Matches
1750,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,11,642,58,18.8,7.1,7,,6,4,,5,1.27,7,9,-2,-0.28,+0.30,4.9,12.8,-7.9,-1.12,-0.66,Matches
1751,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,30,1355,45,39.6,15.1,10,,4,20,,4,1.87,41,14,+27,+1.79,+1.23,25.8,16.5,+9.3,+0.63,+0.21,Matches
1752,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,34,2867,84,83.8,31.9,33,,30,1,,0,2.18,63,26,+37,+1.16,+0.67,50.7,35.0,+15.7,+0.49,+0.22,Matches
1753,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,180,90,5.9,2.0,2,,2,0,,2,3.00,7,1,+6,+3.00,+1.19,3.4,1.7,+1.7,+0.86,-0.47,Matches
1754,Dodi Lukebakio\Dodi-Lukebakio,be BEL,MF,Watford,eng Premier League,19,1997,1,16,16,0.5,0.2,0,,0,1,,4,0.00,0,1,-1,-5.63,-5.12,0.3,0.4,0.0,-0.18,+0.10,Matches
1755,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,16,992,62,29.0,11.0,12,,6,4,,10,1.38,16,23,-7,-0.64,-0.38,13.6,24.0,-10.5,-0.95,-0.66,Matches
1756,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,35,2426,69,70.9,27.0,30,,13,5,,0,1.94,57,35,+22,+0.82,-0.81,44.1,31.7,+12.4,+0.46,-0.14,Matches
1757,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,1,26,26,0.8,0.3,0,,0,1,,0,0.00,0,0,0,0.00,+0.27,1.2,0.0,+1.1,+3.96,+3.84,Matches
1758,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,23,2021,88,59.1,22.5,22,,21,1,,10,1.13,27,35,-8,-0.36,+0.03,24.8,40.0,-15.1,-0.67,-0.48,Matches
1759,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,4,162,41,4.7,1.8,1,,1,3,,7,0.00,0,4,-4,-2.22,-2.36,0.7,3.6,-2.8,-1.58,-1.76,Matches
1760,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,23,1583,69,51.7,17.6,18,,15,5,,8,1.26,17,24,-7,-0.40,-0.64,19.0,22.3,-3.2,-0.18,+0.03,Matches
1761,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,180,90,5.9,2.0,2,,2,0,,31,0.50,2,4,-2,-1.00,-0.97,1.1,2.5,-1.4,-0.68,-0.79,Matches
