Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Willian José,br BRA,FW,Real Sociedad,Europa League,1991.0,6,384.0,64.0,53.3,4.3,5,,1.0,1,,0,2.0,10.0,3.0,7.0,1.64,1.1,2018,,,,,
Sven Joss,ch SUI,MFDF,Young Boys,Europa League,1994.0,2,166.0,83.0,30.7,1.8,2,,1.0,0,,4,2.0,3.0,2.0,1.0,0.54,1.02,2018,,,,,
Đorđe Jovanović,rs SRB,FW,Partizan,Europa League,1999.0,2,13.0,7.0,1.8,0.1,0,,0.0,2,,1,1.33,0.0,1.0,-1.0,-6.92,-6.67,2018,,,,,
Branko Jovičić,rs SRB,MF,Red Star,Europa League,1993.0,3,242.0,81.0,33.6,2.7,3,,1.0,0,,0,2.0,1.0,1.0,0.0,0.0,0.0,2018,,,,,
Juanfran,es ESP,DF,Atlético Madrid,Europa League,1985.0,7,540.0,77.0,66.7,6.0,6,,5.0,1,,0,2.57,13.0,3.0,10.0,1.67,-0.33,2018,,,,,
Juanmi,es ESP,FW,Real Sociedad,Europa League,1993.0,6,287.0,48.0,39.9,3.2,3,,1.0,3,,1,1.67,4.0,3.0,1.0,0.31,-1.35,2018,,,,,
Jubal,br BRA,DF,Vitória,Europa League,1993.0,6,480.0,80.0,88.9,5.3,5,,5.0,1,,0,0.83,5.0,7.0,-2.0,-0.37,2.63,2018,,,,,
Jakub Jugas,cz CZE,DF,Slavia Prague,Europa League,1992.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,6.0,6.0,0.0,0.0,,2018,,,,,
Jens Jønsson,dk DEN,MF,Konyaspor,Europa League,1993.0,4,236.0,59.0,43.7,2.6,3,,1.0,1,,0,1.0,2.0,2.0,0.0,0.0,0.59,2018,,,,,
Junior Kabananga,cd COD,FW,FC Astana,Europa League,1989.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,0,2.0,9.0,4.0,5.0,1.0,2.33,2018,,,,,
Vladyslav Kabayev,ua UKR,FWMF,Zorya Luhansk,Europa League,1995.0,2,50.0,25.0,9.3,0.6,0,,0.0,2,,0,0.0,0.0,3.0,-3.0,-5.4,-4.85,2018,,,,,
Tamás Kádár,hu HUN,DF,Dynamo Kyiv,Europa League,1990.0,9,765.0,85.0,85.0,8.5,9,,8.0,0,,1,1.55,17.0,13.0,4.0,0.47,0.47,2018,,,,,
Julius Kade,de GER,MF,Hertha BSC,Europa League,1999.0,1,13.0,13.0,2.4,0.1,0,,0.0,1,,0,1.0,0.0,0.0,0.0,0.0,0.17,2018,,,,,
Pavel Kadeřábek,cz CZE,MF,Hoffenheim,Europa League,1992.0,3,236.0,79.0,43.7,2.6,3,,2.0,0,,0,1.0,5.0,4.0,1.0,0.38,1.27,2018,,,,,
Abdul Kadiri Mohammed,gh GHA,DF,Austria Wien,Europa League,1996.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.22,9.0,16.0,-7.0,-1.17,,2018,,,,,
İrfan Kahveci,tr TUR,MF,Başakşehir,Europa League,1995.0,4,294.0,74.0,54.4,3.3,4,,1.0,0,,1,1.75,3.0,5.0,-2.0,-0.61,-0.98,2018,,,,,
Dominik Kaiser,de GER,MF,RB Leipzig,Europa League,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Nikola Kalinić,hr CRO,FW,Milan,Europa League,1988.0,6,184.0,31.0,20.4,2.0,1,,0.0,5,,2,1.33,4.0,3.0,1.0,0.49,-0.27,2018,,,,,
Salomon Kalou,ci CIV,MF,Hertha BSC,Europa League,1985.0,3,176.0,59.0,32.6,2.0,2,,0.0,1,,2,1.33,1.0,1.0,0.0,0.0,0.25,2018,,,,,
Boubacar Kamara,fr FRA,MFDF,Marseille,Europa League,1999.0,6,537.0,90.0,38.9,6.0,6,,5.0,0,,3,1.5,8.0,6.0,2.0,0.34,0.12,2018,,,,,
Mykyta Kamenyuka,ua UKR,DFMF,Zorya Luhansk,Europa League,1985.0,0,,,,,0,,0.0,0,,6,,,,,,,2018,,,,,
Kevin Kampl,si SVN,MF,RB Leipzig,Europa League,1990.0,4,290.0,73.0,53.7,3.2,3,,3.0,1,,1,1.5,5.0,8.0,-3.0,-0.93,-1.65,2018,,,,,
Guélor Kanga,ga GAB,MF,Red Star,Europa League,1990.0,6,519.0,87.0,72.1,5.8,6,,4.0,0,,0,1.83,3.0,2.0,1.0,0.17,0.62,2018,,,,,
Oleksandr Karavayev,ua UKR,MFDF,Zorya Luhansk,Europa League,1992.0,6,524.0,87.0,97.0,5.8,6,,5.0,0,,0,1.0,3.0,9.0,-6.0,-1.03,-1.03,2018,,,,,
Maksim Karpov,ru RUS,DF,Zenit,Europa League,1995.0,1,3.0,3.0,0.3,0.0,0,,0.0,1,,1,3.0,0.0,1.0,-1.0,-30.0,-31.4,2018,,,,,
Alan Kasaev,ru RUS,MF,Loko Moscow,Europa League,1986.0,0,,,,,0,,0.0,0,,4,,,,,,,2018,,,,,
Guram Kashia,ge GEO,DF,Vitesse,Europa League,1987.0,6,517.0,86.0,95.7,5.7,6,,5.0,0,,0,0.83,5.0,9.0,-4.0,-0.7,3.22,2018,,,,,
Grigoris Kastanos,cy CYP,MF,Zulte Waregem,Europa League,1998.0,3,108.0,36.0,20.0,1.2,2,,0.0,1,,2,0.0,0.0,3.0,-3.0,-2.5,-2.08,2018,,,,,
Onur Kaya,be BEL,MFFW,Zulte Waregem,Europa League,1986.0,5,375.0,75.0,69.4,4.2,4,,1.0,1,,0,1.4,7.0,9.0,-2.0,-0.48,1.16,2018,,,,,
Michael Keane,eng ENG,DF,Everton,Europa League,1993.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,1.43,2.0,10.0,-8.0,-2.67,-2.67,2018,,,,,
Tomasz Kędziora,pl POL,DF,Dynamo Kyiv,Europa League,1994.0,9,747.0,83.0,83.0,8.3,9,,7.0,0,,0,1.6,13.0,13.0,0.0,0.0,-2.35,2018,,,,,
Naby Keïta,gn GUI,MF,RB Leipzig,Europa League,1995.0,5,446.0,89.0,82.6,5.0,5,,4.0,0,,0,2.0,8.0,8.0,0.0,0.0,0.96,2018,,,,,
Yury Kendysh,by BLR,MF,Sheriff Tiraspol,Europa League,1990.0,6,467.0,78.0,86.5,5.2,5,,5.0,1,,0,1.5,4.0,4.0,0.0,0.0,0.0,2018,,,,,
Jonjoe Kenny,eng ENG,DF,Everton,Europa League,1997.0,3,249.0,83.0,46.1,2.8,3,,2.0,0,,0,0.33,2.0,7.0,-5.0,-1.81,-0.88,2018,,,,,
Claudiu Keșerü,ro ROU,FW,Ludogorets,Europa League,1986.0,5,122.0,24.0,16.9,1.4,0,,0.0,5,,1,1.71,2.0,0.0,2.0,1.48,2.08,2018,,,,,
Franck Kessié,ci CIV,MF,Milan,Europa League,1996.0,9,578.0,64.0,64.2,6.4,7,,3.0,2,,0,2.17,16.0,6.0,10.0,1.56,2.4,2018,,,,,
Yevhen Khacheridi,ua UKR,DF,Dynamo Kyiv,Europa League,1987.0,6,540.0,90.0,60.0,6.0,6,,6.0,0,,2,1.71,11.0,6.0,5.0,0.83,1.08,2018,,,,,
Ihor Kharatin,ua UKR,MFDF,Zorya Luhansk,Europa League,1995.0,6,460.0,77.0,85.2,5.1,5,,4.0,1,,0,1.0,2.0,8.0,-6.0,-1.17,-1.17,2018,,,,,
Dmytro Khlyobas,ua UKR,FWMF,Dynamo Kyiv,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Khetag Khosonov,ru RUS,MF,CSKA Moscow,Europa League,1998.0,1,7.0,7.0,1.3,0.1,0,,0.0,1,,3,0.0,0.0,0.0,0.0,0.0,0.34,2018,,,,,
Davy Klaassen,nl NED,MF,Everton,Europa League,1993.0,5,245.0,49.0,45.4,2.7,3,,1.0,2,,1,1.63,3.0,3.0,0.0,0.0,2.44,2018,,,,,
Florian Klein,at AUT,DF,Austria Wien,Europa League,1986.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,0,0.33,4.0,10.0,-6.0,-2.0,-1.67,2018,,,,,
László Kleinheisler,hu HUN,MF,FC Astana,Europa League,1994.0,2,117.0,59.0,16.3,1.3,2,,0.0,0,,0,0.5,2.0,5.0,-3.0,-2.31,-2.9,2018,,,,,
Viktor Klonaridis,be BEL,MFFW,AEK Athens,Europa League,1992.0,4,148.0,37.0,20.6,1.6,2,,0.0,2,,1,1.67,1.0,2.0,-1.0,-0.61,-0.92,2018,,,,,
Lukas Klostermann,de GER,DFMF,RB Leipzig,Europa League,1996.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,1,2.0,9.0,8.0,1.0,0.2,2.2,2018,,,,,
Lukas Klünter,de GER,MFDF,Köln,Europa League,1996.0,3,191.0,64.0,35.4,2.1,2,,1.0,1,,3,1.0,2.0,2.0,0.0,0.0,0.26,2018,,,,,
Vladyslav Kocherhin,ua UKR,MF,Zorya Luhansk,Europa League,1996.0,2,41.0,21.0,7.6,0.5,0,,0.0,2,,0,1.5,0.0,1.0,-1.0,-2.2,-1.29,2018,,,,,
Koka,eg EGY,FW,Braga,Europa League,1993.0,10,274.0,27.0,38.1,3.0,5,,2.0,5,,0,1.82,7.0,4.0,3.0,0.99,1.79,2018,,,,,
Koke,es ESP,MF,Atlético Madrid,Europa League,1992.0,9,756.0,84.0,93.3,8.4,9,,7.0,0,,0,2.44,20.0,4.0,16.0,1.9,1.9,2018,,,,,
Aleksandr Kokorin,ru RUS,FW,Zenit,Europa League,1991.0,9,698.0,78.0,77.6,7.8,9,,6.0,0,,0,1.77,17.0,6.0,11.0,1.42,0.53,2018,,,,,
Daniel Kolář,cz CZE,MF,Viktoria Plzeň,Europa League,1985.0,9,740.0,82.0,80.9,8.2,9,,2.0,0,,1,1.82,7.0,8.0,-1.0,-0.12,-4.24,2018,,,,,
Sead Kolašinac,ba BIH,DF,Arsenal,Europa League,1993.0,5,224.0,45.0,17.8,2.5,2,,1.0,3,,4,2.4,7.0,2.0,5.0,2.01,0.88,2018,,,,,
Aleksandr Kolomeytsev,ru RUS,MF,Loko Moscow,Europa League,1989.0,8,370.0,46.0,41.1,4.1,4,,1.0,4,,2,2.0,5.0,6.0,-1.0,-0.24,-0.41,2018,,,,,
Dmitri Kombarov,ru RUS,DF,Spartak Moscow,Europa League,1987.0,2,180.0,90.0,100.0,2.0,2,,2.0,0,,0,1.5,3.0,4.0,-1.0,-0.5,,2018,,,,,
Ghislain Konan,ci CIV,DF,Vitória,Europa League,1995.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,0.8,4.0,8.0,-4.0,-0.8,-0.8,2018,,,,,
Ibrahima Konaté,fr FRA,DF,RB Leipzig,Europa League,1999.0,4,314.0,79.0,58.1,3.5,3,,3.0,1,,2,1.0,3.0,7.0,-4.0,-1.15,-2.34,2018,,,,,
Panagiotis Kone,gr GRE,MF,AEK Athens,Europa League,1987.0,2,22.0,11.0,3.1,0.2,0,,0.0,2,,0,1.0,0.0,0.0,0.0,0.0,-0.13,2018,,,,,
Anders Konradsen,no NOR,MF,Rosenborg,Europa League,1990.0,3,230.0,77.0,42.6,2.6,3,,1.0,0,,0,1.8,4.0,6.0,-2.0,-0.78,0.09,2018,,,,,
Morten Konradsen,no NOR,MFDF,Rosenborg,Europa League,1996.0,2,157.0,79.0,29.1,1.7,2,,0.0,0,,1,1.0,2.0,1.0,1.0,0.57,1.98,2018,,,,,
Miloš Kopečný,cz CZE,DF,Fastav Zlín,Europa League,1993.0,4,295.0,74.0,54.6,3.3,3,,3.0,1,,2,0.25,1.0,6.0,-5.0,-1.53,-0.06,2018,,,,,
Jan Kopic,cz CZE,MF,Viktoria Plzeň,Europa League,1990.0,9,769.0,85.0,84.0,8.5,8,,7.0,1,,0,2.09,18.0,10.0,8.0,0.94,1.55,2018,,,,,
Mihály Korhut,hu HUN,DFMF,Be'er Sheva,Europa League,1988.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,0.67,5.0,10.0,-5.0,-0.83,,2018,,,,,
Nikita Korzun,by BLR,MF,Dynamo Kyiv,Europa League,1995.0,2,150.0,75.0,16.7,1.7,2,,1.0,0,,2,1.5,2.0,3.0,-1.0,-0.6,-1.2,2018,,,,,
Laurent Koscielny,fr FRA,DF,Arsenal,Europa League,1985.0,6,383.0,64.0,30.4,4.3,6,,4.0,0,,0,1.83,9.0,4.0,5.0,1.17,-0.16,2018,,,,,
Eboue Kouassi,ci CIV,MF,Celtic,Europa League,1997.0,2,119.0,60.0,66.1,1.3,2,,0.0,0,,0,1.5,0.0,2.0,-2.0,-1.51,-1.51,2018,,,,,
Kalidou Koulibaly,sn SEN,DF,Napoli,Europa League,1991.0,1,90.0,90.0,50.0,1.0,1,,1.0,0,,1,0.0,1.0,3.0,-2.0,-2.0,-4.0,2018,,,,,
Svetoslav Kovachev,bg BUL,MF,Ludogorets,Europa League,1998.0,1,9.0,9.0,1.3,0.1,0,,0.0,1,,2,0.0,0.0,1.0,-1.0,-10.0,-9.87,2018,,,,,
Dominik Kovačić,hr CRO,DF,Lugano,Europa League,1994.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,1,3.0,2.0,1.0,1.0,1.0,1.6,2018,,,,,
Jan Kovařík,cz CZE,DF,Viktoria Plzeň,Europa League,1988.0,2,135.0,68.0,14.8,1.5,1,,1.0,1,,4,1.5,2.0,1.0,1.0,0.67,-0.03,2018,,,,,
Vincent Koziello,fr FRA,MF,Nice,Europa League,1995.0,4,356.0,89.0,49.4,4.0,4,,3.0,0,,1,1.5,6.0,2.0,4.0,1.01,1.26,2018,,,,,
Andrej Kramarić,hr CRO,FW,Hoffenheim,Europa League,1991.0,4,360.0,90.0,66.7,4.0,4,,4.0,0,,1,0.25,4.0,8.0,-4.0,-1.0,-2.0,2018,,,,,
Matías Kranevitter,ar ARG,MF,Zenit,Europa League,1993.0,10,682.0,68.0,75.8,7.6,7,,7.0,3,,0,1.92,20.0,8.0,12.0,1.58,1.17,2018,,,,,
Artem Kravets,ua UKR,FW,Dynamo Kyiv,Europa League,1989.0,2,90.0,45.0,10.0,1.0,1,,0.0,1,,2,2.5,1.0,2.0,-1.0,-1.0,-1.56,2018,,,,,
Michal Krmenčík,cz CZE,FW,Viktoria Plzeň,Europa League,1993.0,8,574.0,72.0,62.7,6.4,6,,1.0,2,,0,2.0,12.0,9.0,3.0,0.47,-0.59,2018,,,,,
Nenad Krstičić,rs SRB,MF,Red Star,Europa League,1990.0,8,707.0,88.0,98.2,7.9,8,,6.0,0,,0,1.25,3.0,3.0,0.0,0.0,0.0,2018,,,,,
Konstantin Kuchayev,ru RUS,MFDF,CSKA Moscow,Europa League,1998.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.33,7.0,9.0,-2.0,-0.33,,2018,,,,,
Ante Kulušić,hr CRO,DF,Sheriff Tiraspol,Europa League,1986.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.38,4.0,4.0,0.0,0.0,,2018,,,,,
Jasmin Kurtić,si SVN,FW,Atalanta,Europa League,1989.0,4,102.0,26.0,14.2,1.1,1,,0.0,3,,2,2.5,1.0,0.0,1.0,0.88,-0.28,2018,,,,,
Kasper Kusk,dk DEN,MF,FC Copenhagen,Europa League,1991.0,4,207.0,52.0,28.8,2.3,3,,0.0,1,,2,1.25,2.0,0.0,2.0,0.87,1.22,2018,,,,,
Ilya Kutepov,ru RUS,DF,Spartak Moscow,Europa League,1993.0,2,170.0,85.0,94.4,1.9,1,,1.0,1,,0,1.5,3.0,4.0,-1.0,-0.53,-0.53,2018,,,,,
Daler Kuzyaev,ru RUS,MF,Zenit,Europa League,1993.0,7,541.0,77.0,60.1,6.0,6,,5.0,1,,0,2.0,17.0,4.0,13.0,2.16,2.16,2018,,,,,
Solomon Kvirkvelia,ge GEO,DF,Loko Moscow,Europa League,1992.0,10,900.0,90.0,100.0,10.0,10,,10.0,0,,0,1.7,14.0,14.0,0.0,0.0,,2018,,,,,
William Kvist,dk DEN,MF,FC Copenhagen,Europa League,1985.0,7,500.0,71.0,69.4,5.6,6,,5.0,1,,1,0.86,5.0,8.0,-3.0,-0.54,-1.77,2018,,,,,
Zoran Kvržić,ba BIH,MF,Rijeka,Europa League,1988.0,6,283.0,47.0,52.4,3.1,3,,0.0,3,,0,1.17,5.0,8.0,-3.0,-0.95,-1.65,2018,,,,,
Alberto de la Bella,es ESP,DF,Real Sociedad,Europa League,1985.0,7,525.0,75.0,72.9,5.8,6,,5.0,1,,1,1.71,16.0,6.0,10.0,1.71,2.18,2018,,,,,
Alexandre Lacazette,fr FRA,FW,Arsenal,Europa League,1991.0,4,331.0,83.0,26.3,3.7,4,,2.0,0,,0,1.25,6.0,5.0,1.0,0.27,-1.38,2018,,,,,
Konrad Laimer,at AUT,DF,RB Leipzig,Europa League,1997.0,4,300.0,75.0,55.6,3.3,4,,2.0,0,,1,2.25,4.0,3.0,1.0,0.3,1.05,2018,,,,,
Stefan Lainer,at AUT,DF,RB Salzburg,Europa League,1992.0,14,1290.0,92.0,100.0,14.3,14,,14.0,0,,0,2.0,21.0,13.0,8.0,0.56,,2018,,,,,
Vassilis Lambropoulos,,,AEK Athens,Europa League,1990.0,2,180.0,90.0,25.0,2.0,2,,,0,,0,,,,,,,2018,,,,,
Mohamed Lamine Diaby,fr FRA,FW,Nice,Europa League,2001.0,1,24.0,24.0,3.3,0.3,0,,0.0,1,,0,0.0,0.0,1.0,-1.0,-3.75,-4.27,2018,,,,,
Sebastian Langkamp,de GER,DF,Hertha BSC,Europa League,1988.0,3,242.0,81.0,44.8,2.7,3,,2.0,0,,0,0.33,2.0,4.0,-2.0,-0.74,-1.05,2018,,,,,
Yann-Erik de Lanlay,no NOR,FW,Rosenborg,Europa League,1992.0,3,171.0,57.0,31.7,1.9,2,,0.0,1,,0,2.0,3.0,3.0,0.0,0.0,1.22,2018,,,,,
Aymeric Laporte,fr FRA,DF,Athletic Club,Europa League,1994.0,6,540.0,90.0,60.0,6.0,6,,6.0,0,,0,2.1,8.0,5.0,3.0,0.5,1.0,2018,,,,,
Ionuț Larie,ro ROU,DF,FCSB,Europa League,1987.0,2,180.0,90.0,25.0,2.0,2,,2.0,0,,3,0.5,2.0,3.0,-1.0,-0.5,-0.5,2018,,,,,
Joseph Larweh Attamah,gh GHA,DF,Başakşehir,Europa League,1994.0,5,404.0,81.0,74.8,4.5,4,,4.0,1,,0,1.4,5.0,6.0,-1.0,-0.22,-0.22,2018,,,,,
Shayne Lavery,nir NIR,MF,Everton,Europa League,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Valentino Lazaro,at AUT,MFFW,Hertha BSC,Europa League,1996.0,4,338.0,85.0,62.6,3.8,4,,2.0,0,,1,0.25,4.0,6.0,-2.0,-0.53,-0.98,2018,,,,,
Maxime Le Marchand,fr FRA,DF,Nice,Europa League,1989.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,0,1.8,12.0,6.0,6.0,1.2,2.2,2018,,,,,
Damien Le Tallec,fr FRA,DFMF,Red Star,Europa League,1990.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.6,3.0,3.0,0.0,0.0,,2018,,,,,
Rafael Leão,pt POR,FW,Sporting CP,Europa League,1999.0,1,16.0,16.0,2.9,0.2,0,,0.0,1,,1,1.0,0.0,2.0,-2.0,-11.25,-11.75,2018,,,,,
Mathew Leckie,au AUS,MF,Hertha BSC,Europa League,1991.0,2,86.0,43.0,15.9,1.0,1,,0.0,1,,1,0.5,2.0,2.0,0.0,0.0,0.2,2018,,,,,
Cristian Ledesma,it ITA,MF,Lugano,Europa League,1982.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Cristian Ledesma,ar ARG,MF,Lugano,Europa League,1978.0,4,277.0,69.0,51.3,3.1,3,,,1,,0,,,,,,,2018,,,,,
Pierre Lees-Melou,fr FRA,MF,Nice,Europa League,1993.0,7,601.0,86.0,83.5,6.7,7,,5.0,0,,0,1.29,14.0,8.0,6.0,0.9,3.17,2018,,,,,
Matthias Lehmann,de GER,MF,Köln,Europa League,1983.0,5,377.0,75.0,69.8,4.2,4,,4.0,1,,0,1.2,6.0,7.0,-1.0,-0.24,-0.24,2018,,,,,
Christoph Leitgeb,at AUT,FWMF,RB Salzburg,Europa League,1985.0,2,19.0,10.0,1.5,0.2,0,,0.0,2,,5,1.0,0.0,0.0,0.0,0.0,-0.64,2018,,,,,
Lucas Leiva,br BRA,MF,Lazio,Europa League,1987.0,9,668.0,74.0,61.9,7.4,7,,6.0,2,,2,1.78,18.0,12.0,6.0,0.81,0.15,2018,,,,,
Iñigo Lekue,es ESP,DFMF,Athletic Club,Europa League,1993.0,9,741.0,82.0,82.3,8.2,8,,8.0,1,,1,1.75,13.0,9.0,4.0,0.49,2.18,2018,,,,,
Julian Lelieveld,nl NED,MFDF,Vitesse,Europa League,1997.0,2,171.0,86.0,31.7,1.9,2,,1.0,0,,3,2.0,2.0,1.0,1.0,0.53,1.99,2018,,,,,
Aaron Lennon,eng ENG,FW,Everton,Europa League,1987.0,1,71.0,71.0,13.1,0.8,1,,0.0,0,,0,0.5,0.0,1.0,-1.0,-1.27,0.08,2018,,,,,
Ivan Lepinjica,hr CRO,MF,Rijeka,Europa League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Jonathan Levi,se SWE,FW,Rosenborg,Europa League,1996.0,2,64.0,32.0,11.9,0.7,1,,0.0,1,,2,0.5,0.0,0.0,0.0,0.0,0.95,2018,,,,,
Aaron Leya Iseka,be BEL,FW,Zulte Waregem,Europa League,1997.0,5,409.0,82.0,75.7,4.5,5,,3.0,0,,0,0.8,6.0,13.0,-7.0,-1.54,-2.91,2018,,,,,
Bohdan Liedniev,ua UKR,MF,Dynamo Kyiv,Europa League,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Sabien Lilaj,al ALB,MFFW,Skënderbeu Korçë,Europa League,1989.0,6,540.0,90.0,100.0,6.0,6,,6.0,0,,0,1.54,6.0,10.0,-4.0,-0.67,,2018,,,,,
David Limberský,cz CZE,DF,Viktoria Plzeň,Europa League,1983.0,7,630.0,90.0,68.9,7.0,7,,7.0,0,,0,1.89,11.0,7.0,4.0,0.57,-0.38,2018,,,,,
Bryan Linssen,nl NED,FWMF,Vitesse,Europa League,1990.0,5,446.0,89.0,82.6,5.0,5,,4.0,0,,0,0.4,4.0,10.0,-6.0,-1.21,-2.17,2018,,,,,
Marko Livaja,hr CRO,FWMF,AEK Athens,Europa League,1993.0,7,522.0,75.0,72.5,5.8,5,,2.0,2,,0,1.25,7.0,4.0,3.0,0.52,1.43,2018,,,,,
Željko Ljubenović,rs SRB,MF,Zorya Luhansk,Europa League,1981.0,1,17.0,17.0,3.1,0.2,0,,0.0,1,,0,0.0,0.0,1.0,-1.0,-5.29,-4.43,2018,,,,,
Diego Llorente,es ESP,DF,Real Sociedad,Europa League,1993.0,6,494.0,82.0,68.6,5.5,5,,5.0,1,,0,1.17,14.0,9.0,5.0,0.91,-0.68,2018,,,,,
Gautier Lloris,fr FRA,DF,Nice,Europa League,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Manuel Locatelli,it ITA,MF,Milan,Europa League,1998.0,7,454.0,65.0,50.4,5.0,5,,4.0,2,,1,1.89,5.0,5.0,0.0,0.0,-1.41,2018,,,,,
Yuriy Logvinenko,kz KAZ,DF,FC Astana,Europa League,1988.0,6,504.0,84.0,70.0,5.6,6,,4.0,0,,0,1.17,9.0,9.0,0.0,0.0,-0.42,2018,,,,,
Ademola Lookman,eng ENG,MFFW,Everton,Europa League,1997.0,3,224.0,75.0,41.5,2.5,2,,2.0,1,,2,1.67,4.0,4.0,0.0,0.0,2.28,2018,,,,,
Hélder Lopes,pt POR,MFDF,AEK Athens,Europa League,1989.0,5,450.0,90.0,62.5,5.0,5,,5.0,0,,0,1.57,4.0,3.0,1.0,0.2,0.2,2018,,,,,
Maxime Lopez,fr FRA,MF,Marseille,Europa League,1997.0,13,957.0,74.0,69.3,10.6,11,,5.0,2,,2,1.59,16.0,11.0,5.0,0.47,0.68,2018,,,,,
Simon Lorenz,de GER,DF,Hoffenheim,Europa League,1997.0,1,90.0,90.0,16.7,1.0,1,,1.0,0,,0,1.0,1.0,1.0,0.0,0.0,0.4,2018,,,,,
Jordan Lotomba,ch SUI,DF,Young Boys,Europa League,1998.0,3,270.0,90.0,50.0,3.0,3,,3.0,0,,2,0.67,3.0,4.0,-1.0,-0.33,-0.33,2018,,,,,
Sergio Lozano,es ESP,MF,Villarreal,Europa League,1999.0,1,14.0,14.0,1.9,0.2,0,,0.0,1,,0,0.0,0.0,0.0,0.0,0.0,-0.13,2018,,,,,
Michael Lüftner,cz CZE,DF,FC Copenhagen,Europa League,1994.0,8,720.0,90.0,100.0,8.0,8,,8.0,0,,0,1.13,8.0,8.0,0.0,0.0,,2018,,,,,
José Luis Palomino,ar ARG,DF,Atalanta,Europa League,1990.0,7,462.0,66.0,64.2,5.1,5,,5.0,2,,1,2.0,13.0,5.0,8.0,1.56,1.21,2018,,,,,
Filipe Luís,br BRA,DF,Atlético Madrid,Europa League,1985.0,2,152.0,76.0,18.8,1.7,2,,1.0,0,,3,3.0,5.0,1.0,4.0,2.37,0.73,2018,,,,,
Zé Luís,cv CPV,FW,Spartak Moscow,Europa League,1991.0,2,63.0,32.0,35.0,0.7,0,,0.0,2,,0,1.5,2.0,0.0,2.0,2.86,5.16,2018,,,,,
Everton Luiz,br BRA,MF,Partizan,Europa League,1988.0,6,527.0,88.0,73.2,5.9,6,,5.0,0,,0,1.57,8.0,9.0,-1.0,-0.17,0.76,2018,,,,,
Jordan Lukaku,be BEL,MF,Lazio,Europa League,1994.0,9,614.0,68.0,56.9,6.8,7,,3.0,2,,0,1.56,8.0,12.0,-4.0,-0.59,-3.1,2018,,,,,
Andrej Lukić,hr CRO,DF,Braga,Europa League,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Jody Lukoki,cd COD,MFFW,Ludogorets,Europa League,1992.0,7,495.0,71.0,68.8,5.5,6,,2.0,1,,1,1.33,5.0,6.0,-1.0,-0.18,0.22,2018,,,,,
Bruno Lulaj,al ALB,DF,Skënderbeu Korçë,Europa League,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2018,,,,,
Senad Lulić,ba BIH,MF,Lazio,Europa League,1986.0,10,547.0,55.0,50.6,6.1,5,,4.0,5,,0,2.2,18.0,8.0,10.0,1.65,1.81,2018,,,,,
Marius Lundemo,no NOR,MF,Rosenborg,Europa League,1994.0,3,124.0,41.0,23.0,1.4,1,,0.0,2,,1,1.5,4.0,1.0,3.0,2.18,3.91,2018,,,,,
Maksym Lunyov,ua UKR,MF,Zorya Luhansk,Europa League,1998.0,6,398.0,66.0,73.7,4.4,5,,0.0,1,,0,1.0,3.0,4.0,-1.0,-0.23,2.94,2018,,,,,
Arnaud Lusamba,fr FRA,FW,Nice,Europa League,1997.0,3,124.0,41.0,17.2,1.4,1,,0.0,2,,1,1.0,1.0,3.0,-2.0,-1.45,-2.21,2018,,,,,
Fabian Lustenberger,ch SUI,MF,Hertha BSC,Europa League,1988.0,5,450.0,90.0,83.3,5.0,5,,5.0,0,,0,0.4,4.0,7.0,-3.0,-0.6,-2.6,2018,,,,,
