Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Adriano,br BRA,DF,MF,Beşiktaş,Europa League,2019,1984,1.9,,0,3,2,66.7,1.62,1.08,0,0,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,106,140,75.7,2180,764,37,44,84.1,47,58,81,22,35,62.9,0,0.1,-0.1,1,17,2,1,20,,128,12,2,2,26,3,3,0,0,0,0,61,30,49,57,52,11,10,3,2,0,2,2,,4,2.16,4,0,0,0,0,0,1,0.54,1,0,0,0,0,0,0,,4,3,1,3,0,3,3,100,0,14,6,42.9,5,6,3,3,0,0,3,1,5,5,0,,155,3,28,97,39,0,143,3,3,100,3,0,101,671,369,18,5,0,0,1,111,97,87.4,1,,0,0,0,0,1,0,3,1,3,0,0,0,29,7,9,43.8
Luiz Adriano,br BRA,FW,,Spartak Moscow,Europa League,2019,1987,2.7,,1,3,1,33.3,1.11,0.37,0.33,1,8.7,0,0,0,0.7,0.7,0.25,0.3,0.3,,40,52,76.9,568,138,22,26,84.6,15,18,83.3,1,5,20,0,0.3,-0.3,2,6,1,1,5,,45,7,1,0,8,0,1,0,0,0,0,39,8,5,9,37,3,0,2,0,2,0,1,,3,1.11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,1,0,1,5,20,4,47,16,34,10,16,21,3,1,0,2,1,4,1,0,,80,3,10,49,27,5,74,4,6,66.7,4,0,57,366,204,8,4,1,8,2,98,53,54.1,20,,0,0,0,4,9,1,1,1,3,0,0,0,10,2,7,22.2
Ansi Agolli,al ALB,DF,,Qarabağ Ağdam,Europa League,2019,1982,1,,0,2,0,0,2,0,0,,23.5,0,0,0,0,0,0.02,0,0,,47,57,82.5,681,278,26,28,92.9,17,21,81,2,6,33.3,0,0,0,1,2,1,0,7,,50,7,2,0,2,0,4,0,0,0,0,41,5,11,40,9,3,5,0,0,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,1,0,0,1,1,1,1,0,,62,2,8,30,28,2,55,0,0,,0,0,42,241,154,9,3,1,0,0,47,44,93.6,2,,0,0,0,0,0,1,4,1,0,0,0,0,8,0,0,
Joseph Aidoo,gh GHA,DF,,Genk,Europa League,2019,1995,5,,1,3,1,33.3,0.6,0.2,0.33,1,9.2,0,0,0,0.2,0.2,0.06,0.8,0.8,,294,335,87.8,6763,2010,72,79,91.1,145,162,89.5,75,89,84.3,0,0,0,1,11,0,0,13,,322,13,11,0,37,10,0,0,0,0,0,254,33,48,49,260,15,2,1,0,3,3,4,,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,9,9,2,0,6,9,66.7,3,51,21,41.2,37,13,1,7,2,0,5,9,20,23,2,,387,28,216,188,11,4,374,2,2,100,2,0,252,1311,626,8,0,0,1,3,258,252,97.7,3,,0,0,0,1,3,0,0,9,9,0,0,0,64,11,9,55
Kristoffer Ajer,no NOR,DF,,Celtic,Europa League,2019,1998,1.8,,0,4,0,0,2.24,0,0,,7.3,0,0,0,1.2,1.2,0.31,-1.2,-1.2,,89,109,81.7,1411,482,48,50,96,37,48,77.1,4,10,40,0,0.1,-0.1,1,7,0,0,7,,102,7,1,0,23,1,0,0,0,0,0,76,22,11,7,81,8,6,0,0,2,2,1,,4,2.24,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,12,9,8,4,0,6,7,85.7,1,36,10,27.8,21,10,5,4,0,0,4,1,13,6,0,,137,11,66,75,10,4,130,3,4,75,3,0,82,581,338,4,2,0,0,0,88,84,95.5,3,,0,0,0,3,1,1,0,1,9,0,0,0,20,8,2,80
Emre Akbaba,tr TUR,MF,FW,Galatasaray,Europa League,2019,1992,0.1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,2,4,50,22,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,,4,0,0,0,3,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,,4,0,0,2,3,1,4,0,0,,0,0,4,52,11,1,1,0,0,0,3,2,66.7,1,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Yunus Akgün,tr TUR,FW,,Galatasaray,Europa League,2019,2000,0.1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,1,3,33.3,8,0,1,2,50,0,1,0,0,0,,0,0,0,0,0,0,0,0,,3,0,0,0,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,1,100,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,,4,0,0,3,1,0,4,0,0,,0,0,2,9,0,0,0,0,0,0,3,3,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Chuba Akpom,eng ENG,MF,FW,PAOK,Europa League,2019,1995,0.9,,0,3,1,33.3,3.42,1.14,0,0,11.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,,15,17,88.2,160,26,12,13,92.3,3,4,75,0,0,,0,0.1,-0.1,1,0,2,0,2,,17,0,0,0,4,0,1,0,0,0,0,11,5,1,1,13,2,0,0,0,0,0,0,,6,6.84,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,3,3,100,0,1,2,0,0,0,0,0,0,0,0,,30,0,0,8,23,9,30,4,5,80,4,0,29,129,70,4,1,1,1,3,35,25,71.4,17,,0,0,0,0,3,0,1,0,0,0,0,0,3,1,1,50
Fatih Aksoy,tr TUR,DF,,Beşiktaş,Europa League,2019,1997,0.3,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,8,16,50,118,85,4,5,80,3,5,60,0,4,0,0,0,0,0,2,0,0,0,,12,4,0,0,3,0,0,0,0,0,0,4,3,9,1,11,0,4,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,0,0,0,1,0,1,7,1,14.3,5,2,0,0,0,0,0,0,2,2,0,,20,3,11,9,1,0,16,0,0,,0,0,10,101,63,0,1,0,0,0,11,10,90.9,1,,1,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0
Deni Alar,at AUT,FW,MF,Rapid Wien,Europa League,2019,1990,2.8,,0,6,3,50,2.11,1.05,0,0,14.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6,,46,63,73,667,147,32,39,82.1,11,14,78.6,3,5,60,1,0.3,0.7,5,2,1,0,5,,55,8,0,0,12,1,2,0,0,0,0,43,11,9,39,17,3,0,2,0,0,3,3,,8,2.81,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,2,50,1,38,10,26.3,1,19,18,2,0,0,2,3,4,1,0,,90,1,4,45,45,8,82,2,4,50,2,0,58,201,91,6,3,0,7,4,100,57,57,17,,0,0,0,4,3,0,2,3,1,0,0,0,16,4,2,66.7
Lucas Alario,ar ARG,FW,MF,Leverkusen,Europa League,2019,1992,4.6,,4,20,7,35,4.35,1.52,0.15,0.43,16.6,0,1,1,2.6,1.8,0.09,1.4,1.2,,127,160,79.4,1967,398,76,92,82.6,39,49,79.6,8,10,80,0,0.2,-0.2,3,8,4,0,12,,152,8,3,0,37,5,1,0,0,0,0,121,25,14,13,128,6,1,5,2,4,5,1,,14,3.04,9,0,0,2,3,0,3,0.65,1,0,0,2,0,0,0,,4,2,2,0,2,1,5,20,4,75,28,37.3,4,29,42,6,0,0,6,0,4,2,0,,229,5,18,119,106,33,221,5,8,62.5,5,0,167,857,411,19,7,2,8,14,222,174,78.4,55,,0,0,0,6,10,5,1,0,2,0,0,0,30,8,8,50
Luis Alberto,es ESP,FW,MF,Lazio,Europa League,2019,1992,2.4,,1,6,5,83.3,2.49,2.07,0.17,0.2,19.9,1,0,0,0.8,0.8,0.14,0.2,0.2,,128,170,75.3,1927,657,64,77,83.1,50,60,83.3,8,24,33.3,1,0.5,0.5,2,19,4,0,24,,154,16,5,2,27,3,4,4,0,0,0,125,25,20,12,154,1,2,0,2,2,5,5,,7,2.9,4,2,0,0,1,0,2,0.83,2,0,0,0,0,0,0,,3,1,2,0,1,1,2,50,1,64,13,20.3,10,35,19,1,1,0,0,2,5,1,0,,198,3,30,109,82,9,184,5,5,100,5,1,137,832,516,31,12,4,6,6,176,151,85.8,21,,1,0,0,2,6,1,4,2,1,0,0,0,22,1,0,100
Hasan Ali Kaldırım,tr TUR,DF,MF,Fenerbahçe,Europa League,2019,1989,5.7,,1,7,3,42.9,1.22,0.52,0.14,0.33,19.5,1,0,0,0.9,0.9,0.13,0.1,0.1,,266,353,75.4,4804,2323,117,125,93.6,116,148,78.4,28,66,42.4,0,0.9,-0.9,8,24,11,2,44,,301,52,7,1,61,8,17,5,0,0,0,213,35,105,269,27,16,40,0,1,9,3,9,,16,2.79,13,0,2,0,0,1,2,0.35,1,0,1,0,0,0,0,,9,4,3,4,2,6,11,54.5,5,67,22,32.8,25,28,14,12,2,0,10,10,19,8,0,,404,20,93,192,141,10,351,9,15,60,11,0,266,1301,739,30,10,4,0,4,266,248,93.2,14,,2,0,0,5,3,1,17,10,4,0,0,0,62,1,2,33.3
Barış Alıcı,tr TUR,FW,,Fenerbahçe,Europa League,2019,1997,2.3,,0,2,0,0,0.87,0,0,,8.2,0,0,0,0.6,0.6,0.29,-0.6,-0.6,,34,49,69.4,525,100,19,25,76,12,17,70.6,3,4,75,0,0.1,-0.1,1,0,1,0,2,,48,1,0,0,6,1,2,0,0,0,0,36,9,4,8,36,2,1,2,1,1,4,2,,3,1.3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,1,0,1,0,4,0,4,53,8,15.1,9,25,19,4,0,0,4,1,3,1,0,,78,0,6,25,51,12,77,5,9,55.6,6,0,60,278,215,12,4,2,6,6,102,64,62.7,20,,0,0,0,3,3,0,2,1,2,0,0,0,4,0,2,0
Allan,br BRA,MF,,Napoli,Europa League,2019,1991,4.9,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,264,312,84.6,4727,1304,111,125,88.8,111,126,88.1,36,48,75,0,0.1,-0.1,3,26,4,0,26,,296,16,12,1,47,7,1,0,0,0,0,211,50,51,24,274,11,2,1,3,5,3,6,,8,1.63,8,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,,27,19,14,13,0,9,18,50,9,178,57,32,61,95,22,9,0,0,9,6,33,1,0,,380,10,106,258,33,0,367,9,18,50,10,0,293,1101,545,17,2,0,4,12,298,277,93,7,,0,0,0,3,11,0,1,6,19,0,0,0,39,0,0,
André Almeida Pinto,pt POR,DF,,Sporting CP,Europa League,2019,1989,5.2,,0,3,1,33.3,0.58,0.19,0,0,11.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,297,322,92.2,6496,2478,82,85,96.5,158,175,90.3,56,61,91.8,0,0,0,0,14,0,0,20,,315,7,7,0,26,7,0,0,0,0,0,269,27,26,55,247,14,0,0,1,1,2,1,,4,0.77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,4,0,0,1,1,100,0,18,8,44.4,9,7,2,6,2,0,4,2,6,16,1,,359,26,169,199,12,7,352,0,0,,0,0,243,1057,569,16,0,0,4,0,264,257,97.3,8,,0,0,0,4,1,0,0,2,2,0,0,0,63,7,2,77.8
André Almeida,pt POR,DF,,Benfica,Europa League,2019,1990,3.2,,0,1,0,0,0.31,0,0,,5.8,0,0,0,0,0,0.05,0,0,,161,221,72.9,2488,1057,85,96,88.5,64,87,73.6,8,27,29.6,0,0,0,1,5,3,1,10,,167,54,6,0,26,4,5,0,0,0,0,115,54,52,10,143,16,48,0,2,4,7,7,,5,1.56,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,9,3,5,3,1,3,6,50,3,53,15,28.3,23,21,9,4,0,0,4,3,12,9,0,,258,8,69,117,82,6,204,1,5,20,1,0,137,592,302,12,5,0,5,1,160,143,89.4,10,,0,0,0,3,5,0,5,3,3,0,0,0,33,7,8,46.7
Richard Almeida,az AZE,MF,FW,Astana FK,Europa League,2019,1989,4.5,,0,3,0,0,0.67,0,0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,152,186,81.7,3017,849,65,79,82.3,56,64,87.5,31,41,75.6,0,0.8,-0.8,13,18,4,0,19,,169,17,7,0,30,6,5,8,0,0,0,137,23,26,156,15,8,0,3,2,1,3,3,,17,3.81,8,8,0,0,1,0,1,0.22,0,1,0,0,0,0,0,,8,3,2,6,0,2,10,20,8,76,16,21.1,19,48,9,7,1,0,6,2,10,1,0,,224,1,32,139,62,3,208,6,8,75,7,0,168,608,254,15,4,1,9,7,199,148,74.4,25,,1,0,0,7,1,0,5,2,3,0,0,0,39,4,7,36.4
Marcos Alonso,es ESP,DF,,Chelsea,Europa League,2019,1990,3.7,,2,7,3,42.9,1.89,0.81,0.29,0.67,16.6,2,0,0,1.3,1.3,0.18,0.7,0.7,,249,289,86.2,4413,1642,108,118,91.5,117,135,86.7,24,33,72.7,1,1,0,4,17,5,3,22,,246,43,9,2,65,5,12,0,0,0,0,193,54,42,231,11,9,34,1,0,8,8,6,,7,1.89,5,0,1,1,0,0,1,0.27,1,0,0,0,0,0,0,,6,3,3,3,0,4,6,66.7,2,74,23,31.1,34,28,12,8,0,0,8,5,11,5,0,,326,11,95,182,75,8,282,2,5,40,2,0,227,1372,853,35,9,1,3,1,250,227,90.8,9,,0,0,0,6,5,0,12,5,3,0,0,0,30,4,6,40
Ibrahim Amadou,fr FRA,DF,MF,Sevilla,Europa League,2019,1993,2.1,,0,1,1,100,0.47,0.47,0,0,15,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,151,164,92.1,3317,923,36,39,92.3,87,91,95.6,27,33,81.8,0,0.2,-0.2,1,8,0,0,6,,161,3,3,0,13,6,0,0,0,0,0,143,9,12,13,143,5,0,0,0,0,1,1,,1,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,0,0,1,2,50,1,19,6,31.6,13,5,1,0,0,0,0,1,4,6,0,,176,11,59,108,11,3,173,0,0,,0,0,139,462,226,5,0,0,0,0,143,141,98.6,3,,1,0,0,1,1,0,0,1,2,0,0,0,21,3,1,75
Jordan Amavi,fr FRA,DF,,Marseille,Europa League,2019,1994,2.7,,0,1,0,0,0.36,0,0,,22.8,0,0,0,0,0,0.02,0,0,,147,180,81.7,2398,912,82,87,94.3,53,64,82.8,12,25,48,0,0.3,-0.3,5,11,2,2,9,,155,25,2,0,16,3,5,0,0,0,0,128,27,25,113,33,6,23,0,1,3,2,5,,5,1.82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,3,7,2,0,2,6,33.3,4,38,8,21.1,20,14,4,6,1,0,5,5,14,11,0,,219,13,70,129,33,0,194,4,5,80,4,0,144,620,353,16,3,0,5,3,141,130,92.2,4,,1,0,0,4,0,0,5,5,3,0,0,0,31,8,7,53.3
