Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Ahmet Canbaz,tr TUR,MF,,Trabzonspor,Europa League,2020,1998,1.1,,0,4,1,25,3.67,0.92,0,0,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,32,41,78,599,158,18,19,94.7,11,13,84.6,3,8,37.5,0,0,0,1,4,0,0,4,,34,7,3,0,14,2,1,3,1,1,0,24,9,8,0,39,0,1,0,0,2,1,0,,4,3.67,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,1,100,0,8,0,0,3,5,0,1,0,0,1,0,1,0,0,,55,0,6,38,16,1,48,2,4,50,2,0,39,217,75,4,2,0,4,1,44,37,84.1,6,,0,0,0,0,3,1,1,0,1,0,0,0,7,2,2,50
Antonio Candreva,it ITA,DF,,Inter,Europa League,2020,1987,0,,0,1,1,100,90,90,0,0,5.8,0,0,0,0.2,0.2,0.21,-0.2,-0.2,,4,5,80,85,21,2,2,100,1,1,100,1,2,50,0,0,0,0,1,0,0,0,,4,1,0,0,2,0,0,0,0,0,0,3,1,1,0,4,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,,6,0,3,2,1,1,6,0,0,,0,0,4,25,0,0,0,0,0,0,4,4,100,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Mehdi Carcela,ma MAR,MF,FW,Standard Liège,Europa League,2020,1989,5,,0,7,2,28.6,1.4,0.4,0,0,22.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,,91,130,70,1699,465,40,51,78.4,37,51,72.5,12,21,57.1,0,0.9,-0.9,4,11,6,2,16,,127,3,1,2,38,4,12,0,0,0,0,80,26,24,106,22,0,1,1,0,4,5,6,,11,2.2,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,15,10,6,5,4,3,9,33.3,6,119,28,23.5,27,61,31,13,1,0,12,7,22,1,0,,224,5,38,104,99,17,222,15,31,48.4,18,0,169,891,544,25,6,6,15,13,210,149,71,46,,1,0,0,9,7,1,12,7,10,0,0,0,31,1,4,20
Carlinhos,br BRA,FW,MF,Lugano,Europa League,2020,1994,4.7,,0,13,3,23.1,2.78,0.64,0,0,18.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,66,116,56.9,1153,275,32,51,62.7,25,39,64.1,8,19,42.1,1,0.2,0.8,2,5,1,1,6,,113,3,0,0,31,3,6,0,0,0,0,75,19,22,21,84,5,2,0,4,8,3,9,,5,1.07,3,0,0,0,2,0,1,0.21,1,0,0,0,0,0,0,,9,4,2,5,2,3,8,37.5,5,80,14,17.5,18,41,21,5,0,0,5,4,13,3,0,,193,6,32,104,81,15,190,11,19,57.9,12,1,146,1042,674,26,12,3,14,13,188,135,71.8,27,,3,0,0,9,5,2,6,4,4,0,0,0,27,8,7,53.3
Diego Carlos,br BRA,DF,,Sevilla,Europa League,2020,1993,7.2,,0,8,1,12.5,1.11,0.14,0,0,16.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,,337,402,83.8,7858,2321,89,97,91.8,160,177,90.4,85,121,70.2,0,0.1,-0.1,2,15,0,0,13,,398,4,2,0,38,30,1,0,0,0,0,281,35,86,41,336,21,1,0,2,12,1,4,,7,0.98,3,0,0,4,0,0,1,0.14,0,0,0,1,0,0,0,,10,5,7,2,1,3,5,60,2,51,21,41.2,31,15,5,16,6,0,10,4,14,41,1,,481,67,254,219,21,9,477,0,1,0,0,0,309,1130,521,11,0,1,0,0,340,335,98.5,3,,4,0,0,12,2,0,1,4,5,0,3,0,69,12,12,50
David Carmo,pt POR,DF,,Braga,Europa League,2020,1999,0.7,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,62,67,92.5,2048,544,2,3,66.7,20,20,100,40,44,90.9,0,0,0,0,5,0,0,3,,63,4,4,0,5,7,0,0,0,0,0,57,5,5,57,7,2,0,0,0,3,0,1,,1,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,3,0,0,1,2,0,2,0,0,2,1,1,3,0,,74,2,34,42,0,0,70,0,0,,0,0,46,202,49,1,0,0,0,0,56,56,100,0,,1,0,0,2,0,0,0,1,0,0,0,0,7,1,0,100
Daniel Carriço,pt POR,DF,,Sevilla,Europa League,2020,1988,1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,98,105,93.3,2284,512,19,21,90.5,55,57,96.5,24,27,88.9,0,0,0,0,20,0,0,6,,104,1,1,0,3,4,0,0,0,0,0,92,5,8,6,97,1,0,1,0,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,7,3,42.9,2,3,2,2,1,0,1,1,1,5,0,,114,11,24,84,15,0,113,0,1,0,0,0,93,716,452,26,4,0,0,0,95,94,98.9,1,,0,0,0,1,0,0,0,1,0,0,0,0,11,1,1,50
Jonny Castro,es ESP,DF,,Wolves,Europa League,2020,1994,4.2,,0,1,0,0,0.24,0,0,,17,0,0,0,0,0,0.04,0,0,,171,209,81.8,2493,1039,104,115,90.4,52,68,76.5,11,18,61.1,1,0.6,0.4,5,9,6,3,17,,163,46,0,0,45,2,8,0,0,0,0,113,63,33,55,97,6,46,0,0,4,3,5,,8,1.91,8,0,0,0,0,0,2,0.48,2,0,0,0,0,0,0,,13,8,5,7,1,7,10,70,3,81,22,27.2,30,44,7,10,1,0,9,7,20,5,0,,258,7,60,113,92,3,213,5,11,45.5,7,0,160,824,590,28,5,3,5,7,158,140,88.6,17,,1,0,0,8,4,0,8,7,8,0,0,0,37,7,4,63.6
Alessio Castro-Montes,be BEL,DF,,Gent,Europa League,2020,1997,2.3,,0,1,0,0,0.44,0,0,,23.9,0,0,0,0,0,0.02,0,0,,96,120,80,1945,639,32,37,86.5,48,53,90.6,14,25,56,0,0.1,-0.1,3,12,4,3,13,,96,24,2,0,22,6,6,0,0,0,0,64,26,30,18,76,3,22,0,0,3,0,6,,10,4.43,7,0,1,0,1,1,1,0.44,1,0,0,0,0,0,0,,9,6,5,3,1,2,7,28.6,5,52,21,40.4,18,24,10,3,1,0,2,4,13,6,1,,149,8,31,84,47,2,125,10,13,76.9,10,0,97,604,266,17,5,0,3,2,96,86,89.6,9,,1,0,0,2,4,0,6,4,6,0,0,0,16,2,1,66.7
Danilo Cataldi,it ITA,MF,,Lazio,Europa League,2020,1994,2.9,,0,4,3,75,1.37,1.03,0,0,23,1,0,0,0.2,0.2,0.04,-0.2,-0.2,,148,177,83.6,2910,859,61,68,89.7,61,71,85.9,24,32,75,0,0.3,-0.3,5,11,1,0,12,,163,14,6,1,31,9,2,7,0,3,0,132,22,23,34,139,1,1,0,1,1,6,4,,6,2.06,3,3,0,0,0,0,1,0.34,1,0,0,0,0,0,0,,8,6,3,1,4,3,9,33.3,6,56,18,32.1,19,25,12,1,0,0,1,1,9,6,0,,205,7,51,118,47,3,190,1,2,50,2,1,135,699,352,13,2,0,1,0,147,140,95.2,5,,4,0,0,6,1,0,2,1,6,0,0,0,28,2,6,25
Amar Ćatić,ba BIH,MF,,PSV Eindhoven,Europa League,2020,1999,0.3,,0,1,0,0,3.33,0,0,,18.9,0,0,0,0,0,0.03,0,0,,7,12,58.3,74,23,5,8,62.5,1,2,50,0,0,,0,0,0,0,0,0,0,1,,12,0,0,0,4,0,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,1,100,0,4,1,25,1,1,2,0,0,0,0,0,1,0,0,,18,0,2,6,10,3,18,2,2,100,2,0,18,82,38,2,0,1,1,3,16,13,81.3,2,,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
Aleksandar Čavrić,rs SRB,MF,,Slovan Bratislava,Europa League,2020,1994,0.1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,2,3,66.7,21,8,2,3,66.7,0,0,,0,0,,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,1,4,0,5,1,1,100,1,0,4,9,8,1,0,0,0,1,3,2,66.7,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Dani Ceballos,es ESP,MF,,Arsenal,Europa League,2020,1996,3.5,,1,5,2,40,1.45,0.58,0.2,0.5,14.8,1,0,0,0.8,0.8,0.16,0.2,0.2,,253,285,88.8,5187,1425,98,104,94.2,109,121,90.1,42,53,79.2,0,0.4,-0.4,7,43,4,1,30,,263,22,8,2,47,17,8,14,1,3,2,234,24,27,7,270,7,0,1,0,3,5,2,,14,4.05,11,1,0,2,0,0,1,0.29,1,0,0,0,0,0,0,,5,4,1,3,1,3,10,30,7,68,18,26.5,14,41,13,3,0,0,3,5,10,3,0,,327,6,51,215,86,7,305,11,13,84.6,11,1,259,1620,853,38,10,0,8,7,264,252,95.5,15,,0,0,0,5,7,0,8,5,4,0,0,0,36,1,3,25
Emil Ceide,no NOR,FW,,Rosenborg,Europa League,2020,2001,0.3,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,2,3,66.7,53,0,1,1,100,0,0,,1,1,100,0,0,0,0,0,0,0,0,,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,5,2,40,1,3,1,0,0,0,0,0,0,0,0,,6,0,0,0,6,1,6,0,1,0,0,0,5,6,1,0,0,0,2,0,10,5,50,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Franco Cervi,ar ARG,MF,,Benfica,Europa League,2020,1994,1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,30,43,69.8,383,69,19,21,90.5,7,12,58.3,1,4,25,0,0.1,-0.1,1,0,1,0,3,,41,2,0,0,5,1,5,0,0,0,0,30,4,9,32,8,1,2,0,0,0,0,3,,2,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,,1,1,1,0,0,0,1,0,1,23,6,26.1,10,7,6,1,0,0,1,0,1,1,0,,49,2,7,18,29,4,47,2,3,66.7,2,0,40,279,142,7,3,1,2,1,39,34,87.2,11,,0,0,0,2,1,0,5,0,1,1,0,0,11,0,0,
Mike Cestor,cd COD,DF,,CFR Cluj,Europa League,2020,1992,3.1,,0,3,0,0,0.97,0,0,,14,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,60,87,69,1358,637,23,25,92,24,30,80,12,29,41.4,0,0,0,1,6,0,0,11,,81,6,6,0,11,4,1,0,0,0,0,50,7,30,71,8,3,0,0,2,4,1,3,,1,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,3,3,0,1,7,14.3,6,48,26,54.2,30,17,1,1,1,0,0,3,9,26,0,,126,12,56,69,8,3,120,1,2,50,2,0,61,404,239,5,0,0,0,1,58,55,94.8,4,,1,0,0,2,2,0,1,3,4,0,0,0,29,19,2,90.5
Giorgi Chakvetadze,ge GEO,MF,FW,Gent,Europa League,2020,1999,0.7,,0,2,1,50,3,1.5,0,0,23,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,28,32,87.5,404,46,17,19,89.5,11,12,91.7,0,1,0,0,0.3,-0.3,3,1,0,0,1,,30,2,0,0,12,1,0,0,0,0,0,26,4,2,2,27,0,2,1,0,1,1,1,,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,0,0,2,4,50,2,14,5,35.7,5,7,2,2,0,0,2,0,3,0,0,,47,0,5,18,27,5,45,5,5,100,5,0,43,240,132,8,2,2,1,6,46,36,78.3,11,,0,0,0,0,2,0,0,0,2,0,0,0,5,0,1,0
Fyodor Chalov,ru RUS,FW,,CSKA Moscow,Europa League,2020,1998,5.4,,1,11,4,36.4,2.03,0.74,0.09,0.25,13.2,0,0,0,2.5,2.5,0.23,-1.5,-1.5,,91,128,71.1,1387,274,56,71,78.9,27,37,73,5,9,55.6,0,0.6,-0.6,8,5,5,1,10,,114,14,0,0,29,4,6,0,0,0,0,73,31,24,22,89,7,3,3,3,2,3,7,,15,2.77,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,90,27,30,8,33,49,11,3,0,8,0,0,2,0,,185,5,9,67,118,38,171,5,9,55.6,5,0,119,665,397,26,7,4,11,11,235,128,54.5,67,,1,0,0,5,3,4,6,0,0,0,0,0,27,5,16,23.8
Calum Chambers,eng ENG,DF,,Arsenal,Europa League,2020,1995,2.1,,0,2,1,50,0.93,0.47,0,0,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,,94,122,77,1504,816,51,59,86.4,32,43,74.4,7,11,63.6,0,0.2,-0.2,1,6,2,0,15,,93,29,2,0,23,1,2,0,0,0,0,58,32,32,8,80,5,27,0,0,2,2,6,,3,1.4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,0,0,3,0,3,27,9,33.3,10,16,1,12,4,0,8,7,9,3,0,,151,10,49,83,27,4,123,1,1,100,1,0,80,361,194,7,4,0,5,2,81,71,87.7,5,,1,0,0,2,2,1,2,7,2,0,0,0,25,4,1,80
Timothy Chandler,us USA,DF,,Eint Frankfurt,Europa League,2020,1990,0.6,,0,1,1,100,1.67,1.67,0,0,29.6,0,0,0,0,0,0.02,0,0,,16,22,72.7,248,79,9,10,90,5,6,83.3,2,6,33.3,0,0.2,-0.2,2,1,2,2,1,,21,1,0,0,4,1,6,0,0,0,0,13,1,8,4,16,1,1,0,0,1,0,1,,2,3.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,6,2,33.3,1,4,1,0,0,0,0,0,0,1,0,,25,2,4,8,14,2,24,1,2,50,1,0,19,89,33,1,1,0,0,0,29,21,72.4,5,,1,0,0,1,0,0,6,0,0,0,0,0,2,0,2,0
Chiquinho,pt POR,MF,FW,Benfica,Europa League,2020,1995,1.6,,0,3,0,0,1.87,0,0,,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,41,58,70.7,664,170,21,25,84,16,20,80,4,7,57.1,0,0,0,0,1,2,1,3,,57,1,0,0,5,0,3,1,1,0,0,43,7,8,5,49,2,0,2,0,0,0,5,,2,1.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,4,3,3,0,3,6,50,3,42,18,42.9,12,19,11,6,0,0,6,1,7,0,0,,81,0,13,33,42,8,80,2,3,66.7,2,0,54,278,116,7,3,2,2,2,64,51,79.7,15,,0,0,0,2,2,0,3,1,4,0,0,0,13,0,1,0
Tahith Chong,nl NED,FW,,Manchester Utd,Europa League,2020,1999,2.7,,0,3,0,0,1.09,0,0,,15.4,0,0,0,0.9,0.9,0.29,-0.9,-0.9,,84,109,77.1,1400,295,40,45,88.9,36,46,78.3,7,9,77.8,2,0.2,1.8,2,5,0,0,8,,102,7,1,1,20,0,3,0,0,0,0,87,17,5,91,10,1,6,0,0,2,4,8,,7,2.55,5,0,2,0,0,0,3,1.09,2,0,1,0,0,0,0,,2,0,1,1,0,1,3,33.3,2,49,18,36.7,12,20,17,4,0,0,4,0,2,1,0,,157,2,21,69,76,14,151,8,10,80,8,0,128,693,411,21,3,5,9,10,146,120,82.2,22,,0,0,0,1,9,0,3,0,0,0,0,0,14,2,6,25
Anders Christiansen,dk DEN,MF,,Malmö,Europa League,2020,1990,4.3,,0,10,2,20,2.32,0.46,0,0,24.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4,,163,214,76.2,3012,783,66,77,85.7,67,83,80.7,27,45,60,0,0.1,-0.1,3,15,2,0,17,,188,26,10,0,45,12,5,10,3,0,3,128,46,40,13,186,10,2,1,2,5,5,5,,11,2.55,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,,4,3,3,1,0,1,3,33.3,2,64,21,32.8,14,37,13,5,0,0,5,3,7,3,0,,262,7,40,166,73,3,237,1,3,33.3,1,0,170,824,466,18,5,0,4,7,201,181,90,10,,2,0,0,5,10,1,5,3,3,0,0,0,34,2,4,33.3
Ryan Christie,sco SCO,MF,FW,Celtic,Europa League,2020,1995,5.7,,3,12,2,16.7,2.11,0.35,0.17,1,21.7,0,1,1,1.4,0.7,0.06,1.6,1.3,,194,254,76.4,3438,1153,88,100,88,77,91,84.6,21,46,45.7,1,1.3,-0.3,13,14,12,0,34,,217,37,9,1,52,21,7,24,13,8,0,158,45,51,203,38,6,2,2,0,5,7,12,,26,4.56,14,9,0,0,1,2,3,0.53,2,1,0,0,0,0,0,,22,14,12,8,2,4,17,23.5,13,201,50,24.9,41,99,61,7,2,0,5,11,33,8,0,,355,10,50,172,161,19,321,6,16,37.5,7,0,223,1227,661,36,13,5,10,13,279,208,74.6,37,,3,0,0,10,9,0,7,11,14,0,1,0,53,4,6,40
Cicinho,bg BUL,DF,,Ludogorets,Europa League,2020,1988,7.8,,0,2,0,0,0.26,0,0,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,377,472,79.9,6681,2783,185,210,88.1,151,176,85.8,34,68,50,1,0.5,0.5,6,27,6,4,39,,374,98,10,1,69,25,17,0,0,0,0,217,149,106,35,322,18,88,1,0,9,6,15,,10,1.29,8,0,2,0,0,0,1,0.13,1,0,0,0,0,0,0,,25,13,17,5,3,4,13,30.8,9,140,34,24.3,83,39,18,21,4,0,17,14,39,21,0,,608,39,202,303,139,4,516,23,35,65.7,27,4,362,1857,1074,55,17,1,20,11,384,344,89.6,8,,2,0,0,9,19,2,17,14,13,0,0,0,80,11,3,78.6
Gojko Cimirot,ba BIH,MF,,Standard Liège,Europa League,2020,1992,6,,0,5,1,20,0.83,0.17,0,0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,229,263,87.1,5043,1092,65,72,90.3,116,125,92.8,46,60,76.7,0,0.5,-0.5,5,25,3,0,23,,248,15,15,2,77,14,0,0,0,0,0,193,35,35,24,233,5,0,1,0,9,3,2,,10,1.67,9,0,0,0,1,0,1,0.17,1,0,0,0,0,0,0,,9,7,5,3,1,5,10,50,5,127,30,23.6,47,70,10,6,1,0,5,4,13,6,0,,311,10,82,230,34,1,298,6,8,75,6,0,220,1327,562,19,9,0,0,11,219,198,90.4,5,,1,0,0,8,3,0,0,4,7,0,0,0,66,0,3,0
Eldar Ćivić,ba BIH,DF,,Ferencváros,Europa League,2020,1996,3,,0,2,0,0,0.67,0,0,,26.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,128,164,78,2202,1015,74,85,87.1,40,48,83.3,14,27,51.9,0,0,0,0,8,2,1,12,,131,33,3,0,30,6,4,0,0,0,0,92,34,38,112,11,8,30,0,1,2,4,8,,5,1.67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4,3,3,2,3,5,60,2,48,8,16.7,25,18,5,12,1,0,11,3,11,12,0,,204,12,74,98,55,0,173,3,3,100,3,0,112,792,511,28,12,0,2,1,108,101,93.5,4,,2,1,1,8,1,0,4,3,4,0,0,0,34,7,5,58.3
Jordy Clasie,nl NED,MF,DF,AZ Alkmaar,Europa League,2020,1991,3.7,,0,3,0,0,0.81,0,0,,34.1,0,0,0,0,0,0.01,0,0,,216,259,83.4,4210,1466,80,89,89.9,112,125,89.6,24,41,58.5,0,0.2,-0.2,1,18,4,0,27,,253,6,5,1,57,7,3,0,0,0,0,177,36,46,15,222,19,1,1,1,4,4,4,,3,0.81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,11,6,9,2,9,16,56.3,7,66,18,27.3,19,42,5,8,2,0,6,2,19,5,0,,298,16,92,187,37,1,292,1,3,33.3,1,0,195,817,376,14,4,0,4,1,198,191,96.5,4,,1,0,0,4,3,0,3,2,11,0,1,0,69,1,3,25
Gaël Clichy,fr FRA,DF,,Başakşehir,Europa League,2020,1985,10.3,,0,3,1,33.3,0.29,0.1,0,0,34.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,526,677,77.7,9796,4530,230,254,90.6,229,278,82.4,61,128,47.7,2,1.2,0.8,13,45,12,8,44,,550,127,14,3,122,19,32,1,0,1,0,351,158,168,436,92,30,112,2,4,17,11,14,,19,1.84,17,1,0,0,0,1,2,0.19,2,0,0,0,0,0,0,,26,16,16,9,1,13,30,43.3,17,136,41,30.1,68,52,16,21,2,0,19,15,41,39,0,,789,49,278,411,148,6,666,7,10,70,7,0,425,2286,1321,37,12,1,5,7,483,459,95,15,,2,0,0,8,4,0,32,15,16,0,0,0,96,6,12,33.3
Conor Coady,eng ENG,DF,,Wolves,Europa League,2020,1993,11,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,474,525,90.3,12752,4650,69,72,95.8,248,261,95,157,188,83.5,0,0,0,0,34,1,0,14,,515,10,10,1,44,26,0,0,0,0,0,367,46,112,22,480,15,0,3,0,8,1,4,,5,0.45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,4,2,0,2,7,28.6,5,54,15,27.8,39,15,0,13,8,0,5,5,11,30,1,,577,83,359,248,0,0,567,3,3,100,3,0,424,2126,1025,9,0,0,0,0,442,439,99.3,0,,1,0,0,5,3,0,0,5,5,0,0,0,70,8,8,50
Sebastián Coates,uy URU,DF,,Sporting CP,Europa League,2020,1990,7.3,,2,4,2,50,0.55,0.27,0.5,1,8,0,0,0,0.5,0.5,0.12,1.5,1.5,,226,285,79.3,5619,1986,40,47,85.1,135,148,91.2,51,89,57.3,0,0,0,0,17,1,0,20,,274,11,11,0,48,7,1,0,0,0,0,188,35,62,15,258,4,0,2,0,6,5,2,,2,0.27,1,0,0,0,0,1,1,0.14,0,0,0,0,0,1,0,,15,12,10,5,0,6,9,66.7,3,55,19,34.5,39,15,1,17,10,1,7,5,20,67,0,,391,76,261,142,12,7,382,3,4,75,3,0,222,1220,617,13,3,0,0,0,240,236,98.3,6,,1,0,0,12,4,0,1,5,12,0,0,1,40,19,6,76
Eray Cömert,ch SUI,DF,MF,Basel,Europa League,2020,1998,10,,0,12,3,25,1.2,0.3,0,0,21.2,0,0,0,0.8,0.8,0.07,-0.8,-0.8,,494,557,88.7,10663,3304,151,163,92.6,252,265,95.1,88,120,73.3,1,0.2,0.8,2,19,2,0,15,,537,20,19,0,63,11,0,0,0,0,0,427,71,59,77,450,24,1,1,0,12,10,5,,6,0.6,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0,0,,18,8,11,7,0,9,27,33.3,18,156,43,27.6,90,60,6,21,8,0,13,15,33,37,0,,674,77,423,288,27,8,654,0,0,,0,0,395,2680,1371,27,10,0,4,4,460,454,98.7,4,,3,0,0,12,8,0,0,15,8,0,0,0,97,11,10,52.4
Kobe Cools,be BEL,DF,,F91 Dudelange,Europa League,2020,1997,4.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,134,161,83.2,3035,1209,35,42,83.3,76,80,95,22,38,57.9,0,0,0,1,10,0,0,8,,156,5,5,0,19,7,0,0,0,0,0,121,12,28,25,125,9,0,1,0,2,2,1,,2,0.47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,3,5,1,0,2,7,28.6,5,43,8,18.6,29,12,2,10,5,0,5,3,9,27,0,,209,28,129,85,1,0,205,0,0,,0,0,120,493,192,5,0,0,1,0,129,124,96.1,1,,1,0,0,9,1,0,0,3,3,0,0,0,33,4,2,66.7
Duje Čop,hr CRO,MF,FW,Standard Liège,Europa League,2020,1990,1.8,,0,3,0,0,1.69,0,0,,19.1,0,0,0,0.8,0.8,0.25,-0.8,-0.8,,26,41,63.4,513,224,9,20,45,11,11,100,5,7,71.4,0,0.1,-0.1,1,3,3,1,6,,39,2,0,0,10,1,1,0,0,0,0,21,12,8,5,31,3,0,0,1,2,3,1,,3,1.69,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,1,3,33.3,2,40,8,20,3,23,14,2,0,0,2,2,3,2,0,,63,4,9,34,25,4,61,2,3,66.7,2,0,35,128,91,4,2,0,6,2,74,44,59.5,12,,0,0,0,3,1,1,1,2,1,0,0,0,9,5,8,38.5
Sébastien Corchia,fr FRA,DF,,Espanyol,Europa League,2020,1990,4,,0,1,0,0,0.25,0,0,,16.8,0,0,0,0,0,0.04,0,0,,128,194,66,2417,854,67,80,83.8,46,73,63,15,35,42.9,1,0.6,0.4,5,8,6,4,12,,148,46,4,0,34,11,25,1,0,1,0,79,63,52,16,134,2,41,1,1,7,5,10,,9,2.25,6,0,1,0,2,0,1,0.25,1,0,0,0,0,0,0,,2,1,1,0,1,0,4,0,4,38,16,42.1,13,19,6,9,1,0,8,2,4,14,0,,250,9,51,107,109,13,206,4,11,36.4,5,1,161,924,594,42,10,2,8,6,190,153,80.5,14,,0,0,0,2,10,2,25,2,1,0,0,0,22,4,4,50
