Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Salvador Ferrer,es ESP,DF,,Spezia,it Serie A,2021,1998,10,,0,2,0,0,0.2,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,13,7,0,38,18,8,,,0,,,,
Facundo Ferreyra,ar ARG,FW,,Celta Vigo,es La Liga,2021,1991,1.7,,1,5,1,20,2.96,0.59,0.2,1,12.5,0,0,0,1.2,1.2,0.25,-0.2,-0.2,,23,33,69.7,358,38,11,15,73.3,8,12,66.7,2,2,100,0,0,0,0,0,0,0,1,,30,3,1,0,11,0,1,0,0,0,0,17,9,7,8,11,2,1,5,0,0,1,2,,1,0.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,,0,35,9,25.7,5,21,9,3,0,0,3,0,1,2,0,,60,1,5,30,28,6,57,1,1,100,1,0,34,89,21,1,0,0,6,6,88,41,46.6,14,,3,0,0,10,4,1,1,0,1,0,0,0,7,8,8,50
Jordan Ferri,fr FRA,MF,,Montpellier,fr Ligue 1,2021,1992,24.5,,0,4,2,50,0.16,0.08,0,0,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,1245,1452,85.7,27214,6327,389,429,90.7,574,643,89.3,267,337,79.2,1,0.8,0.2,16,127,13,4,126,,1416,36,31,0,165,80,13,1,0,0,1,1066,149,237,87,1297,41,4,7,5,13,23,30,,48,1.96,39,0,0,1,3,5,3,0.12,2,0,0,0,0,1,0,,69,51,39,26,4,23,86,26.7,63,485,176,36.3,202,233,50,31,3,1,28,15,84,15,0,,1641,28,464,1076,236,13,1611,14,22,63.6,14,0,1144,6354,3025,108,28,3,21,34,1263,1178,93.3,39,,5,0,0,40,33,0,13,15,51,0,0,0,291,19,29,39.6
Fidel,es ESP,MF,DF,Elche,es La Liga,2021,1989,18.5,,4,7,3,42.9,0.38,0.16,0.29,0.67,24.8,2,2,2,2.5,1,0.14,1.5,1,,640,843,75.9,11459,3781,314,357,88,227,283,80.2,83,165,50.3,3,3.5,-0.5,31,51,13,6,56,,713,130,37,0,147,41,46,29,13,11,0,513,142,188,673,85,16,63,0,1,18,20,30,,43,2.33,27,11,1,0,4,0,5,0.27,4,1,0,0,0,0,0,,34,22,21,9,4,18,59,30.5,41,274,71,25.9,129,112,33,28,3,0,25,9,43,13,0,,1036,23,285,551,283,28,914,32,55,58.2,34,4,684,3494,2097,99,33,7,27,39,835,699,83.7,49,,4,0,0,15,32,4,46,9,22,0,0,0,117,7,16,30.4
Sam Field,eng ENG,MF,,West Brom,eng Premier League,2021,1998,0.7,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,15,23,65.2,223,41,10,14,71.4,4,5,80,1,3,33.3,0,0,0,0,1,0,0,2,,23,0,0,0,5,0,0,0,0,0,0,12,0,11,16,0,6,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,7,4,5,0,2,3,66.7,1,22,10,45.5,8,13,1,6,1,0,5,0,9,4,0,,44,5,17,28,2,0,44,1,2,50,2,0,14,32,19,1,1,0,0,1,12,12,100,0,,0,0,0,2,1,0,0,0,7,0,0,0,12,1,2,33.3
Alfreð Finnbogason,is ISL,FW,,Augsburg,de Bundesliga,2021,1989,4.6,,0,9,6,66.7,1.95,1.3,0,0,14,0,0,1,2.2,1.5,0.16,-2.2,-1.5,,85,141,60.3,1615,386,34,54,63,32,53,60.4,14,19,73.7,1,1,0,8,11,3,1,15,,136,5,0,2,39,3,8,1,0,0,0,77,40,24,31,82,13,1,4,1,3,7,7,,16,3.46,12,0,2,2,0,0,1,0.22,1,0,0,0,0,0,0,,1,1,0,1,0,0,2,0,2,61,20,32.8,13,30,18,6,1,0,5,1,2,3,0,,193,4,26,97,82,19,187,5,7,71.4,5,0,123,552,282,11,1,0,14,8,269,142,52.8,48,,0,0,0,6,3,2,8,1,1,0,0,0,30,13,22,37.1
Roberto Firmino,br BRA,FW,,Liverpool,eng Premier League,2021,1991,24.7,,6,65,23,35.4,2.63,0.93,0.09,0.26,13.2,0,0,0,10.6,10.6,0.17,-4.6,-4.6,,790,989,79.9,11678,2802,465,546,85.2,248,310,80,48,66,72.7,5,4.1,0.9,30,57,27,0,92,,953,36,3,6,217,9,24,2,0,0,0,769,147,73,129,796,30,13,9,2,2,42,36,,79,3.2,58,0,9,8,3,1,7,0.28,6,0,0,1,0,0,0,,30,18,3,11,16,9,28,32.1,19,400,117,29.3,56,175,169,45,2,0,43,9,39,6,0,,1275,7,91,596,655,179,1240,34,50,68,35,3,883,3816,1888,121,28,24,47,38,1376,967,70.3,249,,1,0,0,19,15,2,24,9,18,0,0,0,153,22,67,24.7
Junior Firpo,es ESP,DF,,Barcelona,es La Liga,2021,1996,2.7,,1,1,1,100,0.37,0.37,1,1,3,0,0,0,0.8,0.8,0.83,0.2,0.2,,180,198,90.9,2538,717,102,109,93.6,69,74,93.2,3,6,50,1,0.7,0.3,5,8,1,0,12,,177,21,4,0,23,0,4,0,0,0,0,161,29,8,146,29,4,17,1,2,0,5,4,,8,2.95,6,0,0,0,1,1,1,0.37,1,0,0,0,0,0,0,,2,2,1,1,0,0,1,0,1,27,11,40.7,13,10,4,5,3,0,2,3,5,5,0,,224,12,57,111,76,11,204,3,6,50,3,1,153,693,414,21,8,3,3,1,180,167,92.8,14,,1,0,0,6,6,2,4,3,2,0,0,0,15,1,2,33.3
John Fleck,sco SCO,MF,,Sheffield Utd,eng Premier League,2021,1991,20.6,,0,14,4,28.6,0.68,0.19,0,0,22.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,674,883,76.3,11003,3564,353,393,89.8,228,282,80.9,67,161,41.6,2,2.1,-0.1,26,87,19,1,76,,801,82,25,1,106,29,25,44,23,7,8,588,106,189,764,66,31,5,9,2,8,22,19,,53,2.57,36,11,3,2,0,1,3,0.15,2,1,0,0,0,0,0,,32,19,16,12,4,9,44,20.5,35,363,95,26.2,126,174,63,31,3,0,28,29,61,14,0,,1065,23,182,528,430,26,988,27,40,67.5,28,4,669,3330,2114,98,42,5,18,28,775,694,89.5,46,,3,0,0,23,22,1,25,29,19,0,0,0,170,9,16,36
Alessandro Florenzi,it ITA,DF,,Paris S-G,fr Ligue 1,2021,1991,15.1,,2,19,7,36.8,1.26,0.46,0.11,0.29,18.9,0,0,0,2,2,0.11,0,0,,711,864,82.3,12280,3313,367,398,92.2,254,307,82.7,76,134,56.7,1,2,-1,19,32,23,17,53,,767,97,6,0,57,24,65,3,1,2,0,540,157,167,47,689,30,88,3,2,19,18,13,,26,1.72,21,3,0,2,0,0,1,0.07,1,0,0,0,0,0,0,,23,16,11,8,4,8,29,27.6,21,147,48,32.7,47,56,44,15,1,0,14,15,38,27,0,,978,44,223,446,354,47,882,4,10,40,4,2,609,2858,1481,64,18,8,10,2,717,669,93.3,64,,1,0,0,9,6,2,65,15,16,0,0,0,120,10,23,30.3
Kingsley Fobi,gh GHA,DF,,Granada,es La Liga,2021,1998,0.5,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,8,12,66.7,127,68,4,6,66.7,4,6,66.7,0,0,,0,0,0,0,0,1,0,1,,7,5,0,0,1,0,0,0,0,0,0,4,3,5,1,5,1,5,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,,15,2,7,6,3,0,10,0,0,,0,0,6,46,26,0,0,0,0,0,5,5,100,1,,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Phil Foden,eng ENG,FW,MF,Manchester City,eng Premier League,2021,2000,14.9,,6,37,17,45.9,2.48,1.14,0.16,0.35,14.7,0,0,0,4.2,4.2,0.11,1.8,1.8,,555,681,81.5,8425,1723,328,364,90.1,179,215,83.3,34,71,47.9,5,3.7,1.3,29,32,17,1,48,,636,45,3,0,95,24,32,36,6,19,5,543,58,80,606,48,15,4,0,4,9,14,24,,53,3.55,35,5,9,3,0,1,12,0.8,8,0,1,3,0,0,0,,22,14,9,9,4,8,17,47.1,9,242,74,30.6,41,86,115,13,1,0,12,11,33,8,0,,869,11,72,306,541,126,824,37,62,59.7,42,4,645,3039,1768,112,26,32,29,29,837,679,81.1,137,,0,0,0,12,25,2,32,11,14,0,0,0,79,12,23,34.3
Mamadou Fofana,ml MLI,MF,DF,Metz,fr Ligue 1,2021,1998,11.4,,0,3,0,0,0.26,0,0,,12.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,,351,420,83.6,6975,1963,129,146,88.4,168,191,88,49,76,64.5,0,0.1,-0.1,2,9,0,0,13,,407,13,13,0,57,7,0,0,0,0,0,309,38,73,70,321,26,0,1,0,7,8,6,,5,0.44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,14,20,11,0,10,33,30.3,23,166,47,28.3,99,64,3,19,3,0,16,14,45,41,0,,530,53,267,260,27,5,517,3,3,100,3,0,304,1390,715,10,1,0,2,4,300,290,96.7,1,,2,0,0,12,2,0,0,14,14,0,0,0,111,5,12,29.4
Seko Fofana,ci CIV,MF,,Lens,fr Ligue 1,2021,1995,20.7,,2,33,9,27.3,1.59,0.43,0.06,0.22,20.4,0,0,0,2.5,2.5,0.08,-0.5,-0.5,,919,1073,85.6,15685,2842,452,512,88.3,377,425,88.7,76,103,73.8,3,2.3,0.7,23,56,16,2,76,,1056,17,7,3,159,20,20,0,0,0,0,895,77,101,193,813,34,3,9,2,11,18,24,,53,2.56,44,0,3,3,3,0,12,0.58,9,0,1,1,1,0,0,,18,10,4,11,3,7,28,25,21,266,87,32.7,79,135,52,29,5,0,24,27,45,15,0,,1294,23,209,855,355,52,1279,32,57,56.1,36,3,917,5896,3162,137,53,8,37,34,1153,992,86,125,,2,0,0,18,20,1,20,27,10,1,0,0,182,24,18,57.1
Wesley Fofana,fr FRA,DF,,Leicester City,eng Premier League,2021,2000,18.7,,0,7,0,0,0.37,0,0,,8.8,0,0,0,0.8,0.8,0.11,-0.8,-0.8,,1052,1211,86.9,21975,5987,324,357,90.8,547,599,91.3,173,239,72.4,0,0.3,-0.3,5,73,1,0,58,,1156,55,26,2,118,23,1,0,0,0,0,953,100,158,105,998,43,29,2,2,22,13,6,,16,0.85,12,0,0,1,2,1,1,0.05,0,0,0,0,1,0,0,,43,27,30,12,1,10,23,43.5,13,171,55,32.2,103,62,6,35,16,0,19,32,75,87,0,,1426,176,698,771,71,12,1376,11,13,84.6,11,0,946,6377,3638,108,22,0,11,8,973,941,96.7,3,,5,0,0,22,19,2,1,32,27,1,0,0,216,60,39,60.6
Wesley Fofana,fr FRA,DF,,Saint-Étienne,fr Ligue 1,2021,2000,3.5,,0,2,0,0,0.57,0,0,,8.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2,,148,184,80.4,3041,1077,47,54,87,80,85,94.1,20,40,50,0,0,0,1,7,0,0,11,,175,9,4,0,16,2,1,0,0,0,0,134,21,29,5,162,9,5,0,3,4,1,3,,3,0.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,5,1,0,3,4,75,1,27,13,48.1,20,5,2,8,3,0,5,4,10,18,0,,227,36,135,93,13,5,218,2,3,66.7,2,0,127,787,471,9,1,0,1,1,148,146,98.6,6,,1,0,0,6,5,1,1,4,5,0,0,0,34,10,7,58.8
Youssouf Fofana,fr FRA,MF,,Monaco,fr Ligue 1,2021,1999,25.4,,0,29,3,10.3,1.14,0.12,0,0,23.4,1,0,0,1.6,1.6,0.06,-1.6,-1.6,,1154,1365,84.5,23344,5292,423,470,90,524,592,88.5,185,265,69.8,1,1.8,-0.8,24,124,24,2,135,,1315,50,33,2,173,54,11,17,5,11,0,1046,122,197,241,1079,34,0,2,3,28,26,17,,49,1.93,34,9,2,0,2,2,6,0.24,4,1,0,0,1,0,0,,87,72,31,46,10,18,58,31,40,460,181,39.3,133,278,49,38,4,0,34,31,118,20,1,,1625,38,354,1069,309,16,1577,25,38,65.8,25,2,1082,5547,2929,124,34,2,17,32,1213,1140,94,54,,8,1,1,40,27,0,11,31,72,0,1,0,241,15,15,50
Thomas Foket,be BEL,DF,,Reims,fr Ligue 1,2021,1994,29,,0,5,2,40,0.17,0.07,0,0,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,1150,1457,78.9,21820,7369,453,511,88.6,554,671,82.6,135,226,59.7,1,1.4,-0.4,22,51,20,12,79,,1147,310,20,0,144,27,36,0,0,0,0,847,343,267,107,1000,45,290,2,4,33,44,47,,34,1.17,30,2,0,0,1,1,2,0.07,1,0,0,0,1,0,0,,77,40,47,21,9,23,50,46,27,356,109,30.6,197,114,45,51,3,0,48,41,118,84,0,,1752,100,676,808,402,25,1452,13,19,68.4,13,1,968,6106,3527,129,57,2,17,16,1076,966,89.8,84,,3,0,0,27,30,4,36,41,40,1,0,1,206,23,39,37.1
Ramón Folch,es ESP,MF,,Elche,es La Liga,2021,1989,0,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lamine Fomba,fr FRA,MF,,Nîmes,fr Ligue 1,2021,1998,19,,0,19,5,26.3,1,0.26,0,0,15.9,0,0,0,1.7,1.7,0.09,-1.7,-1.7,,459,560,82,7393,1546,247,288,85.8,151,180,83.9,42,60,70,0,0.5,-0.5,11,29,4,0,26,,553,7,5,1,75,14,1,0,0,0,0,418,88,54,86,429,27,1,5,0,12,16,9,,22,1.16,18,0,2,0,1,1,1,0.05,1,0,0,0,0,0,0,,61,41,25,27,9,17,50,34,33,503,138,27.4,146,272,85,48,16,0,32,29,90,34,2,,809,57,246,420,180,26,802,13,24,54.2,15,0,451,2108,1017,49,7,0,15,32,485,413,85.2,24,,6,0,0,36,15,0,1,29,41,0,1,0,192,24,26,48
Thomas Fontaine,mg MAD,DF,,Lorient,fr Ligue 1,2021,1991,3.6,,0,2,1,50,0.56,0.28,0,0,18,0,0,0,0.1,0.1,0.07,-0.1,-0.1,,89,100,89,1894,859,25,28,89.3,45,47,95.7,16,21,76.2,0,0,0,0,4,0,0,4,,90,10,10,0,7,5,0,0,0,0,0,74,8,18,59,36,2,0,1,0,3,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,4,1,0,1,4,25,3,35,11,31.4,27,8,0,4,2,0,2,1,6,19,0,,133,29,92,43,2,1,123,0,0,,0,0,71,334,152,2,0,0,0,0,79,76,96.2,1,,0,0,0,1,3,0,0,1,2,0,1,0,17,2,6,25
José Fontán,es ESP,DF,,Celta Vigo,es La Liga,2021,2000,3.8,,0,4,3,75,1.06,0.8,0,0,13,0,0,0,0.5,0.5,0.12,-0.5,-0.5,,139,175,79.4,2949,1046,36,42,85.7,80,93,86,20,31,64.5,0,0,0,0,14,2,0,19,,164,11,2,0,26,9,2,0,0,0,0,121,27,27,136,21,7,9,0,1,3,5,7,,2,0.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,4,4,3,0,2,6,33.3,4,61,14,23,25,34,2,7,1,0,6,4,11,22,0,,228,29,103,122,23,5,217,3,3,100,3,0,124,925,616,12,6,0,1,1,147,139,94.6,1,,2,1,1,14,3,1,2,4,4,0,0,0,32,8,4,66.7
José Fonte,pt POR,DF,,Lille,fr Ligue 1,2021,1983,29.4,,3,20,8,40,0.68,0.27,0.15,0.38,11,0,0,0,0.8,0.8,0.04,2.2,2.2,,1717,1898,90.5,37294,10803,495,537,92.2,864,912,94.7,343,424,80.9,0,0.3,-0.3,8,96,7,3,96,,1842,56,52,0,127,67,10,1,0,0,0,1515,118,265,177,1587,80,2,12,3,19,10,13,,23,0.78,20,0,0,1,2,0,2,0.07,0,0,0,1,1,0,0,,36,20,27,6,3,21,28,75,7,155,54,34.8,96,47,12,54,26,0,28,23,59,156,1,,2192,218,1059,1149,133,47,2140,6,6,100,6,1,1423,7026,4002,105,17,0,6,4,1576,1551,98.4,19,,5,0,0,23,14,0,10,23,20,1,0,0,299,79,27,74.5
Fernando Forestieri,it ITA,FW,MF,Udinese,it Serie A,2021,1990,3.5,,1,8,1,12.5,2.26,0.28,0.13,1,17.4,0,0,0,1,1,0.12,0,0,,99,130,76.2,1471,389,61,67,91,29,39,74.4,6,11,54.5,1,1.3,-0.3,8,4,7,4,9,,123,7,2,1,25,4,9,0,0,0,0,88,20,22,8,107,7,2,2,0,2,3,6,,12,3.4,11,0,0,0,1,0,2,0.57,2,0,0,0,0,0,0,,6,4,3,2,1,1,1,100,0,56,22,39.3,13,20,23,5,0,0,5,1,7,1,0,,175,0,18,78,87,16,169,7,10,70,7,0,125,516,222,12,5,1,8,4,173,124,71.7,17,,0,0,0,6,11,0,9,1,4,0,0,0,30,5,8,38.5
Pablo Fornals,es ESP,FW,MF,West Ham,eng Premier League,2021,1996,20,,2,30,8,26.7,1.5,0.4,0.07,0.25,15.9,0,0,0,4,4,0.13,-2,-2,,527,685,76.9,8697,2452,285,324,88,188,248,75.8,48,80,60,3,1.9,1.1,18,43,21,3,66,,668,17,1,2,120,11,20,1,0,0,0,495,94,96,72,557,31,4,9,4,10,17,28,,42,2.1,35,1,1,3,2,0,7,0.35,4,1,0,2,0,0,0,,24,14,10,12,2,5,58,8.6,53,375,74,19.7,121,180,74,40,1,0,39,22,46,4,1,,869,15,162,442,319,50,852,13,33,39.4,15,0,567,3037,1539,80,22,11,17,22,812,602,74.1,83,,3,0,0,20,14,3,20,22,14,0,0,0,149,14,21,40
Emil Forsberg,se SWE,FW,MF,RB Leipzig,de Bundesliga,2021,1991,13.1,,6,27,12,44.4,2.06,0.92,0.19,0.42,17.6,2,1,2,4.5,3,0.11,1.5,2,,337,441,76.4,5293,1228,195,234,83.3,95,117,81.2,33,58,56.9,3,4,-1,22,26,19,1,36,,397,44,9,6,84,13,9,20,5,12,1,331,46,64,32,378,13,2,10,2,11,15,19,,53,4.2,35,6,5,3,2,2,7,0.56,5,0,1,0,0,1,0,,12,6,1,5,6,3,18,16.7,15,213,73,34.3,24,83,106,10,1,0,9,7,19,3,0,,578,3,28,267,321,63,532,21,25,84,21,0,389,1633,797,52,20,8,27,25,682,439,64.4,130,,0,0,0,11,20,6,9,7,6,1,0,0,52,10,23,30.3
Philipp Förster,de GER,FW,MF,Stuttgart,de Bundesliga,2021,1995,10.3,,1,11,5,45.5,1.06,0.48,0.09,0.2,14.8,0,0,0,2.4,2.4,0.22,-1.4,-1.4,,339,438,77.4,5600,1654,171,208,82.2,125,155,80.6,32,47,68.1,0,1.3,-1.3,13,29,21,2,57,,421,17,4,0,89,2,9,3,2,1,0,332,60,46,355,52,11,8,4,5,6,14,24,,29,2.8,22,3,3,0,1,0,3,0.29,3,0,0,0,0,0,0,,20,15,8,10,2,4,15,26.7,11,129,39,30.2,24,68,37,11,1,0,10,11,31,2,0,,537,5,72,288,236,37,522,10,18,55.6,11,0,397,2767,1692,80,37,8,25,11,503,409,81.3,63,,1,0,0,15,14,2,9,11,15,0,0,0,59,9,13,40.9
Steven Fortes,cv CPV,DF,,Lens,fr Ligue 1,2021,1992,12.1,,0,2,0,0,0.17,0,0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,624,711,87.8,14119,3964,149,165,90.3,341,374,91.2,131,164,79.9,0,0.2,-0.2,2,34,0,0,45,,690,21,20,0,70,22,1,0,0,0,0,573,42,96,115,538,42,1,1,0,15,12,6,,7,0.58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,13,11,16,1,9,13,69.2,4,138,43,31.2,75,55,8,15,4,0,11,22,50,50,0,,826,57,415,465,17,3,807,1,2,50,1,0,542,3467,2028,54,1,0,2,1,584,575,98.5,3,,4,0,0,19,6,0,1,22,13,0,0,1,108,30,16,65.2
Timothy Fosu-Mensah,nl NED,DF,,Manchester Utd,eng Premier League,2021,1998,0.9,,0,1,0,0,1.13,0,0,,28.4,0,0,0,0,0,0.03,0,0,,65,75,86.7,1070,258,30,34,88.2,32,34,94.1,3,6,50,0,0.3,-0.3,2,4,1,1,1,,71,4,0,0,8,0,5,0,0,0,0,62,7,6,8,60,1,4,1,0,1,1,2,,4,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,2,1,0,1,1,100,0,7,2,28.6,3,4,0,1,0,0,1,1,4,1,0,,85,1,16,38,37,4,81,0,0,,0,0,61,263,157,7,4,1,1,2,66,64,97,8,,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100
Timothy Fosu-Mensah,nl NED,DF,,Leverkusen,de Bundesliga,2021,1998,4.5,,0,3,1,33.3,0.66,0.22,0,0,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,,304,352,86.4,5677,2013,130,135,96.3,137,152,90.1,35,58,60.3,0,0.1,-0.1,3,30,6,2,29,,309,43,5,0,54,10,5,0,0,0,0,250,50,52,39,258,8,38,1,0,1,7,4,,6,1.32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,5,3,1,4,6,66.7,2,38,17,44.7,14,19,5,13,1,0,12,6,15,6,0,,400,16,101,241,74,4,357,4,7,57.1,4,0,266,861,408,18,5,1,2,7,292,279,95.5,10,,2,0,0,5,4,0,5,6,5,0,0,0,39,11,3,78.6
Daam Foulon,be BEL,DF,,Benevento,it Serie A,2021,1999,10.7,,0,1,0,0,0.09,0,0,,26.5,0,0,0,0,0,0.02,0,0,,326,443,73.6,5893,2371,127,151,84.1,163,203,80.3,33,69,47.8,1,0.3,0.7,5,22,5,3,28,,350,93,15,0,40,4,19,1,0,1,0,263,79,101,296,47,16,77,0,1,18,7,21,,9,0.84,7,2,0,0,0,0,1,0.09,0,1,0,0,0,0,0,,23,8,18,5,0,12,27,44.4,15,129,35,27.1,79,40,10,28,3,0,25,6,29,30,0,,555,46,206,254,124,4,465,5,11,45.5,5,0,285,1585,985,27,12,2,9,3,339,312,92,6,,4,0,0,15,21,0,19,6,8,0,0,1,58,12,5,70.6
Dimitri Foulquier,fr FRA,DF,,Granada,es La Liga,2021,1993,20.6,,0,5,3,60,0.24,0.15,0,0,16.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,580,762,76.1,10168,4767,267,308,86.7,248,306,81,56,109,51.4,3,1.6,1.4,9,34,9,4,53,,522,240,4,0,87,8,26,0,0,0,0,324,231,207,69,411,34,235,3,2,19,11,40,,19,0.92,16,1,0,1,1,0,4,0.19,3,0,0,1,0,0,0,,28,19,16,9,3,9,21,42.9,12,217,68,31.3,88,97,32,31,3,0,28,20,48,49,1,,967,54,275,484,269,19,730,15,41,36.6,17,2,467,2284,1514,69,32,5,13,25,472,419,88.8,21,,7,0,0,23,13,2,26,20,19,0,1,1,161,18,30,37.5
Juan Foyth,ar ARG,DF,MF,Villarreal,es La Liga,2021,1998,10,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,495,552,89.7,9249,2932,213,231,92.2,218,236,92.4,60,72,83.3,0,0.2,-0.2,3,38,11,1,44,,505,47,11,2,79,9,2,0,0,0,0,412,67,73,56,411,25,36,4,0,7,7,7,,11,1.1,10,0,0,0,1,0,1,0.1,1,0,0,0,0,0,0,,37,23,22,10,5,7,22,31.8,15,155,52,33.5,63,80,12,28,8,1,20,12,49,23,0,,657,33,227,397,87,3,612,13,15,86.7,13,0,410,1989,1114,42,15,0,3,7,427,411,96.3,3,,6,0,0,17,9,0,2,12,23,0,1,0,97,30,15,66.7
Gianluca Frabotta,it ITA,DF,,Juventus,it Serie A,2021,1999,7.7,,0,4,2,50,0.52,0.26,0,0,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,403,484,83.3,6975,2232,168,186,90.3,199,226,88.1,29,52,55.8,1,1.2,-0.2,5,18,5,3,36,,416,68,8,1,50,7,31,1,0,0,0,319,101,64,367,37,11,59,0,1,13,8,17,,15,1.96,13,1,1,0,0,0,2,0.26,2,0,0,0,0,0,0,,7,6,4,2,1,2,12,16.7,10,98,26,26.5,38,36,24,15,2,0,13,12,19,17,0,,557,23,159,251,174,18,490,5,11,45.5,5,0,343,1491,801,34,9,3,6,8,402,369,91.8,27,,5,0,0,12,2,0,31,12,6,0,0,0,64,13,15,46.4
