Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Michy Batshuayi,be BEL,FW,,Crystal Palace,eng Premier League,2019,1993,8.3,,5,26,10,38.5,3.12,1.2,0.19,0.5,15.6,0,0,0,3.5,3.5,0.14,1.5,1.5,,106,140,75.7,1789,315,59,75,78.7,32,43,74.4,13,16,81.3,0,0.7,-0.7,8,5,4,0,8,,135,5,1,0,28,3,3,0,0,0,0,99,22,19,32,90,10,0,5,1,4,2,7,,16,2.73,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,5,0,5,110,23,20.9,10,63,37,7,3,0,4,2,3,3,0,,219,4,18,111,97,30,214,5,16,31.3,6,0,161,600,282,14,3,5,15,12,310,170,54.8,70,,0,0,0,7,2,13,3,5,1,0,0,0,50,10,25,28.6
Robert Bauer,de GER,DF,,Nürnberg,de Bundesliga,2019,1995,19.1,,0,9,1,11.1,0.47,0.05,0,0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,,594,827,71.8,11390,5284,238,283,84.1,277,349,79.4,72,164,43.9,0,0.7,-0.7,11,63,8,5,63,,627,200,22,0,98,22,28,12,0,4,0,450,128,249,103,516,37,166,1,4,23,32,29,,22,1.15,12,7,0,0,3,0,0,0,0,0,0,0,0,0,0,,46,20,35,10,1,18,36,50,18,225,59,26.2,153,54,18,40,7,0,33,22,68,71,0,,1038,100,378,472,253,8,841,6,6,100,6,0,537,2934,1640,67,26,3,7,15,520,483,92.9,20,,4,1,1,19,18,0,28,22,20,0,0,0,160,10,16,38.5
Timo Baumgartl,de GER,DF,,Stuttgart,de Bundesliga,2019,1996,18,,1,3,2,66.7,0.17,0.11,0.33,0.5,11.2,0,0,0,0.2,0.2,0.07,0.8,0.8,,717,865,82.9,15481,6271,223,247,90.3,362,404,89.6,131,203,64.5,0,0,0,2,40,5,2,40,,800,65,49,1,114,26,3,0,0,0,0,610,84,171,78,693,58,16,6,2,12,5,13,,5,0.28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,36,22,25,11,0,9,22,40.9,13,154,51,33.1,104,46,4,40,16,1,24,14,50,102,0,,1070,135,647,464,39,12,1011,4,4,100,4,0,630,3350,1746,37,6,0,5,1,623,614,98.6,5,,2,0,0,12,14,1,3,14,22,0,0,0,189,25,13,65.8
Julian Baumgartlinger,at AUT,MF,,Leverkusen,de Bundesliga,2019,1988,17.3,,0,10,0,0,0.58,0,0,,22.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9,,1249,1394,89.6,22638,4905,579,640,90.5,479,523,91.6,163,187,87.2,1,0.9,0.1,12,98,11,0,94,,1351,43,37,2,222,55,2,2,0,0,0,1113,130,151,237,1087,44,4,4,1,15,16,18,,30,1.73,29,0,0,0,0,0,5,0.29,4,0,0,0,0,0,1,,54,34,27,22,5,19,47,40.4,28,325,102,31.4,90,196,39,29,5,0,24,20,74,28,0,,1566,52,367,993,292,26,1525,14,17,82.4,15,1,1123,4526,2145,83,23,2,13,14,1220,1149,94.2,44,,2,0,0,20,19,0,2,20,34,0,0,0,216,20,18,52.6
Christoph Baumgartner,at AUT,MF,,Hoffenheim,de Bundesliga,2019,1999,0.9,,0,2,0,0,2.12,0,0,,18.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,23,36,63.9,394,90,12,18,66.7,9,13,69.2,2,4,50,0,0,0,0,4,0,0,5,,36,0,0,0,7,1,1,0,0,0,0,24,5,7,4,30,1,0,0,0,2,3,2,,7,7.41,1,0,2,0,4,0,3,3.18,1,0,0,0,2,0,0,,2,1,0,1,1,1,3,33.3,2,21,5,23.8,5,11,5,2,0,0,2,0,2,0,0,,52,0,7,36,16,3,52,4,5,80,5,0,46,361,280,11,6,1,2,2,44,34,77.3,3,,2,1,1,2,3,0,1,0,1,0,0,0,11,1,0,100
Jon Bautista,es ESP,FW,,Real Sociedad,es La Liga,2019,1995,6.6,,1,19,5,26.3,2.86,0.75,0.05,0.2,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5,,83,136,61,1147,209,49,78,62.8,26,43,60.5,4,5,80,0,0.1,-0.1,3,5,2,0,9,,127,9,0,0,49,0,2,0,0,0,0,69,30,37,19,61,21,0,2,2,2,3,2,,8,1.21,5,0,2,0,1,0,1,0.15,0,0,0,0,1,0,0,,8,5,0,3,5,2,9,22.2,7,143,33,23.1,6,73,64,5,1,0,4,3,11,7,0,,232,9,16,124,101,34,223,7,10,70,8,1,124,326,152,9,3,3,26,12,347,164,47.3,69,,1,0,0,14,9,9,2,3,5,1,0,0,21,41,43,48.8
Paul Baysse,fr FRA,DF,,Bordeaux,fr Ligue 1,2019,1988,0.8,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,25,34,73.5,540,239,10,11,90.9,10,13,76.9,5,9,55.6,0,0,0,0,1,0,0,3,,32,2,2,0,6,1,0,0,0,0,0,17,5,12,10,17,4,0,1,0,3,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,1,8,2,25,7,1,0,0,0,0,0,1,2,4,0,,41,7,24,19,0,0,39,0,0,,0,0,18,89,26,2,0,0,0,0,17,16,94.1,0,,1,0,0,1,0,0,0,1,1,0,0,0,13,2,0,100
Paul Baysse,fr FRA,DF,,Caen,fr Ligue 1,2019,1988,19.9,,0,13,3,23.1,0.65,0.15,0,0,10.2,0,0,0,1,1,0.08,-1,-1,,662,813,81.4,16254,5133,142,165,86.1,328,366,89.6,187,268,69.8,0,0.2,-0.2,3,32,1,0,30,,776,37,29,1,110,43,0,0,0,0,0,524,87,202,105,613,67,8,3,1,19,12,5,,8,0.4,6,1,0,1,0,0,1,0.05,1,0,0,0,0,0,0,,24,15,20,4,0,11,17,64.7,6,125,38,30.4,89,33,3,34,17,1,17,16,40,130,0,,1030,153,624,430,32,19,995,3,3,100,3,0,590,2636,1348,28,3,0,1,3,609,601,98.7,15,,3,1,1,16,14,3,0,16,15,0,1,1,178,40,21,65.6
Noah Joel Sarenren Bazee,ng NGA,FW,,Hannover 96,de Bundesliga,2019,1996,1.7,,0,5,0,0,2.9,0,0,,16.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,,11,22,50,154,38,6,8,75,5,7,71.4,0,4,0,0,0,0,0,0,0,0,1,,22,0,0,0,3,2,3,0,0,0,0,16,4,2,5,17,0,0,0,0,3,1,2,,1,0.58,1,0,0,0,0,0,1,0.58,1,0,0,0,0,0,0,,2,0,1,1,0,1,1,100,0,37,4,10.8,8,23,6,1,0,0,1,1,3,2,0,,53,3,9,24,29,8,53,4,11,36.4,5,0,42,280,208,8,4,1,5,5,64,31,48.4,20,,0,0,0,2,2,2,3,1,0,0,0,0,13,0,5,0
Claudio Beauvue,GPE,FW,,Caen,fr Ligue 1,2019,1988,16.7,,3,40,13,32.5,2.4,0.78,0.05,0.15,15.3,0,1,1,4.7,4,0.1,-1.7,-2,,248,389,63.8,4032,863,136,191,71.2,81,127,63.8,24,48,50,0,1.6,-1.6,14,15,10,6,23,,367,22,2,1,87,10,26,0,0,0,0,217,83,89,73,227,42,9,8,1,9,12,23,,25,1.5,14,1,3,2,4,1,4,0.24,0,0,2,1,1,0,0,,15,12,5,7,3,3,23,13,20,228,58,25.4,37,119,72,17,1,0,16,3,18,20,0,,599,26,75,299,251,71,577,12,22,54.5,13,0,383,1413,660,38,13,7,53,26,674,423,62.8,135,,1,0,0,23,28,4,26,3,12,1,0,0,75,38,54,41.3
Bebé,pt POR,FW,MF,Rayo Vallecano,es La Liga,2019,1990,14.5,,1,57,12,21.1,3.94,0.83,0.02,0.08,28.3,2,0,0,1.7,1.7,0.03,-0.7,-0.7,,317,527,60.2,5820,1443,166,216,76.9,102,156,65.4,42,122,34.4,1,2.3,-1.3,20,27,16,15,28,,495,32,5,1,107,38,75,10,2,3,0,281,98,148,96,373,22,15,7,3,26,15,42,,39,2.7,21,4,7,4,2,1,4,0.28,1,1,1,0,1,0,0,,25,21,13,7,5,11,21,52.4,10,228,70,30.7,76,105,47,20,1,0,19,7,32,15,0,,764,24,121,360,381,27,731,48,65,73.8,48,4,599,4160,2297,101,43,12,44,35,690,523,75.8,98,,6,0,0,22,9,8,75,7,21,1,0,0,124,19,17,52.8
Bebé,pt POR,MF,,Eibar,es La Liga,2019,1990,0.7,,0,3,2,66.7,4.35,2.9,0,0,21.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,,20,32,62.5,358,61,11,12,91.7,7,12,58.3,2,7,28.6,0,0.2,-0.2,1,0,1,1,1,,31,1,0,0,5,2,5,0,0,0,0,16,2,14,6,22,3,1,0,0,1,0,2,,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,14,7,50,1,7,6,1,0,0,1,0,0,0,0,,45,0,2,19,31,3,44,0,2,0,0,0,34,177,96,4,4,0,4,0,47,36,76.6,10,,0,0,0,3,1,0,5,0,0,0,0,0,6,0,1,0
Ihlas Bebou,tg TOG,FW,MF,Hannover 96,de Bundesliga,2019,1994,11.8,,4,29,10,34.5,2.45,0.84,0.1,0.3,20.5,2,1,1,4.3,3.6,0.12,-0.3,-0.6,,295,442,66.7,5206,1744,140,187,74.9,120,164,73.2,31,66,47,3,1.8,1.2,14,26,17,6,46,,398,44,1,4,74,14,27,6,0,0,0,271,87,84,33,335,23,36,3,3,12,17,20,,39,3.29,25,1,6,1,3,3,5,0.42,3,0,1,0,1,0,0,,17,15,6,9,2,6,14,42.9,8,228,51,22.4,64,112,52,17,2,0,15,8,25,6,0,,621,14,84,322,275,39,576,46,62,74.2,48,3,457,2244,1269,68,31,4,31,32,543,420,77.3,105,,1,0,0,11,21,5,27,8,15,0,0,0,94,12,16,42.9
Uffe Bech,dk DEN,FW,,Hannover 96,de Bundesliga,2019,1993,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,8,11,72.7,112,32,4,5,80,3,3,100,0,1,0,0,0.3,-0.3,2,0,0,0,1,,10,1,0,0,2,0,2,0,0,0,0,3,4,4,6,2,2,1,0,0,0,0,1,,2,9.47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,4,0,0,0,3,1,0,0,0,0,0,0,2,0,,16,0,1,8,9,1,15,0,0,,0,0,9,65,36,2,1,0,1,2,11,9,81.8,4,,1,0,0,2,0,0,2,0,0,0,0,0,4,2,0,100
Andreas Beck,de GER,DF,MF,Stuttgart,de Bundesliga,2019,1987,19.7,,0,12,2,16.7,0.61,0.1,0,0,20,0,0,0,0.5,0.5,0.05,-0.5,-0.5,,615,868,70.9,11863,5224,251,301,83.4,263,338,77.8,93,192,48.4,2,1,1,14,48,15,9,57,,693,175,6,1,147,10,30,0,0,0,0,406,203,259,134,512,39,169,4,2,16,14,37,,28,1.42,22,3,1,0,2,0,3,0.15,3,0,0,0,0,0,0,,39,23,21,12,6,10,31,32.3,21,318,81,25.5,159,116,43,38,4,0,34,15,54,50,0,,1073,56,344,526,264,16,902,9,16,56.3,9,0,613,2908,1226,44,11,0,18,7,651,571,87.7,24,,2,0,0,25,31,1,30,15,23,0,0,0,167,18,17,51.4
Jan Bednarek,pl POL,DF,,Southampton,eng Premier League,2019,1996,23.9,,0,6,1,16.7,0.25,0.04,0,0,6.5,0,0,0,0.6,0.6,0.11,-0.6,-0.6,,591,849,69.6,12101,5559,194,244,79.5,301,393,76.6,90,197,45.7,1,0.4,0.6,7,53,2,0,61,,774,75,20,1,149,12,1,0,0,0,0,471,90,288,101,560,95,55,3,3,22,10,12,,14,0.59,11,1,0,1,0,1,2,0.08,2,0,0,0,0,0,0,,43,28,25,16,2,18,36,50,18,266,70,26.3,172,88,6,57,25,2,32,52,95,172,0,,1180,174,590,604,36,10,1105,2,3,66.7,2,0,488,2384,1226,39,7,0,3,4,489,471,96.3,5,,7,0,0,22,7,0,1,52,28,0,0,0,286,69,52,57
Andrea Beghetto,it ITA,DF,MF,Frosinone,it Serie A,2019,1994,24.7,,0,23,4,17.4,0.93,0.16,0,0,22.5,2,0,0,0.8,0.8,0.03,-0.8,-0.8,,696,1095,63.6,14587,6402,249,301,82.7,296,409,72.4,141,327,43.1,3,3.8,-0.8,50,48,54,46,72,,876,219,11,2,139,53,139,25,5,8,1,394,211,490,774,119,13,183,2,2,14,20,75,,75,3.03,60,11,1,1,1,1,8,0.32,5,2,1,0,0,0,0,,29,19,16,9,4,10,24,41.7,14,380,95,25,197,126,57,42,5,0,37,14,43,57,1,,1310,70,391,503,473,34,1090,9,25,36,14,3,828,3286,1978,86,31,10,14,12,874,759,86.8,65,,3,0,0,25,16,3,139,14,19,0,0,0,170,6,4,60
Valon Behrami,ch SUI,MF,,Udinese,it Serie A,2019,1985,15.1,,1,10,2,20,0.66,0.13,0.1,0.5,16.9,0,0,0,0.7,0.7,0.07,0.3,0.3,,396,492,80.5,6534,1650,187,223,83.9,161,193,83.4,36,55,65.5,0,0.4,-0.4,6,20,0,0,25,,453,39,34,0,68,9,1,0,0,0,0,365,53,74,52,381,35,5,4,1,11,6,9,,14,0.93,11,0,0,3,0,0,1,0.07,1,0,0,0,0,0,0,,68,41,31,30,7,25,61,41,36,521,129,24.8,178,310,33,37,12,0,25,20,88,26,0,,685,42,221,420,71,9,650,11,14,78.6,11,0,370,1424,681,20,7,2,11,14,336,302,89.9,13,,6,0,0,47,34,0,1,20,41,0,1,0,173,19,11,63.3
Hanno Behrens,de GER,MF,,Nürnberg,de Bundesliga,2019,1990,29.3,,4,35,6,17.1,1.19,0.2,0.09,0.5,15.4,0,1,3,6.7,4.4,0.13,-2.7,-1.4,,620,909,68.2,10300,2853,292,399,73.2,261,347,75.2,56,126,44.4,1,1.6,-0.6,19,45,14,1,68,,886,23,20,1,190,5,6,0,0,0,0,542,149,218,160,575,105,3,6,5,14,12,33,,52,1.77,39,0,1,9,3,0,5,0.17,2,0,0,3,0,0,0,,43,25,23,19,1,11,48,22.9,37,581,128,22,221,272,88,56,12,0,44,22,65,66,0,,1223,90,403,595,296,85,1198,12,19,63.2,12,0,661,3320,1694,54,24,7,36,19,966,715,74,130,,3,0,0,40,23,3,6,22,25,0,1,0,260,74,90,45.1
Ishak Belfodil,dz ALG,FW,,Hoffenheim,de Bundesliga,2019,1992,20.7,,16,86,37,43,4.15,1.79,0.19,0.43,12.3,1,0,0,11.3,11.3,0.13,4.7,4.7,,326,455,71.6,4543,904,201,254,79.1,99,152,65.1,12,22,54.5,3,3.5,-0.5,26,18,9,1,31,,435,20,0,1,83,3,26,1,0,0,0,287,120,48,31,351,41,6,10,2,8,18,10,,62,3,39,1,12,6,4,0,9,0.43,4,0,2,2,1,0,0,,16,9,4,8,4,3,14,21.4,11,205,56,27.3,23,94,88,18,6,0,12,2,18,11,0,,693,14,54,252,434,178,672,48,71,67.6,50,2,519,2312,1240,71,24,24,46,24,874,534,61.1,252,,3,0,0,27,15,22,26,2,9,1,0,0,77,35,41,46.1
Stefan Bell,de GER,DF,,Mainz 05,de Bundesliga,2019,1991,25,,0,20,4,20,0.8,0.16,0,0,11.5,0,0,0,2,2,0.1,-2,-2,,969,1211,80,22899,9091,235,262,89.7,485,557,87.1,240,369,65,0,1.1,-1.1,20,125,19,3,133,,1181,30,30,1,152,48,8,0,0,0,0,780,147,284,143,952,78,0,7,7,22,14,21,,38,1.52,33,0,2,2,1,0,1,0.04,1,0,0,0,0,0,0,,36,19,22,13,1,15,35,42.9,20,184,73,39.7,110,64,10,38,12,0,26,36,72,144,1,,1500,156,734,781,91,31,1470,15,20,75,16,0,955,5613,3589,107,19,0,11,6,925,901,97.4,30,,7,0,0,41,14,5,8,36,19,0,0,0,294,66,21,75.9
Karim Bellarabi,de GER,FW,MF,Leverkusen,de Bundesliga,2019,1990,11.7,,5,42,12,28.6,3.58,1.02,0.12,0.42,19.4,0,0,0,2.5,2.5,0.06,2.5,2.5,,342,493,69.4,5588,1806,193,238,81.1,107,167,64.1,38,63,60.3,4,4.5,-0.5,23,13,32,14,48,,483,10,1,1,100,13,57,0,0,0,0,341,69,83,32,439,11,9,1,3,5,15,35,,42,3.58,34,0,3,4,1,0,6,0.51,5,0,0,1,0,0,0,,14,10,9,2,3,6,15,40,9,185,58,31.4,46,75,64,14,0,0,14,9,23,7,0,,665,8,103,263,373,51,655,19,39,48.7,21,1,554,3337,2098,112,38,15,27,23,642,513,79.9,103,,4,1,0,17,13,3,57,9,10,0,0,0,83,1,0,100
Héctor Bellerín,es ESP,DF,,Arsenal,eng Premier League,2019,1995,17,,0,18,4,22.2,1.06,0.23,0,0,18.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9,,794,947,83.8,13510,4477,371,410,90.5,352,410,85.9,60,94,63.8,5,2.1,2.9,9,48,27,5,87,,816,131,6,6,146,3,39,0,0,0,0,628,192,127,99,668,42,125,2,1,12,19,30,,32,1.88,28,0,2,2,0,0,8,0.47,8,0,0,0,0,0,0,,13,9,8,4,1,7,18,38.9,11,195,50,25.6,92,76,27,31,4,0,27,11,24,29,0,,1094,52,307,468,383,58,965,19,23,82.6,19,1,748,3706,2089,102,29,9,12,21,783,697,89,69,,3,0,0,16,7,2,39,11,9,0,0,1,153,14,16,46.7
Andrea Belotti,it ITA,FW,,Torino,it Serie A,2019,1993,36.7,,15,124,42,33.9,3.38,1.15,0.08,0.24,15.1,4,5,6,17.6,13,0.1,-2.6,-3,,529,809,65.4,7762,1922,303,421,72,160,245,65.3,38,67,56.7,3,4.1,-1.1,34,42,25,2,69,,790,19,3,3,225,16,30,0,0,0,0,477,194,138,116,500,82,1,14,8,18,23,45,,99,2.7,64,0,7,14,13,1,7,0.19,4,0,1,1,1,0,0,,28,18,9,10,9,6,29,20.7,23,505,131,25.9,29,236,240,54,11,0,43,13,41,22,0,,1386,29,113,609,782,230,1360,45,92,48.9,47,1,918,4641,2963,147,67,36,99,91,1763,1025,58.1,399,,5,0,0,72,111,29,30,13,18,1,0,0,188,116,134,46.4
Fran Beltrán,es ESP,MF,,Celta Vigo,es La Liga,2019,1999,16.9,,1,18,4,22.2,1.07,0.24,0.06,0.25,22.6,0,0,0,0.8,0.8,0.04,0.2,0.2,,798,884,90.3,14720,2870,334,368,90.8,348,375,92.8,104,122,85.2,0,0.7,-0.7,11,53,6,0,52,,869,15,14,1,138,21,4,0,0,0,0,712,90,82,84,760,33,1,3,3,9,9,10,,23,1.36,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,28,16,12,13,3,16,49,32.7,33,506,124,24.5,135,266,105,19,2,0,17,16,44,18,1,,1028,34,220,670,189,12,1015,14,22,63.6,17,0,790,3511,1492,64,14,1,8,16,830,741,89.3,35,,3,0,0,12,14,0,4,16,16,0,0,0,164,4,7,36.4
Hatem Ben Arfa,fr FRA,MF,FW,Rennes,fr Ligue 1,2019,1987,22.6,,7,51,13,25.5,2.26,0.58,0.1,0.38,21.3,9,2,3,6.3,4.1,0.08,0.7,0.9,,747,926,80.7,13215,3314,382,431,88.6,262,299,87.6,95,172,55.2,2,3.1,-1.1,35,77,28,2,89,,781,145,46,7,229,45,25,54,9,2,2,713,102,111,768,128,10,17,2,6,21,12,27,,94,4.16,54,9,17,5,9,0,4,0.18,2,2,0,0,0,0,0,,16,7,5,7,4,8,23,34.8,15,294,61,20.7,27,164,103,10,0,0,10,2,18,3,0,,1236,2,86,705,591,69,1093,119,187,63.6,125,2,1075,5965,3577,205,64,13,51,76,1107,942,85.1,123,,1,0,0,18,42,4,25,2,7,1,0,0,111,1,10,9.1
Wissam Ben Yedder,fr FRA,FW,,Sevilla,es La Liga,2019,1990,31.2,,18,73,34,46.6,2.34,1.09,0.22,0.47,11.7,0,2,2,17.6,16,0.22,0.4,0,,578,788,73.4,8198,1877,360,439,82,167,233,71.7,34,66,51.5,9,6.6,2.4,41,47,27,6,56,,748,40,2,5,188,10,44,0,0,0,0,522,159,107,373,328,50,9,4,4,26,21,37,,87,2.78,66,0,11,5,5,0,20,0.64,12,0,4,3,1,0,0,,20,18,3,11,6,1,14,7.1,13,614,157,25.6,39,257,318,25,0,0,25,8,28,5,0,,1106,11,65,475,650,226,1066,45,75,60,50,1,808,3909,2422,147,52,29,73,49,1453,814,56,333,,3,0,0,26,24,30,44,8,18,0,0,0,160,31,81,27.7
Marco Benassi,it ITA,MF,,Fiorentina,it Serie A,2019,1994,25.4,,7,57,21,36.8,2.25,0.83,0.12,0.33,17.1,0,0,0,5.3,5.3,0.09,1.7,1.7,,632,837,75.5,11015,3655,299,372,80.4,256,317,80.8,71,113,62.8,1,1.7,-0.7,25,74,22,11,97,,813,24,4,3,130,15,31,0,0,0,0,566,140,131,178,593,40,18,3,2,19,23,32,,54,2.13,43,0,4,4,1,2,3,0.12,3,0,0,0,0,0,0,,25,16,6,15,4,10,46,21.7,36,344,89,25.9,75,151,118,26,5,2,21,15,40,27,0,,1070,34,165,556,421,80,1046,24,34,70.6,24,2,770,3667,2207,100,40,7,26,25,933,736,78.9,186,,6,1,0,25,22,2,31,15,16,0,0,0,192,5,31,13.9
Medhi Benatia,ma MAR,DF,,Juventus,it Serie A,2019,1987,5,,0,3,0,0,0.6,0,0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,292,324,90.1,6707,2286,66,73,90.4,172,181,95,53,68,77.9,0,0,0,0,17,0,0,16,,319,5,3,0,23,20,0,0,0,0,0,248,16,60,22,274,20,2,1,0,6,2,2,,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6,6,1,0,3,5,60,2,34,7,20.6,14,15,5,11,5,0,6,8,15,22,0,,370,42,183,190,10,3,365,1,1,100,1,0,258,1002,444,12,1,0,0,1,264,260,98.5,2,,2,0,0,13,3,0,0,8,6,0,1,0,53,8,7,53.3
Lars Bender,de GER,DF,MF,Leverkusen,de Bundesliga,2019,1989,15.1,,1,15,4,26.7,0.99,0.26,0.07,0.25,15.7,0,0,0,0.9,0.9,0.06,0.1,0.1,,785,944,83.2,13043,5018,398,448,88.8,304,354,85.9,66,100,66,4,1.2,2.8,12,67,11,2,84,,828,116,20,0,128,16,15,1,0,0,0,648,163,133,84,695,53,95,3,2,17,13,26,,27,1.79,21,4,0,1,1,0,6,0.4,6,0,0,0,0,0,0,,43,31,21,18,4,14,34,41.2,20,266,98,36.8,98,131,37,35,5,1,30,13,56,26,0,,1108,39,269,642,267,39,1000,9,13,69.2,9,0,645,2910,1515,78,30,3,11,9,714,667,93.4,49,,2,0,0,27,28,2,15,13,31,0,0,0,195,21,24,46.7
Sven Bender,de GER,DF,,Leverkusen,de Bundesliga,2019,1989,22.1,,0,12,2,16.7,0.54,0.09,0,0,11.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,,1499,1647,91,31521,8482,418,450,92.9,819,874,93.7,248,304,81.6,0,0.2,-0.2,3,60,3,0,75,,1616,31,30,1,202,34,0,0,0,0,0,1370,114,163,257,1280,79,1,4,5,25,7,6,,10,0.45,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,38,23,24,14,0,16,29,55.2,13,191,67,35.1,114,68,9,35,11,0,24,36,74,123,1,,1903,136,877,1100,52,16,1873,5,6,83.3,6,0,1337,7388,3187,79,9,1,2,4,1321,1299,98.3,9,,3,0,0,21,12,2,0,36,23,0,0,1,316,59,34,63.4
László Bénes,sk SVK,MF,,M'Gladbach,de Bundesliga,2019,1997,0.3,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,11,17,64.7,190,62,3,5,60,5,5,100,1,4,25,0,0,0,0,0,0,0,1,,17,0,0,0,3,1,0,0,0,0,0,7,3,7,13,3,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,2,50,1,15,5,33.3,12,3,0,3,0,0,3,1,2,2,0,,23,3,9,12,2,0,23,0,0,,0,0,13,82,29,2,0,0,1,0,15,12,80,0,,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,
Nicolas Benezet,fr FRA,MF,FW,Guingamp,fr Ligue 1,2019,1991,18.5,,3,28,8,28.6,1.51,0.43,0.11,0.38,15.4,3,0,0,3,3,0.11,0,0,,624,911,68.5,10504,3225,335,422,79.4,211,304,69.4,68,151,45,1,3.7,-2.7,45,46,18,3,67,,783,128,40,1,186,24,57,66,1,1,0,551,166,194,281,565,39,14,3,3,30,30,40,,81,4.38,46,21,5,4,5,0,4,0.22,2,2,0,0,0,0,0,,37,28,14,16,7,5,31,16.1,26,374,104,27.8,77,180,117,16,1,0,15,13,50,0,0,,1161,6,142,537,588,73,1039,38,64,59.4,41,2,852,4771,2548,136,51,15,52,54,962,762,79.2,171,,1,0,0,24,43,8,57,13,28,0,0,0,173,10,31,24.4
