Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Patric,es ESP,1993.0,2018.0,Lazio,it Serie A,300.0,359.0,83.6,6248.0,1680.0,102.0,116.0,87.9,144.0,167.0,86.2,51.0,68.0,75.0,0.0,0.5,-0.5,8.0,20.0,8.0,4.0,18.0
Paulinho,br BRA,1988.0,2018.0,Barcelona,es La Liga,1059.0,1214.0,87.2,16574.0,3073.0,579.0,648.0,89.4,388.0,438.0,88.6,66.0,82.0,80.5,2.0,2.0,0.0,11.0,87.0,12.0,0.0,64.0
Gabriel Paulista,br BRA,1990.0,2018.0,Valencia,es La Liga,1160.0,1364.0,85.0,25685.0,9305.0,274.0,312.0,87.8,657.0,731.0,89.9,220.0,300.0,73.3,0.0,0.1,-0.1,3.0,55.0,0.0,0.0,53.0
Benjamin Pavard,fr FRA,1996.0,2018.0,Stuttgart,de Bundesliga,1618.0,1932.0,83.7,33857.0,10984.0,528.0,589.0,89.6,807.0,899.0,89.8,277.0,423.0,65.5,0.0,1.1,-1.1,5.0,124.0,7.0,0.0,101.0
Daniel Pavlović,ba BIH,1988.0,2018.0,Sampdoria,it Serie A,48.0,63.0,76.2,936.0,298.0,12.0,16.0,75.0,33.0,38.0,86.8,3.0,8.0,37.5,0.0,0.1,-0.1,1.0,1.0,2.0,0.0,4.0
Daniel Pavlović,ba BIH,1988.0,2018.0,Crotone,it Serie A,220.0,348.0,63.2,4312.0,2267.0,90.0,113.0,79.6,92.0,134.0,68.7,36.0,92.0,39.1,0.0,0.8,-0.8,11.0,19.0,5.0,1.0,31.0
Mateo Pavlović,ba BIH,1990.0,2018.0,Angers,fr Ligue 1,726.0,875.0,83.0,15389.0,5611.0,207.0,241.0,85.9,392.0,423.0,92.7,122.0,197.0,61.9,0.0,0.0,0.0,1.0,37.0,2.0,0.0,50.0
Leonardo Pavoletti,it ITA,1988.0,2018.0,Cagliari,it Serie A,534.0,797.0,67.0,7402.0,1095.0,339.0,446.0,76.0,125.0,221.0,56.6,36.0,69.0,52.2,0.0,1.2,-1.2,22.0,28.0,12.0,0.0,33.0
Dimitri Payet,fr FRA,1987.0,2018.0,Marseille,fr Ligue 1,1198.0,1617.0,74.1,23637.0,8654.0,501.0,583.0,85.9,461.0,589.0,78.3,210.0,382.0,55.0,13.0,13.0,0.0,126.0,128.0,74.0,25.0,194.0
Giampaolo Pazzini,it ITA,1984.0,2018.0,Hellas Verona,it Serie A,119.0,165.0,72.1,1862.0,288.0,69.0,82.0,84.1,36.0,57.0,63.2,12.0,19.0,63.2,0.0,0.5,-0.5,6.0,6.0,4.0,0.0,12.0
Giampaolo Pazzini,it ITA,1984.0,2018.0,Levante,es La Liga,43.0,67.0,64.2,699.0,83.0,26.0,35.0,74.3,15.0,23.0,65.2,2.0,6.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
Alfonso Pedraza,es ESP,1996.0,2018.0,Alavés,es La Liga,460.0,734.0,62.7,7874.0,3142.0,226.0,317.0,71.3,190.0,266.0,71.4,35.0,94.0,37.2,5.0,3.7,1.3,28.0,40.0,21.0,16.0,54.0
Pedro,es ESP,1987.0,2018.0,Chelsea,eng Premier League,543.0,691.0,78.6,8787.0,1943.0,299.0,341.0,87.7,174.0,228.0,76.3,57.0,85.0,67.1,2.0,1.5,0.5,25.0,36.0,19.0,2.0,46.0
João Pedro,br BRA,1992.0,2018.0,Cagliari,it Serie A,364.0,518.0,70.3,6574.0,1385.0,170.0,228.0,74.6,129.0,170.0,75.9,55.0,95.0,57.9,2.0,2.0,0.0,18.0,30.0,13.0,2.0,33.0
Stef Peeters,be BEL,1992.0,2018.0,Caen,fr Ligue 1,346.0,546.0,63.4,7326.0,2999.0,118.0,159.0,74.2,152.0,194.0,78.4,69.0,164.0,42.1,3.0,3.2,-0.2,36.0,55.0,8.0,0.0,57.0
Peter Pekarík,sk SVK,1986.0,2018.0,Hertha BSC,de Bundesliga,591.0,754.0,78.4,9593.0,4302.0,307.0,344.0,89.2,236.0,292.0,80.8,44.0,91.0,48.4,2.0,1.4,0.6,11.0,47.0,10.0,6.0,65.0
Bryan Pelé,fr FRA,1992.0,2018.0,Troyes,fr Ligue 1,407.0,596.0,68.3,7562.0,2526.0,167.0,203.0,82.3,168.0,241.0,69.7,58.0,116.0,50.0,2.0,2.0,0.0,23.0,33.0,17.0,8.0,51.0
Pietro Pellegri,it ITA,2001.0,2018.0,Monaco,fr Ligue 1,3.0,7.0,42.9,45.0,8.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pietro Pellegri,it ITA,2001.0,2018.0,Genoa,it Serie A,33.0,45.0,73.3,564.0,49.0,15.0,19.0,78.9,13.0,17.0,76.5,4.0,6.0,66.7,0.0,0.1,-0.1,4.0,0.0,2.0,1.0,1.0
Lorenzo Pellegrini,it ITA,1996.0,2018.0,Roma,it Serie A,798.0,1018.0,78.4,15129.0,4690.0,329.0,392.0,83.9,341.0,405.0,84.2,119.0,191.0,62.3,2.0,5.6,-3.6,49.0,104.0,29.0,10.0,117.0
Théo Pellenard,fr FRA,1994.0,2018.0,Bordeaux,fr Ligue 1,625.0,854.0,73.2,11155.0,5316.0,280.0,323.0,86.7,268.0,346.0,77.5,71.0,155.0,45.8,1.0,1.2,-0.2,15.0,50.0,19.0,8.0,82.0
Sergio Pellissier,it ITA,1979.0,2018.0,Chievo,it Serie A,89.0,123.0,72.4,1194.0,148.0,58.0,74.0,78.4,27.0,42.0,64.3,3.0,4.0,75.0,0.0,0.7,-0.7,8.0,0.0,1.0,0.0,2.0
Federico Peluso,it ITA,1984.0,2018.0,Sassuolo,it Serie A,813.0,1143.0,71.1,16849.0,8997.0,259.0,324.0,79.9,416.0,503.0,82.7,124.0,285.0,43.5,1.0,0.8,0.2,11.0,90.0,18.0,12.0,94.0
Rubén Peña,es ESP,1991.0,2018.0,Eibar,es La Liga,634.0,922.0,68.8,12697.0,5408.0,249.0,329.0,75.7,273.0,369.0,74.0,105.0,195.0,53.8,1.0,1.0,0.0,17.0,72.0,22.0,12.0,77.0
Gabriel Peñalba,ar ARG,1984.0,2018.0,Las Palmas,es La Liga,310.0,361.0,85.9,5430.0,1370.0,140.0,150.0,93.3,119.0,139.0,85.6,40.0,56.0,71.4,1.0,0.0,1.0,0.0,15.0,3.0,0.0,18.0
Adalberto Peñaranda,ve VEN,1997.0,2018.0,Málaga,es La Liga,187.0,243.0,77.0,2544.0,344.0,123.0,149.0,82.6,55.0,72.0,76.4,5.0,11.0,45.5,0.0,0.2,-0.2,7.0,10.0,5.0,0.0,13.0
Nicolas Pépé,ci CIV,1995.0,2018.0,Lille,fr Ligue 1,804.0,1022.0,78.7,11947.0,2857.0,472.0,543.0,86.9,242.0,302.0,80.1,57.0,108.0,52.8,5.0,4.5,0.5,43.0,51.0,34.0,7.0,85.0
Andreas Pereira,br BRA,1996.0,2018.0,Valencia,es La Liga,272.0,420.0,64.8,5253.0,1864.0,107.0,152.0,70.4,127.0,187.0,67.9,36.0,72.0,50.0,3.0,2.1,0.9,20.0,35.0,23.0,13.0,44.0
Pedro Pereira,pt POR,1998.0,2018.0,Genoa,it Serie A,146.0,205.0,71.2,2433.0,811.0,77.0,86.0,89.5,46.0,68.0,67.6,17.0,40.0,42.5,0.0,0.1,-0.1,2.0,4.0,2.0,2.0,10.0
Bruno Peres,br BRA,1990.0,2018.0,Roma,it Serie A,661.0,806.0,82.0,12072.0,4489.0,272.0,311.0,87.5,311.0,362.0,85.9,72.0,116.0,62.1,0.0,1.0,-1.0,15.0,50.0,15.0,8.0,68.0
Roberto Pereyra,ar ARG,1991.0,2018.0,Watford,eng Premier League,602.0,737.0,81.7,10842.0,2747.0,311.0,343.0,90.7,193.0,246.0,78.5,82.0,109.0,75.2,2.0,2.4,-0.4,24.0,46.0,29.0,10.0,60.0
Ayoze Pérez,es ESP,1993.0,2018.0,Newcastle Utd,eng Premier League,498.0,721.0,69.1,7534.0,1766.0,283.0,360.0,78.6,156.0,222.0,70.3,39.0,81.0,48.1,5.0,3.2,1.8,30.0,47.0,21.0,3.0,64.0
Hernán Pérez,py PAR,1989.0,2018.0,Espanyol,es La Liga,43.0,76.0,56.6,752.0,300.0,23.0,34.0,67.6,13.0,22.0,59.1,6.0,17.0,35.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
Hernán Pérez,py PAR,1989.0,2018.0,Alavés,es La Liga,96.0,147.0,65.3,1680.0,543.0,53.0,71.0,74.6,31.0,45.0,68.9,11.0,23.0,47.8,0.0,0.6,-0.6,5.0,5.0,11.0,5.0,10.0
Lucas Pérez,es ESP,1988.0,2018.0,La Coruña,es La Liga,659.0,976.0,67.5,12285.0,3981.0,320.0,409.0,78.2,226.0,312.0,72.4,106.0,237.0,44.7,6.0,7.9,-1.9,77.0,51.0,41.0,11.0,80.0
Rubén Pérez,es ESP,1989.0,2018.0,Leganés,es La Liga,1097.0,1460.0,75.1,24251.0,7924.0,354.0,433.0,81.8,507.0,619.0,81.9,232.0,379.0,61.2,0.0,1.1,-1.1,13.0,141.0,10.0,1.0,141.0
Stipe Perica,hr CRO,1995.0,2018.0,Udinese,it Serie A,147.0,201.0,73.1,2207.0,392.0,92.0,115.0,80.0,47.0,70.0,67.1,6.0,9.0,66.7,0.0,0.5,-0.5,7.0,6.0,4.0,0.0,14.0
Ivan Perišić,hr CRO,1989.0,2018.0,Inter,it Serie A,1109.0,1631.0,68.0,18739.0,4402.0,568.0,727.0,78.1,406.0,579.0,70.1,114.0,226.0,50.4,7.0,7.5,-0.5,72.0,50.0,52.0,25.0,85.0
Diego Perotti,ar ARG,1988.0,2018.0,Roma,it Serie A,708.0,920.0,77.0,11519.0,2784.0,347.0,401.0,86.5,297.0,366.0,81.1,46.0,101.0,45.5,3.0,4.2,-1.2,39.0,57.0,38.0,15.0,73.0
Romain Perraud,fr FRA,1997.0,2018.0,Nice,fr Ligue 1,2.0,3.0,66.7,40.0,30.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Loïc Perrin,fr FRA,1985.0,2018.0,Saint-Étienne,fr Ligue 1,1286.0,1479.0,87.0,26943.0,11632.0,387.0,433.0,89.4,657.0,707.0,92.9,223.0,305.0,73.1,1.0,0.5,0.5,6.0,94.0,5.0,0.0,82.0
Andrea Petagna,it ITA,1995.0,2018.0,Atalanta,it Serie A,385.0,524.0,73.5,6974.0,1042.0,186.0,241.0,77.2,145.0,192.0,75.5,47.0,64.0,73.4,5.0,4.3,0.7,30.0,19.0,31.0,5.0,38.0
Nils Petersen,de GER,1988.0,2018.0,Freiburg,de Bundesliga,387.0,596.0,64.9,5358.0,1240.0,216.0,299.0,72.2,115.0,191.0,60.2,19.0,41.0,46.3,1.0,3.3,-2.3,35.0,30.0,21.0,2.0,39.0
Bruno Petković,hr CRO,1994.0,2018.0,Bologna,it Serie A,83.0,113.0,73.5,1217.0,249.0,47.0,60.0,78.3,21.0,30.0,70.0,9.0,12.0,75.0,1.0,0.8,0.2,3.0,2.0,4.0,0.0,9.0
Bruno Petković,hr CRO,1994.0,2018.0,Hellas Verona,it Serie A,166.0,262.0,63.4,2390.0,508.0,102.0,148.0,68.9,44.0,77.0,57.1,13.0,19.0,68.4,2.0,1.1,0.9,10.0,9.0,10.0,1.0,16.0
Germán Pezzella,ar ARG,1991.0,2018.0,Fiorentina,it Serie A,1580.0,1896.0,83.3,33887.0,11644.0,379.0,439.0,86.3,944.0,1041.0,90.7,242.0,386.0,62.7,0.0,0.3,-0.3,6.0,86.0,4.0,0.0,117.0
Giuseppe Pezzella,it ITA,1997.0,2018.0,Udinese,it Serie A,315.0,455.0,69.2,5455.0,2473.0,146.0,173.0,84.4,142.0,198.0,71.7,26.0,70.0,37.1,0.0,0.8,-0.8,12.0,19.0,14.0,7.0,31.0
Maximilian Philipp,de GER,1994.0,2018.0,Dortmund,de Bundesliga,226.0,307.0,73.6,3341.0,911.0,141.0,179.0,78.8,61.0,87.0,70.1,15.0,20.0,75.0,1.0,1.6,-0.6,12.0,9.0,10.0,2.0,21.0
Chris Philipps,lu LUX,1994.0,2018.0,Metz,fr Ligue 1,326.0,424.0,76.9,6474.0,1987.0,128.0,155.0,82.6,140.0,163.0,85.9,55.0,93.0,59.1,0.0,0.3,-0.3,7.0,29.0,3.0,0.0,31.0
Matt Phillips,sco SCO,1991.0,2018.0,West Brom,eng Premier League,427.0,707.0,60.4,8018.0,2966.0,202.0,266.0,75.9,146.0,215.0,67.9,68.0,168.0,40.5,2.0,4.2,-2.2,39.0,24.0,22.0,15.0,40.0
Lebogang Phiri,za RSA,1994.0,2018.0,Guingamp,fr Ligue 1,560.0,634.0,88.3,10607.0,3104.0,220.0,244.0,90.2,241.0,262.0,92.0,80.0,100.0,80.0,0.0,0.4,-0.4,5.0,60.0,3.0,1.0,54.0
Pablo Piatti,ar ARG,1989.0,2018.0,Espanyol,es La Liga,430.0,676.0,63.6,7829.0,2776.0,225.0,303.0,74.3,138.0,194.0,71.1,64.0,160.0,40.0,4.0,3.5,0.5,39.0,38.0,30.0,22.0,46.0
Jérémy Pied,fr FRA,1989.0,2018.0,Southampton,eng Premier League,98.0,123.0,79.7,1774.0,832.0,37.0,49.0,75.5,48.0,51.0,94.1,11.0,19.0,57.9,1.0,0.4,0.6,2.0,8.0,5.0,2.0,13.0
Nicholas Pierini,it ITA,1998.0,2018.0,Sassuolo,it Serie A,16.0,19.0,84.2,213.0,18.0,11.0,12.0,91.7,5.0,7.0,71.4,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ronaël Pierre-Gabriel,fr FRA,1998.0,2018.0,Saint-Étienne,fr Ligue 1,481.0,602.0,79.9,8194.0,3288.0,219.0,255.0,85.9,220.0,259.0,84.9,37.0,68.0,54.4,0.0,0.3,-0.3,7.0,40.0,5.0,3.0,47.0
Erik Pieters,nl NED,1988.0,2018.0,Stoke City,eng Premier League,906.0,1284.0,70.6,16986.0,7488.0,370.0,457.0,81.0,395.0,524.0,75.4,121.0,250.0,48.4,1.0,1.3,-0.3,16.0,95.0,25.0,13.0,85.0
Tomás Pina Isla,es ESP,1987.0,2018.0,Alavés,es La Liga,789.0,989.0,79.8,14712.0,4669.0,327.0,396.0,82.6,352.0,429.0,82.1,100.0,142.0,70.4,0.0,1.1,-1.1,12.0,119.0,7.0,0.0,101.0
Andrea Pinamonti,it ITA,1999.0,2018.0,Inter,it Serie A,4.0,4.0,100.0,52.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Piqué,es ESP,1987.0,2018.0,Barcelona,es La Liga,1606.0,1810.0,88.7,34428.0,10291.0,460.0,499.0,92.2,841.0,904.0,93.0,293.0,380.0,77.1,0.0,0.9,-0.9,6.0,123.0,4.0,0.0,90.0
Facundo Píriz,uy URU,1990.0,2018.0,Montpellier,fr Ligue 1,374.0,434.0,86.2,7068.0,1644.0,138.0,151.0,91.4,178.0,197.0,90.4,45.0,64.0,70.3,0.0,0.1,-0.1,2.0,23.0,0.0,0.0,15.0
Fabio Pisacane,it ITA,1986.0,2018.0,Cagliari,it Serie A,840.0,1034.0,81.2,18576.0,6739.0,256.0,288.0,88.9,418.0,468.0,89.3,162.0,259.0,62.5,0.0,0.1,-0.1,4.0,85.0,8.0,4.0,59.0
Łukasz Piszczek,pl POL,1985.0,2018.0,Dortmund,de Bundesliga,1262.0,1572.0,80.3,23137.0,8360.0,523.0,602.0,86.9,572.0,687.0,83.3,153.0,244.0,62.7,3.0,1.7,1.3,14.0,81.0,27.0,12.0,119.0
Claudio Pizarro,pe PER,1978.0,2018.0,Köln,de Bundesliga,175.0,235.0,74.5,2721.0,604.0,108.0,136.0,79.4,50.0,68.0,73.5,13.0,19.0,68.4,1.0,0.7,0.3,8.0,11.0,10.0,0.0,22.0
Guido Pizarro,ar ARG,1990.0,2018.0,Sevilla,es La Liga,1043.0,1227.0,85.0,19422.0,5382.0,386.0,449.0,86.0,571.0,630.0,90.6,85.0,124.0,68.5,0.0,0.8,-0.8,7.0,88.0,3.0,0.0,84.0
Marko Pjaca,hr CRO,1995.0,2018.0,Schalke 04,de Bundesliga,41.0,61.0,67.2,552.0,155.0,26.0,34.0,76.5,11.0,19.0,57.9,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0
Miralem Pjanić,ba BIH,1990.0,2018.0,Juventus,it Serie A,1866.0,2152.0,86.7,38454.0,10571.0,678.0,740.0,91.6,820.0,900.0,91.1,350.0,480.0,72.9,5.0,5.2,-0.2,63.0,172.0,35.0,6.0,184.0
Carles Planas,es ESP,1991.0,2018.0,Girona,es La Liga,81.0,110.0,73.6,1382.0,568.0,40.0,50.0,80.0,31.0,41.0,75.6,8.0,16.0,50.0,0.0,0.5,-0.5,3.0,5.0,3.0,2.0,7.0
Jaroslav Plašil,cz CZE,1982.0,2018.0,Bordeaux,fr Ligue 1,551.0,632.0,87.2,10286.0,2766.0,218.0,245.0,89.0,252.0,276.0,91.3,71.0,91.0,78.0,1.0,1.0,0.0,13.0,50.0,12.0,2.0,71.0
Marvin Plattenhardt,de GER,1992.0,2018.0,Hertha BSC,de Bundesliga,1288.0,1720.0,74.9,25314.0,9777.0,516.0,585.0,88.2,579.0,702.0,82.5,189.0,396.0,47.7,7.0,3.2,3.8,33.0,92.0,21.0,10.0,114.0
Alassane Pléa,fr FRA,1993.0,2018.0,Nice,fr Ligue 1,793.0,1029.0,77.1,12447.0,2636.0,457.0,557.0,82.0,247.0,310.0,79.7,66.0,98.0,67.3,4.0,3.1,0.9,30.0,57.0,26.0,2.0,82.0
Morgan Poaty,cg CGO,1997.0,2018.0,Montpellier,fr Ligue 1,63.0,93.0,67.7,1198.0,374.0,19.0,27.0,70.4,40.0,50.0,80.0,4.0,12.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Gerónimo Poblete,ar ARG,1993.0,2018.0,Metz,fr Ligue 1,747.0,858.0,87.1,14822.0,3697.0,289.0,322.0,89.8,338.0,368.0,91.8,113.0,149.0,75.8,0.0,0.1,-0.1,4.0,73.0,6.0,0.0,72.0
Florentin Pogba,gn GUI,1990.0,2018.0,Saint-Étienne,fr Ligue 1,115.0,152.0,75.7,2430.0,1281.0,38.0,42.0,90.5,56.0,66.0,84.8,21.0,42.0,50.0,0.0,0.2,-0.2,3.0,16.0,3.0,1.0,14.0
Paul Pogba,fr FRA,1993.0,2018.0,Manchester Utd,eng Premier League,1469.0,1755.0,83.7,27189.0,8473.0,660.0,740.0,89.2,544.0,627.0,86.8,217.0,313.0,69.3,10.0,3.9,6.1,41.0,179.0,50.0,7.0,224.0
Joel Pohjanpalo,fi FIN,1994.0,2018.0,Leverkusen,de Bundesliga,10.0,18.0,55.6,132.0,15.0,8.0,12.0,66.7,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eugen Polanski,pl POL,1986.0,2018.0,Hoffenheim,de Bundesliga,119.0,134.0,88.8,2126.0,601.0,54.0,59.0,91.5,55.0,59.0,93.2,9.0,14.0,64.3,1.0,0.0,1.0,2.0,12.0,2.0,0.0,14.0
Andrea Poli,it ITA,1989.0,2018.0,Bologna,it Serie A,1126.0,1273.0,88.5,18762.0,4020.0,538.0,589.0,91.3,472.0,517.0,91.3,92.0,118.0,78.0,0.0,1.1,-1.1,15.0,84.0,18.0,3.0,87.0
Matteo Politano,it ITA,1993.0,2018.0,Sassuolo,it Serie A,706.0,1092.0,64.7,12079.0,3844.0,364.0,476.0,76.5,242.0,367.0,65.9,84.0,199.0,42.2,4.0,6.4,-2.4,62.0,49.0,45.0,13.0,104.0
Ezequiel Ponce,ar ARG,1997.0,2018.0,Lille,fr Ligue 1,195.0,262.0,74.4,2889.0,371.0,114.0,149.0,76.5,62.0,77.0,80.5,12.0,18.0,66.7,1.0,1.7,-0.7,11.0,6.0,4.0,0.0,13.0
Pere Pons,es ESP,1993.0,2018.0,Girona,es La Liga,785.0,988.0,79.5,14239.0,3508.0,331.0,391.0,84.7,357.0,435.0,82.1,86.0,133.0,64.7,1.0,1.7,-0.7,14.0,88.0,9.0,1.0,84.0
Simone Pontisso,it ITA,1997.0,2018.0,Udinese,it Serie A,14.0,15.0,93.3,275.0,86.0,4.0,4.0,100.0,9.0,9.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Jérémie Porsan-Clémenté,fr FRA,1997.0,2018.0,Montpellier,fr Ligue 1,21.0,38.0,55.3,359.0,134.0,12.0,18.0,66.7,8.0,12.0,66.7,1.0,8.0,12.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Francisco Portillo,es ESP,1990.0,2018.0,Getafe,es La Liga,731.0,998.0,73.2,12185.0,4487.0,385.0,482.0,79.9,264.0,353.0,74.8,71.0,125.0,56.8,3.0,2.9,0.1,23.0,95.0,55.0,1.0,128.0
Portu,es ESP,1992.0,2018.0,Girona,es La Liga,483.0,679.0,71.1,8157.0,2038.0,242.0,326.0,74.2,195.0,259.0,75.3,41.0,73.0,56.2,4.0,5.9,-1.9,40.0,42.0,36.0,15.0,52.0
Stefan Posch,at AUT,1997.0,2018.0,Hoffenheim,de Bundesliga,411.0,488.0,84.2,7596.0,2819.0,166.0,176.0,94.3,189.0,210.0,90.0,51.0,91.0,56.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,25.0
Sergio Postigo,es ESP,1988.0,2018.0,Levante,es La Liga,741.0,942.0,78.7,17332.0,7351.0,185.0,215.0,86.0,382.0,430.0,88.8,171.0,285.0,60.0,0.0,0.6,-0.6,5.0,75.0,4.0,0.0,66.0
Yussuf Poulsen,dk DEN,1994.0,2018.0,RB Leipzig,de Bundesliga,366.0,573.0,63.9,4530.0,1038.0,260.0,362.0,71.8,81.0,135.0,60.0,9.0,26.0,34.6,2.0,1.4,0.6,15.0,24.0,10.0,1.0,29.0
Maxime Poundjé,fr FRA,1992.0,2018.0,Bordeaux,fr Ligue 1,698.0,949.0,73.6,11629.0,5914.0,352.0,422.0,83.4,274.0,352.0,77.8,55.0,130.0,42.3,1.0,0.9,0.1,14.0,74.0,15.0,10.0,71.0
Darío Poveda,es ESP,1997.0,2018.0,Villarreal,es La Liga,2.0,3.0,66.7,34.0,6.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Praet,be BEL,1994.0,2018.0,Sampdoria,it Serie A,1236.0,1511.0,81.8,20814.0,5847.0,624.0,719.0,86.8,471.0,550.0,85.6,120.0,190.0,63.2,3.0,3.0,0.0,35.0,116.0,46.0,8.0,142.0
Sanjin Prcić,ba BIH,1993.0,2018.0,Rennes,fr Ligue 1,788.0,916.0,86.0,16739.0,4133.0,267.0,294.0,90.8,346.0,383.0,90.3,158.0,210.0,75.2,1.0,0.4,0.6,9.0,94.0,11.0,1.0,96.0
Nicolas de Préville,fr FRA,1991.0,2018.0,Bordeaux,fr Ligue 1,490.0,702.0,69.8,8488.0,2149.0,251.0,324.0,77.5,167.0,242.0,69.0,58.0,100.0,58.0,4.0,3.7,0.3,28.0,27.0,19.0,5.0,43.0
Nicolas de Préville,fr FRA,1991.0,2018.0,Lille,fr Ligue 1,44.0,67.0,65.7,624.0,106.0,22.0,28.0,78.6,14.0,18.0,77.8,2.0,8.0,25.0,1.0,0.2,0.8,4.0,2.0,2.0,0.0,4.0
Xabi Prieto,es ESP,1983.0,2018.0,Real Sociedad,es La Liga,824.0,1026.0,80.3,13465.0,3370.0,436.0,515.0,84.7,314.0,381.0,82.4,65.0,104.0,62.5,5.0,4.5,0.5,37.0,79.0,26.0,7.0,80.0
Alex Pritchard,eng ENG,1993.0,2018.0,Huddersfield,eng Premier League,260.0,394.0,66.0,4523.0,1254.0,139.0,170.0,81.8,83.0,119.0,69.7,33.0,82.0,40.2,1.0,2.6,-1.6,21.0,19.0,13.0,4.0,25.0
Sloan Privat,fr FRA,1989.0,2018.0,Guingamp,fr Ligue 1,1.0,1.0,100.0,7.0,1.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prödl,at AUT,1987.0,2018.0,Watford,eng Premier League,432.0,573.0,75.4,9942.0,3598.0,127.0,155.0,81.9,199.0,246.0,80.9,101.0,160.0,63.1,0.0,0.1,-0.1,1.0,39.0,2.0,0.0,36.0
Davy Pröpper,nl NED,1991.0,2018.0,Brighton,eng Premier League,1093.0,1415.0,77.2,23116.0,6355.0,372.0,446.0,83.4,513.0,633.0,81.0,191.0,282.0,67.7,4.0,1.1,2.9,18.0,137.0,18.0,3.0,164.0
Manuel Pucciarelli,it ITA,1991.0,2018.0,Chievo,it Serie A,299.0,394.0,75.9,4152.0,784.0,181.0,221.0,81.9,96.0,122.0,78.7,12.0,23.0,52.2,0.0,0.9,-0.9,18.0,22.0,8.0,1.0,25.0
Marc Pugh,eng ENG,1987.0,2018.0,Bournemouth,eng Premier League,374.0,505.0,74.1,5727.0,1594.0,209.0,240.0,87.1,121.0,165.0,73.3,31.0,70.0,44.3,0.0,0.7,-0.7,10.0,15.0,12.0,1.0,42.0
Erick Pulgar,cl CHI,1994.0,2018.0,Bologna,it Serie A,1430.0,1748.0,81.8,29216.0,8150.0,530.0,589.0,90.0,615.0,713.0,86.3,258.0,384.0,67.2,0.0,2.6,-2.6,23.0,139.0,19.0,1.0,149.0
Christian Pulisic,us USA,1998.0,2018.0,Dortmund,de Bundesliga,677.0,896.0,75.6,10465.0,2263.0,377.0,453.0,83.2,243.0,305.0,79.7,42.0,79.0,53.2,5.0,5.9,-0.9,28.0,35.0,36.0,13.0,68.0
Jason Puncheon,eng ENG,1986.0,2018.0,Crystal Palace,eng Premier League,206.0,261.0,78.9,3409.0,1031.0,111.0,126.0,88.1,65.0,76.0,85.5,23.0,48.0,47.9,0.0,0.3,-0.3,5.0,19.0,8.0,0.0,28.0
George Pușcaș,ro ROU,1996.0,2018.0,Benevento,it Serie A,116.0,149.0,77.9,1617.0,258.0,73.0,89.0,82.0,30.0,41.0,73.2,8.0,11.0,72.7,0.0,0.3,-0.3,7.0,8.0,3.0,1.0,6.0
Loïc Puyo,fr FRA,1988.0,2018.0,Angers,fr Ligue 1,80.0,111.0,72.1,1898.0,529.0,22.0,27.0,81.5,39.0,47.0,83.0,18.0,34.0,52.9,0.0,0.3,-0.3,5.0,14.0,1.0,0.0,10.0
Fabio Quagliarella,it ITA,1983.0,2018.0,Sampdoria,it Serie A,416.0,639.0,65.1,6806.0,1710.0,219.0,293.0,74.7,149.0,234.0,63.7,40.0,73.0,54.8,5.0,5.6,-0.6,36.0,26.0,31.0,4.0,57.0
Robin Quaison,se SWE,1993.0,2018.0,Mainz 05,de Bundesliga,206.0,291.0,70.8,3273.0,708.0,111.0,141.0,78.7,70.0,92.0,76.1,16.0,31.0,51.6,1.0,1.4,-0.4,11.0,13.0,5.0,0.0,20.0
