Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Dalbert Henrique,br BRA,1993.0,2019.0,Inter,it Serie A,2.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,113.0,22.0,14.0,61.1
Uche Henry Agbo,ng NGA,1995.0,2019.0,Rayo Vallecano,es La Liga,2.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,30.0,7.0,3.0,70.0
Christophe Hérelle,mq MTQ,1992.0,2019.0,Nice,fr Ligue 1,9.0,1.0,0.0,36.0,46.0,0.0,0.0,1.0,0.0,311.0,73.0,34.0,68.2
Mario Hermoso,es ESP,1995.0,2019.0,Espanyol,es La Liga,7.0,0.0,0.0,22.0,29.0,2.0,0.0,2.0,0.0,332.0,46.0,36.0,56.1
Javier Hernández,mx MEX,1988.0,2019.0,West Ham,eng Premier League,2.0,0.0,0.0,9.0,34.0,12.0,2.0,0.0,0.0,46.0,5.0,16.0,23.8
Lucas Hernández,fr FRA,1996.0,2019.0,Atlético Madrid,es La Liga,5.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,114.0,13.0,11.0,54.2
Theo Hernández,fr FRA,1997.0,2019.0,Real Sociedad,es La Liga,5.0,1.0,0.0,29.0,70.0,4.0,0.0,0.0,0.0,197.0,22.0,9.0,71.0
Ander Herrera,es ESP,1989.0,2019.0,Manchester Utd,eng Premier League,4.0,0.0,0.0,21.0,20.0,0.0,0.0,1.0,0.0,156.0,4.0,9.0,30.8
Yangel Herrera,ve VEN,1998.0,2019.0,Huesca,es La Liga,5.0,0.0,0.0,32.0,23.0,0.0,0.0,1.0,0.0,153.0,28.0,15.0,65.1
Patrick Herrmann,de GER,1991.0,2019.0,M'Gladbach,de Bundesliga,1.0,0.0,0.0,16.0,12.0,3.0,0.0,1.0,0.0,78.0,7.0,12.0,36.8
Pablo Hervías,es ESP,1993.0,2019.0,Valladolid,es La Liga,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Pablo Hervías,es ESP,1993.0,2019.0,Eibar,es La Liga,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,50.0
Përparim Hetemaj,fi FIN,1986.0,2019.0,Chievo,it Serie A,9.0,0.0,0.0,58.0,70.0,1.0,0.0,0.0,0.0,228.0,18.0,34.0,34.6
Son Heung-min,kr KOR,1992.0,2019.0,Tottenham,eng Premier League,2.0,1.0,0.0,11.0,19.0,22.0,1.0,0.0,0.0,129.0,5.0,23.0,17.9
Gonzalo Higuaín,ar ARG,1987.0,2019.0,Chelsea,eng Premier League,0.0,0.0,0.0,6.0,2.0,11.0,0.0,0.0,0.0,39.0,4.0,13.0,23.5
Gonzalo Higuaín,ar ARG,1987.0,2019.0,Milan,it Serie A,3.0,1.0,0.0,15.0,13.0,8.0,0.0,0.0,0.0,55.0,7.0,8.0,46.7
Oscar Hiljemark,se SWE,1992.0,2019.0,Genoa,it Serie A,0.0,0.0,0.0,19.0,11.0,2.0,0.0,0.0,0.0,128.0,10.0,8.0,55.6
Vitorino Hilton,br BRA,1977.0,2019.0,Montpellier,fr Ligue 1,5.0,1.0,0.0,23.0,45.0,0.0,0.0,0.0,1.0,397.0,64.0,32.0,66.7
Martin Hinteregger,at AUT,1992.0,2019.0,Eint Frankfurt,de Bundesliga,3.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,1.0,164.0,39.0,20.0,66.1
Martin Hinteregger,at AUT,1992.0,2019.0,Augsburg,de Bundesliga,0.0,0.0,0.0,17.0,16.0,2.0,0.0,0.0,0.0,250.0,40.0,18.0,69.0
Andrew Hjulsager,dk DEN,1995.0,2019.0,Celta Vigo,es La Liga,1.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,28.0,0.0,5.0,0.0
Wesley Hoedt,nl NED,1994.0,2019.0,Celta Vigo,es La Liga,3.0,1.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,101.0,29.0,11.0,72.5
Wesley Hoedt,nl NED,1994.0,2019.0,Southampton,eng Premier League,2.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,2.0,170.0,16.0,14.0,53.3
André Hoffmann,de GER,1993.0,2019.0,Düsseldorf,de Bundesliga,4.0,0.0,0.0,16.0,4.0,1.0,0.0,0.0,0.0,96.0,16.0,18.0,47.1
Nicolas Höfler,de GER,1990.0,2019.0,Freiburg,de Bundesliga,6.0,0.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,207.0,15.0,19.0,44.1
Jonas Hofmann,de GER,1992.0,2019.0,M'Gladbach,de Bundesliga,2.0,0.0,0.0,20.0,25.0,5.0,0.0,0.0,0.0,176.0,7.0,24.0,22.6
Jonathan Hogg,eng ENG,1988.0,2019.0,Huddersfield,eng Premier League,8.0,1.0,0.0,58.0,35.0,1.0,0.0,0.0,0.0,452.0,23.0,26.0,46.9
Junior Hoilett,ca CAN,1990.0,2019.0,Cardiff City,eng Premier League,4.0,0.0,0.0,35.0,38.0,8.0,1.0,0.0,0.0,189.0,13.0,43.0,23.2
Rob Holding,eng ENG,1995.0,2019.0,Arsenal,eng Premier League,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,93.0,17.0,6.0,73.9
José Holebas,gr GRE,1984.0,2019.0,Watford,eng Premier League,12.0,1.0,0.0,34.0,15.0,2.0,0.0,0.0,0.0,293.0,44.0,31.0,58.7
Lucas Höler,de GER,1994.0,2019.0,Freiburg,de Bundesliga,0.0,0.0,0.0,17.0,27.0,4.0,0.0,0.0,0.0,50.0,13.0,23.0,36.1
Mason Holgate,eng ENG,1996.0,2019.0,Everton,eng Premier League,1.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,65.0,7.0,9.0,43.8
Gerrit Holtmann,de GER,1995.0,2019.0,Mainz 05,de Bundesliga,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
Justin Hoogma,nl NED,1998.0,2019.0,Hoffenheim,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,25.0
Branimir Hrgota,se SWE,1993.0,2019.0,Eint Frankfurt,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Benjamin Hübner,de GER,1989.0,2019.0,Hoffenheim,de Bundesliga,2.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,63.0,18.0,14.0,56.3
Tomáš Hubočan,sk SVK,1985.0,2019.0,Marseille,fr Ligue 1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,100.0
Callum Hudson-Odoi,eng ENG,2000.0,2019.0,Chelsea,eng Premier League,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0
Will Hughes,eng ENG,1995.0,2019.0,Watford,eng Premier League,5.0,0.0,0.0,54.0,71.0,0.0,0.0,0.0,0.0,254.0,19.0,27.0,41.3
Vitor Hugo,br BRA,1991.0,2019.0,Fiorentina,it Serie A,7.0,1.0,0.0,44.0,18.0,0.0,0.0,1.0,0.0,279.0,63.0,31.0,67.0
Mats Hummels,de GER,1988.0,2019.0,Bayern Munich,de Bundesliga,1.0,0.0,0.0,10.0,9.0,1.0,0.0,1.0,0.0,245.0,62.0,24.0,72.1
Adrien Hunou,fr FRA,1994.0,2019.0,Rennes,fr Ligue 1,1.0,0.0,0.0,13.0,23.0,13.0,0.0,0.0,0.0,57.0,7.0,18.0,28.0
Emerson Hyndman,us USA,1996.0,2019.0,Bournemouth,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Elseid Hysaj,al ALB,1994.0,2019.0,Napoli,it Serie A,4.0,0.0,0.0,23.0,19.0,1.0,0.0,0.0,0.0,255.0,22.0,28.0,44.0
Suk Hyun-jun,kr KOR,1991.0,2019.0,Reims,fr Ligue 1,3.0,0.0,0.0,25.0,16.0,13.0,0.0,0.0,0.0,28.0,54.0,37.0,59.3
Pierre Højbjerg,dk DEN,1995.0,2019.0,Southampton,eng Premier League,8.0,2.0,1.0,50.0,47.0,0.0,0.0,0.0,0.0,441.0,30.0,24.0,55.6
Simone Iacoponi,it ITA,1987.0,2019.0,Parma,it Serie A,4.0,0.0,0.0,36.0,31.0,1.0,0.0,1.0,0.0,268.0,49.0,48.0,50.5
Robert Ibáñez,es ESP,1993.0,2019.0,Getafe,es La Liga,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
Roger Ibanez,br BRA,1998.0,2019.0,Atalanta,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Jordon Ibe,eng ENG,1995.0,2019.0,Bournemouth,eng Premier League,1.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,59.0,1.0,5.0,16.7
Vedad Ibišević,ba BIH,1984.0,2019.0,Hertha BSC,de Bundesliga,5.0,1.0,0.0,39.0,15.0,26.0,0.0,0.0,1.0,65.0,47.0,53.0,47.0
Vicente Iborra,es ESP,1988.0,2019.0,Villarreal,es La Liga,7.0,0.0,0.0,29.0,37.0,2.0,0.0,0.0,0.0,168.0,67.0,58.0,53.6
Vicente Iborra,es ESP,1988.0,2019.0,Leicester City,eng Premier League,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,28.0,6.0,2.0,75.0
Didier Ibrahim Ndong,ga GAB,1994.0,2019.0,Guingamp,fr Ligue 1,3.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,88.0,13.0,16.0,44.8
Mauro Icardi,ar ARG,1993.0,2019.0,Inter,it Serie A,0.0,0.0,0.0,21.0,18.0,20.0,3.0,0.0,0.0,84.0,36.0,34.0,51.4
Edgar Ié,pt POR,1994.0,2019.0,Lille,fr Ligue 1,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,37.0,4.0,4.0,50.0
Edgar Ié,pt POR,1994.0,2019.0,Nantes,fr Ligue 1,2.0,0.0,0.0,12.0,9.0,2.0,0.0,1.0,0.0,81.0,6.0,5.0,54.5
Borja Iglesias,es ESP,1993.0,2019.0,Espanyol,es La Liga,5.0,0.0,0.0,56.0,51.0,45.0,0.0,0.0,0.0,141.0,48.0,73.0,39.7
Kelechi Iheanacho,ng NGA,1996.0,2019.0,Leicester City,eng Premier League,2.0,0.0,0.0,14.0,7.0,8.0,1.0,0.0,0.0,51.0,9.0,24.0,27.3
Jordan Ikoko,cd COD,1994.0,2019.0,Guingamp,fr Ligue 1,3.0,0.0,0.0,18.0,21.0,2.0,0.0,1.0,0.0,153.0,9.0,15.0,37.5
Jonathan Ikone,fr FRA,1998.0,2019.0,Lille,fr Ligue 1,3.0,0.0,0.0,36.0,29.0,2.0,0.0,0.0,0.0,156.0,9.0,39.0,18.8
Ivo Iličević,hr CRO,1986.0,2019.0,Nürnberg,de Bundesliga,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Josip Iličić,si SVN,1988.0,2019.0,Atalanta,it Serie A,5.0,1.0,0.0,22.0,76.0,6.0,1.0,0.0,0.0,122.0,4.0,28.0,12.5
Asier Illarramendi,es ESP,1990.0,2019.0,Real Sociedad,es La Liga,8.0,0.0,0.0,34.0,35.0,0.0,0.0,0.0,0.0,288.0,22.0,35.0,38.6
Stefan Ilsanker,at AUT,1989.0,2019.0,RB Leipzig,de Bundesliga,5.0,1.0,0.0,21.0,9.0,0.0,0.0,1.0,0.0,160.0,23.0,11.0,67.6
Giannelli Imbula,cd COD,1992.0,2019.0,Rayo Vallecano,es La Liga,7.0,0.0,0.0,27.0,39.0,1.0,0.0,0.0,0.0,121.0,7.0,16.0,30.4
Ciro Immobile,it ITA,1990.0,2019.0,Lazio,it Serie A,6.0,0.0,0.0,24.0,39.0,38.0,0.0,0.0,0.0,156.0,15.0,28.0,34.9
Emmanuel Imorou,bj BEN,1988.0,2019.0,Caen,fr Ligue 1,2.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,121.0,14.0,7.0,66.7
Svante Ingelsson,se SWE,1998.0,2019.0,Udinese,it Serie A,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0
Roberto Inglese,it ITA,1991.0,2019.0,Parma,it Serie A,3.0,0.0,0.0,56.0,33.0,29.0,1.0,0.0,0.0,75.0,43.0,77.0,35.8
Danny Ings,eng ENG,1992.0,2019.0,Southampton,eng Premier League,1.0,0.0,0.0,16.0,22.0,6.0,3.0,0.0,0.0,82.0,14.0,32.0,30.4
Lorenzo Insigne,it ITA,1991.0,2019.0,Napoli,it Serie A,6.0,1.0,0.0,7.0,17.0,18.0,0.0,0.0,0.0,109.0,2.0,9.0,18.2
Emiliano Insúa,ar ARG,1989.0,2019.0,Stuttgart,de Bundesliga,4.0,1.0,0.0,18.0,12.0,1.0,0.0,0.0,0.0,241.0,15.0,15.0,50.0
Pablo Insua,es ESP,1993.0,2019.0,Huesca,es La Liga,4.0,0.0,0.0,16.0,4.0,1.0,0.0,0.0,0.0,76.0,21.0,16.0,56.8
Takashi Inui,jp JPN,1988.0,2019.0,Betis,es La Liga,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0
Takashi Inui,jp JPN,1988.0,2019.0,Alavés,es La Liga,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,60.0,4.0,5.0,44.4
Artur Ioniță,md MDA,1990.0,2019.0,Cagliari,it Serie A,4.0,1.0,0.0,68.0,15.0,2.0,1.0,0.0,0.0,256.0,78.0,67.0,53.8
Carlos Isaac,es ESP,1998.0,2019.0,Atlético Madrid,es La Liga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,100.0
Isco,es ESP,1992.0,2019.0,Real Madrid,es La Liga,3.0,0.0,0.0,20.0,34.0,4.0,0.0,0.0,0.0,87.0,6.0,5.0,54.5
Mikael Ishak,se SWE,1993.0,2019.0,Nürnberg,de Bundesliga,1.0,0.0,0.0,24.0,32.0,16.0,0.0,0.0,0.0,93.0,20.0,69.0,22.5
Wilson Isidor,fr FRA,2000.0,2019.0,Monaco,fr Ligue 1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Gian-Luca Itter,de GER,1999.0,2019.0,Wolfsburg,de Bundesliga,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0
Manuel Iturra,cl CHI,1984.0,2019.0,Villarreal,es La Liga,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,33.3
Ander Iturraspe,es ESP,1989.0,2019.0,Athletic Club,es La Liga,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,1.0,75.0
Ivi,es ESP,1994.0,2019.0,Valladolid,es La Liga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Alex Iwobi,ng NGA,1996.0,2019.0,Arsenal,eng Premier League,0.0,0.0,0.0,8.0,13.0,2.0,0.0,0.0,0.0,126.0,3.0,15.0,16.7
José Izquierdo,co COL,1992.0,2019.0,Brighton,eng Premier League,1.0,0.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,68.0,4.0,11.0,26.7
Armando Izzo,it ITA,1992.0,2019.0,Torino,it Serie A,6.0,0.0,0.0,56.0,61.0,2.0,1.0,0.0,0.0,486.0,103.0,37.0,73.6
Koo Ja-cheol,kr KOR,1989.0,2019.0,Augsburg,de Bundesliga,3.0,0.0,0.0,26.0,36.0,2.0,0.0,0.0,0.0,181.0,15.0,30.0,33.3
Lukas Jäger,at AUT,1994.0,2019.0,Nürnberg,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Phil Jagielka,eng ENG,1982.0,2019.0,Everton,eng Premier League,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,45.0,11.0,12.0,47.8
Alireza Jahanbakhsh,ir IRN,1993.0,2019.0,Brighton,eng Premier League,2.0,0.0,0.0,19.0,8.0,6.0,0.0,1.0,0.0,87.0,8.0,14.0,36.4
Christophe Jallet,fr FRA,1983.0,2019.0,Nice,fr Ligue 1,3.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,71.0,6.0,9.0,40.0
Christoph Janker,de GER,1985.0,2019.0,Augsburg,de Bundesliga,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Marko Janković,me MNE,1995.0,2019.0,SPAL,it Serie A,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Jakub Jankto,cz CZE,1996.0,2019.0,Sampdoria,it Serie A,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,90.0,5.0,9.0,35.7
Daryl Janmaat,nl NED,1989.0,2019.0,Watford,eng Premier League,3.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,196.0,9.0,8.0,52.9
Vincent Janssen,nl NED,1994.0,2019.0,Tottenham,eng Premier League,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,50.0
Tony Jantschke,de GER,1990.0,2019.0,M'Gladbach,de Bundesliga,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,112.0,19.0,11.0,63.3
Adnan Januzaj,be BEL,1995.0,2019.0,Real Sociedad,es La Liga,1.0,0.0,0.0,16.0,35.0,5.0,0.0,0.0,0.0,72.0,1.0,13.0,7.1
Nicolas Janvier,fr FRA,1998.0,2019.0,Rennes,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Paweł Jaroszyński,pl POL,1994.0,2019.0,Chievo,it Serie A,2.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,131.0,16.0,10.0,61.5
Jason,es ESP,1994.0,2019.0,Levante,es La Liga,10.0,0.0,0.0,26.0,51.0,3.0,0.0,1.0,0.0,200.0,29.0,24.0,54.7
Dennis Jastrzembski,pl POL,2000.0,2019.0,Hertha BSC,de Bundesliga,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
Assil Jaziri,tn TUN,1999.0,2019.0,Nice,fr Ligue 1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Corentin Jean,fr FRA,1995.0,2019.0,Toulouse,fr Ligue 1,1.0,0.0,0.0,9.0,15.0,5.0,1.0,0.0,0.0,51.0,9.0,22.0,29.0
Benjamin Jeannot,fr FRA,1992.0,2019.0,Dijon,fr Ligue 1,3.0,0.0,0.0,34.0,22.0,7.0,0.0,0.0,0.0,92.0,53.0,59.0,47.3
Tin Jedvaj,hr CRO,1995.0,2019.0,Leverkusen,de Bundesliga,3.0,0.0,0.0,13.0,8.0,1.0,0.0,0.0,0.0,125.0,21.0,12.0,63.6
Jemerson,br BRA,1992.0,2019.0,Monaco,fr Ligue 1,9.0,1.0,1.0,43.0,22.0,1.0,0.0,1.0,0.0,216.0,53.0,28.0,65.4
Carl Jenkinson,eng ENG,1992.0,2019.0,Arsenal,eng Premier League,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,50.0
Fredrik Jensen,fi FIN,1997.0,2019.0,Augsburg,de Bundesliga,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,3.0,66.7
Mathias Jensen,dk DEN,1996.0,2019.0,Celta Vigo,es La Liga,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,25.0
Jesé,es ESP,1993.0,2019.0,Betis,es La Liga,2.0,0.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,39.0,3.0,15.0,16.7
Gabriel Jesus,br BRA,1997.0,2019.0,Manchester City,eng Premier League,1.0,0.0,0.0,12.0,18.0,15.0,0.0,0.0,0.0,57.0,6.0,28.0,17.6
Juan Jesus,br BRA,1991.0,2019.0,Roma,it Serie A,4.0,0.0,0.0,18.0,9.0,0.0,0.0,1.0,1.0,136.0,16.0,16.0,50.0
Raúl Jiménez,mx MEX,1991.0,2019.0,Wolves,eng Premier League,4.0,0.0,0.0,41.0,39.0,33.0,1.0,0.0,0.0,194.0,49.0,73.0,40.2
Joaquín,es ESP,1981.0,2019.0,Betis,es La Liga,5.0,0.0,0.0,8.0,32.0,2.0,0.0,0.0,0.0,101.0,9.0,18.0,33.3
Joelinton,br BRA,1996.0,2019.0,Hoffenheim,de Bundesliga,5.0,0.0,0.0,56.0,28.0,4.0,1.0,0.0,0.0,158.0,35.0,66.0,34.7
Aron Jóhannsson,us USA,1990.0,2019.0,Werder Bremen,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Stefan Johansen,no NOR,1991.0,2019.0,Fulham,eng Premier League,4.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,53.0,1.0,2.0,33.3
Jakob Johansson,se SWE,1990.0,2019.0,Rennes,fr Ligue 1,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,106.0,12.0,9.0,57.1
Ben Johnson,eng ENG,2000.0,2019.0,West Ham,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Fabian Johnson,us USA,1987.0,2019.0,M'Gladbach,de Bundesliga,1.0,0.0,0.0,4.0,15.0,3.0,1.0,0.0,0.0,81.0,6.0,14.0,30.0
Tyreke Johnson,eng ENG,1998.0,2019.0,Southampton,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonathas,br BRA,1989.0,2019.0,Hannover 96,de Bundesliga,3.0,1.0,1.0,16.0,14.0,16.0,0.0,0.0,0.0,35.0,14.0,37.0,27.5
Phil Jones,eng ENG,1992.0,2019.0,Manchester Utd,eng Premier League,1.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,154.0,35.0,16.0,68.6
Jony,es ESP,1991.0,2019.0,Alavés,es La Liga,3.0,0.0,0.0,34.0,31.0,13.0,0.0,0.0,0.0,228.0,6.0,28.0,17.6
Joan Jordán,es ESP,1994.0,2019.0,Eibar,es La Liga,10.0,0.0,0.0,59.0,37.0,4.0,0.0,0.0,0.0,429.0,34.0,37.0,47.9
Bruno Jordão,pt POR,1998.0,2019.0,Lazio,it Serie A,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0
Jorginho,it ITA,1991.0,2019.0,Chelsea,eng Premier League,8.0,0.0,0.0,33.0,22.0,0.0,0.0,0.0,0.0,426.0,8.0,17.0,32.0
Willian José,br BRA,1991.0,2019.0,Real Sociedad,es La Liga,5.0,1.0,0.0,34.0,31.0,18.0,0.0,0.0,0.0,96.0,32.0,40.0,44.4
Joselu,es ESP,1990.0,2019.0,Newcastle Utd,eng Premier League,1.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,35.0,23.0,28.0,45.1
Evens Joseph,fr FRA,1999.0,2019.0,Caen,fr Ligue 1,0.0,0.0,0.0,4.0,12.0,0.0,1.0,0.0,0.0,22.0,2.0,7.0,22.2
Diogo Jota,pt POR,1996.0,2019.0,Wolves,eng Premier League,11.0,0.0,0.0,42.0,55.0,6.0,0.0,0.0,0.0,167.0,16.0,45.0,26.2
Vukašin Jovanović,rs SRB,1996.0,2019.0,Bordeaux,fr Ligue 1,7.0,1.0,0.0,18.0,16.0,0.0,0.0,1.0,0.0,178.0,26.0,27.0,49.1
Stevan Jovetić,me MNE,1989.0,2019.0,Monaco,fr Ligue 1,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,26.0,4.0,7.0,36.4
Luka Jović,rs SRB,1997.0,2019.0,Eint Frankfurt,de Bundesliga,1.0,0.0,0.0,30.0,45.0,17.0,0.0,0.0,0.0,120.0,26.0,55.0,32.1
Jozabed,es ESP,1991.0,2019.0,Celta Vigo,es La Liga,1.0,0.0,0.0,9.0,12.0,2.0,0.0,0.0,0.0,142.0,4.0,16.0,20.0
Miguel Juan Llambrich,es ESP,1996.0,2019.0,Villarreal,es La Liga,1.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,40.0,1.0,7.0,12.5
Juanfran,es ESP,1985.0,2019.0,Atlético Madrid,es La Liga,7.0,0.0,0.0,17.0,10.0,3.0,0.0,0.0,0.0,160.0,8.0,9.0,47.1
Juanfran,es ESP,1988.0,2019.0,Leganés,es La Liga,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,126.0,11.0,12.0,47.8
Juanmi,es ESP,1993.0,2019.0,Real Sociedad,es La Liga,5.0,1.0,1.0,27.0,27.0,24.0,1.0,0.0,0.0,81.0,17.0,25.0,40.5
Juanpe,es ESP,1991.0,2019.0,Girona,es La Liga,8.0,0.0,0.0,38.0,10.0,2.0,0.0,1.0,0.0,291.0,84.0,34.0,71.2
Juanpi,ve VEN,1994.0,2019.0,Huesca,es La Liga,2.0,0.0,0.0,13.0,15.0,2.0,1.0,0.0,0.0,52.0,6.0,11.0,35.3
Nathaël Julan,fr FRA,1996.0,2019.0,Guingamp,fr Ligue 1,1.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,27.0,23.0,21.0,52.3
Christopher Jullien,fr FRA,1993.0,2019.0,Toulouse,fr Ligue 1,8.0,0.0,0.0,44.0,21.0,2.0,0.0,1.0,0.0,323.0,112.0,29.0,79.4
David Juncà,es ESP,1993.0,2019.0,Celta Vigo,es La Liga,6.0,0.0,0.0,26.0,21.0,1.0,0.0,2.0,0.0,140.0,18.0,11.0,62.1
Sebastian Jung,de GER,1990.0,2019.0,Wolfsburg,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
Hamed Junior Traorè,ci CIV,2000.0,2019.0,Empoli,it Serie A,4.0,0.0,0.0,39.0,24.0,7.0,0.0,0.0,0.0,205.0,11.0,35.0,23.9
Vinicius Júnior,br BRA,2000.0,2019.0,Real Madrid,es La Liga,0.0,0.0,0.0,13.0,21.0,8.0,1.0,0.0,0.0,58.0,1.0,2.0,33.3
Musa Juwara,gm GAM,2001.0,2019.0,Chievo,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mathias Jørgensen,dk DEN,1990.0,2019.0,Huddersfield,eng Premier League,6.0,0.0,0.0,33.0,14.0,0.0,0.0,1.0,0.0,287.0,28.0,34.0,45.2
Sory Kaba,gn GUI,1995.0,2019.0,Dijon,fr Ligue 1,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,19.0,13.0,9.0,59.1
Ozan Kabak,tr TUR,2000.0,2019.0,Stuttgart,de Bundesliga,4.0,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,133.0,38.0,19.0,66.7
Christian Kabasele,be BEL,1991.0,2019.0,Watford,eng Premier League,4.0,1.0,1.0,23.0,14.0,0.0,0.0,1.0,0.0,175.0,46.0,25.0,64.8
