Player,Nation,Born,Season,Squad,Comp,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG
Kenny Tete,nl NED,1995.0,2020.0,Lyon,UCL,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,28.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Kévin Théophile-Catherine,fr FRA,1989.0,2020.0,Dinamo Zagreb,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jean-Clair Todibo,fr FRA,1999.0,2020.0,Barcelona,UCL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,26.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Karl Toko Ekambi,cm CMR,1992.0,2020.0,Lyon,UCL,0.0,8.0,1.0,12.5,2.54,0.32,0.0,0.0,14.1,0.0,0.0,0.0,1.3,1.3,0.18,-1.3,-1.3
Corentin Tolisso,fr FRA,1994.0,2020.0,Bayern Munich,UCL,3.0,14.0,6.0,42.9,3.64,1.56,0.21,0.5,19.2,0.0,0.0,0.0,2.1,2.1,0.15,0.9,0.9
Rafael Tolói,it ITA,1990.0,2020.0,Atalanta,UCL,0.0,4.0,1.0,25.0,0.57,0.14,0.0,0.0,8.2,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Tomané,pt POR,1992.0,2020.0,Red Star,UCL,0.0,2.0,1.0,50.0,0.87,0.43,0.0,0.0,15.7,0.0,0.0,1.0,0.8,0.0,0.02,-0.8,0.0
Raúl de Tomás,es ESP,1994.0,2020.0,Benfica,UCL,1.0,10.0,5.0,50.0,7.38,3.69,0.1,0.2,21.4,1.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5
Fikayo Tomori,eng ENG,1997.0,2020.0,Chelsea,UCL,0.0,4.0,0.0,0.0,1.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Vasilis Torosidis,gr GRE,1985.0,2020.0,Olympiacos,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ferrán Torres,es ESP,2000.0,2020.0,Valencia,UCL,2.0,10.0,6.0,60.0,1.88,1.13,0.2,0.33,14.0,1.0,0.0,0.0,1.2,1.2,0.12,0.8,0.8
Lucas Tousart,fr FRA,1997.0,2020.0,Lyon,UCL,1.0,10.0,2.0,20.0,1.49,0.3,0.1,0.5,21.2,0.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4
Bertrand Traoré,bf BFA,1995.0,2020.0,Lyon,UCL,1.0,8.0,5.0,62.5,3.12,1.95,0.13,0.2,21.1,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8
Ibrahim Traoré,ci CIV,1988.0,2020.0,Slavia Prague,UCL,0.0,1.0,0.0,0.0,0.54,0.0,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Kieran Trippier,eng ENG,1990.0,2020.0,Atlético Madrid,UCL,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,38.8,0.0,0.0,1.0,0.8,0.0,0.01,-0.8,0.0
Kostas Tsimikas,gr GRE,1996.0,2020.0,Olympiacos,UCL,0.0,2.0,0.0,0.0,0.33,0.0,0.0,,27.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Andreas Ulmer,at AUT,1985.0,2020.0,RB Salzburg,UCL,1.0,5.0,1.0,20.0,0.83,0.17,0.2,1.0,23.1,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Samuel Umtiti,fr FRA,1993.0,2020.0,Barcelona,UCL,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,2.0,0.0,0.0,0.0,0.3,0.3,0.3,-0.3,-0.3
Dayot Upamecano,fr FRA,1998.0,2020.0,RB Leipzig,UCL,0.0,7.0,3.0,42.9,0.96,0.41,0.0,0.0,15.8,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Jere Uronen,fi FIN,1994.0,2020.0,Genk,UCL,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,28.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Mathieu Valbuena,fr FRA,1984.0,2020.0,Olympiacos,UCL,1.0,1.0,0.0,0.0,0.86,0.0,0.0,,41.1,0.0,1.0,1.0,0.8,0.0,0.02,0.2,0.0
Borja Valero,es ESP,1985.0,2020.0,Inter,UCL,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,16.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Albert Vallci,at AUT,1995.0,2020.0,RB Salzburg,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Manu Vallejo,es ESP,1997.0,2020.0,Valencia,UCL,0.0,1.0,0.0,0.0,1.22,0.0,0.0,,13.5,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1
Federico Valverde,uy URU,1998.0,2020.0,Real Madrid,UCL,0.0,3.0,1.0,33.3,0.78,0.26,0.0,0.0,23.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Hans Vanaken,be BEL,1992.0,2020.0,Club Brugge,UCL,1.0,5.0,3.0,60.0,0.83,0.5,0.2,0.33,16.7,2.0,0.0,0.0,0.5,0.5,0.1,0.5,0.5
Raphaël Varane,fr FRA,1993.0,2020.0,Real Madrid,UCL,0.0,8.0,1.0,12.5,1.0,0.12,0.0,0.0,10.3,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7
Lucas Vázquez,es ESP,1991.0,2020.0,Real Madrid,UCL,0.0,4.0,0.0,0.0,3.53,0.0,0.0,,21.5,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Matías Vecino,uy URU,1991.0,2020.0,Inter,UCL,1.0,5.0,2.0,40.0,1.91,0.76,0.2,0.5,21.4,0.0,0.0,0.0,0.2,0.2,0.05,0.8,0.8
Joël Veltman,nl NED,1992.0,2020.0,Ajax,UCL,0.0,1.0,0.0,0.0,0.21,0.0,0.0,,31.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Marco Verratti,it ITA,1992.0,2020.0,Paris S-G,UCL,0.0,1.0,1.0,100.0,0.15,0.15,0.0,0.0,33.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Jan Vertonghen,be BEL,1987.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Arturo Vidal,cl CHI,1987.0,2020.0,Barcelona,UCL,0.0,2.0,0.0,0.0,0.43,0.0,0.0,,19.5,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
Carlos Vinícius,br BRA,1995.0,2020.0,Benfica,UCL,1.0,5.0,2.0,40.0,1.4,0.56,0.2,0.5,14.0,0.0,0.0,0.0,0.7,0.7,0.14,0.3,0.3
Vitolo,es ESP,1989.0,2020.0,Atlético Madrid,UCL,0.0,4.0,2.0,50.0,3.03,1.51,0.0,0.0,13.9,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Thibault Vlietinck,be BEL,1997.0,2020.0,Club Brugge,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kevin Volland,de GER,1992.0,2020.0,Leverkusen,UCL,1.0,11.0,2.0,18.2,2.16,0.39,0.09,0.5,15.4,1.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0
Ruud Vormer,nl NED,1988.0,2020.0,Club Brugge,UCL,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,25.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Stefan de Vrij,nl NED,1992.0,2020.0,Inter,UCL,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,6.0,0.0,0.0,0.0,0.3,0.3,0.26,-0.3,-0.3
Šime Vrsaljko,hr CRO,1992.0,2020.0,Atlético Madrid,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Aleksa Vukanović,rs SRB,1992.0,2020.0,Red Star,UCL,0.0,2.0,0.0,0.0,1.05,0.0,0.0,,17.5,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2
Miloš Vulić,rs SRB,1996.0,2020.0,Red Star,UCL,1.0,5.0,2.0,40.0,2.43,0.97,0.2,0.5,22.6,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8
Moussa Wagué,sn SEN,1998.0,2020.0,Barcelona,UCL,0.0,2.0,0.0,0.0,1.98,0.0,0.0,,24.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Kyle Walker,eng ENG,1990.0,2020.0,Manchester City,UCL,0.0,5.0,2.0,40.0,1.02,0.41,0.0,0.0,24.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Kyle Walker-Peters,eng ENG,1997.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Victor Wanyama,ke KEN,1991.0,2020.0,Tottenham,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Daniel Wass,dk DEN,1989.0,2020.0,Valencia,UCL,1.0,6.0,2.0,33.3,0.75,0.25,0.17,0.5,30.8,1.0,0.0,0.0,0.1,0.1,0.02,0.9,0.9
Julian Weigl,de GER,1995.0,2020.0,Dortmund,UCL,0.0,1.0,1.0,100.0,0.26,0.26,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Mitchell Weiser,de GER,1994.0,2020.0,Leverkusen,UCL,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,21.6,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Wendell,br BRA,1993.0,2020.0,Leverkusen,UCL,0.0,4.0,0.0,0.0,1.03,0.0,0.0,,27.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Timo Werner,de GER,1996.0,2020.0,RB Leipzig,UCL,4.0,25.0,8.0,32.0,3.89,1.24,0.08,0.25,16.7,0.0,2.0,2.0,4.7,3.2,0.13,-0.7,-1.2
Georginio Wijnaldum,nl NED,1990.0,2020.0,Liverpool,UCL,2.0,9.0,4.0,44.4,1.47,0.65,0.22,0.5,14.8,0.0,0.0,0.0,1.0,1.0,0.11,1.0,1.0
Willian,br BRA,1988.0,2020.0,Chelsea,UCL,1.0,10.0,4.0,40.0,1.7,0.68,0.1,0.25,17.5,1.0,0.0,0.0,1.1,1.1,0.11,-0.1,-0.1
Harry Winks,eng ENG,1996.0,2020.0,Tottenham,UCL,0.0,1.0,1.0,100.0,0.2,0.2,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Axel Witsel,be BEL,1989.0,2020.0,Dortmund,UCL,0.0,5.0,0.0,0.0,0.74,0.0,0.0,,22.3,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Maximilian Wöber,at AUT,1998.0,2020.0,RB Salzburg,UCL,0.0,5.0,0.0,0.0,0.83,0.0,0.0,,19.2,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Xeka,pt POR,1994.0,2020.0,Lille,UCL,0.0,1.0,0.0,0.0,0.75,0.0,0.0,,24.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Erencan Yardimci,tr TUR,2002.0,2020.0,Galatasaray,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Yusuf Yazıcı,tr TUR,1997.0,2020.0,Lille,UCL,0.0,17.0,5.0,29.4,4.12,1.21,0.0,0.0,20.4,0.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1
Amin Younes,de GER,1993.0,2020.0,Napoli,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Abdulla Yusuf Helal,bh BHR,1993.0,2020.0,Slavia Prague,UCL,0.0,2.0,1.0,50.0,4.74,2.37,0.0,0.0,9.0,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2
Dan-Axel Zagadou,fr FRA,1999.0,2020.0,Dortmund,UCL,0.0,2.0,0.0,0.0,0.63,0.0,0.0,,22.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Duván Zapata,co COL,1991.0,2020.0,Atalanta,UCL,1.0,9.0,4.0,44.4,2.51,1.11,0.11,0.25,10.9,0.0,0.0,0.0,1.7,1.7,0.19,-0.7,-0.7
Jaroslav Zelený,cz CZE,1992.0,2020.0,Slavia Prague,UCL,0.0,2.0,2.0,100.0,1.61,1.61,0.0,0.0,12.0,0.0,0.0,0.0,0.4,0.4,0.21,-0.4,-0.4
Rifat Zhemaletdinov,ru RUS,1996.0,2020.0,Loko Moscow,UCL,0.0,5.0,0.0,0.0,1.26,0.0,0.0,,17.9,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5
Yuri Zhirkov,ru RUS,1983.0,2020.0,Zenit,UCL,0.0,2.0,0.0,0.0,2.47,0.0,0.0,,23.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Piotr Zieliński,pl POL,1994.0,2020.0,Napoli,UCL,0.0,3.0,0.0,0.0,0.52,0.0,0.0,,23.3,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
Oleksandr Zinchenko,ua UKR,1996.0,2020.0,Manchester City,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Joshua Zirkzee,nl NED,2001.0,2020.0,Bayern Munich,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Hakim Ziyech,ma MAR,1993.0,2020.0,Ajax,UCL,2.0,19.0,4.0,21.1,3.45,0.73,0.11,0.5,22.2,1.0,0.0,0.0,1.0,1.0,0.05,1.0,1.0
Kurt Zouma,fr FRA,1994.0,2020.0,Chelsea,UCL,0.0,3.0,0.0,0.0,0.44,0.0,0.0,,13.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Marko Đira,hr CRO,1999.0,2020.0,Dinamo Zagreb,UCL,0.0,1.0,0.0,0.0,1.45,0.0,0.0,,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Pape Abou Cisse,sn SEN,1995.0,2021.0,Olympiacos,UCL,0.0,5.0,0.0,0.0,1.0,0.0,0.0,,20.5,1.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Tammy Abraham,eng ENG,1997.0,2021.0,Chelsea,UCL,1.0,6.0,2.0,33.3,2.35,0.78,0.17,0.5,11.3,0.0,0.0,0.0,0.9,0.9,0.15,0.1,0.1
Francesco Acerbi,it ITA,1988.0,2021.0,Lazio,UCL,0.0,5.0,1.0,20.0,0.62,0.12,0.0,0.0,11.8,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Marcos Acuña,ar ARG,1991.0,2021.0,Sevilla,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tyler Adams,us USA,1999.0,2021.0,RB Leipzig,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Karim Adeyemi,de GER,2002.0,2021.0,RB Salzburg,UCL,1.0,2.0,1.0,50.0,3.46,1.73,0.5,1.0,15.9,0.0,0.0,0.0,0.6,0.6,0.28,0.4,0.4
Nayef Aguerd,ma MAR,1996.0,2021.0,Rennes,UCL,0.0,3.0,0.0,0.0,0.98,0.0,0.0,,18.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Sergio Agüero,ar ARG,1988.0,2021.0,Manchester City,UCL,2.0,1.0,1.0,100.0,0.68,0.68,1.0,1.0,15.0,0.0,1.0,1.0,1.4,0.7,0.66,0.6,0.3
Manuel Akanji,ch SUI,1995.0,2021.0,Dortmund,UCL,0.0,2.0,1.0,50.0,0.4,0.2,0.0,0.0,20.1,1.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Marley Aké,fr FRA,2001.0,2021.0,Marseille,UCL,0.0,1.0,0.0,0.0,2.31,0.0,0.0,,4.1,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1
Nathan Aké,nl NED,1995.0,2021.0,Manchester City,UCL,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.1,0.14,-0.1,-0.1
Jean-Daniel Akpa-Akpro,ci CIV,1992.0,2021.0,Lazio,UCL,1.0,3.0,1.0,33.3,0.93,0.31,0.33,1.0,13.8,0.0,0.0,0.0,0.4,0.4,0.13,0.6,0.6
David Alaba,at AUT,1992.0,2021.0,Bayern Munich,UCL,0.0,2.0,0.0,0.0,0.29,0.0,0.0,,27.4,2.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Jordi Alba,es ESP,1989.0,2021.0,Barcelona,UCL,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,14.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Luis Alberto,es ESP,1992.0,2021.0,Lazio,UCL,0.0,6.0,4.0,66.7,1.14,0.76,0.0,0.0,19.8,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
Thiago Alcántara,es ESP,1991.0,2021.0,Liverpool,UCL,0.0,1.0,1.0,100.0,0.63,0.63,0.0,0.0,18.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Danijel Aleksić,rs SRB,1991.0,2021.0,Başakşehir,UCL,0.0,4.0,2.0,50.0,3.33,1.67,0.0,0.0,22.4,1.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Carles Aleñá,es ESP,1998.0,2021.0,Barcelona,UCL,0.0,3.0,0.0,0.0,2.18,0.0,0.0,,24.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Trent Alexander-Arnold,eng ENG,1998.0,2021.0,Liverpool,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Hasan Ali Kaldırım,tr TUR,1989.0,2021.0,Başakşehir,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Marcos Alonso,es ESP,1990.0,2021.0,Chelsea,UCL,0.0,2.0,1.0,50.0,1.01,0.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Éder Álvarez Balanta,co COL,1993.0,2021.0,Club Brugge,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Edson Álvarez,mx MEX,1997.0,2021.0,Ajax,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jordan Amavi,fr FRA,1994.0,2021.0,Marseille,UCL,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,32.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Felipe Anderson,br BRA,1993.0,2021.0,Porto,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mikael Anderson,is ISL,1998.0,2021.0,Midtjylland,UCL,0.0,4.0,1.0,25.0,2.13,0.53,0.0,0.0,20.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Joel Andersson,se SWE,1996.0,2021.0,Midtjylland,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Oleksandr Andriyevskyi,ua UKR,1994.0,2021.0,Dynamo Kyiv,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Angeliño,es ESP,1997.0,2021.0,RB Leipzig,UCL,3.0,12.0,5.0,41.7,1.73,0.72,0.25,0.6,14.9,0.0,0.0,0.0,1.6,1.6,0.13,1.4,1.4
Faustino Anjorin,eng ENG,2001.0,2021.0,Chelsea,UCL,0.0,2.0,0.0,0.0,2.28,0.0,0.0,,14.2,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Marcos Antônio,br BRA,2000.0,2021.0,Shakhtar,UCL,0.0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Antony,br BRA,2000.0,2021.0,Ajax,UCL,1.0,9.0,7.0,77.8,2.26,1.76,0.11,0.14,19.7,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3
Youssef El-Arabi,ma MAR,1987.0,2021.0,Olympiacos,UCL,0.0,7.0,3.0,42.9,1.49,0.64,0.0,0.0,13.3,0.0,0.0,0.0,0.8,0.8,0.12,-0.8,-0.8
Ronald Araújo,uy URU,1999.0,2021.0,Barcelona,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ari,ru RUS,1985.0,2021.0,Krasnodar,UCL,0.0,2.0,1.0,50.0,7.2,3.6,0.0,0.0,13.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
Bright Arrey-Mbi,de GER,2003.0,2021.0,Bayern Munich,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Sergio Arribas,es ESP,2001.0,2021.0,Real Madrid,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Marco Asensio,es ESP,1996.0,2021.0,Real Madrid,UCL,1.0,15.0,9.0,60.0,3.16,1.9,0.07,0.11,16.4,1.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3
Majeed Ashimeru,gh GHA,1997.0,2021.0,RB Salzburg,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Sardar Azmoun,ir IRN,1995.0,2021.0,Zenit,UCL,0.0,8.0,1.0,12.5,2.5,0.31,0.0,0.0,11.3,0.0,0.0,0.0,0.8,0.8,0.11,-0.8,-0.8
César Azpilicueta,es ESP,1989.0,2021.0,Chelsea,UCL,0.0,3.0,1.0,33.3,0.5,0.17,0.0,0.0,10.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Demba Ba,sn SEN,1985.0,2021.0,Başakşehir,UCL,1.0,9.0,3.0,33.3,2.47,0.82,0.11,0.33,19.4,0.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0
Ousseynou Ba,sn SEN,1995.0,2021.0,Olympiacos,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Youssouph Badji,sn SEN,2001.0,2021.0,Club Brugge,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mitchel Bakker,nl NED,2000.0,2021.0,Paris S-G,UCL,0.0,2.0,1.0,50.0,0.77,0.39,0.0,0.0,11.2,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3
Leonardo Balerdi,ar ARG,1999.0,2021.0,Marseille,UCL,0.0,1.0,0.0,0.0,0.36,0.0,0.0,,14.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Tudor Băluță,ro ROU,1999.0,2021.0,Dynamo Kyiv,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nicolò Barella,it ITA,1997.0,2021.0,Inter,UCL,0.0,4.0,0.0,0.0,0.68,0.0,0.0,,16.8,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Romário Baró,pt POR,2000.0,2021.0,Porto,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Wílmar Barrios,co COL,1993.0,2021.0,Zenit,UCL,0.0,1.0,0.0,0.0,0.18,0.0,0.0,,31.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Alessandro Bastoni,it ITA,1999.0,2021.0,Inter,UCL,0.0,2.0,0.0,0.0,0.44,0.0,0.0,,16.9,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Roko Baturina,hr CRO,2000.0,2021.0,Ferencváros,UCL,0.0,1.0,1.0,100.0,2.43,2.43,0.0,0.0,8.0,0.0,0.0,0.0,0.2,0.2,0.18,-0.2,-0.2
Donny van de Beek,nl NED,1997.0,2021.0,Manchester Utd,UCL,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,13.6,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Jude Bellingham,eng ENG,2003.0,2021.0,Dortmund,UCL,0.0,8.0,2.0,25.0,1.39,0.35,0.0,0.0,19.2,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7
Darío Benedetto,ar ARG,1990.0,2021.0,Marseille,UCL,0.0,5.0,1.0,20.0,1.75,0.35,0.0,0.0,16.0,0.0,0.0,0.0,0.7,0.7,0.14,-0.7,-0.7
László Bénes,sk SVK,1997.0,2021.0,M'Gladbach,UCL,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ramy Bensebaini,dz ALG,1995.0,2021.0,M'Gladbach,UCL,2.0,3.0,1.0,33.3,0.6,0.2,0.33,1.0,18.5,1.0,1.0,1.0,1.1,0.3,0.11,0.9,0.7
Rodrigo Bentancur,uy URU,1997.0,2021.0,Juventus,UCL,0.0,5.0,1.0,20.0,0.95,0.19,0.0,0.0,24.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Karim Benzema,fr FRA,1987.0,2021.0,Real Madrid,UCL,5.0,23.0,12.0,52.2,4.3,2.25,0.22,0.42,11.0,0.0,0.0,0.0,4.1,4.1,0.18,0.9,0.9
Marcus Berg,se SWE,1986.0,2021.0,Krasnodar,UCL,2.0,9.0,4.0,44.4,1.59,0.71,0.11,0.25,13.4,0.0,1.0,1.0,2.6,1.8,0.2,-0.6,-0.8
Mergim Berisha,de GER,1998.0,2021.0,RB Salzburg,UCL,4.0,17.0,9.0,52.9,3.24,1.72,0.24,0.44,15.1,1.0,0.0,0.0,3.1,3.1,0.18,0.9,0.9
Federico Bernardeschi,it ITA,1994.0,2021.0,Juventus,UCL,0.0,9.0,1.0,11.1,5.4,0.6,0.0,0.0,16.1,0.0,0.0,0.0,1.0,1.0,0.11,-1.0,-1.0
Miha Blažič,si SVN,1993.0,2021.0,Ferencváros,UCL,0.0,3.0,0.0,0.0,0.5,0.0,0.0,,27.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Daley Blind,nl NED,1990.0,2021.0,Ajax,UCL,0.0,1.0,0.0,0.0,0.22,0.0,0.0,,24.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Jérôme Boateng,de GER,1988.0,2021.0,Bayern Munich,UCL,1.0,1.0,1.0,100.0,0.23,0.23,1.0,1.0,8.0,0.0,0.0,0.0,0.1,0.1,0.09,0.9,0.9
Franck Boli,ci CIV,1993.0,2021.0,Ferencváros,UCL,2.0,6.0,5.0,83.3,6.59,5.49,0.33,0.4,12.1,0.0,0.0,0.0,1.8,1.8,0.32,0.2,0.2
