Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Florian Chabrolle,fr FRA,MF,,Marseille,fr Ligue 1,,1998,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,14,16,87.5,170,69,12,12,100,1,1,100,1,1,100,0,0,0,0,2,1,0,2,,16,0,0,0,3,0,0,0,0,0,0,13,3,0,2,14,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,8,3,37.5,0,1,7,0,0,0,0,0,0,0,0,,19,0,1,13,6,0,19,0,1,0,0,0,17,107,71,6,1,0,2,0,21,16,76.2,1,,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,
Fouad Chafik,ma MAR,DF,,Dijon,fr Ligue 1,,1986,17,,0,7,0,0,0.41,0,0,,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,,702,914,76.8,13800,5946,289,322,89.8,294,371,79.2,110,194,56.7,2,1.9,0.1,22,65,30,15,78,,737,177,19,0,127,24,38,0,0,0,0,466,171,277,33,686,29,158,1,1,15,11,21,,47,2.77,36,5,1,0,3,1,6,0.35,5,0,0,0,0,0,1,,40,23,24,12,4,17,42,40.5,25,212,57,26.9,105,88,19,21,3,0,18,30,70,45,0,,1077,45,372,573,206,4,907,17,31,54.8,17,2,648,4068,2518,96,28,1,7,7,659,603,91.5,17,,1,0,0,18,20,0,38,30,23,0,1,0,158,11,12,47.8
Sofian Chakla,ma MAR,DF,,Villarreal,es La Liga,,1993,2,,0,1,0,0,0.5,0,0,,13,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,79,95,83.2,1839,568,18,19,94.7,40,48,83.3,20,27,74.1,0,0,0,0,0,0,0,3,,86,9,9,0,13,3,0,0,0,0,0,66,7,22,7,78,8,0,0,0,2,2,0,,1,0.5,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,11,5,45.5,8,3,0,1,1,0,0,1,1,9,0,,107,22,71,39,2,1,98,0,0,,0,0,62,235,124,0,0,0,0,0,66,65,98.5,1,,1,0,0,3,1,0,0,1,0,0,1,0,22,2,2,50
Nathaniel Chalobah,eng ENG,MF,,Watford,eng Premier League,,1994,10.3,,0,9,0,0,0.87,0,0,,21.6,2,0,0,0.4,0.4,0.05,-0.4,-0.4,,263,358,73.5,4592,1237,123,153,80.4,106,126,84.1,27,57,47.4,1,1.1,-0.1,8,24,4,0,34,,335,23,7,2,89,15,4,13,2,2,5,211,76,71,61,259,22,2,0,1,7,6,18,,19,1.84,16,2,0,0,0,1,2,0.19,2,0,0,0,0,0,0,,32,19,10,15,7,9,27,33.3,18,227,65,28.6,76,112,39,14,5,0,9,9,41,32,0,,488,27,112,281,117,9,465,6,14,42.9,6,3,266,986,438,20,7,2,7,12,297,246,82.8,21,,1,0,0,7,8,0,4,9,19,0,0,0,115,17,14,54.8
Calum Chambers,eng ENG,DF,,Arsenal,eng Premier League,,1995,12.2,,1,12,2,16.7,0.98,0.16,0.08,0.5,11.6,0,0,0,0.7,0.7,0.06,0.3,0.3,,702,865,81.2,14269,4326,226,258,87.6,361,408,88.5,108,168,64.3,1,0.7,0.3,4,36,5,2,45,,773,92,8,0,159,15,27,0,0,0,0,594,144,127,54,684,27,83,1,1,10,9,31,,17,1.39,9,2,0,4,0,2,3,0.25,1,0,0,1,0,1,0,,25,18,14,8,3,9,12,75,3,143,51,35.7,77,41,25,21,7,0,14,13,38,61,0,,1028,130,458,428,188,26,936,13,18,72.2,13,1,681,2790,1539,63,10,2,7,11,715,678,94.8,37,,5,0,0,18,4,0,27,13,18,0,1,0,123,37,27,57.8
Jhon Chancellor,ve VEN,DF,,Brescia,it Serie A,,1992,24.9,,3,13,3,23.1,0.52,0.12,0.23,1,7.6,0,0,0,2,2,0.15,1,1,,745,849,87.8,16773,4413,165,184,89.7,442,476,92.9,129,165,78.2,0,0,0,0,18,1,0,26,,822,27,27,0,126,38,1,0,0,0,0,642,74,133,213,562,50,0,3,4,23,1,13,,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,19,22,5,1,12,29,41.4,17,229,63,27.5,166,57,6,55,30,1,25,14,42,198,5,,1171,304,787,415,31,23,1144,8,9,88.9,8,1,593,3638,1555,22,1,0,5,4,672,644,95.8,15,,3,0,0,21,7,3,1,14,19,0,0,1,189,69,39,63.9
Timothy Chandler,us USA,DF,MF,Eint Frankfurt,de Bundesliga,,1990,13.6,,5,19,8,42.1,1.4,0.59,0.26,0.63,13.8,0,0,0,1.8,1.8,0.09,3.2,3.2,,290,462,62.8,5690,2696,113,150,75.3,136,201,67.7,39,87,44.8,1,1,0,12,26,19,14,54,,395,67,4,1,73,17,47,0,0,0,0,174,113,175,77,264,30,63,2,0,10,9,27,,23,1.7,15,4,1,1,2,0,3,0.22,1,1,1,0,0,0,0,,20,10,9,6,5,7,15,46.7,8,195,51,26.2,77,72,46,22,5,1,17,6,26,25,0,,589,32,131,247,241,34,524,4,10,40,5,0,309,1645,817,51,14,3,13,8,499,355,71.1,64,,4,0,0,16,11,4,47,6,10,0,0,0,87,42,30,58.3
Kwon Chang-hoon,kr KOR,MF,FW,Freiburg,de Bundesliga,2020,1994,7.5,,2,15,6,40,2,0.8,0.13,0.33,18.8,0,0,0,1.9,1.9,0.12,0.1,0.1,,198,275,72,3593,982,93,115,80.9,78,100,78,24,44,54.5,0,1.1,-1.1,10,15,9,5,21,,273,2,1,0,64,10,16,0,0,0,0,159,63,53,204,44,9,1,3,3,4,6,16,,21,2.8,14,0,4,1,2,0,3,0.4,1,0,0,0,2,0,0,,9,6,2,4,3,1,14,7.1,13,142,37,26.1,29,63,50,8,1,0,7,7,16,12,0,,386,16,67,183,170,29,384,10,17,58.8,10,1,288,1596,671,30,15,4,19,12,361,270,74.8,63,,0,0,0,4,21,3,16,7,6,1,0,0,68,16,23,41
Gaëtan Charbonnier,fr FRA,FW,MF,Brest,fr Ligue 1,,1988,22.9,,4,48,14,29.2,2.09,0.61,0.08,0.29,18.2,0,0,2,6.5,5,0.1,-2.5,-1,,627,821,76.4,10587,2772,355,417,85.1,193,246,78.5,68,114,59.6,5,3.2,1.8,32,56,22,3,77,,757,64,5,5,195,34,33,6,0,1,0,519,177,125,98,650,25,8,12,1,18,20,29,,60,2.62,50,1,1,1,3,4,8,0.35,8,0,0,0,0,0,0,,38,22,11,12,15,9,33,27.3,24,378,91,24.1,37,177,164,29,6,0,23,5,43,28,1,,1140,36,116,563,513,83,1076,25,48,52.1,28,1,791,2664,1316,85,16,12,70,50,1233,850,68.9,223,,5,0,0,40,34,9,33,5,22,1,0,0,107,50,81,38.2
Brendan Chardonnet,fr FRA,DF,,Brest,fr Ligue 1,,1994,9.1,,0,3,0,0,0.33,0,0,,21.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,478,536,89.2,11899,3475,102,107,95.3,231,251,92,144,175,82.3,0,0,0,2,32,2,0,37,,524,12,11,0,63,33,0,0,0,0,0,402,35,99,49,452,18,1,1,0,5,1,3,,5,0.55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,8,11,4,2,3,9,33.3,6,81,29,35.8,52,27,2,16,9,0,7,8,25,69,0,,648,103,394,288,16,2,636,3,3,100,3,0,413,2500,1400,38,3,0,0,0,445,440,98.9,2,,4,0,0,6,4,0,0,8,8,0,2,0,80,31,21,59.6
Charles,br BRA,FW,,Eibar,es La Liga,,1984,14.5,,6,23,9,39.1,1.59,0.62,0.22,0.56,14.1,0,1,2,4.5,3,0.13,1.5,2,,237,346,68.5,3241,415,138,194,71.1,72,105,68.6,10,15,66.7,0,0.8,-0.8,10,14,4,1,11,,312,34,0,2,99,1,3,0,0,0,0,153,105,88,14,229,50,5,12,1,9,7,13,,25,1.73,17,0,1,1,5,1,2,0.14,1,0,0,0,1,0,0,,13,6,2,7,4,2,13,15.4,11,228,52,22.8,11,101,116,12,3,0,9,3,16,7,0,,475,6,25,246,219,51,439,4,6,66.7,4,0,217,607,225,12,5,2,34,17,670,326,48.7,125,,8,0,0,41,21,7,3,3,6,1,0,0,67,51,89,36.4
Xavier Chavalerin,fr FRA,MF,,Reims,fr Ligue 1,,1991,23.9,,1,19,3,15.8,0.8,0.13,0.05,0.33,21.1,0,0,0,0.7,0.7,0.04,0.3,0.3,,848,1096,77.4,16922,5347,358,405,88.4,320,379,84.4,156,281,55.5,3,2.2,0.8,38,75,26,7,89,,969,127,61,5,183,66,37,58,10,35,8,655,154,287,887,146,39,7,3,5,18,22,19,,57,2.39,31,21,1,0,1,3,4,0.17,2,2,0,0,0,0,0,,76,52,29,39,8,24,62,38.7,38,505,150,29.7,164,261,80,39,6,0,33,29,105,41,0,,1344,49,356,727,317,20,1219,20,29,69,21,0,793,3442,1520,63,11,2,23,13,881,807,91.6,54,,6,0,0,39,9,4,37,29,52,0,0,0,205,15,18,45.5
Pablo Chavarría,ar ARG,FW,MF,Mallorca,es La Liga,,1988,2.3,,0,5,0,0,2.15,0,0,,12.1,0,0,0,0.5,0.5,0.11,-0.5,-0.5,,40,63,63.5,494,91,24,33,72.7,11,18,61.1,1,4,25,0,0.7,-0.7,2,0,1,0,3,,62,1,0,0,24,2,5,0,0,0,0,28,17,18,11,29,10,1,0,0,3,1,3,,5,2.15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,1,0,0,2,0,2,69,10,14.5,18,22,29,3,1,0,2,0,2,2,0,,95,3,6,38,57,17,94,0,0,,0,0,48,347,220,11,6,1,11,4,129,75,58.1,31,,1,0,0,14,4,7,5,0,1,0,0,0,9,18,11,62.1
Aurélien Chedjou,cm CMR,DF,,Amiens,fr Ligue 1,,1985,21.9,,0,8,2,25,0.37,0.09,0,0,9.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,,828,994,83.3,19123,7616,229,249,92,400,440,90.9,190,289,65.7,0,0.2,-0.2,2,79,2,0,84,,952,42,40,0,134,45,0,0,0,0,0,660,118,216,150,777,47,2,2,3,20,11,10,,12,0.55,10,1,0,1,0,0,1,0.05,1,0,0,0,0,0,0,,35,27,24,11,0,12,26,46.2,14,183,66,36.1,121,58,4,33,15,0,18,27,62,183,1,,1277,196,709,629,31,11,1237,13,15,86.7,14,0,727,4178,2465,45,5,0,5,5,705,693,98.3,7,,4,1,1,14,12,0,0,27,27,0,1,0,255,45,23,66.2
Pape Cheikh Diop,sn SEN,MF,,Celta Vigo,es La Liga,,1997,6.7,,0,2,0,0,0.3,0,0,,15.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,238,264,90.2,4097,948,107,118,90.7,95,104,91.3,28,32,87.5,1,0.3,0.7,5,19,2,0,19,,255,9,5,1,49,4,1,0,0,0,0,213,31,20,31,213,13,4,1,0,3,2,3,,11,1.65,7,0,1,0,3,0,4,0.6,1,0,1,0,2,0,0,,12,6,6,4,2,3,14,21.4,11,143,38,26.6,44,72,27,3,2,0,1,2,14,4,0,,322,11,71,214,70,7,315,6,8,75,6,0,235,1527,811,37,17,1,9,9,268,228,85.1,13,,5,1,1,24,17,0,1,2,6,0,0,0,61,3,8,27.3
Chema,es ESP,DF,,Getafe,es La Liga,,1992,3.4,,0,3,0,0,0.87,0,0,,12,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,75,123,61,1962,689,14,22,63.6,39,48,81.3,21,51,41.2,0,0,0,0,8,0,0,6,,113,10,9,0,12,8,0,0,0,0,0,49,16,58,84,9,21,1,1,3,8,0,3,,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,2,0,0,0,,0,23,12,52.2,7,15,1,3,0,0,3,2,4,18,0,,155,14,69,86,8,5,146,1,1,100,1,0,66,329,174,4,0,0,2,2,65,63,96.9,2,,4,0,0,7,1,1,0,2,2,0,0,0,57,14,14,50
Rayan Cherki,fr FRA,MF,FW,Lyon,fr Ligue 1,2020,2003,1.6,,0,3,2,66.7,1.89,1.26,0,0,23.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,44,66,66.7,617,127,27,34,79.4,13,15,86.7,1,7,14.3,0,0.1,-0.1,1,0,0,0,2,,60,6,2,1,20,4,3,1,0,0,1,38,19,9,36,27,0,3,0,0,1,4,6,,3,1.89,3,0,0,0,0,0,1,0.63,1,0,0,0,0,0,0,,2,2,0,1,1,2,4,50,2,29,10,34.5,6,17,6,2,0,0,2,1,3,0,0,,87,0,11,45,41,4,83,6,9,66.7,6,0,71,389,222,12,5,1,2,10,87,64,73.6,11,,0,0,0,1,6,0,3,1,2,0,0,0,13,0,2,0
Denis Cheryshev,ru RUS,MF,FW,Valencia,es La Liga,2020,1990,10.3,,1,21,7,33.3,2.04,0.68,0.05,0.14,19.3,0,0,0,2.9,2.9,0.14,-1.9,-1.9,,240,349,68.8,4058,1037,120,155,77.4,93,127,73.2,20,47,42.6,2,1.2,0.8,8,14,12,6,25,,336,13,2,1,61,13,40,0,0,0,0,223,61,65,250,61,17,11,3,4,14,8,21,,21,2.04,15,0,0,0,3,3,4,0.39,4,0,0,0,0,0,0,,12,7,5,3,4,4,22,18.2,18,173,37,21.4,55,84,34,24,1,0,23,8,20,9,0,,480,12,83,212,217,49,469,13,28,46.4,15,2,351,1820,988,54,15,6,19,13,446,334,74.9,80,,5,0,0,23,13,2,40,8,7,1,1,0,74,10,15,40
Giorgio Chiellini,it ITA,DF,,Juventus,it Serie A,,1984,2.2,,1,1,1,100,0.45,0.45,1,1,7,0,0,0,0.2,0.2,0.23,0.8,0.8,,97,106,91.5,2022,587,25,25,100,52,56,92.9,18,22,81.8,0,0,0,0,8,0,0,8,,105,1,1,0,7,2,0,0,0,0,0,77,15,14,80,16,6,0,1,0,3,0,1,,2,0.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,0,0,1,1,100,0,18,11,61.1,10,8,0,5,3,0,2,1,4,10,0,,126,18,57,72,4,2,125,0,0,,0,0,71,425,318,9,1,0,2,0,90,88,97.8,1,,0,0,0,4,2,0,0,1,2,0,0,0,18,4,2,66.7
Federico Chiesa,it ITA,FW,DF,Fiorentina,it Serie A,,1997,29.3,,11,109,40,36.7,3.72,1.37,0.09,0.25,18,2,1,2,11.3,9.8,0.09,-0.3,0.2,,609,833,73.1,10230,3230,308,378,81.5,223,296,75.3,56,106,52.8,6,5.5,0.5,46,37,44,8,92,,771,62,4,7,185,27,54,4,1,0,0,534,180,119,162,587,19,48,12,4,24,21,38,,108,3.69,67,2,12,9,14,3,15,0.51,8,0,1,2,2,1,1,,49,30,16,23,10,10,52,19.2,42,656,150,22.9,107,285,264,27,0,0,27,5,54,8,0,,1225,12,147,494,686,173,1164,60,93,64.5,64,5,940,5762,3838,227,53,45,53,58,1266,872,68.9,204,,7,0,0,54,46,7,54,5,30,2,0,0,175,6,30,16.7
Ben Chilwell,eng ENG,DF,,Leicester City,eng Premier League,,1996,26.4,,3,15,6,40,0.57,0.23,0.2,0.5,18.1,0,0,0,1,1,0.07,2,2,,1527,1955,78.1,26138,8345,749,828,90.5,638,778,82,124,278,44.6,3,3.6,-0.6,36,92,23,12,113,,1652,303,32,3,324,40,78,7,0,3,0,1165,381,409,1414,183,52,264,4,3,42,32,63,,63,2.39,53,7,1,1,0,1,7,0.27,7,0,0,0,0,0,0,,51,26,33,14,4,19,59,32.2,40,412,115,27.9,193,157,62,58,9,0,49,20,71,89,0,,2310,78,631,1151,728,56,2015,23,46,50,25,0,1500,9288,5541,220,79,14,35,37,1634,1524,93.3,74,,3,0,0,28,30,1,78,20,26,0,0,0,240,62,22,73.8
Vlad Chiricheș,ro ROU,DF,,Sassuolo,it Serie A,,1989,7.9,,0,2,0,0,0.25,0,0,,7.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,,455,489,93,9118,3030,147,155,94.8,243,259,93.8,60,68,88.2,0,0,0,0,21,1,0,21,,474,15,15,0,47,10,1,0,0,0,0,423,40,26,41,434,8,0,2,0,7,4,3,,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0,0,,19,12,16,3,0,5,11,45.5,6,85,23,27.1,63,21,1,17,7,0,10,7,26,32,2,,574,99,304,303,11,4,561,2,2,100,2,0,399,2104,1228,27,2,0,3,5,411,402,97.8,4,,0,0,0,8,3,1,1,7,12,0,0,0,75,13,13,50
Tahith Chong,nl NED,FW,MF,Manchester Utd,eng Premier League,,1999,0.4,,0,1,0,0,2.43,0,0,,12.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,9,14,64.3,136,36,4,6,66.7,5,5,100,0,1,0,0,0,0,0,1,0,0,2,,14,0,0,0,2,0,0,0,0,0,0,13,1,0,14,0,0,0,0,0,1,2,1,,2,4.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,15,4,26.7,4,3,8,0,0,0,0,1,1,0,0,,20,1,2,9,10,2,20,1,3,33.3,1,0,20,99,52,2,0,1,2,0,23,17,73.9,3,,0,0,0,2,1,0,0,1,0,0,0,0,2,0,2,0
Joris Chotard,fr FRA,MF,,Montpellier,fr Ligue 1,,2001,13.9,,0,11,2,18.2,0.79,0.14,0,0,29.7,0,0,0,0.3,0.3,0.02,-0.3,-0.3,,429,556,77.2,9784,2651,135,167,80.8,196,231,84.8,90,136,66.2,0,0.4,-0.4,8,60,10,1,54,,532,24,23,3,123,42,8,0,0,0,0,293,112,151,86,426,21,1,7,2,14,15,9,,21,1.51,19,0,0,1,1,0,2,0.14,2,0,0,0,0,0,0,,34,21,15,18,1,15,35,42.9,20,287,91,31.7,104,156,27,16,5,0,11,16,50,17,0,,692,23,171,466,96,4,674,11,21,52.4,11,1,460,2162,1123,45,14,0,17,7,458,411,89.7,25,,5,1,1,27,22,1,8,16,21,0,0,0,164,19,16,54.3
Hamza Choudhury,eng ENG,MF,,Leicester City,eng Premier League,,1997,9.9,,1,7,2,28.6,0.71,0.2,0.14,0.5,16.1,0,0,0,0.5,0.5,0.07,0.5,0.5,,428,494,86.6,7794,1523,179,197,90.9,188,209,90,52,67,77.6,1,0.1,0.9,3,30,2,0,19,,481,13,12,0,65,5,4,0,0,0,0,389,45,60,35,418,34,0,1,0,4,8,9,,12,1.21,11,0,0,1,0,0,1,0.1,1,0,0,0,0,0,0,,20,13,8,10,2,5,28,17.9,23,192,62,32.3,80,88,24,20,7,0,13,18,38,18,0,,609,29,163,365,107,11,599,7,13,53.8,7,0,400,1367,518,10,7,1,5,9,429,403,93.9,19,,4,1,1,12,7,0,4,18,13,0,0,0,104,11,8,57.9
Mounir Chouiar,fr FRA,MF,FW,Dijon,fr Ligue 1,2020,1999,16.7,,4,38,17,44.7,2.27,1.02,0.11,0.24,17.2,6,0,0,3.8,3.8,0.1,0.2,0.2,,459,640,71.7,8098,2611,234,277,84.5,140,186,75.3,71,137,51.8,0,2.9,-2.9,44,33,20,3,54,,525,115,38,0,151,37,32,56,17,22,9,417,87,136,59,532,18,17,4,2,8,18,28,,70,4.18,28,29,10,2,1,0,1,0.06,1,0,0,0,0,0,0,,38,27,15,15,8,6,41,14.6,35,359,99,27.6,87,189,83,21,2,0,19,11,49,7,0,,882,16,130,426,402,61,768,75,112,67,79,1,663,3910,2376,114,33,15,36,54,687,553,80.5,118,,4,1,0,34,20,4,32,11,27,0,0,0,124,12,12,50
Andreas Christensen,dk DEN,DF,,Chelsea,eng Premier League,,1996,19.5,,0,7,2,28.6,0.36,0.1,0,0,11.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7,,1166,1258,92.7,26595,6431,269,282,95.4,653,679,96.2,237,281,84.3,0,1,-1,4,82,2,0,47,,1224,34,29,1,170,33,0,0,0,0,0,1047,83,128,80,1108,31,5,3,3,16,7,6,,11,0.57,10,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0,,41,20,25,13,3,11,24,45.8,13,156,57,36.5,90,62,4,22,9,0,13,15,56,104,0,,1449,169,747,746,44,12,1417,2,2,100,2,0,1024,6070,3306,73,7,0,3,2,1068,1056,98.9,7,,5,0,0,17,10,0,0,15,20,0,0,0,173,68,40,63
Samuel Chukwueze,ng NGA,MF,FW,Villarreal,es La Liga,2020,1999,22.8,,3,50,11,22,2.2,0.48,0.06,0.27,17.8,0,0,0,3.6,3.6,0.07,-0.6,-0.6,,553,750,73.7,10360,2682,233,285,81.8,229,293,78.2,80,124,64.5,2,3.3,-1.3,35,36,33,9,79,,737,13,0,5,154,21,45,3,0,0,0,499,129,122,683,21,26,8,5,2,13,20,41,,99,4.36,69,0,13,3,11,3,14,0.62,7,0,3,1,3,0,0,,18,15,8,5,5,7,21,33.3,14,347,97,28,75,157,115,29,1,0,28,9,27,8,1,,1066,14,119,526,525,124,1053,60,99,60.6,62,3,874,5482,3688,197,49,47,71,47,1106,823,74.4,192,,2,0,0,16,50,12,45,9,15,2,0,0,150,11,30,26.8
Darko Churlinov,mk MKD,FW,,Köln,de Bundesliga,,2000,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,7,11,63.6,124,14,2,3,66.7,5,6,83.3,0,0,,0,0,0,1,0,0,0,0,,11,0,0,0,3,0,1,0,0,0,0,6,3,2,5,6,0,0,0,0,0,0,2,,2,8.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,,16,0,1,6,10,3,16,0,2,0,0,0,12,28,5,0,0,0,1,0,13,11,84.6,6,,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,0
Luca Cigarini,it ITA,MF,,Cagliari,it Serie A,,1986,17.8,,0,7,1,14.3,0.39,0.06,0,0,23.4,2,0,0,0.3,0.3,0.04,-0.3,-0.3,,992,1228,80.8,20139,7197,384,414,92.8,420,474,88.6,173,312,55.4,4,3,1,42,122,14,0,108,,1057,171,108,5,129,71,19,60,14,26,8,722,175,331,136,1055,26,1,4,3,31,14,13,,63,3.55,38,22,1,0,1,1,9,0.51,7,2,0,0,0,0,0,,37,26,21,14,2,13,48,27.1,35,256,80,31.3,114,107,35,43,10,0,33,19,56,40,0,,1392,63,406,808,272,6,1235,10,12,83.3,11,0,846,3493,1906,63,30,1,11,14,941,892,94.8,24,,8,1,1,36,28,0,19,19,26,0,0,0,195,10,13,43.5
Per Ciljan Skjelbred,no NOR,MF,,Hertha BSC,de Bundesliga,,1987,18.1,,0,1,0,0,0.06,0,0,,16.5,0,0,0,0,0,0.03,0,0,,597,712,83.8,11799,3127,214,245,87.3,281,329,85.4,90,113,79.6,0,0.2,-0.2,3,48,3,0,52,,687,25,18,0,114,22,4,0,0,0,0,488,127,97,39,614,33,6,7,2,17,11,12,,17,0.94,15,1,0,0,0,1,2,0.11,2,0,0,0,0,0,0,,49,31,18,25,6,11,47,23.4,36,336,113,33.6,124,174,38,23,3,0,20,22,71,26,2,,853,35,280,529,108,4,830,9,12,75,9,0,544,3302,1890,48,10,0,11,8,560,520,92.9,18,,4,0,0,22,9,0,4,22,31,0,0,0,173,19,17,52.8
Thiago Cionek,pl POL,DF,,SPAL,it Serie A,,1986,24.1,,0,11,2,18.2,0.46,0.08,0,0,16.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,,1029,1360,75.7,18355,7979,452,494,91.5,458,570,80.4,101,228,44.3,1,1,0,14,67,18,9,91,,1116,244,61,0,175,18,45,0,0,0,0,725,212,423,163,940,53,183,2,3,19,16,56,,29,1.2,24,3,0,1,1,0,3,0.12,2,0,0,0,1,0,0,,65,33,37,21,7,22,55,40,33,378,104,27.5,190,128,60,49,13,0,36,23,88,106,3,,1643,153,637,766,347,17,1418,9,14,64.3,9,0,948,4782,2762,109,46,2,12,18,967,936,96.8,23,,11,0,0,53,52,0,45,23,33,1,1,0,230,45,24,65.2
Ibrahim Cissé,sn SEN,DF,,Angers,fr Ligue 1,,1996,0.7,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,37,44,84.1,748,272,11,11,100,22,24,91.7,4,9,44.4,0,0,0,0,1,0,0,1,,42,2,0,0,3,3,0,0,0,0,0,35,3,6,3,39,0,2,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,,0,11,3,27.3,4,5,2,2,0,0,2,0,1,0,0,,53,8,33,22,2,1,51,0,0,,0,0,37,286,222,2,0,0,0,0,39,39,100,1,,0,0,0,0,1,0,0,0,1,0,0,0,4,3,3,50
Ibrahim Cissé,ci CIV,DF,FW,Nice,fr Ligue 1,,1999,0.6,,0,1,1,100,1.8,1.8,0,0,7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,,57,63,90.5,983,361,28,29,96.6,23,27,85.2,5,6,83.3,0,0.1,-0.1,1,2,1,1,4,,48,15,1,0,5,0,1,0,0,0,0,40,13,10,2,44,2,14,0,0,1,2,0,,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,,0,2,1,50,1,0,1,1,1,0,0,0,1,6,0,,69,1,24,31,16,0,54,3,4,75,3,0,37,149,88,5,1,0,2,0,43,40,93,1,,1,0,0,2,0,0,1,0,0,0,0,0,11,1,1,50
