,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1230,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,es Villarreal,21,1996,1,3,3,0.4,0.0,0,,0,1,,0,3.00,0,0,0,0.00,-0.13,Matches
1231,Artem Sukhotskyi\Artem-Sukhotskyi,ua UKR,DF,ua Zorya Luhansk,24,1992,6,540,90,100.0,6.0,6,,6,0,,0,1.00,3,9,-6,-1.00,,Matches
1232,Miralem Sulejmani\Miralem-Sulejmani,rs SRB,MF,ch Young Boys,28,1988,5,424,85,78.5,4.7,5,,3,0,,0,0.60,4,7,-3,-0.64,-2.19,Matches
1233,Fulvio Sulmoni\Fulvio-Sulmoni,ch SUI,DF,ch Lugano,31,1986,4,360,90,66.7,4.0,4,,4,0,,1,0.75,4,8,-4,-1.00,-2.00,Matches
1234,Nemanja Supić\Nemanja-Supic,ba BIH,GK,rs Red Star,35,1982,0,,,,,0,,0,0,,7,,,,,,,Matches
1235,Markel Susaeta\Markel-Susaeta,es ESP,MF,es Athletic Club,29,1987,9,546,61,60.7,6.1,5,,3,4,,1,1.85,13,10,+3,+0.49,+1.00,Matches
1236,Mateo Sušić\Mateo-Susic,ba BIH,MFDF,md Sheriff Tiraspol,26,1990,6,540,90,100.0,6.0,6,,6,0,,0,1.38,4,4,0,0.00,,Matches
1237,Tino-Sven Sušić\Tino-Sven-Susic,ba BIH,MF,il Maccabi Tel Aviv,25,1992,4,214,54,39.6,2.4,3,,1,1,,0,0.40,0,3,-3,-1.26,-0.16,Matches
1238,Suso\Suso,es ESP,FWMF,it Milan,23,1993,7,433,62,48.1,4.8,4,,3,3,,0,2.00,6,7,-1,-0.21,-1.75,Matches
1239,Dominik Sváček\Dominik-Svacek,cz CZE,GK,cz Viktoria Plzeň,20,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1240,Oleksandr Svatok\Oleksandr-Svatok,ua UKR,DF,ua Zorya Luhansk,22,1994,6,518,86,95.9,5.8,5,,5,1,,0,1.00,3,9,-6,-1.04,-1.04,Matches
1241,Jakub Świerczok\Jakub-Swierczok,pl POL,FW,bg Ludogorets,24,1992,2,136,68,18.9,1.5,2,,1,0,,0,0.00,0,2,-2,-1.32,-1.32,Matches
1242,Serhiy Sydorchuk\Serhiy-Sydorchuk,ua UKR,MF,ua Dynamo Kyiv,26,1991,3,244,81,27.1,2.7,3,,2,0,,0,2.20,8,5,+3,+1.11,+0.97,Matches
1243,Jan Sýkora\Jan-Sykora,cz CZE,MF,cz Slavia Prague,23,1993,5,329,66,60.9,3.7,4,,0,1,,0,1.00,4,4,0,0.00,0.00,Matches
1244,Ádám Szalai\Adam-Szalai,hu HUN,FW,de Hoffenheim,29,1987,1,24,24,4.4,0.3,0,,0,1,,0,0.00,1,1,0,0.00,+0.35,Matches
1245,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,de Köln,25,1992,4,360,90,66.7,4.0,4,,4,0,,2,1.50,6,4,+2,+0.50,+2.00,Matches
1246,Askhat Tagybergen\Askhat-Tagybergen,kz KAZ,MF,kz FC Astana,26,1990,4,84,21,11.7,0.9,1,,0,3,,2,1.75,1,0,+1,+1.07,+1.07,Matches
1247,Loai Taha\Loai-Taha,il ISR,DF,il Be'er Sheva,27,1989,5,450,90,83.3,5.0,5,,5,0,,0,0.80,5,9,-4,-0.80,+0.20,Matches
1248,Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,ly LBY,MFFW,at Austria Wien,23,1994,5,291,58,53.9,3.2,3,,1,2,,1,1.33,7,5,+2,+0.62,+3.87,Matches
1249,Afrim Taku\Afrim-Taku,al ALB,MFFW,al Skënderbeu Korçë,27,1989,5,282,56,52.2,3.1,2,,1,3,,1,1.33,1,5,-4,-1.28,-1.28,Matches
1250,Adrien Tameze\Adrien-Tameze,cm CMR,MF,fr Nice,23,1994,6,81,14,11.3,0.9,0,,0,6,,0,1.50,2,3,-1,-1.11,-1.67,Matches
1251,Cristian Tănase\Cristian-Tanase,ro ROU,MF,ro FCSB,30,1987,1,8,8,1.1,0.1,0,,0,1,,1,3.00,0,0,0,0.00,+0.13,Matches
1252,Florin Tănase\Florin-Tanase,ro ROU,MFFW,ro FCSB,22,1994,7,393,56,54.6,4.4,5,,1,2,,1,1.43,4,8,-4,-0.92,-1.74,Matches
1253,Dmitri Tarasov\Dmitri-Tarasov,ru RUS,MF,ru Loko Moscow,30,1987,8,419,52,46.6,4.7,4,,3,4,,2,1.75,7,5,+2,+0.43,+0.80,Matches
1254,Serdar Tasci\Serdar-Tasci,de GER,DF,ru Spartak Moscow,30,1987,2,100,50,55.6,1.1,2,,1,0,,0,1.50,1,3,-2,-1.80,-2.93,Matches
1255,Ronaldo Tavares\Ronaldo-Tavares,pt POR,MF,pt Sporting CP,20,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1256,Léandre Tawamba\Leandre-Tawamba,cm CMR,FW,rs Partizan,27,1989,8,693,87,96.3,7.7,8,,4,0,,0,1.30,9,12,-3,-0.39,-0.39,Matches
1257,Filipe Teixeira\Filipe-Teixeira,pt POR,MF,ro FCSB,36,1980,5,358,72,49.7,4.0,3,,3,2,,0,2.00,5,7,-2,-0.50,-0.75,Matches
1258,Pedro Teixeira\Pedro-Teixeira,ch SUI,MF,ch Young Boys,18,1998,1,90,90,16.7,1.0,1,,1,0,,2,3.00,2,1,+1,+1.00,+1.40,Matches
1259,Mahmut Tekdemir\Mahmut-Tekdemir,tr TUR,DFMF,tr Başakşehir,29,1988,2,36,18,6.7,0.4,0,,0,2,,1,0.00,1,2,-1,-2.50,-2.50,Matches
1260,Tesfaldet Tekie\Tesfaldet-Tekie,se SWE,MF,se Östersund,20,1997,2,82,41,11.4,0.9,0,,0,2,,0,1.50,0,1,-1,-1.10,-1.52,Matches
1261,Lars ten Teije\Lars-ten-Teije,nl NED,MF,nl Vitesse,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1262,Aldo Teqja\Aldo-Teqja,al ALB,GK,al Skënderbeu Korçë,22,1995,0,,,,,0,,0,0,,6,,,,,,,Matches
1263,Denis Terentyev\Denis-Terentyev,ru RUS,DF,ru Zenit,24,1992,2,102,51,11.3,1.1,1,,1,1,,2,2.00,3,1,+2,+1.76,+0.52,Matches
1264,Georgi Terziev\Georgi-Terziev,bg BUL,DF,bg Ludogorets,25,1992,3,98,33,13.6,1.1,1,,1,2,,5,0.75,0,1,-1,-0.92,-0.77,Matches
1265,Kenny Tete\Kenny-Tete,nl NED,DF,fr Lyon,21,1995,4,360,90,40.0,4.0,4,,4,0,,5,1.75,6,5,+1,+0.25,-1.25,Matches
1266,Samuel Tetteh\Samuel-Tetteh,gh GHA,FW,at RB Salzburg,21,1996,1,4,4,0.3,0.0,0,,0,1,,0,3.00,0,0,0,0.00,-0.63,Matches
1267,David Texeira\David-Texeira,uy URU,FW,pt Vitória,26,1991,2,108,54,20.0,1.2,1,,1,1,,3,0.50,1,2,-1,-0.83,-0.21,Matches
1268,Florian Thauvin\Florian-Thauvin,fr FRA,MFFW,fr Marseille,24,1993,12,762,64,55.2,8.5,9,,2,3,,0,1.73,14,10,+4,+0.47,+0.47,Matches
1269,Nicolaj Thomsen\Nicolaj-Thomsen,dk DEN,MF,dk FC Copenhagen,24,1993,2,99,50,13.8,1.1,1,,1,1,,2,1.50,0,1,-1,-0.91,-1.05,Matches
1270,Eitan Tibi\Eitan-Tibi,il ISR,DF,il Maccabi Tel Aviv,29,1987,4,285,71,52.8,3.2,3,,3,1,,2,2.08,1,3,-2,-0.63,+1.13,Matches
1271,Kieran Tierney\Kieran-Tierney,sco SCO,MFDF,sco Celtic,20,1997,2,180,90,100.0,2.0,2,,2,0,,0,1.50,1,3,-2,-1.00,,Matches
1272,Jeremy Toljan\Jeremy-Toljan,de GER,DF,de Dortmund,22,1994,2,136,68,37.8,1.5,2,,1,0,,1,2.00,3,3,0,0.00,0.00,Matches
1273,Rafael Tolói\Rafael-Toloi,it ITA,DF,it Atalanta,26,1990,5,448,90,62.2,5.0,5,,4,0,,1,2.00,12,5,+7,+1.41,+0.74,Matches
1274,Marin Tomasov\Marin-Tomasov,hr CRO,MF,kz FC Astana,29,1987,8,459,57,63.8,5.1,5,,1,3,,0,1.38,9,10,-1,-0.20,-0.89,Matches
1275,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,it Napoli,27,1990,2,180,90,100.0,2.0,2,,2,0,,0,1.50,3,3,0,0.00,,Matches
1276,Ömer Toprak\Omer-Toprak,tr TUR,DF,de Dortmund,28,1989,3,270,90,75.0,3.0,3,,3,0,,0,1.33,5,5,0,0.00,0.00,Matches
1277,Fernando Torres\Fernando-Torres,es ESP,FW,es Atlético Madrid,33,1984,7,245,35,30.2,2.7,2,,2,5,,2,2.29,7,1,+6,+2.20,+0.61,Matches
1278,Pau Torres\Pau-Torres,es ESP,DF,es Villarreal,20,1997,1,90,90,12.5,1.0,1,,1,0,,1,0.00,0,1,-1,-1.00,-1.29,Matches
1279,Tunay Torun\Tunay-Torun,tr TUR,MF,tr Başakşehir,27,1990,2,152,76,28.1,1.7,2,,1,0,,2,0.50,1,4,-3,-1.78,-2.24,Matches
1280,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,de Hertha BSC,19,1997,3,270,90,50.0,3.0,3,,3,0,,3,1.33,3,2,+1,+0.33,+1.00,Matches
1281,Zoran Tošić\Zoran-Tosic,rs SRB,MF,rs Partizan,30,1987,5,441,88,61.3,4.9,5,,3,0,,0,1.20,4,4,0,0.00,+0.97,Matches
1282,Lucas Tousart\Lucas-Tousart,fr FRA,MF,fr Lyon,20,1997,9,764,85,84.9,8.5,8,,8,1,,1,2.22,16,7,+9,+1.06,+0.40,Matches
1283,Youssef Toutouh\Youssef-Toutouh,dk DEN,MF,dk FC Copenhagen,24,1992,2,162,81,22.5,1.8,2,,1,0,,0,2.00,3,1,+2,+1.11,+1.43,Matches
1284,Aleksandar Trajchevski\Aleksandar-Trajchevski,mk MKD,FW,mk FK Vardar,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1285,Bertrand Traoré\Bertrand-Traore,bf BFA,MFFW,fr Lyon,21,1995,9,540,60,60.0,6.0,7,,2,2,,0,2.22,9,4,+5,+0.83,-0.42,Matches
1286,Ibrahim Traoré\Ibrahim-Traore,ci CIV,MF,cz Fastav Zlín,28,1988,6,451,75,83.5,5.0,5,,4,1,,0,0.33,1,9,-8,-1.60,-0.59,Matches
1287,Manu Trigueros\Manu-Trigueros,es ESP,MF,es Villarreal,25,1991,7,589,84,81.8,6.5,7,,5,0,,1,1.57,11,8,+3,+0.46,+1.83,Matches
1288,Zlatko Tripić\Zlatko-Tripic,no NOR,MF,md Sheriff Tiraspol,24,1992,1,3,3,0.6,0.0,0,,0,1,,0,1.00,0,0,0,0.00,0.00,Matches
1289,Anders Trondsen\Anders-Trondsen,no NOR,MF,no Rosenborg,22,1995,6,452,75,83.7,5.0,5,,4,1,,0,0.83,2,11,-9,-1.79,-5.88,Matches
1290,Panagiotis Tsintotas\Panagiotis-Tsintotas,gr GRE,GK,gr AEK Athens,24,1993,1,90,90,12.5,1.0,1,,1,0,,7,1.00,0,0,0,0.00,-0.14,Matches
1291,Viktor Tsyhankov\Viktor-Tsyhankov,ua UKR,MFFW,ua Dynamo Kyiv,19,1997,8,649,81,72.1,7.2,8,,5,0,,0,1.44,12,12,0,0.00,-1.43,Matches
1292,Jasse Tuominen\Jasse-Tuominen,fi FIN,MF,by BATE Borisov,21,1995,2,29,15,5.4,0.3,0,,0,2,,4,0.33,0,3,-3,-9.31,-8.08,Matches
1293,Ali Turan\Ali-Turan,tr TUR,DF,tr Konyaspor,33,1983,4,360,90,66.7,4.0,4,,4,0,,2,1.00,3,5,-2,-0.50,-0.50,Matches
1294,Patrick Twumasi\Patrick-Twumasi,gh GHA,MFFW,kz FC Astana,23,1994,8,717,90,99.6,8.0,8,,6,0,,0,1.38,13,13,0,0.00,-30.00,Matches
1295,Adam Tzanetopoulos\Adam-Tzanetopoulos,gr GRE,DF,gr AEK Athens,22,1995,2,147,74,20.4,1.6,1,,1,1,,5,1.00,1,2,-1,-0.61,-0.93,Matches
1296,Shir Tzedek\Shir-Tzedek,il ISR,DF,il Be'er Sheva,27,1989,1,90,90,16.7,1.0,1,,1,0,,0,3.00,2,1,+1,+1.00,+2.20,Matches
1297,Uğur Uçar\Ugur-Ucar,tr TUR,DF,tr Başakşehir,30,1987,0,,,,,0,,0,0,,3,,,,,,,Matches
1298,Andreas Ulmer\Andreas-Ulmer,at AUT,DF,at RB Salzburg,31,1985,14,1266,90,98.1,14.1,14,,13,0,,0,2.00,21,12,+9,+0.64,+0.64,Matches
1299,Enes Ünal\Enes-Unal,tr TUR,FW,es Villarreal,20,1997,5,291,58,40.4,3.2,3,,2,2,,0,1.00,6,5,+1,+0.31,+0.31,Matches
1300,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,de RB Leipzig,18,1998,6,516,86,95.6,5.7,6,,5,0,,0,1.67,9,9,0,0.00,+3.75,Matches
1301,Slobodan Urošević\Slobodan-Urosevic,rs SRB,DF,rs Partizan,23,1994,2,180,90,25.0,2.0,2,,2,0,,0,0.50,1,3,-2,-1.00,-0.83,Matches
1302,Mark Uth\Mark-Uth,de GER,FW,de Hoffenheim,25,1991,3,202,67,37.4,2.2,2,,1,1,,0,1.00,5,5,0,0.00,+0.53,Matches
1303,Alyaksandr Valadzko\Alyaksandr-Valadzko,by BLR,MF,by BATE Borisov,31,1986,5,346,69,64.1,3.8,5,,0,0,,0,1.29,5,8,-3,-0.78,+2.47,Matches
1304,Maksim Valadzko\Maksim-Valadzko,by BLR,DFMF,by BATE Borisov,24,1992,6,293,49,54.3,3.3,2,,2,4,,0,1.13,3,11,-8,-2.46,-1.73,Matches
1305,Bruno Vale\Bruno-Vale,pt POR,GK,cy Apollon Limassol,34,1983,5,450,90,83.3,5.0,5,,5,0,,1,1.45,5,11,-6,-1.20,+1.80,Matches
1306,Marcos Valente\Marcos-Valente,pt POR,DF,pt Vitória,23,1994,2,180,90,33.3,2.0,2,,2,0,,1,1.50,2,2,0,0.00,+1.00,Matches
1307,Kristi Vangjeli\Kristi-Vangjeli,al ALB,DF,al Skënderbeu Korçë,31,1985,6,540,90,100.0,6.0,6,,6,0,,0,1.43,6,10,-4,-0.67,,Matches
1308,Roman Vantukh\Roman-Vantukh,ua UKR,DF,ua Dynamo Kyiv,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1309,Ivan Vargić\Ivan-Vargic,hr CRO,GK,it Lazio,30,1987,2,180,90,16.7,2.0,2,,2,0,,4,0.50,3,4,-1,-0.50,-1.50,Matches
1310,Aleksandar Vasilev\Aleksandar-Vasilev,bg BUL,DF,bg Ludogorets,22,1995,0,,,,,0,,0,0,,3,,,,,,,Matches
1311,Giorgos Vasiliou\Giorgos-Vasiliou,cy CYP,DF,cy Apollon Limassol,33,1984,2,173,87,32.0,1.9,2,,1,0,,4,1.25,2,3,-1,-0.52,+1.44,Matches
1312,Viktor Vasin\Viktor-Vasin,ru RUS,DF,ru CSKA Moscow,28,1988,2,116,58,21.5,1.3,2,,1,0,,0,2.00,0,0,0,0.00,+0.42,Matches
1313,Denis Vavro\Denis-Vavro,sk SVK,DF,dk FC Copenhagen,21,1996,8,720,90,100.0,8.0,8,,8,0,,0,1.13,8,8,0,0.00,,Matches
1314,Bálint Vécsei\Balint-Vecsei,hu HUN,MF,ch Lugano,24,1993,3,208,69,38.5,2.3,2,,2,1,,1,2.00,3,1,+2,+0.87,+1.95,Matches
1315,Carlos Vela\Carlos-Vela,mx MEX,FW,es Real Sociedad,28,1989,2,118,59,16.4,1.3,1,,1,1,,2,3.00,5,0,+5,+3.81,+3.22,Matches
1316,Darko Velkovski\Darko-Velkovski,mk MKD,DF,mk FK Vardar,22,1995,2,116,58,21.5,1.3,1,,1,1,,2,1.00,0,7,-7,-5.43,-3.31,Matches
1317,Lucas Venuto\Lucas-Venuto,br BRA,FWMF,at Austria Wien,22,1995,1,18,18,3.3,0.2,0,,0,1,,0,1.00,0,0,0,0.00,+1.21,Matches
1318,Benjamin Verbič\Benjamin-Verbic,si SVN,MFFW,dk FC Copenhagen,23,1993,5,441,88,61.3,4.9,5,,3,0,,0,1.60,6,2,+4,+0.82,+2.11,Matches
1319,Mikel Vesga\Mikel-Vesga,es ESP,MF,es Athletic Club,24,1993,4,190,48,21.1,2.1,2,,1,2,,1,1.29,1,2,-1,-0.47,-0.73,Matches
1320,Marko Vešović\Marko-Vesovic,me MNE,DF,hr Rijeka,25,1991,6,540,90,100.0,6.0,6,,6,0,,0,1.17,11,12,-1,-0.17,,Matches
1321,Bruno Viana\Bruno-Viana,br BRA,DF,pt Braga,22,1995,3,270,90,37.5,3.0,3,,3,0,,4,1.80,2,5,-3,-1.00,-1.40,Matches
1322,Domagoj Vida\Domagoj-Vida,hr CRO,DF,ua Dynamo Kyiv,28,1989,4,349,87,38.8,3.9,4,,3,0,,0,2.33,9,5,+4,+1.03,+1.03,Matches
1323,Luca Vido\Luca-Vido,it ITA,FW,it Atalanta,20,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1324,João Vigário\Joao-Vigario,pt POR,DF,pt Vitória,21,1995,1,46,46,8.5,0.5,1,,0,0,,0,1.00,0,1,-1,-1.96,-1.41,Matches
1325,Edin Višća\Edin-Visca,ba BIH,MF,tr Başakşehir,27,1990,5,383,77,70.9,4.3,4,,2,1,,1,1.60,6,4,+2,+0.47,+2.19,Matches
1326,Vitinho\Vitinho,br BRA,FW,ru CSKA Moscow,23,1993,6,272,45,50.4,3.0,2,,0,4,,0,1.33,3,2,+1,+0.33,+1.34,Matches
1327,Vitolo\Vitolo,es ESP,MF,es Atlético Madrid,27,1989,6,268,45,33.1,3.0,3,,1,3,,2,2.50,5,1,+4,+1.34,-0.65,Matches
1328,Miguel Vítor\Miguel-Vitor,pt POR,DF,il Be'er Sheva,28,1989,2,160,80,29.6,1.8,2,,1,0,,1,0.50,1,2,-1,-0.56,+0.38,Matches
1329,Andreas Vlachomitros\Andreas-Vlachomitros,gr GRE,FW,gr AEK Athens,20,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1330,Andrei Vlad\Andrei-Vlad,ro ROU,GK,ro FCSB,18,1999,4,360,90,50.0,4.0,4,,4,0,,4,0.75,3,9,-6,-1.50,-2.75,Matches
1331,Nikola Vlašić\Nikola-Vlasic,hr CRO,MF,eng Everton,19,1997,6,361,60,66.9,4.0,3,,3,3,,0,0.67,6,12,-6,-1.50,-0.49,Matches
1332,Kevin Vogt\Kevin-Vogt,de GER,DF,de Hoffenheim,25,1991,5,383,77,70.9,4.3,5,,4,0,,0,0.80,6,8,-2,-0.47,-0.47,Matches
1333,Ognjen Vranješ\Ognjen-Vranjes,ba BIH,DF,gr AEK Athens,27,1989,7,630,90,87.5,7.0,7,,7,0,,0,1.44,7,6,+1,+0.14,+0.14,Matches
1334,Dorus de Vries\Dorus-de-Vries,nl NED,GK,sco Celtic,36,1980,2,180,90,100.0,2.0,2,,2,0,,0,1.50,1,3,-2,-1.00,,Matches
1335,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,it Lazio,25,1992,7,630,90,58.3,7.0,7,,7,0,,2,2.29,18,11,+7,+1.00,+0.60,Matches
1336,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,es Atlético Madrid,25,1992,4,144,36,17.8,1.6,2,,0,2,,3,1.75,5,0,+5,+3.12,+1.64,Matches
1337,Vukadin Vukadinović\Vukadin-Vukadinovic,rs SRB,MF,cz Fastav Zlín,26,1990,5,383,77,70.9,4.3,4,,4,1,,0,0.40,0,8,-8,-1.88,-1.31,Matches
1338,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,pt Braga,25,1991,8,720,90,100.0,8.0,8,,8,0,,0,2.00,10,11,-1,-0.12,,Matches
1339,Miroslav Vulićević\Miroslav-Vulicevic,rs SRB,DF,rs Partizan,32,1985,8,720,90,100.0,8.0,8,,8,0,,0,1.30,9,12,-3,-0.37,,Matches
1340,Syarhey Vyeramko\Syarhey-Vyeramko,by BLR,GK,by BATE Borisov,34,1982,0,,,,,0,,0,0,,3,,,,,,,Matches
1341,Maximilian Waack\Maximilian-Waack,de GER,MF,de Hoffenheim,21,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1342,Sandro Wagner\Sandro-Wagner,de GER,FW,de Hoffenheim,29,1987,3,270,90,50.0,3.0,3,,3,0,,0,1.33,5,4,+1,+0.33,+1.33,Matches
1343,Nicolas Wähling\Nicolas-Wahling,de GER,MF,de Hoffenheim,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1344,Alhassan Wakaso\Alhassan-Wakaso,gh GHA,MFDF,pt Vitória,25,1992,5,395,79,73.1,4.4,5,,3,0,,0,0.80,3,7,-4,-0.91,-0.91,Matches
1345,Theo Walcott\Theo-Walcott,eng ENG,MFFW,eng Arsenal,28,1989,5,424,85,33.7,4.7,5,,3,0,,0,2.60,13,3,+10,+2.12,+1.26,Matches
1346,Alexander Walke\Alexander-Walke,de GER,GK,at RB Salzburg,34,1983,13,1200,92,93.0,13.3,13,,13,0,,1,2.00,21,13,+8,+0.60,-0.40,Matches
1347,Wallace\Wallace,br BRA,DF,it Lazio,22,1994,2,110,55,10.2,1.2,1,,0,1,,1,0.50,4,3,+1,+0.82,+0.08,Matches
1348,Sandy Walsh\Sandy-Walsh,nl NED,DFMF,be Zulte Waregem,22,1995,4,337,84,62.4,3.7,4,,2,0,,2,1.75,7,6,+1,+0.27,+2.93,Matches
1349,Rémi Walter\Remi-Walter,fr FRA,MF,fr Nice,22,1995,3,191,64,26.5,2.1,2,,2,1,,3,0.00,1,5,-4,-1.88,-3.08,Matches
1350,Wanderson\Wanderson,bg BUL,MFFW,bg Ludogorets,29,1988,8,663,83,92.1,7.4,7,,4,1,,0,1.30,7,8,-1,-0.14,+1.44,Matches
1351,Roman Weidenfeller\Roman-Weidenfeller,de GER,GK,de Dortmund,36,1980,0,,,,,0,,0,0,,4,,,,,,,Matches
1352,Julian Weigl\Julian-Weigl,de GER,MF,de Dortmund,21,1995,2,171,86,47.5,1.9,2,,1,0,,1,1.50,3,4,-1,-0.53,-1.00,Matches
1353,Mitchell Weiser\Mitchell-Weiser,de GER,MFDF,de Hertha BSC,23,1994,5,370,74,68.5,4.1,4,,4,1,,1,0.40,3,6,-3,-0.73,-1.79,Matches
1354,Danny Welbeck\Danny-Welbeck,eng ENG,MFFW,eng Arsenal,26,1990,10,761,76,60.4,8.5,9,,6,1,,0,1.70,18,7,+11,+1.30,+0.04,Matches
1355,Pontus Wernbloom\Pontus-Wernbloom,se SWE,FWDF,ru CSKA Moscow,31,1986,5,450,90,83.3,5.0,5,,5,0,,0,1.40,5,7,-2,-0.40,-0.40,Matches
1356,Axel Werner\Axel-Werner,ar ARG,GK,es Atlético Madrid,21,1996,2,180,90,22.2,2.0,2,,2,0,,6,3.00,8,1,+7,+3.50,+2.21,Matches
1357,Timo Werner\Timo-Werner,de GER,FW,de RB Leipzig,21,1996,5,445,89,82.4,4.9,5,,4,0,,1,2.00,7,4,+3,+0.61,+4.40,Matches
1358,Heiko Westermann\Heiko-Westermann,de GER,DF,at Austria Wien,33,1983,3,222,74,41.1,2.5,3,,2,0,,0,1.43,5,7,-2,-0.81,+0.60,Matches
1359,Dennis Widgren\Dennis-Widgren,se SWE,DFMF,se Östersund,23,1994,7,410,59,56.9,4.6,4,,2,3,,0,1.85,5,8,-3,-0.66,-2.11,Matches
1360,Ashley Williams\Ashley-Williams,wal WAL,DF,eng Everton,32,1984,4,360,90,66.7,4.0,4,,4,0,,1,1.38,4,12,-8,-2.00,-2.00,Matches
1361,Iñaki Williams\Inaki-Williams,es ESP,MFFW,es Athletic Club,23,1994,10,794,79,88.2,8.8,9,,4,1,,0,1.77,12,11,+1,+0.11,+0.11,Matches
1362,Joe Willock\Joe-Willock,eng ENG,MF,eng Arsenal,17,1999,5,273,55,21.7,3.0,3,,0,2,,2,2.00,5,2,+3,+0.99,-0.38,Matches
1363,Jack Wilshere\Jack-Wilshere,eng ENG,MF,eng Arsenal,25,1992,13,1029,79,81.7,11.4,12,,8,1,,0,1.85,23,11,+12,+1.05,-1.29,Matches
1364,Jonas Wind\Jonas-Wind,dk DEN,FW,dk FC Copenhagen,18,1999,1,10,10,1.4,0.1,0,,0,1,,0,0.00,0,0,0,0.00,0.00,Matches
1365,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,at RB Salzburg,18,1999,7,401,57,31.1,4.5,5,,1,2,,5,1.67,3,3,0,0.00,-0.91,Matches
1366,Marco Wölfli\Marco-Wolfli,ch SUI,GK,ch Young Boys,34,1982,1,90,90,16.7,1.0,1,,1,0,,4,3.00,2,1,+1,+1.00,+1.40,Matches
1367,Gregory Wüthrich\Gregory-Wuthrich,ch SUI,DF,ch Young Boys,22,1994,3,263,88,48.7,2.9,3,,2,0,,3,1.33,4,4,0,0.00,+0.32,Matches
1368,Xadas\Xadas,pt POR,MFFW,pt Braga,19,1997,5,261,52,36.3,2.9,2,,0,3,,2,1.89,3,3,0,0.00,+0.20,Matches
1369,Granit Xhaka\Granit-Xhaka,ch SUI,MF,eng Arsenal,24,1992,6,494,82,39.2,5.5,5,,5,1,,1,1.67,11,4,+7,+1.28,-0.02,Matches
1370,Evgeni Yablonski\Evgeni-Yablonski,by BLR,MF,by BATE Borisov,22,1995,1,14,14,2.6,0.2,0,,0,1,,5,1.50,0,0,0,0.00,+1.71,Matches
1371,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,at RB Salzburg,25,1992,8,284,36,22.0,3.2,3,,0,5,,2,1.78,6,3,+3,+0.95,+0.41,Matches
1372,Mapou Yanga-Mbiwa\Mapou-Yanga-Mbiwa,fr FRA,DF,fr Lyon,28,1989,0,,,,,0,,0,0,,1,,,,,,,Matches
1373,Sheran Yeini\Sheran-Yeini,il ISR,MFDF,il Maccabi Tel Aviv,30,1986,5,450,90,83.3,5.0,5,,5,0,,0,1.77,0,8,-8,-1.60,-2.60,Matches
1374,Andrey Yeshchenko\Andrey-Yeshchenko,ru RUS,DF,ru Spartak Moscow,33,1984,2,180,90,100.0,2.0,2,,2,0,,0,1.50,3,4,-1,-0.50,,Matches
1375,Barak Yitzhaki\Barak-Yitzhaki,il ISR,FW,il Maccabi Tel Aviv,32,1984,1,3,3,0.6,0.0,0,,0,1,,3,2.60,0,0,0,0.00,+1.17,Matches
1376,Ytalo\Ytalo,br BRA,FW,mk FK Vardar,29,1988,5,343,69,63.5,3.8,4,,2,1,,0,0.20,1,11,-10,-2.62,+0.57,Matches
1377,Héctor Yuste\Hector-Yuste,es ESP,DF,cy Apollon Limassol,29,1988,5,450,90,83.3,5.0,5,,5,0,,1,1.45,5,11,-6,-1.20,+1.80,Matches
1378,Anton Zabolotny\Anton-Zabolotny,ru RUS,FW,ru Zenit,26,1991,4,305,76,33.9,3.4,3,,1,1,,0,1.00,4,3,+1,+0.30,-1.52,Matches
1379,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,de Dortmund,18,1999,1,90,90,25.0,1.0,1,,1,0,,3,1.00,0,0,0,0.00,0.00,Matches
1380,Baktiyor Zainutdinov\Baktiyor-Zainutdinov,kz KAZ,MF,kz FC Astana,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
