Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Nathan Aké,nl NED,DF,,Manchester City,UCL,2021,1995,2,,0,1,1,100,0.5,0.5,0,0,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1,,125,138,90.6,2189,667,55,58,94.8,62,67,92.5,7,10,70,1,0,1,0,4,1,0,7,,130,8,2,0,14,1,1,0,0,0,0,112,10,16,102,21,2,6,2,0,0,3,1,,1,0.5,0,0,0,1,0,0,1,0.5,0,0,0,1,0,0,0,,3,3,1,0,2,2,3,66.7,1,15,5,33.3,4,6,5,3,0,0,3,2,5,5,0,,154,9,43,103,17,1,147,0,0,,0,0,111,513,246,6,1,0,2,4,120,117,97.5,2,,0,0,0,3,1,0,1,2,3,0,0,0,17,6,2,75
Jean-Daniel Akpa-Akpro,ci CIV,MF,,Lazio,UCL,2021,1992,3.2,,1,3,1,33.3,0.93,0.31,0.33,1,13.8,0,0,0,0.4,0.4,0.13,0.6,0.6,,76,95,80,1260,238,41,48,85.4,25,32,78.1,6,9,66.7,0,0,0,0,5,0,0,5,,89,6,2,0,13,4,0,0,0,0,0,69,8,18,15,70,3,4,0,0,2,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,1,4,0,1,6,16.7,5,56,21,37.5,30,20,6,9,2,0,7,4,9,4,0,,139,5,44,76,36,6,133,5,10,50,6,0,70,551,339,13,6,2,5,1,112,86,76.8,9,,2,0,0,5,9,0,0,4,5,0,0,0,24,4,2,66.7
David Alaba,at AUT,DF,,Bayern Munich,UCL,2021,1992,7,,0,2,0,0,0.29,0,0,,27.4,2,0,0,0.1,0.1,0.06,-0.1,-0.1,,532,600,88.7,11338,2968,142,152,93.4,308,327,94.2,79,112,70.5,1,0.6,0.4,5,43,5,0,34,,580,20,18,1,47,9,1,0,0,0,0,496,30,74,516,62,15,2,1,0,9,6,8,,6,0.86,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0,0,,9,3,5,4,0,3,5,60,2,63,18,28.6,31,27,5,10,3,0,7,9,18,22,1,,654,74,330,358,26,1,633,1,2,50,1,0,470,3222,1679,44,9,0,1,2,509,499,98,4,,1,0,0,7,1,0,1,9,3,0,0,0,75,5,10,33.3
Jordi Alba,es ESP,DF,,Barcelona,UCL,2021,1989,5.4,,0,1,0,0,0.19,0,0,,14.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,460,522,88.1,7145,2471,273,293,93.2,157,178,88.2,27,42,64.3,2,1.7,0.3,13,31,18,4,52,,492,30,4,3,25,8,24,1,0,0,0,402,77,43,433,56,5,25,2,1,5,9,13,,22,4.08,22,0,0,0,0,0,3,0.56,3,0,0,0,0,0,0,,5,3,1,4,0,1,6,16.7,5,53,13,24.5,15,20,18,8,2,0,6,3,8,5,0,,558,20,100,239,242,24,530,4,7,57.1,5,2,414,1379,625,20,8,1,3,5,500,460,92,35,,1,0,0,6,5,4,24,3,3,0,0,0,40,1,1,50
Luis Alberto,es ESP,MF,,Lazio,UCL,2021,1992,5.3,,0,6,4,66.7,1.14,0.76,0,0,19.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,,274,348,78.7,4785,1924,130,147,88.4,110,133,82.7,30,58,51.7,1,2,-1,13,35,13,0,50,,302,46,13,4,75,9,5,22,14,6,0,259,49,40,10,331,2,2,1,2,3,8,11,,24,4.55,17,4,2,1,0,0,5,0.95,3,0,1,1,0,0,0,,12,10,5,4,3,4,20,20,16,99,26,26.3,38,49,12,9,2,0,7,7,19,1,0,,402,4,70,239,131,6,358,10,16,62.5,12,0,285,1940,1325,61,18,3,8,7,333,293,88,14,,2,0,0,1,4,0,5,7,10,0,0,0,31,2,4,33.3
Thiago Alcántara,es ESP,MF,,Liverpool,UCL,2021,1991,1.6,,0,1,1,100,0.63,0.63,0,0,18,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,68,81,84,1246,397,30,32,93.8,28,36,77.8,9,10,90,0,0,0,0,9,0,0,15,,78,3,2,1,15,2,0,0,0,0,0,50,15,16,6,63,11,0,0,0,1,3,2,,2,1.27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,7,2,0,2,4,50,2,34,10,29.4,11,15,8,3,1,0,2,4,13,3,0,,104,5,28,61,18,3,101,1,1,100,1,0,56,188,97,5,3,1,1,1,67,55,82.1,5,,0,0,0,3,0,0,0,4,5,0,0,0,22,2,5,28.6
Danijel Aleksić,rs SRB,MF,,Başakşehir,UCL,2021,1991,1.2,,0,4,2,50,3.33,1.67,0,0,22.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1,,42,52,80.8,794,195,13,17,76.5,26,27,96.3,3,5,60,0,0,0,0,0,0,0,1,,48,4,2,0,8,0,2,1,0,0,0,32,11,9,37,12,0,0,1,1,0,0,4,,2,1.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,4,25,9,36,13,7,5,2,0,0,2,1,1,0,0,,65,3,22,31,18,4,60,0,1,0,0,1,39,243,62,5,2,1,1,1,52,42,80.8,3,,0,0,0,0,2,0,2,1,0,0,0,0,12,2,0,100
Carles Aleñá,es ESP,MF,,Barcelona,UCL,2021,1998,1.4,,0,3,0,0,2.18,0,0,,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,152,159,95.6,2490,591,72,74,97.3,71,75,94.7,8,8,100,0,0.1,-0.1,3,20,3,0,12,,157,2,0,0,14,2,0,2,1,0,1,135,12,12,141,16,1,0,0,0,0,0,1,,7,5.08,6,1,0,0,0,0,2,1.45,2,0,0,0,0,0,0,,2,2,0,2,0,0,2,0,2,18,6,33.3,2,9,7,2,2,0,0,1,3,0,0,,172,6,21,115,43,0,170,1,1,100,1,0,122,449,142,3,1,0,0,2,150,146,97.3,6,,0,0,0,1,3,0,0,1,2,0,0,0,18,1,0,100
Trent Alexander-Arnold,eng ENG,DF,,Liverpool,UCL,2021,1998,5.9,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,317,446,71.1,7337,3355,107,125,85.6,133,157,84.7,76,153,49.7,2,2.1,-0.1,11,36,11,2,37,,380,66,10,4,34,30,14,11,0,9,0,212,77,157,58,318,19,45,5,4,10,8,10,,15,2.54,10,4,1,0,0,0,4,0.68,3,1,0,0,0,0,0,,5,3,3,2,0,3,12,25,9,38,12,31.6,22,10,6,7,0,0,7,7,12,11,0,,484,20,151,258,105,11,420,4,6,66.7,4,1,291,1137,733,26,9,3,6,1,322,307,95.3,10,,1,0,0,2,2,1,14,7,3,0,0,0,79,1,7,12.5
Hasan Ali Kaldırım,tr TUR,DF,,Başakşehir,UCL,2021,1989,1.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,43,62,69.4,757,340,16,18,88.9,23,28,82.1,4,13,30.8,0,0,0,0,6,0,0,6,,55,7,0,0,7,1,4,0,0,0,0,31,15,16,50,3,2,7,0,0,2,2,3,,2,1.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,1,100,0,14,2,14.3,3,4,7,6,2,0,4,0,1,1,0,,70,6,28,26,17,2,63,1,2,50,1,0,42,122,67,3,0,0,0,0,48,45,93.8,2,,0,0,0,0,0,0,4,0,0,0,0,0,11,0,2,0
Marcos Alonso,es ESP,DF,,Chelsea,UCL,2021,1990,2,,0,2,1,50,1.01,0.5,0,0,22.5,0,0,0,0,0,0.02,0,0,,90,103,87.4,1616,633,47,50,94,33,40,82.5,10,11,90.9,0,0.1,-0.1,1,3,3,3,5,,81,22,1,0,16,1,6,0,0,0,0,56,24,23,68,9,3,21,0,0,2,2,2,,2,1.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,0,0,1,2,50,1,28,5,17.9,6,16,6,3,0,0,3,0,2,7,0,,127,5,29,48,55,5,106,2,4,50,2,0,68,271,98,5,1,1,0,4,94,74,78.7,10,,0,0,0,3,2,0,6,0,1,0,0,0,15,4,3,57.1
Éder Álvarez Balanta,co COL,MF,,Club Brugge,UCL,2021,1993,2.6,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,100,122,82,1845,440,41,48,85.4,47,55,85.5,11,14,78.6,0,0,0,1,15,0,0,10,,118,4,4,0,14,3,0,0,0,0,0,100,7,15,98,17,6,0,0,1,2,3,4,,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,1,2,0,1,5,20,4,67,16,23.9,32,29,6,7,2,0,5,6,9,7,0,,151,10,45,88,25,0,147,2,2,100,2,0,100,524,224,7,2,0,1,4,91,84,92.3,3,,0,0,0,9,3,0,0,6,1,0,0,0,36,3,2,60
Edson Álvarez,mx MEX,MF,DF,Ajax,UCL,2021,1997,1.4,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,48,59,81.4,986,236,17,21,81,23,25,92,8,12,66.7,0,0,0,1,3,0,0,2,,58,1,1,0,8,2,0,0,0,0,0,41,2,16,5,46,6,0,0,0,0,1,1,,1,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,2,1,0,0,1,0,1,18,4,22.2,9,7,2,3,2,0,1,3,6,4,0,,73,6,35,38,6,0,72,3,4,75,3,0,40,187,63,0,1,0,0,1,51,44,86.3,1,,0,0,0,3,0,1,0,3,1,0,0,0,14,3,0,100
Jordan Amavi,fr FRA,DF,,Marseille,UCL,2021,1994,5,,0,1,0,0,0.2,0,0,,32.4,0,0,0,0,0,0.01,0,0,,227,274,82.8,4023,977,107,119,89.9,92,106,86.8,25,39,64.1,0,0.2,-0.2,4,4,3,3,5,,223,51,5,0,43,7,10,0,0,0,0,158,62,54,156,44,12,46,2,1,4,3,10,,8,1.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,6,9,4,0,2,9,22.2,7,43,9,20.9,21,17,5,4,1,0,3,6,19,13,0,,321,16,104,176,61,2,272,1,4,25,1,0,164,757,442,15,7,0,5,5,204,180,88.2,7,,2,0,0,9,5,0,10,6,6,0,1,0,50,20,7,74.1
Felipe Anderson,br BRA,FW,,Porto,UCL,2021,1993,0.7,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,17,19,89.5,261,42,9,10,90,5,5,100,2,2,100,0,0,0,1,0,1,0,1,,17,2,0,0,5,0,0,0,0,0,0,14,5,0,2,13,1,2,0,0,0,1,1,,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,2,0,2,30,5,16.7,9,18,3,5,1,0,4,3,4,0,0,,28,0,7,15,8,1,26,0,0,,0,0,15,180,103,4,2,0,0,1,25,15,60,2,,0,0,0,2,0,1,0,3,1,0,0,0,1,1,2,33.3
Mikael Anderson,is ISL,MF,FW,Midtjylland,UCL,2021,1998,1.9,,0,4,1,25,2.13,0.53,0,0,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,40,57,70.2,663,186,20,26,76.9,17,19,89.5,3,11,27.3,0,0.4,-0.4,2,3,3,0,8,,56,1,1,0,9,2,2,0,0,0,0,32,5,20,11,41,2,0,1,0,1,1,2,,4,2.13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4,2,2,2,0,0,1,0,1,31,10,32.3,7,22,2,1,0,0,1,1,5,4,0,,79,2,17,44,25,2,78,3,4,75,3,1,46,312,216,9,3,1,1,1,65,44,67.7,4,,1,0,0,7,3,0,2,1,2,0,0,0,20,2,3,40
Joel Andersson,se SWE,DF,,Midtjylland,UCL,2021,1996,4.4,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,135,210,64.3,3014,1286,40,51,78.4,62,90,68.9,32,62,51.6,0,0.1,-0.1,2,17,4,2,16,,167,43,5,1,16,4,5,0,0,0,0,99,42,69,27,130,12,38,0,2,5,5,10,,4,0.9,4,0,0,0,0,0,2,0.45,2,0,0,0,0,0,0,,7,1,4,2,1,3,7,42.9,4,36,15,41.7,17,13,6,7,1,0,6,5,12,4,0,,240,12,75,123,59,4,197,2,3,66.7,2,0,125,591,328,12,7,2,2,2,151,139,92.1,4,,0,0,0,0,1,0,5,5,1,0,0,0,33,4,3,57.1
Oleksandr Andriyevskyi,ua UKR,MF,,Dynamo Kyiv,UCL,2021,1994,1.4,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,71,82,86.6,1397,292,32,33,97,30,34,88.2,9,14,64.3,0,0.5,-0.5,1,6,0,0,6,,81,1,0,1,7,3,1,0,0,0,0,64,7,11,75,5,0,1,0,0,2,1,1,,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,4,2,0,2,4,50,2,30,10,33.3,16,12,2,3,0,0,3,2,8,3,0,,94,7,49,50,4,1,93,1,1,100,1,0,70,400,172,5,1,0,1,1,72,69,95.8,1,,0,0,0,0,0,0,1,2,4,0,0,0,10,1,1,50
Angeliño,es ESP,DF,,RB Leipzig,UCL,2021,1997,7,,3,12,5,41.7,1.73,0.72,0.25,0.6,14.9,0,0,0,1.6,1.6,0.13,1.4,1.4,,287,407,70.5,5141,1959,138,162,85.2,122,160,76.3,26,70,37.1,3,1.1,1.9,15,11,16,7,26,,329,78,9,0,29,15,24,9,4,2,1,199,92,116,292,26,26,60,1,4,7,10,18,,23,3.31,21,1,1,0,0,0,5,0.72,4,0,1,0,0,0,0,,12,8,3,8,1,4,10,40,6,88,28,31.8,26,45,17,10,1,0,9,2,14,13,0,,465,11,118,182,188,26,390,3,5,60,3,0,227,976,499,29,10,3,2,7,352,294,83.5,50,,1,0,0,6,3,1,24,2,8,0,0,0,53,5,3,62.5
Faustino Anjorin,eng ENG,FW,,Chelsea,UCL,2021,2001,0.9,,0,2,0,0,2.28,0,0,,14.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,40,45,88.9,566,190,23,25,92,16,17,94.1,1,1,100,0,0.3,-0.3,2,1,3,0,7,,43,2,1,0,4,0,1,0,0,0,0,37,6,2,2,41,0,1,1,0,0,3,1,,3,3.42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,2,1,0,0,,0,20,9,45,4,9,7,2,0,0,2,0,3,0,0,,57,0,4,23,39,3,55,2,2,100,2,0,49,353,246,11,8,1,1,4,58,46,79.3,3,,0,0,0,2,0,0,1,0,3,0,0,0,4,0,0,
Marcos Antônio,br BRA,MF,,Shakhtar,UCL,2021,2000,2.7,,0,1,1,100,0.37,0.37,0,0,27.1,0,0,0,0,0,0.04,0,0,,137,157,87.3,2388,469,65,70,92.9,53,59,89.8,15,23,65.2,0,0.1,-0.1,2,10,0,0,7,,154,3,0,1,21,2,0,0,0,0,0,130,12,15,18,135,2,0,0,1,4,3,2,,2,0.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,2,2,0,1,2,50,1,60,13,21.7,34,22,4,6,1,0,5,0,4,2,0,,186,4,62,105,29,0,183,6,11,54.5,9,2,150,726,345,9,2,0,3,6,170,152,89.4,3,,0,0,0,1,3,0,0,0,2,0,0,0,19,2,2,50
Antony,br BRA,FW,,Ajax,UCL,2021,2000,4,,1,9,7,77.8,2.26,1.76,0.11,0.14,19.7,0,0,0,0.7,0.7,0.07,0.3,0.3,,115,166,69.3,1951,511,62,74,83.8,37,55,67.3,13,25,52,0,0.6,-0.6,6,6,6,2,13,,163,3,0,0,26,5,11,1,1,0,0,127,16,23,139,17,5,2,1,2,6,8,9,,11,2.77,9,0,2,0,0,0,1,0.25,1,0,0,0,0,0,0,,4,3,3,1,0,0,6,0,6,80,24,30,20,42,18,5,0,0,5,3,7,1,0,,212,3,30,107,94,11,209,7,10,70,7,1,165,1014,632,33,10,4,7,4,200,159,79.5,32,,0,0,0,3,9,3,11,3,3,0,0,0,32,2,5,28.6
