Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Ousmane Dembélé,fr FRA,FW,,Barcelona,UCL,2020,1997,1.5,,0,4,1,25,2.65,0.66,0,0,20.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,47,69,68.1,783,302,27,35,77.1,13,16,81.3,6,12,50,0,0.8,-0.8,4,2,7,0,9,,62,7,0,3,12,2,2,7,0,3,1,53,9,7,23,46,0,0,0,1,0,3,8,,7,4.63,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,1,0,1,40,11,27.5,8,10,22,2,1,0,1,0,1,0,0,,97,2,8,40,62,15,90,8,16,50,10,1,82,634,450,18,5,4,6,6,97,74,76.3,12,,1,0,0,2,1,1,2,0,0,0,0,0,13,0,2,0
Merih Demiral,tr TUR,DF,,Juventus,UCL,2020,1998,1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,45,51,88.2,736,237,20,20,100,21,25,84,3,4,75,0,0,0,0,1,0,0,1,,51,0,0,0,15,0,0,0,0,0,0,42,5,4,6,41,3,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,4,0,0,2,2,100,0,14,5,35.7,12,2,0,3,2,0,1,2,6,5,0,,64,12,49,21,0,0,64,1,2,50,2,0,39,258,76,0,0,0,0,0,38,37,97.4,0,,0,0,0,1,3,0,0,2,4,0,0,0,13,1,1,50
Kerem Demirbay,de GER,MF,,Leverkusen,UCL,2020,1993,4.1,,0,11,1,9.1,2.66,0.24,0,0,22.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4,,217,280,77.5,4152,1298,109,119,91.6,74,89,83.1,34,62,54.8,0,0.4,-0.4,6,25,3,1,21,,238,42,16,0,65,22,8,24,14,7,2,170,47,63,220,50,6,2,0,1,3,4,8,,15,3.63,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,,13,10,6,5,2,3,9,33.3,6,104,40,38.5,24,64,16,6,0,0,6,3,16,2,0,,341,8,73,186,107,5,301,9,12,75,9,0,232,1111,600,19,7,1,8,9,250,223,89.2,8,,0,0,0,8,5,0,8,3,10,0,0,0,48,2,3,40
Diego Demme,de GER,MF,,Napoli,UCL,2020,1991,1.4,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,70,79,88.6,1345,214,25,28,89.3,39,40,97.5,6,10,60,0,0.1,-0.1,1,9,0,0,4,,77,2,2,0,12,1,0,0,0,0,0,57,11,11,8,70,1,0,0,0,1,2,0,,2,1.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,41,11,26.8,19,19,3,2,0,0,2,1,1,2,0,,86,10,30,49,10,1,84,0,0,,0,0,65,247,76,5,2,0,0,1,66,63,95.5,2,,0,0,0,1,2,0,0,1,0,0,0,0,15,0,0,
Diego Demme,de GER,MF,,RB Leipzig,UCL,2020,1991,4.1,,1,4,1,25,0.99,0.25,0.25,1,16.4,0,0,0,0.4,0.4,0.1,0.6,0.6,,314,355,88.5,5439,1307,152,161,94.4,119,131,90.8,33,44,75,0,0,0,2,38,7,2,30,,352,3,3,1,70,5,3,0,0,0,0,260,51,44,63,281,3,0,4,1,7,4,7,,10,2.47,10,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,,17,10,9,7,1,6,13,46.2,7,99,30,30.3,36,51,12,5,0,0,5,4,21,11,0,,406,11,88,256,95,3,404,1,3,33.3,1,0,294,1620,895,39,15,1,5,1,330,321,97.3,6,,0,0,0,4,6,0,3,4,10,0,0,0,42,7,4,63.6
Jason Denayer,be BEL,DF,MF,Lyon,UCL,2020,1995,8.7,,0,2,0,0,0.23,0,0,,8.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,348,382,91.1,7960,2489,72,82,87.8,197,206,95.6,74,88,84.1,0,0.1,-0.1,4,16,0,0,20,,373,9,9,0,43,10,1,0,0,0,0,301,42,39,25,335,18,0,3,0,4,3,2,,5,0.58,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,12,5,7,5,0,2,6,33.3,4,75,24,32,44,29,2,20,10,0,10,7,19,35,0,,468,72,264,214,16,4,460,6,6,100,6,1,282,1539,880,16,3,0,3,3,307,297,96.7,2,,0,0,0,5,2,0,1,7,5,0,0,0,78,7,9,43.8
Emmanuel Dennis,ng NGA,FW,MF,Club Brugge,UCL,2020,1997,5,,2,16,8,50,3.17,1.59,0.13,0.25,16.3,0,0,0,2.7,2.7,0.17,-0.7,-0.7,,91,143,63.6,1398,551,50,63,79.4,29,47,61.7,7,13,53.8,1,0.2,0.8,3,7,3,2,15,,131,12,1,0,35,4,13,0,0,0,0,73,39,31,16,100,5,11,5,3,4,3,12,,13,2.58,6,0,3,1,3,0,1,0.2,1,0,0,0,0,0,0,,12,8,6,4,2,3,14,21.4,11,154,31,20.1,32,63,59,9,0,0,9,5,17,2,0,,254,1,29,97,149,41,242,23,43,53.5,26,2,216,1078,665,45,11,16,21,18,271,180,66.4,59,,0,0,0,13,7,5,13,5,8,0,0,0,29,7,16,30.4
Dentinho,br BRA,FW,MF,Shakhtar,UCL,2020,1989,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,7,8,87.5,111,6,4,5,80,2,2,100,1,1,100,0,0,0,0,0,0,0,0,,7,1,0,0,2,0,0,0,0,0,0,7,1,0,1,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,10,1,10,1,6,3,0,0,0,0,0,0,0,0,,9,0,0,7,2,0,8,0,0,,0,0,7,26,8,1,0,0,1,0,10,7,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Memphis Depay,nl NED,FW,MF,Lyon,UCL,2020,1994,6.6,,6,19,10,52.6,2.9,1.53,0.21,0.4,20.3,2,2,2,3.5,2,0.11,2.5,2,,187,268,69.8,3204,967,103,123,83.7,51,72,70.8,28,58,48.3,0,0.8,-0.8,14,16,6,1,21,,200,68,24,0,61,15,16,29,9,8,2,157,52,59,35,224,2,3,3,1,6,5,8,,22,3.36,9,8,1,0,4,0,1,0.15,0,0,0,0,1,0,0,,2,1,1,1,0,1,4,25,3,129,29,22.5,14,71,44,6,1,0,5,1,3,1,0,,350,1,25,162,187,30,282,14,23,60.9,16,1,233,1069,671,39,17,8,14,20,333,236,70.9,72,,1,0,0,6,15,5,16,1,1,1,1,0,29,2,10,16.7
Sergiño Dest,us USA,DF,,Ajax,UCL,2020,2000,4.5,,0,3,1,33.3,0.67,0.22,0,0,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,202,236,85.6,3062,1011,116,124,93.5,73,89,82,11,20,55,0,0.2,-0.2,6,14,3,2,20,,213,23,5,0,41,2,10,0,0,0,0,185,26,25,22,190,4,18,0,0,6,4,1,,10,2.22,10,0,0,0,0,0,1,0.22,1,0,0,0,0,0,0,,10,7,7,3,0,6,13,46.2,7,72,20,27.8,40,26,6,2,2,0,0,1,11,6,0,,275,10,70,149,84,9,253,3,8,37.5,3,0,202,992,604,25,13,2,3,7,206,190,92.2,23,,0,0,0,5,4,0,10,1,7,0,0,0,39,3,3,50
Sébastien Dewaest,be BEL,DF,,Genk,UCL,2020,1991,4,,0,3,1,33.3,0.75,0.25,0,0,9.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,,136,166,81.9,3320,951,32,34,94.1,69,76,90.8,34,52,65.4,0,0,0,0,13,0,0,8,,159,7,6,0,26,5,0,0,0,0,0,101,24,41,17,139,8,1,0,1,5,4,1,,3,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,4,0,1,3,6,50,3,38,10,26.3,30,5,3,6,2,0,4,4,9,40,1,,228,41,147,84,9,7,221,2,2,100,2,0,105,709,376,10,0,0,1,1,125,123,98.4,6,,0,0,0,1,2,0,0,4,2,0,0,0,40,9,5,64.3
Giovanni Di Lorenzo,it ITA,DF,MF,Napoli,UCL,2020,1993,8,,0,4,0,0,0.5,0,0,,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,,401,489,82,6546,2664,201,227,88.5,156,184,84.8,31,46,67.4,2,0.7,1.3,5,28,3,0,32,,419,70,13,1,81,10,9,0,0,0,0,303,120,66,63,343,14,57,2,2,10,10,21,,11,1.37,10,0,0,1,0,0,2,0.25,2,0,0,0,0,0,0,,15,13,8,6,1,6,13,46.2,7,101,31,30.7,64,26,11,15,2,0,13,4,19,13,0,,566,25,236,268,109,9,501,8,15,53.3,9,4,391,2016,1177,42,11,3,8,11,417,386,92.6,16,,0,0,0,7,14,0,9,4,13,0,0,0,63,13,11,54.2
Ángel Di María,ar ARG,FW,MF,Paris S-G,UCL,2020,1988,8.3,,3,20,10,50,2.42,1.21,0.15,0.3,20.2,2,0,0,2.7,2.7,0.13,0.3,0.3,,281,369,76.2,4780,1522,155,174,89.1,82,105,78.1,39,76,51.3,6,3.7,2.3,21,21,17,2,42,,324,45,11,3,80,14,24,28,9,11,0,232,71,66,329,26,4,6,4,0,7,7,15,,35,4.23,26,6,0,1,1,1,10,1.21,7,2,0,0,0,1,0,,9,7,5,1,3,4,21,19,17,214,61,28.5,51,96,67,16,0,0,16,2,11,3,0,,467,10,55,194,244,34,423,22,34,64.7,24,6,340,1711,849,54,13,9,9,16,446,344,77.1,55,,3,0,0,3,15,6,24,2,7,0,0,0,44,0,6,0
Moussa Diaby,fr FRA,MF,FW,Leverkusen,UCL,2020,1999,2,,0,6,2,33.3,3,1,0,0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,66,91,72.5,902,129,40,44,90.9,23,35,65.7,1,8,12.5,0,0.1,-0.1,2,5,1,0,2,,90,1,0,0,32,2,12,0,0,0,0,69,16,6,71,19,0,1,0,1,4,2,4,,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,3,33.3,2,39,5,12.8,2,28,9,1,0,0,1,0,1,0,0,,116,0,7,64,60,7,115,9,15,60,9,0,107,714,431,26,5,5,1,7,116,96,82.8,23,,0,0,0,3,4,0,12,0,0,0,0,0,16,0,0,
Mbaye Diagne,sn SEN,FW,,Club Brugge,UCL,2020,1991,0.5,,0,1,0,0,2.14,0,0,,37.2,0,0,1,0.8,0,0.02,-0.8,0,,7,10,70,105,1,5,5,100,1,3,33.3,1,1,100,0,0,0,0,0,0,0,0,,10,0,0,0,3,1,0,0,0,0,0,6,2,2,1,8,0,0,0,1,0,0,1,,1,2.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,13,1,7.7,0,8,5,0,0,0,0,0,0,2,0,,19,1,1,6,12,5,19,0,2,0,1,1,14,40,9,1,0,0,1,0,26,14,53.8,8,,0,0,0,1,1,0,0,0,0,1,0,0,1,2,3,40
Mouctar Diakhaby,fr FRA,DF,,Valencia,UCL,2020,1996,3.4,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,118,135,87.4,2655,782,23,25,92,67,73,91.8,25,34,73.5,0,0.1,-0.1,1,5,0,0,4,,129,6,6,0,22,4,1,0,0,0,0,102,7,26,19,110,5,0,0,0,1,0,0,,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,3,5,1,0,2,4,50,2,37,14,37.8,23,13,1,12,8,0,4,2,8,28,1,,187,47,128,69,4,2,181,1,1,100,1,0,81,512,225,2,0,0,0,0,101,99,98,0,,3,1,1,5,3,0,1,2,3,0,2,0,31,5,2,71.4
Abdou Diallo,sn SEN,DF,,Paris S-G,UCL,2020,1996,1.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,75,82,91.5,1233,491,34,36,94.4,33,35,94.3,5,8,62.5,0,0,0,0,0,0,0,0,,74,8,4,0,10,0,0,0,0,0,0,72,5,5,65,12,1,4,0,0,0,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,0,1,13,6,46.2,4,9,0,2,0,0,2,0,1,1,0,,89,13,47,45,5,0,81,0,0,,0,0,66,407,230,2,1,0,1,0,68,67,98.5,0,,0,0,0,5,0,0,0,0,1,0,0,0,9,1,0,100
Rúben Dias,pt POR,DF,,Benfica,UCL,2020,1997,6,,0,1,0,0,0.17,0,0,,9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,,254,296,85.8,5642,1995,64,68,94.1,138,146,94.5,50,80,62.5,0,0,0,1,11,0,0,17,,281,15,14,0,44,5,1,0,0,0,0,224,24,48,34,243,11,1,0,1,6,4,0,,3,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,7,5,3,0,2,3,66.7,1,61,19,31.1,43,15,3,10,6,0,4,1,9,39,0,,357,63,206,173,7,1,343,3,3,100,3,0,211,1317,781,13,3,0,0,1,228,224,98.2,1,,1,0,0,6,7,0,1,1,7,0,1,1,56,16,11,59.3
Krepin Diatta,sn SEN,DF,MF,Club Brugge,UCL,2020,1999,4.8,,1,5,1,20,1.03,0.21,0.2,1,23.7,1,0,0,0.2,0.2,0.04,0.8,0.8,,114,177,64.4,2052,956,51,67,76.1,46,66,69.7,16,38,42.1,0,0.5,-0.5,7,11,12,2,23,,147,30,2,4,33,7,13,9,1,8,0,94,42,41,21,128,3,19,0,2,7,3,8,,11,2.28,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,9,5,5,3,1,8,13,61.5,5,100,21,21,29,44,27,7,0,0,7,8,17,5,0,,226,3,40,95,104,7,196,14,24,58.3,16,1,160,936,628,29,10,3,6,6,167,134,80.2,18,,2,1,1,8,1,3,13,8,5,0,0,0,31,7,2,77.8
Brahim Díaz,es ESP,FW,,Real Madrid,UCL,2020,1999,0.2,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,11,12,91.7,129,44,6,7,85.7,3,3,100,0,0,,0,0,0,0,0,2,0,2,,12,0,0,0,2,0,0,0,0,0,0,9,1,2,6,5,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,100,0,7,4,57.1,1,4,2,0,0,0,0,0,1,0,0,,18,0,4,10,6,1,18,0,3,0,2,1,13,51,36,1,1,0,1,2,17,14,82.4,0,,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0
Eric Dier,eng ENG,DF,MF,Tottenham,UCL,2020,1994,3.5,,0,1,0,0,0.29,0,0,,4,0,0,0,0.3,0.3,0.34,-0.3,-0.3,,184,218,84.4,3965,1118,55,63,87.3,96,102,94.1,31,42,73.8,0,0,0,0,6,0,0,7,,215,3,3,0,30,9,0,0,0,0,0,168,22,28,25,176,12,0,1,0,5,1,5,,1,0.29,1,0,0,0,0,0,1,0.29,1,0,0,0,0,0,0,,4,1,1,3,0,0,5,0,5,53,14,26.4,19,28,6,5,1,0,4,4,8,10,0,,244,28,98,139,13,1,241,2,3,66.7,2,0,150,659,303,8,3,0,0,0,168,165,98.2,0,,1,0,0,4,3,0,0,4,1,0,0,0,50,5,8,38.5
Virgil van Dijk,nl NED,DF,,Liverpool,UCL,2020,1991,8.3,,0,9,1,11.1,1.08,0.12,0,0,19.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,,628,696,90.2,16002,4568,131,143,91.6,310,330,93.9,185,218,84.9,0,0.3,-0.3,4,69,1,0,34,,670,26,25,0,56,54,0,0,0,0,0,509,91,96,74,575,34,1,3,1,12,7,3,,6,0.72,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,10,7,6,3,1,2,4,50,2,37,18,48.6,24,9,4,7,1,0,6,7,17,66,2,,797,65,319,478,34,16,773,1,3,33.3,1,0,532,2211,1050,26,4,0,2,0,587,561,95.6,13,,0,0,0,2,11,0,0,7,7,0,0,0,114,31,11,73.8
Emir Dilaver,at AUT,DF,,Dinamo Zagreb,UCL,2020,1991,6,,0,2,1,50,0.33,0.17,0,0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,176,211,83.4,4765,1425,40,44,90.9,64,76,84.2,70,88,79.5,0,0,0,0,9,1,0,8,,196,15,15,0,27,18,0,0,0,0,0,127,26,58,45,144,14,0,1,1,4,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,5,1,0,5,14,35.7,9,60,21,35,47,13,0,11,6,0,5,4,10,34,1,,268,47,162,116,2,2,254,0,0,,0,0,133,697,314,6,0,0,0,1,130,128,98.5,2,,2,0,0,4,6,0,0,4,6,0,0,0,68,10,7,58.8
Tiago Djaló,pt POR,DF,,Lille,UCL,2020,2000,3,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,123,143,86,2592,721,41,45,91.1,63,69,91.3,19,26,73.1,0,0,0,1,12,0,0,11,,135,8,3,0,13,2,1,0,0,0,0,112,17,14,10,123,2,5,1,0,3,1,3,,2,0.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,6,0,0,4,7,57.1,3,22,6,27.3,18,2,2,7,4,0,3,1,7,17,1,,177,26,96,83,6,0,169,1,3,33.3,1,0,116,636,388,11,1,0,2,1,116,114,98.3,2,,1,0,0,1,4,0,1,1,5,0,0,0,24,3,3,50
Berat Djimsiti,al ALB,DF,,Atalanta,UCL,2020,1993,5.7,,0,6,0,0,1.06,0,0,,8.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,,184,214,86,3409,993,80,91,87.9,74,80,92.5,28,36,77.8,0,0,0,0,10,0,0,13,,205,9,7,0,45,1,1,0,0,0,0,174,23,17,47,159,4,2,1,0,8,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,5,6,4,0,5,13,38.5,8,64,14,21.9,30,30,4,9,2,0,7,9,19,33,0,,281,33,136,134,23,7,272,4,4,100,4,0,163,865,300,6,2,0,1,0,172,171,99.4,5,,3,0,0,7,0,1,1,9,5,0,0,0,35,17,6,73.9
Dodô,br BRA,DF,,Shakhtar,UCL,2020,1998,3.1,,1,2,1,50,0.64,0.32,0.5,1,19.7,0,0,0,0.5,0.5,0.23,0.5,0.5,,142,168,84.5,2570,701,61,68,89.7,65,68,95.6,14,25,56,1,0.7,0.3,2,4,2,0,9,,145,23,1,1,15,4,3,0,0,0,0,113,28,27,9,126,9,22,0,0,4,4,5,,5,1.6,3,0,1,0,1,0,3,0.96,2,0,1,0,0,0,0,,6,2,5,1,0,3,8,37.5,5,20,4,20,15,4,1,3,0,0,3,2,8,5,0,,191,7,43,115,46,7,170,9,9,100,9,0,136,698,395,21,4,2,2,4,140,130,92.9,7,,1,1,0,3,3,0,3,2,2,0,0,0,24,2,0,100
Ryan Donk,sr SUR,DF,,Galatasaray,UCL,2020,1986,4,,0,1,0,0,0.25,0,0,,12.4,0,0,0,0,0,0.01,0,0,,108,134,80.6,2486,918,28,33,84.8,57,59,96.6,22,39,56.4,0,0.1,-0.1,1,10,1,0,13,,130,4,3,0,25,5,0,0,0,0,0,87,14,33,3,119,8,1,0,1,2,1,2,,3,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,7,2,0,3,7,42.9,4,29,8,27.6,21,7,1,9,4,0,5,6,15,18,0,,173,22,98,73,13,5,169,3,3,100,3,0,110,687,325,10,2,0,2,1,104,100,96.2,5,,1,0,0,5,0,0,0,6,5,0,1,0,28,9,2,81.8
Gabriel Dos Santos,br BRA,DF,,Lille,UCL,2020,1997,6,,0,3,1,33.3,0.5,0.17,0,0,20.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,209,257,81.3,4623,1893,64,70,91.4,100,112,89.3,42,71,59.2,0,0,0,0,16,0,0,13,,244,13,8,0,27,8,0,0,0,0,0,158,35,64,211,13,20,5,1,2,4,4,2,,3,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9,6,3,0,4,8,50,4,60,22,36.7,38,22,0,20,7,0,13,12,21,42,0,,346,48,202,149,9,5,334,1,2,50,1,0,189,800,452,12,1,0,3,1,198,194,98,4,,2,0,0,12,3,1,0,12,9,0,0,0,54,14,7,66.7
Aleksandar Dragović,at AUT,DF,,Leverkusen,UCL,2020,1991,1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,46,51,90.2,1191,244,9,11,81.8,21,21,100,16,18,88.9,0,0,0,0,2,0,0,1,,51,0,0,0,9,6,0,0,0,0,0,40,7,4,9,40,2,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,0,1,1,100,0,13,3,23.1,8,5,0,1,0,0,1,1,3,2,0,,58,4,28,31,4,2,58,0,0,,0,0,38,231,109,2,1,0,0,0,40,40,100,1,,0,0,0,0,0,0,0,1,2,0,0,0,9,1,1,50
Julian Draxler,de GER,MF,FW,Paris S-G,UCL,2020,1993,0.8,,0,2,0,0,2.57,0,0,,22.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,49,56,87.5,771,172,29,32,90.6,16,17,94.1,4,6,66.7,0,0.1,-0.1,1,2,0,0,4,,54,2,0,0,9,0,0,1,0,1,0,48,6,2,6,48,1,1,0,0,0,2,1,,2,2.57,0,1,0,1,0,0,1,1.29,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,14,1,7.1,4,7,3,0,0,0,0,1,1,0,0,,62,0,9,44,15,3,60,5,5,100,5,0,53,292,185,7,2,0,2,0,50,49,98,6,,0,0,0,2,1,0,0,1,0,0,0,0,8,0,0,
Sebastián Driussi,ar ARG,MF,,Zenit,UCL,2020,1996,4,,0,11,1,9.1,2.73,0.25,0,0,21.3,1,0,0,0.5,0.5,0.04,-0.5,-0.5,,140,184,76.1,2499,773,66,70,94.3,54,68,79.4,17,33,51.5,0,0.3,-0.3,5,12,9,1,17,,167,17,2,2,45,12,9,10,3,3,0,121,24,39,8,169,2,3,0,1,2,2,10,,12,2.98,5,3,1,1,2,0,0,0,0,0,0,0,0,0,0,,10,10,4,6,0,4,13,30.8,9,113,29,25.7,29,59,25,7,1,0,6,2,12,9,0,,247,11,43,118,96,12,230,4,7,57.1,4,0,167,750,399,23,2,2,10,6,162,146,90.1,17,,0,0,0,2,6,0,9,2,10,0,0,0,50,5,4,55.6
Leo Dubois,fr FRA,DF,,Lyon,UCL,2020,1994,8.4,,0,7,3,42.9,0.83,0.36,0,0,23.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,,371,484,76.7,6917,2987,164,179,91.6,163,206,79.1,42,85,49.4,2,1.1,0.9,9,26,11,5,40,,394,90,2,1,77,16,28,1,0,1,0,237,115,132,66,309,16,87,2,1,9,7,11,,19,2.26,17,0,1,0,0,1,2,0.24,2,0,0,0,0,0,0,,14,11,11,1,2,7,16,43.8,9,112,35,31.3,65,33,14,9,0,0,9,4,18,25,0,,562,26,168,268,161,11,472,14,23,60.9,16,0,337,1653,954,45,14,2,7,8,371,345,93,20,,3,0,0,10,4,0,28,4,11,0,0,0,71,9,3,75
Paulo Dybala,ar ARG,FW,MF,Juventus,UCL,2020,1993,3.5,,3,13,5,38.5,3.76,1.45,0.23,0.6,16.9,2,0,0,1.3,1.3,0.1,1.7,1.7,,183,228,80.3,3048,595,95,107,88.8,64,75,85.3,18,32,56.3,3,1.5,1.5,9,11,6,2,10,,207,21,3,1,65,10,11,10,2,6,2,156,33,39,197,27,0,2,2,0,2,6,6,,20,5.79,15,1,1,1,2,0,3,0.87,3,0,0,0,0,0,0,,2,1,2,0,0,0,3,0,3,55,16,29.1,13,24,18,3,1,0,2,2,4,0,0,,280,2,23,122,154,20,258,8,18,44.4,9,1,199,1082,507,37,8,4,6,7,266,234,88,36,,0,0,0,1,10,1,11,2,1,0,0,0,15,1,2,33.3
Artem Dzyuba,ru RUS,FW,,Zenit,UCL,2020,1988,6,,2,7,3,42.9,1.17,0.5,0.29,0.67,13.6,0,0,0,1,1,0.14,1,1,,165,228,72.4,2524,852,92,113,81.4,55,80,68.8,11,15,73.3,1,3.1,-2.1,15,20,10,1,30,,220,8,1,6,100,3,3,0,0,0,0,112,61,55,17,142,22,3,7,1,2,2,13,,19,3.17,19,0,0,0,0,0,2,0.33,2,0,0,0,0,0,0,,5,3,3,1,1,1,5,20,4,100,21,21,11,46,43,2,0,0,2,2,7,2,0,,292,2,18,151,136,27,284,6,14,42.9,6,2,168,556,311,20,7,1,16,13,393,240,61.1,71,,1,0,0,10,6,6,3,2,3,0,0,0,27,44,42,51.2
Éder,pt POR,FW,,Loko Moscow,UCL,2020,1987,3.8,,0,4,1,25,1.06,0.26,0,0,25.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,,62,79,78.5,722,97,46,52,88.5,8,15,53.3,2,3,66.7,0,0.1,-0.1,2,3,0,0,1,,72,7,1,0,20,1,2,0,0,0,0,52,19,8,10,48,5,1,6,0,3,3,3,,6,1.58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,2,1,1,0,2,0,2,68,16,23.5,7,26,35,4,3,0,1,2,6,7,1,,132,9,16,78,49,7,126,6,11,54.5,7,0,89,443,279,12,6,1,11,11,167,88,52.7,39,,0,0,0,3,11,3,2,2,4,0,0,0,19,9,28,24.3
