Alfred Gomis,sn SEN,1993,2021,Rennes,fr Ligue 1,20,1,0,0,0,18.1,0.33,0.1,64,147,43.5,335,81,30.1,31.5,83,55.4,44.4,113,15,13.3,13,15.1
Alfred Gomis,sn SEN,1993,2021,Dijon,fr Ligue 1,10,3,0,2,1,9.9,0.3,0.9,28,94,29.8,121,28,43,39.4,67,62.7,49.6,78,8,10.3,3,12.8
Etienne Green,fr FRA,2000,2021,Saint-Étienne,fr Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,
Lennart Grill,de GER,1999,2021,Leverkusen,de Bundesliga,7,0,0,0,0,6.4,0.32,-0.6,10,25,40,136,26,16.9,27.3,25,8,22.2,23,3,13,4,15.9
Vicente Guaita,es ESP,1987,2021,Crystal Palace,eng Premier League,47,3,1,7,0,47.7,0.35,0.7,184,548,33.6,592,118,58.3,43.4,242,83.9,59.6,295,19,6.4,10,12.9
Péter Gulácsi,hu HUN,1990,2021,RB Leipzig,de Bundesliga,22,2,0,2,0,20.5,0.29,-1.5,114,233,48.9,814,145,25.2,31,134,20.9,28.7,155,10,6.5,40,18.1
Samir Handanović,si SVN,1984,2021,Inter,it Serie A,26,3,1,3,0,25.9,0.25,-0.1,100,217,46.1,709,123,24.3,29.5,140,32.1,32.7,228,15,6.6,11,11.8
Dean Henderson,eng ENG,1997,2021,Manchester Utd,eng Premier League,4,0,0,2,0,4.2,0.19,1.2,13,45,28.9,82,27,37.8,34.4,50,28,30.4,48,4,8.3,4,15.8
Sergio Herrera,es ESP,1993,2021,Osasuna,es La Liga,30,4,0,3,2,32.6,0.33,4.6,349,733,47.6,706,58,78.9,54.8,185,95.1,64.2,285,28,9.8,43,16.6
Marwin Hitz,ch SUI,1987,2021,Dortmund,de Bundesliga,13,2,0,1,1,11.6,0.32,-0.4,64,112,57.1,304,46,25.7,30.4,82,41.5,38,64,6,9.4,5,14.1
Timo Horn,de GER,1993,2021,Köln,de Bundesliga,46,7,1,5,0,41.7,0.28,-4.3,231,511,45.2,901,98,47.4,39.7,171,49.1,42.3,227,9,4,17,13.4
Lukáš Hrádecký,fi FIN,1989,2021,Leverkusen,de Bundesliga,22,1,0,0,2,19.2,0.31,-0.8,156,390,40,970,124,35.6,34.5,121,37.2,34.8,134,10,7.5,26,17.4
Rune Jarstein,no NOR,1984,2021,Hertha BSC,de Bundesliga,13,1,0,2,1,10.2,0.28,-1.8,60,153,39.2,210,25,51,41.7,74,62.2,47.9,72,7,9.7,4,12.8
Sam Johnstone,eng ENG,1993,2021,West Brom,eng Premier League,57,5,0,8,3,56.6,0.31,2.6,255,715,35.7,763,132,69.3,49.9,218,85.3,59.3,278,20,7.2,20,14.4
Bingourou Kamara,sn SEN,1996,2021,Strasbourg,fr Ligue 1,14,1,0,1,1,9.7,0.28,-3.3,63,142,44.4,191,43,48.7,39.3,56,87.5,60,58,3,5.2,1,12.9
Loris Karius,de GER,1993,2021,Union Berlin,de Bundesliga,1,0,0,0,1,1.7,0.35,1.7,21,56,37.5,75,9,56,44.3,20,70,56.5,30,2,6.7,0,11.5
Eiji Kawashima,jp JPN,1983,2021,Strasbourg,fr Ligue 1,30,3,1,3,0,28.5,0.31,-1.5,174,380,45.8,486,76,51.6,41.6,176,73.3,55.5,184,10,5.4,5,11.5
Caoimhín Kelleher,ie IRL,1998,2021,Liverpool,eng Premier League,1,0,0,0,0,2.2,0.32,1.2,8,19,42.1,48,10,31.3,34.1,14,28.6,33.7,19,2,10.5,1,18.3
Gregor Kobel,ch SUI,1997,2021,Stuttgart,de Bundesliga,41,3,1,3,1,37.7,0.28,-2.3,113,267,42.3,732,159,30.5,30.7,216,20.4,24.4,225,15,6.7,16,14
Alban Lafont,fr FRA,1999,2021,Nantes,fr Ligue 1,48,9,2,8,1,43,0.29,-2,157,508,30.9,692,109,49.9,42.5,209,78,56.2,263,18,6.8,22,14.7
Michael Langer,at AUT,1985,2021,Schalke 04,de Bundesliga,12,0,0,5,1,8.7,0.36,-2.3,11,35,31.4,50,7,44,38.2,26,50,39.3,23,0,0,3,15.1
Gautier Larsonneur,fr FRA,1997,2021,Brest,fr Ligue 1,50,6,1,6,1,41.3,0.27,-6.7,173,358,48.3,787,135,36.7,36.6,213,32.4,34.6,269,20,7.4,10,12.7
Jean-Louis Leca,fr FRA,1985,2021,Lens,fr Ligue 1,42,7,0,5,2,38.8,0.31,-1.2,177,452,39.2,668,107,53.1,41.8,201,48.3,40.6,225,16,7.1,18,15.1
Benjamin Lecomte,fr FRA,1991,2021,Monaco,fr Ligue 1,23,3,1,0,0,16.5,0.28,-6.5,124,281,44.1,621,92,36.6,34.4,123,43.9,41,152,9,5.9,27,18
Jeremías Ledesma,ar ARG,1993,2021,Cádiz,es La Liga,40,7,2,4,1,31.7,0.29,-6.3,249,648,38.4,539,44,81.4,57.2,219,95.4,69,248,25,10.1,11,13.5
Bernd Leno,de GER,1992,2021,Arsenal,eng Premier League,34,1,0,5,3,34.1,0.32,3.1,96,282,34,791,140,21.5,28.1,182,61.5,47.1,257,14,5.4,21,14.7
Hugo Lloris,fr FRA,1986,2021,Tottenham,eng Premier League,32,7,0,2,2,32,0.27,4,164,388,42.3,598,115,49.7,38.7,210,43.3,36.1,294,13,4.4,12,13.2
Niklas Lomb,de GER,1993,2021,Leverkusen,de Bundesliga,3,0,0,0,0,3.1,0.38,0.1,5,17,29.4,53,13,26.4,30.5,7,42.9,37.9,12,1,8.3,1,14.2
Anthony Lopes,pt POR,1990,2021,Lyon,fr Ligue 1,31,4,1,2,2,31.8,0.28,2.8,175,321,54.5,752,150,30.6,32.3,212,42.9,37.2,265,13,4.9,31,17.1
Pau López,es ESP,1994,2021,Roma,it Serie A,25,3,1,3,3,22.6,0.3,0.6,74,178,41.6,505,96,28.9,31.6,81,39.5,37,105,6,5.7,14,16.3
Andreas Luthe,de GER,1987,2021,Union Berlin,de Bundesliga,32,4,0,7,1,28.2,0.31,-1.8,145,386,37.6,673,84,42.1,37.5,155,66.5,46.6,183,15,8.2,7,13.1
Mike Maignan,fr FRA,1995,2021,Lille,fr Ligue 1,19,1,0,7,1,21,0.24,3,135,383,35.2,679,151,38.6,36.9,195,62.1,52.5,227,19,8.4,23,15.9
Radosław Majecki,pl POL,1999,2021,Monaco,fr Ligue 1,1,0,0,0,0,0.3,0.16,-0.7,4,15,26.7,25,2,36,32.5,12,50,39.9,7,0,0,1,16
Steve Mandanda,fr FRA,1985,2021,Marseille,fr Ligue 1,34,2,1,5,1,30.4,0.32,-2.6,173,505,34.3,810,149,42.8,37.8,239,66.1,49,299,22,7.4,17,13.8
Vito Mannone,it ITA,1988,2021,Monaco,fr Ligue 1,14,2,0,1,0,11.9,0.34,-2.1,55,138,39.9,226,26,41.2,36.4,61,73.8,54,63,3,4.8,6,18.8
Federico Marchetti,it ITA,1983,2021,Genoa,it Serie A,7,0,0,1,0,4.6,0.36,-2.4,13,27,48.1,65,11,23.1,30,25,48,36.8,20,0,0,2,16.5
Emiliano Martínez,ar ARG,1992,2021,Aston Villa,eng Premier League,31,3,2,2,0,37.6,0.28,7.6,217,546,39.7,764,107,53.9,42.7,183,73.2,54.5,288,24,8.3,16,14.1
Jordi Masip,es ESP,1989,2021,Valladolid,es La Liga,25,3,1,3,0,25.6,0.32,0.6,131,408,32.1,391,59,68,49.4,164,86.6,63.3,220,13,5.9,11,13.8
Alex McCarthy,eng ENG,1989,2021,Southampton,eng Premier League,48,5,1,3,1,40,0.32,-7,126,441,28.6,767,99,45.8,36.8,133,67.7,49,194,18,9.3,19,15.6
Edouard Mendy,sn SEN,1992,2021,Rennes,fr Ligue 1,1,0,0,0,0,0.6,0.56,-0.4,7,12,58.3,23,2,43.5,37.9,6,33.3,35.2,6,1,16.7,0,10
Edouard Mendy,sn SEN,1992,2021,Chelsea,eng Premier League,21,2,1,3,1,19.3,0.27,-0.7,116,231,50.2,703,99,25,28.8,145,37.9,34.3,174,11,6.3,18,15.6
Alex Meret,it ITA,1997,2021,Napoli,it Serie A,20,2,0,3,1,15.4,0.27,-3.6,34,75,45.3,335,68,17.9,26.5,53,28.3,29,82,10,12.2,2,11.6
Illan Meslier,fr FRA,2000,2021,Leeds United,eng Premier League,47,7,1,11,2,48,0.28,3,141,300,47,899,225,26.1,29.5,200,32.5,31.6,155,14,9,17,13.5
Vanja Milinković-Savić,rs SRB,1997,2021,Torino,it Serie A,4,1,0,0,0,3,0.21,-1,5,18,27.8,57,9,22.8,31,7,71.4,54,15,0,0,1,12.3
Antonio Mirante,it ITA,1983,2021,Roma,it Serie A,16,2,1,0,0,12.7,0.26,-3.3,62,116,53.4,284,61,34.2,33.1,65,29.2,30.1,84,2,2.4,12,15.9
Lorenzo Montipò,it ITA,1996,2021,Benevento,it Serie A,54,3,0,9,3,49.8,0.37,-1.2,209,546,38.3,776,129,52.6,41.2,225,61.3,45.3,319,25,7.8,10,13.6
Jessy Moulin,fr FRA,1986,2021,Saint-Étienne,fr Ligue 1,42,4,3,6,2,38.1,0.34,-1.9,140,370,37.8,679,146,35.3,36.6,202,64.4,49.5,220,13,5.9,9,13.5
Florian Müller,de GER,1997,2021,Freiburg,de Bundesliga,41,2,2,3,1,42.4,0.3,2.4,168,537,31.3,912,128,38.5,38.1,241,77.2,59.4,222,11,5,20,14.9
Juan Musso,ar ARG,1994,2021,Udinese,it Serie A,34,6,1,0,0,37.3,0.3,3.3,154,347,44.4,618,134,42.2,36.3,184,46.7,38,221,20,9,13,12.9
Paul Nardi,fr FRA,1994,2021,Lorient,fr Ligue 1,37,3,0,3,0,26.1,0.27,-9.9,103,285,36.1,362,93,48.3,39.8,146,75.3,56.9,149,6,4,13,15
Keylor Navas,cr CRC,1986,2021,Paris S-G,fr Ligue 1,15,1,0,2,0,18.9,0.25,3.9,86,160,53.8,480,92,26.9,30.6,138,22.5,27.9,163,6,3.7,11,13
Neto,br BRA,1989,2021,Barcelona,es La Liga,6,2,0,1,0,6.6,0.26,0.6,17,35,48.6,150,30,18.7,27.3,41,17.1,24.4,52,2,3.8,4,15.7
Manuel Neuer,de GER,1986,2021,Bayern Munich,de Bundesliga,35,1,0,5,0,37.4,0.35,2.4,205,332,61.7,940,151,31.3,32.1,152,25,30.3,181,5,2.8,35,16.4
Jan Oblak,si SVN,1993,2021,Atlético Madrid,es La Liga,19,1,0,4,3,23,0.25,8,205,469,43.7,525,86,59,44.4,235,67.7,50.1,267,15,5.6,15,15.8
Robin Olsen,se SWE,1990,2021,Everton,eng Premier League,8,1,0,0,0,7.7,0.35,-0.3,37,75,49.3,107,10,51.4,42,32,62.5,48.6,41,2,4.9,1,11
Jonas Omlin,ch SUI,1994,2021,Montpellier,fr Ligue 1,42,11,0,4,2,42.1,0.29,3.1,189,410,46.1,612,138,44.8,38.5,203,67,51.8,216,18,8.3,9,13.3
Stefan Ortega,de GER,1992,2021,Arminia,de Bundesliga,46,4,0,6,1,44.7,0.29,-0.3,402,824,48.8,1380,98,51.2,43.3,191,61.8,49.3,268,18,6.7,25,14.8
David Ospina,co COL,1988,2021,Napoli,it Serie A,12,3,0,0,0,12.5,0.28,0.5,68,144,47.2,449,48,29.8,31.4,52,19.2,24.9,107,12,11.2,12,15.6
Alexandre Oukidja,dz ALG,1988,2021,Metz,fr Ligue 1,27,5,0,3,1,27.6,0.26,2.6,217,506,42.9,595,148,55.3,44,238,74.4,54.7,268,34,12.7,28,16.2
Fernando Pacheco,es ESP,1992,2021,Alavés,es La Liga,47,3,0,5,0,41.1,0.36,-2.9,254,485,52.4,567,77,60.5,45.7,226,62.8,47.3,247,24,9.7,18,14.5
Alberto Paleari,it ITA,1992,2021,Genoa,it Serie A,3,0,0,0,0,2.6,0.36,-0.4,7,25,28,34,5,64.7,45.3,10,30,30.6,8,0,0,0,11.7
Rui Patrício,pt POR,1988,2021,Wolves,eng Premier League,38,6,1,6,3,32.5,0.27,-2.5,176,380,46.3,426,89,56.8,41.9,206,67,45.6,286,19,6.6,5,11.8
Jiří Pavlenka,cz CZE,1992,2021,Werder Bremen,de Bundesliga,39,2,0,4,2,31.9,0.26,-4.1,196,417,47,664,125,44.3,38.1,226,54.4,43.5,302,16,5.3,17,13.9
Bailey Peacock-Farrell,nir NIR,1996,2021,Burnley,eng Premier League,5,0,0,0,0,4.4,0.62,-0.6,11,28,39.3,23,1,87,55.5,9,88.9,64.9,9,0,0,0,8.5
Gianluca Pegolo,it ITA,1981,2021,Sassuolo,it Serie A,0,0,0,0,0,0,0.04,0,0,1,0,13,2,7.7,18.5,8,0,13.6,4,0,0,0,14.5
Yohann Pelé,fr FRA,1982,2021,Marseille,fr Ligue 1,2,0,0,0,0,2.4,0.47,0.4,0,0,,22,7,0,20.5,3,0,14.7,8,1,12.5,1,13
Philipp Pentke,de GER,1985,2021,Hoffenheim,de Bundesliga,1,0,0,0,0,0.4,0.21,-0.6,2,6,33.3,25,5,20,29.8,4,25,31.5,2,0,0,1,20.3
Juan Pérez,es ESP,1996,2021,Osasuna,es La Liga,0,0,0,0,0,0.1,0.03,0.1,4,23,17.4,13,1,69.2,51,14,100,70.6,18,0,0,1,18.8
Mattia Perin,it ITA,1992,2021,Genoa,it Serie A,31,5,0,6,1,32.7,0.26,2.7,186,507,36.7,727,105,55.4,41.2,221,47.1,38.4,283,14,4.9,7,12.3
Pavao Pervan,at AUT,1987,2021,Wolfsburg,de Bundesliga,1,0,0,1,0,2.7,0.39,1.7,8,19,42.1,23,1,56.5,43.2,9,66.7,53.4,13,1,7.7,0,11.3
Jordan Pickford,eng ENG,1994,2021,Everton,eng Premier League,29,2,1,5,1,27.3,0.27,-0.7,202,479,42.2,688,98,54.1,44,156,68.6,55.3,202,18,8.9,11,14
Nick Pope,eng ENG,1992,2021,Burnley,eng Premier League,35,3,0,6,1,37.1,0.27,6.1,262,661,39.6,637,113,74.7,52.9,214,86.4,62.1,270,33,12.2,36,16.1
Ivan Provedel,it ITA,1994,2021,Spezia,it Serie A,39,5,1,2,0,35,0.35,-4,225,478,47.1,949,99,43.9,38.3,119,51.3,44.2,152,12,7.9,22,16.5
Anthony Racioppi,ch SUI,1998,2021,Dijon,fr Ligue 1,33,3,0,5,1,34.9,0.35,2.9,113,324,34.9,478,99,42.5,37.1,178,68,49.7,199,13,6.5,10,14.4
Rafael,br BRA,1982,2021,Spezia,it Serie A,3,0,0,0,0,1.6,0.18,-1.4,11,25,44,46,7,50,37.8,11,18.2,26.5,23,1,4.3,0,8.3
Predrag Rajković,rs SRB,1995,2021,Reims,fr Ligue 1,37,3,0,5,1,31.5,0.25,-2.5,190,584,32.5,848,122,47.8,41.9,268,66.8,51.7,299,16,5.4,16,13.6
Aaron Ramsdale,eng ENG,1998,2021,Sheffield Utd,eng Premier League,52,3,0,8,3,48.9,0.29,-0.1,225,686,32.8,662,83,73.6,54.4,214,93,70.3,285,28,9.8,16,15.2
Darren Randolph,ie IRL,1987,2021,West Ham,eng Premier League,2,0,0,2,0,1.4,0.29,-0.6,9,25,36,30,2,66.7,47.8,11,45.5,36.7,16,0,0,1,13.3
Federico Ravaglia,it ITA,1999,2021,Bologna,it Serie A,6,0,0,0,1,4.3,0.48,-0.7,2,11,18.2,61,4,16.4,26.4,12,8.3,14.5,8,0,0,3,18.4
Pepe Reina,es ESP,1982,2021,Lazio,it Serie A,26,5,0,5,1,26.6,0.29,1.6,141,305,46.2,758,86,36.1,34.2,103,30.1,29.3,164,7,4.3,9,15.6
Álex Remiro,es ESP,1995,2021,Real Sociedad,es La Liga,28,2,0,2,0,23.1,0.3,-4.9,172,393,43.8,705,88,42.8,38.3,140,65,52.3,196,14,7.1,20,15.8
Baptiste Reynet,fr FRA,1990,2021,Nîmes,fr Ligue 1,58,6,1,4,0,49.5,0.3,-6.5,243,662,36.7,1018,107,48.3,41.7,242,70.2,51.8,302,16,5.3,20,14.5
Sergio Rico,es ESP,1993,2021,Paris S-G,fr Ligue 1,6,0,0,0,1,7.3,0.26,2.3,9,21,42.9,135,35,11.1,24.1,49,12.2,25,45,2,4.4,5,14.1
Roberto,es ESP,1986,2021,Valladolid,es La Liga,13,2,0,1,0,12.1,0.3,-0.9,69,232,29.7,227,31,69.2,52.9,86,87.2,67.1,101,9,8.9,5,13.8
Joel Robles,es ESP,1990,2021,Betis,es La Liga,25,4,1,5,2,21.5,0.31,-1.5,99,301,32.9,449,80,52.6,43,116,56,45.3,145,10,6.9,14,16.3
Marek Rodák,sk SVK,1996,2021,Fulham,eng Premier League,3,0,0,1,0,2.5,0.61,-0.5,6,12,50,22,3,40.9,35.8,4,75,56,9,0,0,1,11.8
Rubén,es ESP,1984,2021,Osasuna,es La Liga,5,0,0,0,0,4.9,0.55,-0.1,33,54,61.1,46,2,84.8,55.7,15,100,65.7,19,1,5.3,3,14.6
John Ruddy,eng ENG,1986,2021,Wolves,eng Premier League,0,0,0,0,0,0,,0,0,2,0,1,0,100,62,2,50,56.5,1,0,0,0,
Mathew Ryan,au AUS,1992,2021,Brighton,eng Premier League,19,4,0,3,1,14.8,0.37,-3.2,57,141,40.4,341,56,33.4,32.5,58,46.6,40.2,103,7,6.8,6,14.4
Mathew Ryan,au AUS,1992,2021,Arsenal,eng Premier League,1,0,0,0,0,2.8,0.35,1.8,2,2,100,14,5,7.1,28.4,3,33.3,38,4,0,0,0,15.3
Frederik Rønnow,dk DEN,1992,2021,Schalke 04,de Bundesliga,24,4,0,5,2,22.5,0.31,0.5,51,143,35.7,289,64,33.6,32.7,94,48.9,39.7,71,3,4.2,6,14.2
Romain Salin,fr FRA,1984,2021,Rennes,fr Ligue 1,14,0,0,4,0,15.2,0.28,1.2,99,227,43.6,421,76,35.9,34,123,61.8,47.5,113,9,8,29,18
Robert Sánchez,es ESP,1997,2021,Brighton,eng Premier League,19,2,0,6,1,18.9,0.32,2.9,124,325,38.2,579,81,44.2,39.6,118,58.5,46.7,130,7,5.4,11,14.9
Kasper Schmeichel,dk DEN,1986,2021,Leicester City,eng Premier League,34,2,0,6,1,37.4,0.33,4.4,190,443,42.9,828,132,42.3,38.1,179,52,43.4,249,21,8.4,11,13
Alexander Schwolow,de GER,1992,2021,Hertha BSC,de Bundesliga,33,5,1,3,0,28,0.35,-4,124,244,50.8,486,75,33.7,34,143,55.9,45.7,145,10,6.9,9,13.4
Matz Sels,be BEL,1992,2021,Strasbourg,fr Ligue 1,2,1,,,,,,,,,,,,,,,,,,,,,
Luigi Sepe,it ITA,1991,2021,Parma,it Serie A,56,1,0,9,3,44.8,0.33,-8.2,266,493,54,942,142,43.5,37.7,214,38.8,35.7,327,21,6.4,11,13.5
Rui Silva,pt POR,1994,2021,Granada,es La Liga,47,3,2,3,1,44.6,0.35,-1.4,238,646,36.8,701,61,66,49.1,227,80.6,58.3,275,13,4.7,21,15.4
Marco Silvestri,it ITA,1991,2021,Hellas Verona,it Serie A,34,4,1,7,2,32,0.26,0,184,648,28.4,628,65,69.1,47.1,236,90.7,58.8,248,6,2.4,13,13.4
Unai Simón,es ESP,1997,2021,Athletic Club,es La Liga,32,5,1,5,1,28.8,0.3,-2.2,192,435,44.1,637,148,44.4,40,187,81.3,60.6,261,17,6.5,16,14.2
Tobias Sippel,de GER,1988,2021,M'Gladbach,de Bundesliga,1,0,0,0,0,1.2,0.59,0.2,5,9,55.6,20,2,40,35.5,5,20,20.2,6,1,16.7,2,24
Salvatore Sirigu,it ITA,1987,2021,Torino,it Serie A,48,6,1,5,1,35.3,0.33,-11.7,146,355,41.1,609,88,41.4,35.2,212,48.6,37.9,245,15,6.1,11,12.8
Łukasz Skorupski,pl POL,1991,2021,Bologna,it Serie A,30,3,1,6,1,32.1,0.27,3.1,86,239,36,547,122,34.9,33.9,164,29.3,25.4,194,21,10.8,9,12.4
Yann Sommer,ch SUI,1988,2021,M'Gladbach,de Bundesliga,40,5,0,4,0,34.9,0.31,-5.1,158,340,46.5,891,102,32.1,32.1,187,28.9,30.2,213,12,5.6,16,13.4
David Soria,es ESP,1993,2021,Getafe,es La Liga,21,4,0,3,1,23,0.33,3,208,553,37.6,501,7,87,58.5,141,83,56.6,152,18,11.8,26,16.2
Marco Sportiello,it ITA,1992,2021,Atalanta,it Serie A,18,0,0,2,0,13.9,0.31,-4.1,47,96,49,287,61,23,29.6,47,63.8,48.8,77,6,7.8,13,17.2
Zack Steffen,us USA,1995,2021,Manchester City,eng Premier League,1,0,0,0,0,0.6,0.32,-0.4,2,6,33.3,20,4,25,31.1,8,12.5,20.5,10,0,0,0,7
Thomas Strakosha,al ALB,1995,2021,Lazio,it Serie A,12,1,0,1,0,10.6,0.36,-1.4,41,86,47.7,220,35,36.8,32.3,32,15.6,26,61,4,6.6,1,11.7
Wojciech Szczęsny,pl POL,1990,2021,Juventus,it Serie A,23,2,0,2,1,22.3,0.26,0.3,80,145,55.2,637,104,19.2,28.4,149,15.4,24.4,198,15,7.6,20,14.6
Ciprian Tătărușanu,ro ROU,1986,2021,Milan,it Serie A,3,1,0,2,0,2.9,0.35,-0.1,2,5,40,23,7,13,21.8,4,50,30.8,3,1,33.3,0,8.1
Marc-André ter Stegen,de GER,1992,2021,Barcelona,es La Liga,18,2,0,3,1,20.3,0.27,3.3,107,180,59.4,638,110,22.4,28.9,109,33.9,33.4,131,17,13,17,16.9
Pietro Terracciano,it ITA,1990,2021,Fiorentina,it Serie A,2,0,0,1,0,1.5,0.73,-0.5,8,15,53.3,12,2,83.3,51.3,6,83.3,51.2,5,0,0,0,7.7
Kevin Trapp,de GER,1990,2021,Eint Frankfurt,de Bundesliga,37,4,1,3,1,34.6,0.29,-1.4,222,554,40.1,898,137,48.8,38.9,213,54.5,45.2,239,23,9.6,19,14.8
Tomáš Vaclík,cz CZE,1989,2021,Sevilla,es La Liga,5,0,0,0,0,3.3,0.28,-1.7,16,35,45.7,103,17,29.1,30.4,15,33.3,29.9,32,1,3.1,3,14.8
Koke Vegas,es ESP,1995,2021,Levante,es La Liga,2,0,0,0,0,2.6,0.64,0.6,2,11,18.2,18,4,44.4,37.7,11,27.3,30.5,7,0,0,1,18.8
Iván Villar,es ESP,1997,2021,Celta Vigo,es La Liga,17,2,0,0,1,14.4,0.37,-0.6,45,146,30.8,234,46,42.3,37.2,82,57.3,46.4,99,11,11.1,9,15.5
João Virgínia,pt POR,1999,2021,Everton,eng Premier League,0,0,0,0,0,0.2,0.07,0.2,3,11,27.3,13,3,61.5,51.5,4,75,54.5,2,0,0,0,21
Rubén Yáñez,es ESP,1993,2021,Getafe,es La Liga,12,1,0,0,0,11.1,0.36,-0.9,78,181,43.1,187,25,71.1,48.7,58,82.8,60,67,5,7.5,5,14.6
Yoel,es ESP,1988,2021,Eibar,es La Liga,1,0,0,0,0,0.6,0.58,-0.4,13,23,56.5,35,14,54.3,42.3,4,100,69,1,0,0,3,17.9
Robin Zentner,de GER,1994,2021,Mainz 05,de Bundesliga,41,4,1,4,1,35.2,0.28,-4.8,130,401,32.4,717,174,40.9,38.2,197,54.8,46.8,231,24,10.4,17,14.1
Ron-Robert Zieler,de GER,1989,2021,Köln,de Bundesliga,1,1,0,0,0,0.7,0.01,-0.3,6,11,54.5,17,4,35.3,35,6,83.3,49.7,10,0,0,0,11.8
Jeroen Zoet,nl NED,1991,2021,Spezia,it Serie A,11,2,0,2,0,10.6,0.35,-0.4,50,103,48.5,240,38,39.2,36.9,26,34.6,35.2,43,4,9.3,6,15.2
Igor Akinfeev,ru RUS,1986,2019,CSKA Moscow,UCL,6,0,0,2,0,9.2,0.33,3.2,48,137,35,125,23,75.2,54.8,52,82.7,67.7,63,4,6.3,1,11.3
Alisson,br BRA,1992,2019,Liverpool,UCL,12,0,1,2,1,16.1,0.3,5.1,61,142,43,360,74,27.2,32.3,86,51.2,44.4,87,8,9.2,11,17.3
Alphonse Areola,fr FRA,1993,2019,Paris S-G,UCL,6,1,0,1,0,4.3,0.23,-1.7,13,19,68.4,70,11,18.6,26.2,18,33.3,36,23,1,4.3,0,9
Loic Badiashile,fr FRA,1998,2019,Monaco,UCL,1,0,0,0,0,1.8,0.36,0.8,10,21,47.6,20,1,60,45.5,10,90,65.8,12,2,16.7,0,15.3
David von Ballmoos,ch SUI,1994,2019,Young Boys,UCL,10,1,0,0,0,8.2,0.38,-1.8,44,109,40.4,117,16,64.1,45.3,36,94.4,66.3,38,2,5.3,4,14.9
Vasilios Barkas,gr GRE,1994,2019,AEK Athens,UCL,13,2,1,3,0,14.5,0.33,1.5,68,155,43.9,157,16,72,50.1,54,77.8,54.5,72,10,13.9,1,12.1
Oliver Baumann,de GER,1990,2019,Hoffenheim,UCL,14,0,1,2,0,13,0.29,-1,40,101,39.6,164,28,41.5,35.1,54,61.1,48.3,44,3,6.8,6,16.8
Diego Benaglio,ch SUI,1983,2019,Monaco,UCL,10,1,0,1,0,8.4,0.45,-1.6,19,39,48.7,85,18,32.9,31.4,35,31.4,35.6,26,1,3.8,3,17.4
Milan Borjan,ca CAN,1987,2019,Red Star,UCL,17,1,2,1,0,16.7,0.27,-0.3,52,145,35.9,152,22,63.8,47.9,66,72.7,56.3,65,6,9.2,3,13.9
Gianluigi Buffon,it ITA,1978,2019,Paris S-G,UCL,6,3,0,0,0,5.4,0.26,-0.6,17,58,29.3,91,18,35.2,32.3,37,70.3,50,37,0,0,3,13.9
Roman Bürki,ch SUI,1990,2019,Dortmund,UCL,6,0,0,1,0,6.6,0.29,0.6,35,90,38.9,196,36,35.2,35.5,41,51.2,42.2,57,1,1.8,4,15
Iker Casillas,es ESP,1981,2019,Porto,UCL,15,3,0,2,0,12.9,0.31,-2.1,80,189,42.3,299,30,47.5,40.1,75,62.7,49,80,8,10,8,16.7
Jasper Cillessen,nl NED,1989,2019,Barcelona,UCL,1,0,0,0,0,2.3,0.32,1.3,8,13,61.5,33,11,36.4,32.3,5,20,39.2,7,1,14.3,0,10.7
Thibaut Courtois,be BEL,1992,2019,Real Madrid,UCL,8,0,1,1,0,8.8,0.31,0.8,35,86,40.7,134,31,47.8,42.1,44,50,49.2,33,2,6.1,2,15.1
Jaume Doménech,es ESP,1990,2019,Valencia,UCL,1,0,0,0,0,1.3,0.27,0.3,5,11,45.5,18,3,38.9,38.4,8,50,40.4,11,1,9.1,1,15.7
Ederson,br BRA,1993,2019,Manchester City,UCL,12,3,0,1,0,10.1,0.27,-1.9,41,69,59.4,231,38,19.9,28.9,48,47.9,45.5,38,2,5.3,13,20.3
Ralf Fährmann,de GER,1988,2019,Schalke 04,UCL,14,2,1,3,0,12.5,0.38,-1.5,29,80,36.3,121,26,45.5,39.8,38,65.8,49.9,31,1,3.2,0,12.4
Paulo Gazzaniga,ar ARG,1992,2019,Tottenham,UCL,1,0,0,1,0,0.8,0.2,-0.2,2,5,40,25,6,12,27.3,3,66.7,53.7,5,0,0,0,17.4
David de Gea,es ESP,1990,2019,Manchester Utd,UCL,9,0,0,1,1,8.7,0.28,0.7,62,125,49.6,138,34,52.2,43.6,72,73.6,57.3,76,3,3.9,0,10.1
Mathieu Gorgelin,fr FRA,1990,2019,Lyon,UCL,3,0,0,0,0,1.9,0.48,-1.1,4,7,57.1,15,2,33.3,34.5,4,50,36.5,2,0,0,0,15
Samir Handanović,si SVN,1984,2019,Inter,UCL,7,0,0,0,0,10.3,0.24,3.3,35,70,50,161,40,28,29.8,43,58.1,43.2,42,2,4.8,2,14.1
Marwin Hitz,ch SUI,1987,2019,Dortmund,UCL,0,0,0,0,0,0,,0,1,5,20,29,4,10.3,26.1,4,50,38.5,12,2,16.7,1,17.3
Ethan Horvath,us USA,1995,2019,Club Brugge,UCL,0,0,0,0,0,2,0.18,2,22,69,31.9,67,15,65.7,46.1,29,86.2,58.6,30,1,3.3,1,14
