Player,Nation,Born,Season,Squad,Comp,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca
Michal Ďuriš,sk SVK,1988.0,2021.0,AC Omonia,Europa League,1.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Noë Dussenne,be BEL,1992.0,2021.0,Standard Liège,Europa League,5.0,1.03,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.41,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Miroslav Dvorak,cz CZE,1998.0,2021.0,Slovan Liberec,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Dzagoev,ru RUS,1990.0,2021.0,CSKA Moscow,Europa League,7.0,5.43,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Edin Džeko,ba BIH,1986.0,2021.0,Roma,Europa League,7.0,2.57,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Odsonne Édouard,fr FRA,1998.0,2021.0,Celtic,Europa League,4.0,1.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannes Eggestein,de GER,1998.0,2021.0,LASK,Europa League,11.0,2.63,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.48,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Chidera Ejuke,ng NGA,1998.0,2021.0,CSKA Moscow,Europa League,16.0,4.53,11.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Ellingsen,no NOR,1995.0,2021.0,Molde,Europa League,12.0,1.53,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Elif Elmas,mk MKD,1999.0,2021.0,Napoli,Europa League,5.0,1.38,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Elneny,eg EGY,1992.0,2021.0,Arsenal,Europa League,9.0,2.13,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Aritz Elustondo,es ESP,1994.0,2021.0,Real Sociedad,Europa League,2.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Elyounoussi,no NOR,1994.0,2021.0,Celtic,Europa League,14.0,3.38,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Emil Madsen,dk DEN,1998.0,2021.0,LASK,Europa League,7.0,2.72,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strahinja Eraković,rs SRB,2001.0,2021.0,Red Star,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ziya Erdal,tr TUR,1988.0,2021.0,Sivasspor,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Escoval,pt POR,1997.0,2021.0,Rijeka,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Esgaio,pt POR,1993.0,2021.0,Braga,Europa League,10.0,1.79,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Esiti,ng NGA,1994.0,2021.0,PAOK,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pervis Estupiñán,ec ECU,1998.0,2021.0,Villarreal,Europa League,4.0,1.59,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,nir NIR,1988.0,2021.0,Leicester City,Europa League,7.0,1.43,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Håkon Evjen,no NOR,2000.0,2021.0,AZ Alkmaar,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collins Fai,cm CMR,1992.0,2021.0,Standard Liège,Europa League,13.0,3.21,11.0,0.0,0.0,0.0,1.0,1.0,3.0,0.74,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Fayçal Fajr,ma MAR,1988.0,2021.0,Sivasspor,Europa League,15.0,3.0,7.0,5.0,1.0,0.0,2.0,0.0,3.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Diego Falcinelli,it ITA,1991.0,2021.0,Red Star,Europa League,17.0,2.26,13.0,0.0,1.0,1.0,2.0,0.0,2.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Filippo Falco,it ITA,1992.0,2021.0,Red Star,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Fassnacht,ch SUI,1993.0,2021.0,Young Boys,Europa League,21.0,2.89,19.0,0.0,1.0,1.0,0.0,0.0,2.0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Denys Favorov,ua UKR,1991.0,2021.0,Zorya Luhansk,Europa League,11.0,2.16,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,ar ARG,1987.0,2021.0,Roma,Europa League,3.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Fein,de GER,1999.0,2021.0,PSV Eindhoven,Europa League,9.0,6.43,6.0,0.0,0.0,1.0,0.0,2.0,3.0,2.14,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Bruno Fernandes,pt POR,1994.0,2021.0,Manchester Utd,Europa League,14.0,4.34,11.0,2.0,0.0,0.0,1.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mário Fernandes,ru RUS,1990.0,2021.0,CSKA Moscow,Europa League,4.0,3.19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,br BRA,1999.0,2021.0,Shakhtar,Europa League,2.0,11.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,11.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0
João Ferreira,pt POR,2001.0,2021.0,Benfica,Europa League,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Petar Filipović,de GER,1990.0,2021.0,LASK,Europa League,5.0,1.48,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Flores,eng ENG,1995.0,2021.0,Dundalk,Europa League,5.0,1.54,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.61,1.0,1.0,0.0,0.0,0.0,0.0,0.0
David Fofana,ci CIV,2002.0,2021.0,Molde,Europa League,4.0,5.07,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,fr FRA,2000.0,2021.0,Leicester City,Europa League,5.0,0.96,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0
José Fonte,pt POR,1983.0,2021.0,Lille,Europa League,3.0,0.55,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Fortounis,gr GRE,1992.0,2021.0,Olympiacos,Europa League,5.0,2.37,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Núrio Fortuna,ao ANG,1995.0,2021.0,Gent,Europa League,6.0,1.35,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,fr FRA,1993.0,2021.0,Granada,Europa League,10.0,1.76,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Taxiarchis Fountas,gr GRE,1995.0,2021.0,Rapid Wien,Europa League,8.0,3.6,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,ar ARG,1998.0,2021.0,Villarreal,Europa League,6.0,0.96,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartol Franjić,hr CRO,2000.0,2021.0,Dinamo Zagreb,Europa League,2.0,0.46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fransérgio,br BRA,1990.0,2021.0,Braga,Europa League,9.0,1.98,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,br BRA,1993.0,2021.0,Manchester Utd,Europa League,6.0,2.23,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Matija Frigan,hr CRO,2003.0,2021.0,Rijeka,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremie Frimpong,nl NED,2000.0,2021.0,Leverkusen,Europa League,10.0,5.39,6.0,0.0,2.0,1.0,1.0,0.0,2.0,1.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jeremie Frimpong,nl NED,2000.0,2021.0,Celtic,Europa League,19.0,4.4,13.0,0.0,2.0,1.0,3.0,0.0,2.0,0.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Christian Fuchs,at AUT,1986.0,2021.0,Leicester City,Europa League,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michal Fukala,cz CZE,2000.0,2021.0,Slovan Liberec,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro Funes Mori,ar ARG,1991.0,2021.0,Villarreal,Europa League,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Gabbia,it ITA,1999.0,2021.0,Milan,Europa League,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel,br BRA,1993.0,2021.0,Benfica,Europa League,9.0,2.03,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mijat Gaćinović,rs SRB,1995.0,2021.0,Hoffenheim,Europa League,9.0,1.87,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adolfo Gaich,ar ARG,1999.0,2021.0,CSKA Moscow,Europa League,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Gaitán,ar ARG,1988.0,2021.0,Braga,Europa League,2.0,0.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan Gajić,rs SRB,1996.0,2021.0,Red Star,Europa League,14.0,1.97,10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,nl NED,1999.0,2021.0,PSV Eindhoven,Europa League,9.0,3.6,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Plamen Galabov,bg BUL,1995.0,2021.0,CSKA Sofia,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Galanopoulos,gr GRE,1997.0,2021.0,AEK Athens,Europa League,2.0,1.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galeno,br BRA,1997.0,2021.0,Braga,Europa League,28.0,4.44,18.0,0.0,8.0,1.0,0.0,1.0,8.0,1.27,4.0,0.0,3.0,1.0,0.0,0.0,0.0
Nino Galović,hr CRO,1992.0,2021.0,Rijeka,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noam Gamoun,il ISR,1997.0,2021.0,Be'er Sheva,Europa League,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Gannon,ie IRL,1991.0,2021.0,Dundalk,Europa League,6.0,1.34,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Gara Garayev,az AZE,1992.0,2021.0,Qarabağ Ağdam,Europa League,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Levi Garcia,tt TRI,1997.0,2021.0,AEK Athens,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulisses Garcia,ch SUI,1996.0,2021.0,Young Boys,Europa League,2.0,0.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Gartland,ie IRL,1986.0,2021.0,Dundalk,Europa League,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Gaspar,es ESP,1990.0,2021.0,Villarreal,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluca Gaudino,de GER,1996.0,2021.0,Young Boys,Europa League,9.0,5.29,7.0,1.0,0.0,1.0,0.0,0.0,2.0,1.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nicolas Gavory,fr FRA,1995.0,2021.0,Standard Liège,Europa League,11.0,2.5,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Gavranović,ch SUI,1989.0,2021.0,Dinamo Zagreb,Europa League,3.0,0.89,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Željko Gavrić,rs SRB,2000.0,2021.0,Red Star,Europa League,1.0,11.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuri Gazinskiy,ru RUS,1989.0,2021.0,Krasnodar,Europa League,2.0,1.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emrehan Gedikli,de GER,2003.0,2021.0,Leverkusen,Europa League,3.0,3.42,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,nl NED,2000.0,2021.0,Feyenoord,Europa League,4.0,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geferson,br BRA,1994.0,2021.0,CSKA Sofia,Europa League,4.0,1.38,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Geiger,de GER,1998.0,2021.0,Hoffenheim,Europa League,11.0,5.24,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérémy Gélin,fr FRA,1997.0,2021.0,Antwerp,Europa League,2.0,0.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wouter George,be BEL,2002.0,2021.0,Gent,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Geraldes,pt POR,1991.0,2021.0,Maccabi Tel Aviv,Europa League,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pieter Gerkens,be BEL,1995.0,2021.0,Antwerp,Europa League,11.0,1.63,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,dz ALG,1991.0,2021.0,Napoli,Europa League,11.0,4.5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitris Giannoulis,gr GRE,1995.0,2021.0,PAOK,Europa League,11.0,3.36,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilberto,br BRA,1993.0,2021.0,Benfica,Europa League,5.0,1.54,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco van Ginkel,nl NED,1992.0,2021.0,PSV Eindhoven,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guram Giorbelidze,ge GEO,1996.0,2021.0,Wolfsberger AC,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Glazer,il ISR,1996.0,2021.0,Maccabi Tel Aviv,Europa League,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Gnezda Čerin,si SVN,1999.0,2021.0,Rijeka,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Gniangbo,ci CIV,1999.0,2021.0,Gent,Europa League,2.0,2.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Gobeljić,rs SRB,1992.0,2021.0,Red Star,Europa League,4.0,1.34,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Goiano,br BRA,1987.0,2021.0,Sivasspor,Europa League,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Goiginger,at AUT,1993.0,2021.0,LASK,Europa League,12.0,4.76,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Eyal Golasa,il ISR,1991.0,2021.0,Maccabi Tel Aviv,Europa League,16.0,2.99,12.0,1.0,2.0,0.0,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sean Goldberg,il ISR,1995.0,2021.0,Be'er Sheva,Europa League,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Goldson,eng ENG,1992.0,2021.0,Rangers,Europa League,13.0,1.3,6.0,0.0,0.0,4.0,3.0,0.0,4.0,0.4,1.0,0.0,0.0,3.0,0.0,0.0,0.0
Vítor Gomes,pt POR,1987.0,2021.0,AC Omonia,Europa League,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Gómez,es ESP,1985.0,2021.0,AC Omonia,Europa League,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Moi Gómez,es ESP,1994.0,2021.0,Villarreal,Europa League,5.0,2.71,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Gonalons,fr FRA,1989.0,2021.0,Granada,Europa League,10.0,1.34,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Gonçalves,pt POR,1997.0,2021.0,Benfica,Europa League,5.0,1.29,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andoni Gorosabel,es ESP,1996.0,2021.0,Real Sociedad,Europa League,12.0,3.6,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Götze,de GER,1992.0,2021.0,PSV Eindhoven,Europa League,19.0,3.68,15.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amine Gouiri,fr FRA,2000.0,2021.0,Nice,Europa League,11.0,2.5,7.0,2.0,0.0,1.0,1.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Gradel,ci CIV,1987.0,2021.0,Sivasspor,Europa League,12.0,2.35,5.0,2.0,2.0,1.0,0.0,2.0,2.0,0.39,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Srđan Grahovac,ba BIH,1992.0,2021.0,Rapid Wien,Europa League,7.0,1.73,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Gravenberch,nl NED,2002.0,2021.0,Ajax,Europa League,10.0,3.35,5.0,2.0,1.0,1.0,0.0,1.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Demarai Gray,eng ENG,1996.0,2021.0,Leverkusen,Europa League,6.0,4.58,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Greenwood,eng ENG,2001.0,2021.0,Manchester Utd,Europa League,7.0,1.87,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Greiml,at AUT,2001.0,2021.0,Rapid Wien,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Grgic,at AUT,1995.0,2021.0,LASK,Europa League,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leigh Griffiths,sco SCO,1990.0,2021.0,Celtic,Europa League,1.0,1.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragoș Grigore,ro ROU,1986.0,2021.0,Ludogorets,Europa League,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Grillitsch,at AUT,1995.0,2021.0,Hoffenheim,Europa League,18.0,4.1,15.0,0.0,0.0,1.0,2.0,0.0,2.0,0.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Grimaldo,es ESP,1995.0,2021.0,Benfica,Europa League,8.0,1.55,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Gruber,at AUT,1995.0,2021.0,LASK,Europa League,6.0,1.65,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.83,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Eduardo Guerrero,pa PAN,2000.0,2021.0,Maccabi Tel Aviv,Europa League,1.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilde-Donald Guerrier,ht HAI,1989.0,2021.0,Qarabağ Ağdam,Europa League,3.0,0.6,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander Guevara,es ESP,1997.0,2021.0,Real Sociedad,Europa League,3.0,0.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxim Gullit,nl NED,2001.0,2021.0,AZ Alkmaar,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Guridi,es ESP,1995.0,2021.0,Real Sociedad,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Gutiérrez,mx MEX,1995.0,2021.0,PSV Eindhoven,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Guðmundsson,is ISL,1997.0,2021.0,AZ Alkmaar,Europa League,8.0,1.99,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joško Gvardiol,hr CRO,2002.0,2021.0,Dinamo Zagreb,Europa League,7.0,0.87,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ianis Hagi,ro ROU,1998.0,2021.0,Rangers,Europa League,13.0,3.27,9.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibor Halilović,hr CRO,1995.0,2021.0,Rijeka,Europa League,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Hanche-Olsen,no NOR,1997.0,2021.0,Gent,Europa League,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dávid Hancko,sk SVK,1997.0,2021.0,Sparta Prague,Europa League,2.0,1.3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matěj Hanousek,cz CZE,1993.0,2021.0,Sparta Prague,Europa League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridgeciano Haps,nl NED,1993.0,2021.0,Feyenoord,Europa League,11.0,3.67,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
