Player,Nation,Born,Season,Squad,Comp,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca
Radja Nainggolan,be BEL,1988.0,2019.0,Inter,it Serie A,71.0,3.25,56.0,1.0,5.0,5.0,3.0,1.0,5.0,0.23,4.0,0.0,0.0,1.0,0.0,0.0,0.0
Naldo,br BRA,1988.0,2019.0,Espanyol,es La Liga,6.0,0.86,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naldo,br BRA,1982.0,2019.0,Monaco,fr Ligue 1,2.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naldo,br BRA,1982.0,2019.0,Schalke 04,de Bundesliga,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samir Nasri,fr FRA,1987.0,2019.0,West Ham,eng Premier League,12.0,4.41,10.0,0.0,1.0,0.0,1.0,0.0,3.0,1.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Matija Nastasić,rs SRB,1993.0,2019.0,Schalke 04,de Bundesliga,15.0,0.55,11.0,0.0,0.0,4.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Navarro,es ESP,1995.0,2019.0,Watford,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ximo Navarro,es ESP,1990.0,2019.0,Alavés,es La Liga,30.0,1.07,18.0,4.0,4.0,1.0,3.0,0.0,5.0,0.18,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Jesús Navas,es ESP,1985.0,2019.0,Sevilla,es La Liga,76.0,2.52,68.0,1.0,5.0,2.0,0.0,0.0,10.0,0.33,9.0,0.0,0.0,1.0,0.0,0.0,0.0
Raúl Navas,es ESP,1988.0,2019.0,Real Sociedad,es La Liga,12.0,0.82,9.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,ng NGA,1996.0,2019.0,Leicester City,eng Premier League,60.0,1.64,51.0,0.0,3.0,3.0,0.0,3.0,7.0,0.19,5.0,0.0,1.0,1.0,0.0,0.0,0.0
Aly Ndom,fr FRA,1996.0,2019.0,Reims,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aly Ndom,fr FRA,1996.0,2019.0,Caen,fr Ligue 1,4.0,0.99,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanguy Ndombele,fr FRA,1996.0,2019.0,Lyon,fr Ligue 1,102.0,3.41,88.0,0.0,2.0,2.0,8.0,2.0,16.0,0.54,15.0,0.0,0.0,1.0,0.0,0.0,0.0
Angelo Ndrecka,al ALB,2001.0,2019.0,Chievo,it Serie A,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reiss Nelson,eng ENG,1999.0,2019.0,Hoffenheim,de Bundesliga,31.0,4.34,24.0,0.0,5.0,1.0,1.0,0.0,3.0,0.42,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pedro Neto,pt POR,2000.0,2019.0,Lazio,it Serie A,2.0,3.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Neuhaus,de GER,1997.0,2019.0,M'Gladbach,de Bundesliga,74.0,3.23,55.0,1.0,5.0,6.0,7.0,0.0,12.0,0.52,8.0,0.0,2.0,1.0,1.0,0.0,0.0
Rúben Neves,pt POR,1997.0,2019.0,Wolves,eng Premier League,54.0,1.62,44.0,1.0,1.0,5.0,0.0,3.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Neymar,br BRA,1992.0,2019.0,Paris S-G,fr Ligue 1,96.0,6.0,55.0,15.0,11.0,6.0,9.0,0.0,23.0,1.44,15.0,0.0,3.0,3.0,2.0,0.0,0.0
Yeni Ngbakoto,cd COD,1992.0,2019.0,Guingamp,fr Ligue 1,13.0,2.07,5.0,6.0,0.0,0.0,1.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Niakhate,fr FRA,1996.0,2019.0,Mainz 05,de Bundesliga,22.0,0.71,20.0,0.0,0.0,0.0,1.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0
M'Baye Niang,sn SEN,1994.0,2019.0,Rennes,fr Ligue 1,37.0,1.86,21.0,1.0,4.0,2.0,8.0,1.0,9.0,0.45,4.0,0.0,0.0,1.0,4.0,0.0,0.0
Oumar Niasse,sn SEN,1990.0,2019.0,Everton,eng Premier League,18.0,1.74,10.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar Niasse,sn SEN,1990.0,2019.0,Cardiff City,eng Premier League,1.0,1.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hans Nicolussi Caviglia,it ITA,2000.0,2019.0,Juventus,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Niederlechner,de GER,1990.0,2019.0,Freiburg,de Bundesliga,22.0,2.04,17.0,0.0,2.0,1.0,2.0,0.0,4.0,0.37,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Saúl Ñíguez,es ESP,1994.0,2019.0,Atlético Madrid,es La Liga,45.0,1.38,30.0,1.0,4.0,3.0,4.0,2.0,7.0,0.22,4.0,0.0,1.0,1.0,0.0,0.0,1.0
Dimitris Nikolaou,gr GRE,1998.0,2019.0,Empoli,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casimir Ninga,td CHA,1993.0,2019.0,Caen,fr Ligue 1,52.0,1.9,32.0,0.0,9.0,3.0,5.0,3.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,eng ENG,1999.0,2019.0,Arsenal,eng Premier League,4.0,5.37,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Nkoulou,cm CMR,1990.0,2019.0,Torino,it Serie A,13.0,0.36,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Nkunku,fr FRA,1997.0,2019.0,Paris S-G,fr Ligue 1,40.0,3.11,31.0,0.0,1.0,2.0,4.0,2.0,7.0,0.54,4.0,0.0,0.0,1.0,1.0,1.0,0.0
Mark Noble,eng ENG,1987.0,2019.0,West Ham,eng Premier League,52.0,2.04,44.0,1.0,1.0,1.0,3.0,2.0,10.0,0.39,7.0,0.0,1.0,0.0,1.0,1.0,0.0
Peru Nolaskoain,es ESP,1998.0,2019.0,Athletic Club,es La Liga,4.0,0.78,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolito,es ESP,1986.0,2019.0,Sevilla,es La Liga,2.0,2.37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnaud Nordin,fr FRA,1998.0,2019.0,Saint-Étienne,fr Ligue 1,31.0,2.66,20.0,0.0,5.0,4.0,2.0,0.0,5.0,0.43,3.0,0.0,0.0,2.0,0.0,0.0,0.0
Håvard Nordtveit,no NOR,1990.0,2019.0,Fulham,eng Premier League,3.0,0.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Håvard Nordtveit,no NOR,1990.0,2019.0,Hoffenheim,de Bundesliga,4.0,0.99,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasim Nuhu,gh GHA,1995.0,2019.0,Hoffenheim,de Bundesliga,4.0,0.4,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Unai Núñez,es ESP,1997.0,2019.0,Athletic Club,es La Liga,5.0,0.42,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hans Nunoo Sarpei,gh GHA,1998.0,2019.0,Stuttgart,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bram Nuytinck,nl NED,1990.0,2019.0,Udinese,it Serie A,8.0,0.34,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerzino Nyamsi,fr FRA,1997.0,2019.0,Rennes,fr Ligue 1,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Nyom,cm CMR,1988.0,2019.0,Leganés,es La Liga,34.0,1.79,31.0,0.0,2.0,1.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Nzonzi,fr FRA,1988.0,2019.0,Roma,it Serie A,48.0,1.65,46.0,0.0,0.0,1.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Nørgaard,dk DEN,1994.0,2019.0,Fiorentina,it Serie A,5.0,1.39,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Obafemi,ie IRL,2000.0,2019.0,Southampton,eng Premier League,7.0,4.6,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Oberlin,ch SUI,1997.0,2019.0,Empoli,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Obi,ng NGA,1991.0,2019.0,Chievo,it Serie A,13.0,1.78,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Obiang,gq EQG,1992.0,2019.0,West Ham,eng Premier League,16.0,1.28,15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Lucas Ocampos,ar ARG,1994.0,2019.0,Marseille,fr Ligue 1,69.0,2.29,49.0,2.0,5.0,4.0,7.0,2.0,12.0,0.4,10.0,0.0,1.0,1.0,0.0,0.0,0.0
Bastian Oczipka,de GER,1989.0,2019.0,Schalke 04,de Bundesliga,62.0,2.98,26.0,31.0,1.0,2.0,2.0,0.0,7.0,0.34,4.0,2.0,1.0,0.0,0.0,0.0,0.0
Jens Odgaard,dk DEN,1999.0,2019.0,Sassuolo,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Odoi,be BEL,1988.0,2019.0,Fulham,eng Premier League,24.0,0.83,19.0,2.0,0.0,1.0,1.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Álvaro Odriozola,es ESP,1995.0,2019.0,Real Madrid,es La Liga,30.0,2.29,21.0,0.0,4.0,0.0,5.0,0.0,5.0,0.38,3.0,0.0,0.0,0.0,2.0,0.0,0.0
Angelo Ogbonna,it ITA,1988.0,2019.0,West Ham,eng Premier League,12.0,0.58,9.0,0.0,0.0,2.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Ojeda,es ESP,1994.0,2019.0,Leganés,es La Liga,4.0,1.87,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheyi Ojo,eng ENG,1997.0,2019.0,Reims,fr Ligue 1,13.0,2.5,4.0,1.0,1.0,2.0,5.0,0.0,3.0,0.58,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Stefano Okaka,it ITA,1989.0,2019.0,Watford,eng Premier League,35.0,3.25,25.0,0.0,5.0,2.0,2.0,0.0,6.0,0.56,4.0,0.0,1.0,0.0,0.0,0.0,1.0
Stefano Okaka,it ITA,1989.0,2019.0,Udinese,it Serie A,2.0,7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,jp JPN,1986.0,2019.0,Leicester City,eng Premier League,10.0,3.12,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima Okoroji,ng NGA,1997.0,2019.0,Freiburg,de Bundesliga,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orji Okwonkwo,ng NGA,1998.0,2019.0,Bologna,it Serie A,5.0,1.75,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Olaza,uy URU,1994.0,2019.0,Celta Vigo,es La Liga,13.0,1.3,11.0,1.0,1.0,0.0,0.0,0.0,3.0,0.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Kiko Olivas,es ESP,1988.0,2019.0,Valladolid,es La Liga,10.0,0.29,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Oliveira,pt POR,1992.0,2019.0,Eibar,es La Liga,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathías Olivera,uy URU,1997.0,2019.0,Getafe,es La Liga,14.0,1.37,8.0,0.0,2.0,0.0,3.0,1.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Stephane Omeonga,be BEL,1996.0,2019.0,Genoa,it Serie A,3.0,4.74,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Omeruo,ng NGA,1993.0,2019.0,Leganés,es La Liga,7.0,0.26,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Oniangué,cg CGO,1988.0,2019.0,Caen,fr Ligue 1,20.0,0.77,17.0,0.0,1.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Onisiwo,at AUT,1992.0,2019.0,Mainz 05,de Bundesliga,38.0,2.95,24.0,0.0,7.0,2.0,3.0,2.0,9.0,0.7,4.0,0.0,4.0,0.0,0.0,1.0,0.0
Nicholas Opoku,gh GHA,1997.0,2019.0,Udinese,it Serie A,2.0,0.55,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willi Orban,hu HUN,1992.0,2019.0,RB Leipzig,de Bundesliga,12.0,0.53,9.0,0.0,0.0,2.0,0.0,1.0,2.0,0.09,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Fabián Orellana,cl CHI,1986.0,2019.0,Eibar,es La Liga,121.0,3.98,71.0,11.0,23.0,4.0,11.0,1.0,10.0,0.33,7.0,2.0,1.0,0.0,0.0,0.0,0.0
Divock Origi,be BEL,1995.0,2019.0,Liverpool,eng Premier League,8.0,1.94,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Riccardo Orsolini,it ITA,1997.0,2019.0,Bologna,it Serie A,64.0,2.93,29.0,9.0,5.0,11.0,8.0,2.0,10.0,0.46,6.0,4.0,0.0,0.0,0.0,0.0,0.0
Yuya Osako,jp JPN,1990.0,2019.0,Werder Bremen,de Bundesliga,31.0,2.07,27.0,0.0,2.0,1.0,1.0,0.0,3.0,0.2,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Matthias Ostrzolek,de GER,1990.0,2019.0,Hannover 96,de Bundesliga,13.0,0.8,10.0,1.0,1.0,0.0,1.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Otamendi,ar ARG,1988.0,2019.0,Manchester City,eng Premier League,10.0,0.73,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Otávio,br BRA,1994.0,2019.0,Bordeaux,fr Ligue 1,38.0,1.19,34.0,0.0,0.0,0.0,3.0,1.0,5.0,0.16,4.0,0.0,0.0,0.0,0.0,1.0,0.0
David Otto,de GER,1999.0,2019.0,Hoffenheim,de Bundesliga,2.0,6.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Oudin,fr FRA,1996.0,2019.0,Reims,fr Ligue 1,53.0,1.83,36.0,2.0,6.0,8.0,1.0,0.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Ounas,dz ALG,1996.0,2019.0,Napoli,it Serie A,39.0,6.52,27.0,1.0,2.0,3.0,4.0,2.0,3.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Reece Oxford,eng ENG,1998.0,2019.0,Augsburg,de Bundesliga,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,eng ENG,1993.0,2019.0,Liverpool,eng Premier League,3.0,12.86,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Oyarzabal,es ESP,1997.0,2019.0,Real Sociedad,es La Liga,96.0,2.74,67.0,8.0,10.0,4.0,6.0,1.0,17.0,0.49,9.0,2.0,2.0,2.0,2.0,0.0,0.0
Ambroise Oyongo,cm CMR,1991.0,2019.0,Montpellier,fr Ligue 1,46.0,1.94,37.0,3.0,4.0,1.0,1.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Berkay Özcan,tr TUR,1998.0,2019.0,Stuttgart,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesut Özil,de GER,1988.0,2019.0,Arsenal,eng Premier League,75.0,3.89,62.0,11.0,1.0,1.0,0.0,0.0,9.0,0.47,8.0,0.0,0.0,1.0,0.0,0.0,0.0
Levin Öztunalı,de GER,1996.0,2019.0,Mainz 05,de Bundesliga,20.0,1.95,13.0,1.0,3.0,2.0,0.0,0.0,3.0,0.29,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Pablo,br BRA,1991.0,2019.0,Bordeaux,fr Ligue 1,7.0,0.33,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gonçalo Paciência,pt POR,1994.0,2019.0,Eint Frankfurt,de Bundesliga,11.0,2.54,6.0,0.0,2.0,1.0,2.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Padoin,it ITA,1984.0,2019.0,Cagliari,it Serie A,32.0,1.5,26.0,4.0,0.0,1.0,1.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Paganini,it ITA,1993.0,2019.0,Frosinone,it Serie A,22.0,1.76,13.0,1.0,0.0,1.0,6.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marko Pajač,hr CRO,1993.0,2019.0,Cagliari,it Serie A,12.0,1.46,10.0,0.0,1.0,0.0,0.0,1.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Pajač,hr CRO,1993.0,2019.0,Empoli,it Serie A,3.0,2.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Pajot,fr FRA,1990.0,2019.0,Angers,fr Ligue 1,12.0,1.51,7.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Palacio,ar ARG,1982.0,2019.0,Bologna,it Serie A,79.0,3.05,64.0,0.0,5.0,4.0,6.0,0.0,10.0,0.39,7.0,0.0,0.0,1.0,2.0,0.0,0.0
Federico Palacios Martínez,de GER,1995.0,2019.0,Nürnberg,de Bundesliga,15.0,1.43,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Palencia,es ESP,1996.0,2019.0,Bordeaux,fr Ligue 1,38.0,1.72,33.0,1.0,2.0,0.0,1.0,1.0,5.0,0.23,4.0,0.0,1.0,0.0,0.0,0.0,0.0
Nicolas Pallois,fr FRA,1987.0,2019.0,Nantes,fr Ligue 1,18.0,0.75,15.0,0.0,0.0,1.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri,it ITA,1994.0,2019.0,Chelsea,eng Premier League,13.0,1.76,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Paloschi,it ITA,1990.0,2019.0,SPAL,it Serie A,10.0,1.04,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Pandev,mk MKD,1983.0,2019.0,Genoa,it Serie A,49.0,3.93,29.0,0.0,4.0,2.0,12.0,2.0,3.0,0.24,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Mickaël Panos,fr FRA,1997.0,2019.0,Saint-Étienne,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sokratis Papastathopoulos,gr GRE,1988.0,2019.0,Arsenal,eng Premier League,12.0,0.49,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Elhadji Pape Diaw,sn SEN,1994.0,2019.0,Angers,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Paquetá,br BRA,1997.0,2019.0,Milan,it Serie A,22.0,2.35,17.0,0.0,2.0,1.0,2.0,0.0,5.0,0.53,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Gaëtan Paquiez,fr FRA,1994.0,2019.0,Nîmes,fr Ligue 1,27.0,1.83,19.0,5.0,0.0,0.0,2.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén Pardo,es ESP,1992.0,2019.0,Real Sociedad,es La Liga,58.0,3.82,35.0,17.0,3.0,2.0,1.0,0.0,4.0,0.26,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Leandro Paredes,ar ARG,1994.0,2019.0,Paris S-G,fr Ligue 1,29.0,2.09,17.0,10.0,0.0,0.0,1.0,1.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Parejo,es ESP,1989.0,2019.0,Valencia,es La Liga,137.0,4.03,75.0,52.0,2.0,4.0,2.0,2.0,14.0,0.41,10.0,4.0,0.0,0.0,0.0,0.0,0.0
Vittorio Parigini,it ITA,1996.0,2019.0,Torino,it Serie A,16.0,3.82,10.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,it ITA,1985.0,2019.0,Lazio,it Serie A,62.0,2.18,51.0,0.0,4.0,7.0,0.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Thomas Partey,gh GHA,1993.0,2019.0,Atlético Madrid,es La Liga,51.0,2.22,36.0,7.0,3.0,1.0,4.0,0.0,9.0,0.39,5.0,1.0,2.0,0.0,1.0,0.0,0.0
Mario Pašalić,hr CRO,1995.0,2019.0,Atalanta,it Serie A,45.0,2.5,39.0,0.0,1.0,3.0,1.0,1.0,6.0,0.33,5.0,0.0,1.0,0.0,0.0,0.0,0.0
Manuel Pasqual,it ITA,1982.0,2019.0,Empoli,it Serie A,33.0,2.21,23.0,7.0,0.0,1.0,1.0,1.0,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Javier Pastore,ar ARG,1989.0,2019.0,Roma,it Serie A,38.0,5.73,25.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Paterson,sco SCO,1994.0,2019.0,Cardiff City,eng Premier League,38.0,1.71,29.0,0.0,1.0,5.0,2.0,1.0,2.0,0.09,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Patric,es ESP,1993.0,2019.0,Lazio,it Serie A,20.0,1.66,18.0,1.0,0.0,0.0,0.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulinho,br BRA,2000.0,2019.0,Leverkusen,de Bundesliga,7.0,3.5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paulista,br BRA,1990.0,2019.0,Valencia,es La Liga,14.0,0.48,13.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Benjamin Pavard,fr FRA,1996.0,2019.0,Stuttgart,de Bundesliga,20.0,0.69,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Pavlović,ba BIH,1990.0,2019.0,Angers,fr Ligue 1,8.0,0.29,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Pavoletti,it ITA,1988.0,2019.0,Cagliari,it Serie A,55.0,1.81,41.0,0.0,2.0,8.0,2.0,2.0,4.0,0.13,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Dimitri Payet,fr FRA,1987.0,2019.0,Marseille,fr Ligue 1,136.0,6.43,70.0,47.0,7.0,3.0,9.0,0.0,11.0,0.52,8.0,2.0,1.0,0.0,0.0,0.0,0.0
Nehuén Paz,ar ARG,1993.0,2019.0,Bologna,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonso Pedraza,es ESP,1996.0,2019.0,Villarreal,es La Liga,44.0,1.89,36.0,1.0,4.0,2.0,0.0,1.0,7.0,0.3,5.0,0.0,1.0,1.0,0.0,0.0,0.0
Pedro,es ESP,1987.0,2019.0,Chelsea,eng Premier League,70.0,3.54,61.0,1.0,6.0,1.0,1.0,0.0,8.0,0.4,6.0,0.0,2.0,0.0,0.0,0.0,0.0
