,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
249,Giorgos Giakoumakis\Giorgos-Giakoumakis,gr GRE,FW,gr AEK Athens,23,1994,3,51,17,9.4,0.6,0,,0,3,16,3,0.00,1,2,-1,-1.76,+0.08,1.5,0.3,+1.2,+2.12,+3.87,Matches
250,Giannis Gianniotas\Giannis-Gianniotas,gr GRE,FW,gr AEK Athens,25,1993,2,51,26,9.4,0.6,0,,0,2,25,3,0.00,0,3,-3,-5.29,-3.82,0.4,2.2,-1.8,-3.26,-2.06,Matches
251,Kamil Glik\Kamil-Glik,pl POL,DF,fr Monaco,30,1988,5,435,87,80.6,4.8,5,87,4,0,,0,0.20,2,11,-9,-1.86,+0.71,3.5,9.6,-6.1,-1.27,-1.45,Matches
252,Serge Gnabry\Serge-Gnabry,de GER,FW,de Bayern Munich,23,1995,7,445,64,61.8,4.9,5,80,1,2,22,0,1.71,6,4,+2,+0.40,-1.56,7.2,5.5,+1.7,+0.34,-0.03,Matches
253,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,25,1992,4,302,76,55.9,3.4,3,90,3,1,31,2,1.63,2,11,-9,-2.68,-1.55,1.7,9.2,-7.5,-2.24,+0.34,Matches
254,Diego Godín\Diego-Godin,uy URU,DF,es Atlético Madrid,32,1986,6,540,90,75.0,6.0,6,90,6,0,,0,1.67,7,9,-2,-0.33,-2.33,5.5,6.3,-0.8,-0.14,-0.47,Matches
255,Benjamin Goller\Benjamin-Goller,de GER,MF,de Schalke 04,19,1999,1,58,58,8.1,0.6,1,58,0,0,,0,3.00,0,0,0,0.00,+0.82,0.6,0.4,+0.1,+0.20,+0.46,Matches
256,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,FWMF,fr Monaco,22,1996,3,228,76,42.2,2.5,3,76,1,0,,0,0.33,1,5,-4,-1.58,+0.73,1.5,4.8,-3.3,-1.32,-0.57,Matches
257,Angel Gomes\Angel-Gomes,eng ENG,MF,eng Manchester Utd,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
258,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,21,1997,9,527,59,45.0,5.9,5,91,5,4,19,1,1.67,10,9,+1,+0.17,-1.37,11.9,7.7,+4.1,+0.71,-0.19,Matches
259,Sergio Gómez\Sergio-Gomez,es ESP,MF,de Dortmund,17,2000,1,1,1,0.1,0.0,0,,0,1,0,0,3.00,0,0,0,0.00,-0.50,0.0,0.0,0.0,0.00,-0.67,Matches
260,Astemir Gordyushenko\Astemir-Gordyushenko,ru RUS,MF,ru CSKA Moscow,21,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
261,Leon Goretzka\Leon-Goretzka,de GER,MF,de Bayern Munich,23,1995,6,328,55,45.6,3.6,3,90,2,3,19,1,2.17,10,4,+6,+1.65,+1.19,8.2,3.9,+4.3,+1.18,+1.52,Matches
262,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,fr Lyon,27,1990,1,57,57,7.9,0.6,0,,0,1,56,7,0.00,1,3,-2,-3.16,-3.02,0.3,2.5,-2.2,-3.54,-3.18,Matches
263,Mario Götze\Mario-Gotze,de GER,MFFW,de Dortmund,26,1992,6,437,73,60.7,4.9,5,84,4,1,15,1,1.50,6,5,+1,+0.21,-0.75,6.8,4.2,+2.6,+0.53,-0.35,Matches
264,Gobe Gouano\Gobe-Gouano,fr FRA,FW,fr Monaco,17,2000,1,30,30,5.6,0.3,0,,0,1,29,2,0.00,0,1,-1,-3.00,-1.06,0.1,0.2,-0.1,-0.37,+0.65,Matches
265,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,fr Monaco,21,1996,3,187,62,34.6,2.1,2,84,1,1,20,1,0.00,1,6,-5,-2.41,-0.62,2.0,3.2,-1.2,-0.56,+0.65,Matches
266,Lee Grant\Lee-Grant,eng ENG,GK,eng Manchester Utd,35,1983,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
267,Mason Greenwood\Mason-Greenwood,eng ENG,MF,eng Manchester Utd,16,2001,1,4,4,0.4,0.0,0,,0,1,3,1,3.00,1,0,+1,+22.50,+22.70,0.8,0.0,+0.8,+17.25,+17.39,Matches
268,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,es Atlético Madrid,27,1991,8,720,90,100.0,8.0,8,90,8,0,,0,2.00,11,9,+2,+0.25,,7.7,7.9,-0.2,-0.02,,Matches
269,Vincenzo Grifo\Vincenzo-Grifo,it ITA,DF,de Hoffenheim,25,1993,1,6,6,1.1,0.1,0,,0,1,5,4,0.00,0,1,-1,-15.00,-14.66,0.0,0.6,-0.6,-8.35,-8.23,Matches
270,Florian Grillitsch\Florian-Grillitsch,at AUT,MF,de Hoffenheim,22,1995,6,414,69,76.7,4.6,5,82,3,1,6,0,0.50,7,11,-4,-0.87,-1.58,8.9,8.9,0.0,+0.01,+0.94,Matches
271,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,22,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,6,11,-5,-0.83,,8.2,10.1,-1.9,-0.32,,Matches
272,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,be Club Brugge,21,1997,2,165,83,30.6,1.8,2,83,1,0,,0,0.00,1,3,-2,-1.09,-1.81,1.0,2.5,-1.5,-0.82,-0.87,Matches
273,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,es Valencia,21,1996,4,314,79,58.1,3.5,4,79,1,0,,0,1.00,3,4,-1,-0.29,-0.68,2.6,6.5,-3.9,-1.11,-1.09,Matches
274,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,MFFW,de Dortmund,24,1993,6,285,48,39.6,3.2,3,75,0,3,20,1,1.17,5,2,+3,+0.95,+0.74,6.2,2.1,+4.0,+1.27,+1.00,Matches
275,Sinan Gümüş\Sinan-Gumus,tr TUR,FW,tr Galatasaray,24,1994,3,221,74,40.9,2.5,3,74,1,0,,1,0.33,0,3,-3,-1.22,-1.22,2.4,4.5,-2.1,-0.85,-1.38,Matches
276,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,27,1990,8,589,74,65.4,6.5,7,82,5,1,17,0,2.25,19,10,+9,+1.38,-1.23,14.2,7.0,+7.2,+1.09,-0.17,Matches
277,Erick Gutiérrez\Erick-Gutierrez,mx MEX,MF,nl PSV Eindhoven,23,1995,4,98,25,18.1,1.1,1,67,0,3,10,2,0.25,2,2,0,0.00,+1.43,2.6,2.2,+0.3,+0.32,+1.46,Matches
278,Robin Hack\Robin-Hack,de GER,MF,de Hoffenheim,19,1998,1,6,6,1.1,0.1,0,,0,1,5,0,0.00,0,1,-1,-15.00,-14.66,0.0,0.3,-0.2,-3.14,-2.96,Matches
279,Munir El Haddadi\Munir-El-Haddadi,ma MAR,FW,es Barcelona,22,1995,2,65,33,6.0,0.7,1,63,0,1,2,3,2.00,1,0,+1,+1.38,+0.05,0.9,1.6,-0.6,-0.88,-1.70,Matches
280,Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,de Dortmund,19,1998,5,371,74,51.5,4.1,4,90,4,1,10,3,1.40,6,5,+1,+0.24,-0.53,5.3,4.0,+1.3,+0.31,-0.75,Matches
281,Marek Hamšík\Marek-Hamsik,sk SVK,MF,it Napoli,31,1987,6,456,76,84.4,5.1,5,88,4,1,15,0,1.50,6,5,+1,+0.20,-0.87,7.4,5.7,+1.7,+0.33,-2.31,Matches
282,Samir Handanović\Samir-Handanovic,si SVN,GK,it Inter,34,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,7,-1,-0.17,,8.8,7.9,+0.9,+0.14,,Matches
283,Amine Harit\Amine-Harit,ma MAR,MFFW,de Schalke 04,21,1997,5,142,28,19.7,1.6,1,58,0,4,21,1,1.40,3,4,-1,-0.63,+0.14,2.8,2.3,+0.5,+0.31,+0.67,Matches
284,Milan Havel\Milan-Havel,cz CZE,FWDF,cz Viktoria Plzeň,23,1994,4,223,56,41.3,2.5,3,68,1,1,20,2,1.50,3,6,-3,-1.21,+0.49,3.4,4.2,-0.7,-0.29,+0.87,Matches
285,Lukáš Hejda\Lukas-Hejda,cz CZE,DF,cz Viktoria Plzeň,28,1990,6,452,75,83.7,5.0,5,90,5,1,1,0,1.17,5,15,-10,-1.99,-3.01,5.7,10.6,-4.9,-0.97,-1.07,Matches
286,Jordan Henderson\Jordan-Henderson,eng ENG,MF,eng Liverpool,28,1990,11,801,73,68.5,8.9,8,81,7,3,52,0,2.00,15,8,+7,+0.79,-0.43,16.0,11.1,+4.8,+0.54,-0.85,Matches
287,Jorrit Hendrix\Jorrit-Hendrix,nl NED,MF,nl PSV Eindhoven,23,1995,6,520,87,96.3,5.8,6,87,5,0,,0,1.00,5,13,-8,-1.38,-5.88,6.1,12.3,-6.2,-1.07,-5.36,Matches
288,Yanis Henin\Yanis-Henin,ma MAR,GK,fr Monaco,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
289,Benjamin Henrichs\Benjamin-Henrichs,de GER,DFFW,fr Monaco,21,1997,4,297,74,55.0,3.3,3,90,3,1,26,2,0.25,1,7,-6,-1.82,+0.40,1.7,7.7,-6.0,-1.81,-1.83,Matches
290,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,es Atlético Madrid,22,1996,5,450,90,62.5,5.0,5,90,5,0,,0,2.40,9,6,+3,+0.60,+0.93,5.9,4.6,+1.3,+0.26,+0.75,Matches
291,Ander Herrera\Ander-Herrera,es ESP,MF,eng Manchester Utd,28,1989,2,168,84,18.7,1.9,2,84,1,0,,2,1.50,0,3,-3,-1.61,-1.85,0.6,3.3,-2.7,-1.44,-1.70,Matches
292,Héctor Herrera\Hector-Herrera,mx MEX,MF,pt Porto,28,1990,9,832,92,89.5,9.2,9,92,7,0,,0,2.11,19,12,+7,+0.76,+2.59,14.2,14.5,-0.3,-0.03,+0.93,Matches
293,Son Heung-min\Son-Heung-min,kr KOR,FWMF,eng Tottenham,26,1992,12,900,75,76.9,10.0,11,79,4,1,28,0,1.67,17,14,+3,+0.30,+0.97,16.1,9.6,+6.5,+0.65,+1.15,Matches
294,Marwin Hitz\Marwin-Hitz,ch SUI,GK,de Dortmund,30,1987,1,90,90,12.5,1.0,1,90,1,0,,7,3.00,2,0,+2,+2.00,+1.71,2.5,0.3,+2.2,+2.16,+1.70,Matches
295,Guillaume Hoarau\Guillaume-Hoarau,fr FRA,FW,ch Young Boys,34,1984,5,406,81,75.2,4.5,5,81,2,0,,0,1.14,4,11,-7,-1.55,-0.88,5.6,10.2,-4.7,-1.04,-0.28,Matches
296,Justin Hoogma\Justin-Hoogma,nl NED,MF,de Hoffenheim,20,1998,1,90,90,16.7,1.0,1,90,1,0,,2,0.00,1,2,-1,-1.00,-0.60,0.5,3.0,-2.5,-2.51,-2.76,Matches
297,Tomáš Hořava\Tomas-Horava,cz CZE,MF,cz Viktoria Plzeň,30,1988,5,216,43,40.0,2.4,2,77,0,3,21,1,0.80,3,5,-2,-0.83,+1.11,2.3,4.1,-1.8,-0.73,+0.11,Matches
298,Ethan Horvath\Ethan-Horvath,us USA,GK,be Club Brugge,23,1995,3,270,90,50.0,3.0,3,90,3,0,,3,1.67,4,0,+4,+1.33,+2.33,2.5,2.7,-0.2,-0.08,+0.29,Matches
299,Benedikt Höwedes\Benedikt-Howedes,de GER,DF,ru Loko Moscow,30,1988,5,450,90,83.3,5.0,5,90,5,0,,1,0.00,2,12,-10,-2.00,-4.00,5.5,7.6,-2.1,-0.41,-0.70,Matches
300,Patrik Hrošovský\Patrik-Hrosovsky,sk SVK,MF,cz Viktoria Plzeň,26,1992,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,7,16,-9,-1.50,,7.0,11.8,-4.8,-0.79,,Matches
301,Aleš Hruška\Ales-Hruska,cz CZE,GK,cz Viktoria Plzeň,32,1985,4,360,90,66.7,4.0,4,90,4,0,,2,1.50,5,9,-4,-1.00,+1.50,5.3,6.7,-1.4,-0.34,+1.36,Matches
302,Benjamin Hübner\Benjamin-Hubner,de GER,DF,de Hoffenheim,29,1989,1,90,90,16.7,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-0.60,1.7,2.3,-0.7,-0.67,-0.55,Matches
303,Roman Hubník\Roman-Hubnik,cz CZE,DF,cz Viktoria Plzeň,34,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,7,16,-9,-1.50,,7.0,11.8,-4.8,-0.79,,Matches
304,Niklas Hult\Niklas-Hult,se SWE,DF,gr AEK Athens,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.80,2,13,-11,-1.83,,4.1,12.4,-8.3,-1.39,,Matches
305,Mats Hummels\Mats-Hummels,de GER,DF,de Bayern Munich,29,1988,6,539,90,74.9,6.0,6,90,5,0,,1,1.83,8,4,+4,+0.67,-1.32,8.6,6.2,+2.4,+0.39,+0.18,Matches
306,Cameron Humphreys\Cameron-Humphreys,eng ENG,DF,eng Manchester City,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
307,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,nl Ajax,34,1983,5,99,20,9.2,1.1,1,65,0,4,9,7,2.45,4,1,+3,+2.73,+2.18,4.1,0.6,+3.5,+3.22,+2.98,Matches
308,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,it Napoli,24,1994,3,150,50,27.8,1.7,1,91,1,2,30,3,1.67,1,1,0,0.00,-0.46,2.1,1.1,+1.0,+0.58,-0.15,Matches
309,Mauro Icardi\Mauro-Icardi,ar ARG,FW,it Inter,25,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,7,-1,-0.17,,8.8,7.9,+0.9,+0.14,,Matches
310,Brian Idowu\Brian-Idowu,ng NGA,DF,ru Loko Moscow,26,1992,3,270,90,50.0,3.0,3,90,3,0,,2,0.00,1,8,-7,-2.33,-2.00,2.9,5.0,-2.1,-0.72,-0.84,Matches
311,Vladislav Ignatyev\Vladislav-Ignatyev,ru RUS,DF,ru Loko Moscow,31,1987,6,518,86,95.9,5.8,6,86,5,0,,0,0.50,4,11,-7,-1.22,+2.87,6.7,7.4,-0.7,-0.13,+4.14,Matches
312,Selçuk İnan\Selcuk-Inan,tr TUR,MFFW,tr Galatasaray,33,1985,5,105,21,19.4,1.2,0,,0,5,20,1,0.80,1,0,+1,+0.86,+1.68,1.3,2.1,-0.8,-0.69,-0.81,Matches
313,Lorenzo Insigne\Lorenzo-Insigne,it ITA,FWMF,it Napoli,27,1991,6,488,81,90.4,5.4,6,81,4,0,,0,1.50,6,3,+3,+0.55,+2.28,9.1,5.6,+3.5,+0.65,-0.42,Matches
314,Isco\Isco,es ESP,FWMF,es Real Madrid,26,1992,4,251,63,34.9,2.8,3,78,2,1,17,0,2.25,4,3,+1,+0.36,-0.41,4.8,2.5,+2.3,+0.83,+0.54,Matches
315,Nicolas Isimat-Mirin\Nicolas-Isimat-Mirin,fr FRA,DF,nl PSV Eindhoven,26,1991,1,25,25,4.6,0.3,0,,0,1,24,3,2.00,0,3,-3,-10.80,-10.10,0.1,0.6,-0.5,-1.72,-0.88,Matches
316,Ismaily\Ismaily,br BRA,DF,ua Shakhtar,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,16,-8,-1.33,,5.7,13.1,-7.4,-1.24,,Matches
317,Jardel\Jardel,br BRA,DF,pt Benfica,32,1986,4,360,90,66.7,4.0,4,90,4,0,,0,1.50,2,4,-2,-0.50,+1.00,5.6,6.1,-0.5,-0.14,+0.55,Matches
318,Jemerson\Jemerson,br BRA,DF,fr Monaco,25,1992,5,450,90,83.3,5.0,5,90,5,0,,1,0.20,2,12,-10,-2.00,0.00,4.4,8.1,-3.8,-0.75,+1.41,Matches
319,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,eng Manchester City,21,1997,6,375,63,41.7,4.2,4,83,2,2,23,2,2.00,14,4,+10,+2.40,+1.03,10.0,3.6,+6.4,+1.54,+0.66,Matches
320,Juan Jesus\Juan-Jesus,br BRA,DF,it Roma,27,1991,3,213,71,28.4,2.4,2,106,2,1,2,4,2.00,6,3,+3,+1.27,+1.44,4.9,3.9,+1.0,+0.44,+0.34,Matches
321,Milan Jevtović\Milan-Jevtovic,rs SRB,FW,rs Red Star,25,1993,0,,,,,0,,0,0,,1,2.00,,,,,,,,,,,Matches
322,Joelinton\Joelinton,br BRA,FW,de Hoffenheim,21,1996,5,391,78,72.4,4.3,4,90,4,1,30,0,0.60,7,9,-2,-0.46,+0.14,7.8,9.1,-1.2,-0.28,-0.23,Matches
323,Jonas\Jonas,br BRA,FW,pt Benfica,34,1984,2,112,56,20.7,1.2,2,56,0,0,,2,0.50,2,4,-2,-1.61,-0.98,1.2,1.6,-0.4,-0.29,+0.03,Matches
324,Phil Jones\Phil-Jones,eng ENG,DF,eng Manchester Utd,26,1992,3,270,90,30.0,3.0,3,90,3,0,,2,1.00,2,5,-3,-1.00,-1.29,3.8,3.0,+0.7,+0.25,+0.44,Matches
325,Frenkie de Jong\Frenkie-de-Jong,nl NED,MF,nl Ajax,21,1997,11,985,90,91.2,10.9,11,90,10,0,,0,2.06,21,12,+9,+0.82,+0.82,20.1,14.1,+6.0,+0.55,+0.42,Matches
326,Luuk de Jong\Luuk-de-Jong,nl NED,FWMF,nl PSV Eindhoven,27,1990,6,530,88,98.1,5.9,6,88,5,0,,0,1.00,6,12,-6,-1.02,+7.98,7.1,12.5,-5.4,-0.92,-2.13,Matches
327,Jorge\Jorge,br BRA,FW,pt Porto,22,1996,1,18,18,1.9,0.2,0,,0,1,17,0,3.00,0,0,0,0.00,-0.49,0.0,0.1,-0.1,-0.69,-0.58,Matches
328,Dušan Jovančić\Dusan-Jovancic,rs SRB,MF,rs Red Star,27,1990,5,268,54,49.6,3.0,2,92,2,3,28,1,1.50,3,5,-2,-0.67,+2.64,1.7,7.6,-5.9,-1.99,+0.81,Matches
329,Dejan Joveljić\Dejan-Joveljic,rs SRB,FW,rs Red Star,18,1999,2,50,25,9.3,0.6,0,,0,2,25,0,0.00,1,2,-1,-1.80,+0.22,0.6,1.0,-0.4,-0.72,+1.84,Matches
330,Stevan Jovetić\Stevan-Jovetic,me MNE,FW,fr Monaco,28,1989,1,11,11,2.0,0.1,1,11,0,0,,0,1.00,0,0,0,0.00,+2.04,0.0,0.0,0.0,-0.12,+0.88,Matches
331,Branko Jovičić\Branko-Jovicic,rs SRB,MF,rs Red Star,25,1993,4,237,59,43.9,2.6,3,73,1,1,17,1,1.67,1,9,-8,-3.04,-1.85,0.7,8.0,-7.3,-2.76,-0.66,Matches
332,Juanfran\Juanfran,es ESP,DF,es Atlético Madrid,33,1985,5,450,90,62.5,5.0,5,90,5,0,,1,1.80,6,8,-2,-0.40,-1.73,4.5,5.7,-1.3,-0.25,-0.61,Matches
333,Mauro Júnior\Mauro-Junior,br BRA,FWMF,nl PSV Eindhoven,19,1999,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,,Matches
334,Vinicius Júnior\Vinicius-Junior,br BRA,FW,es Real Madrid,18,2000,4,233,58,32.4,2.6,3,68,1,1,28,3,1.50,2,6,-4,-1.55,-3.21,2.7,3.8,-1.1,-0.43,-1.34,Matches
335,Ozan Kabak\Ozan-Kabak,tr TUR,DF,tr Galatasaray,18,2000,4,360,90,66.7,4.0,4,90,4,0,,2,0.25,2,7,-5,-1.25,-2.25,5.7,7.0,-1.3,-0.33,-0.88,Matches
336,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DF,de Hoffenheim,26,1992,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,11,14,-3,-0.50,,10.9,12.2,-1.3,-0.21,,Matches
337,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,de Dortmund,29,1989,1,29,29,4.0,0.3,0,,0,1,28,0,3.00,1,0,+1,+3.10,+2.71,0.4,0.1,+0.3,+1.00,+0.34,Matches
338,Nikola Kalinić\Nikola-Kalinic,hr CRO,FW,es Atlético Madrid,30,1988,3,111,37,15.4,1.2,1,63,0,2,24,4,2.33,1,0,+1,+0.81,+0.66,1.5,1.2,+0.2,+0.17,+0.23,Matches
339,Felix Kalu Nmecha\Felix-Kalu-Nmecha,eng ENG,MF,eng Manchester City,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
340,Harry Kane\Harry-Kane,eng ENG,FW,eng Tottenham,25,1993,9,776,86,66.3,8.6,9,86,7,0,,0,1.56,10,11,-1,-0.12,-0.57,12.1,8.9,+3.3,+0.38,-0.01,Matches
341,Lee Kangin\Lee-Kangin,kr KOR,FW,es Valencia,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
342,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,it Napoli,33,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
343,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,it Roma,23,1995,2,76,38,10.1,0.8,1,55,0,1,21,1,0.00,1,2,-1,-1.18,-1.58,1.1,2.2,-1.1,-1.28,-1.64,Matches
344,Olarenwaju Kayode\Olarenwaju-Kayode,ng NGA,FWMF,ua Shakhtar,25,1993,3,44,15,8.1,0.5,0,,0,3,14,2,0.67,0,3,-3,-6.14,-5.23,0.4,1.4,-1.0,-2.04,-0.87,Matches
345,Moise Kean\Moise-Kean,it ITA,FW,it Juventus,18,2000,3,69,23,7.7,0.8,0,,0,3,22,4,2.00,1,1,0,0.00,-0.54,2.1,1.2,+1.0,+1.27,+0.46,Matches
346,Thilo Kehrer\Thilo-Kehrer,de GER,DF,fr Paris S-G,21,1996,7,488,70,67.8,5.4,5,86,3,2,30,1,2.00,13,6,+7,+1.29,+0.90,8.5,6.1,+2.4,+0.44,-0.48,Matches
347,Naby Keïta\Naby-Keita,gn GUI,MF,eng Liverpool,23,1995,6,243,41,20.8,2.7,4,52,1,2,18,3,1.17,2,0,+2,+0.74,-0.23,4.8,2.1,+2.8,+1.03,+0.28,Matches
348,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,eng Liverpool,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
349,Sami Khedira\Sami-Khedira,de GER,MF,it Juventus,31,1987,4,104,26,11.6,1.2,2,42,0,2,10,1,1.75,0,0,0,0.00,-0.57,3.2,0.3,+2.9,+2.48,+1.85,Matches
350,Davit Khocholava\Davit-Khocholava,ge GEO,DF,ua Shakhtar,25,1993,3,225,75,41.7,2.5,3,75,2,0,,3,1.67,6,4,+2,+0.80,+3.66,2.7,4.6,-2.0,-0.78,+0.78,Matches
351,Khetag Khosonov\Khetag-Khosonov,ru RUS,MF,ru CSKA Moscow,20,1998,2,49,25,9.1,0.5,0,,0,2,24,0,0.00,0,0,0,0.00,+0.18,0.5,1.2,-0.7,-1.36,-1.02,Matches
352,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,de Bayern Munich,23,1995,7,630,90,87.5,7.0,7,90,7,0,,0,2.14,15,5,+10,+1.43,+3.43,12.7,9.3,+3.4,+0.48,+1.08,Matches
353,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,fr Paris S-G,22,1995,8,648,81,90.0,7.2,7,90,7,1,17,0,1.75,19,11,+8,+1.11,+1.11,14.2,8.4,+5.8,+0.80,+2.06,Matches
354,Viktor Klonaridis\Viktor-Klonaridis,be BEL,MFFW,gr AEK Athens,26,1992,5,316,63,58.5,3.5,4,76,2,1,12,0,0.89,2,8,-6,-1.71,+0.30,3.5,5.6,-2.1,-0.61,+1.88,Matches
355,Justin Kluivert\Justin-Kluivert,nl NED,FW,it Roma,19,1999,5,319,64,42.5,3.5,3,84,2,2,34,0,1.80,8,5,+3,+0.85,+1.06,7.5,4.4,+3.1,+0.89,+1.20,Matches
356,Gregor Kobel\Gregor-Kobel,ch SUI,GK,de Hoffenheim,20,1997,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
357,Anton Kochenkov\Anton-Kochenkov,ru RUS,GK,ru Loko Moscow,31,1987,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
358,Koke\Koke,es ESP,MFFW,es Atlético Madrid,26,1992,7,561,80,77.9,6.2,7,80,5,0,,0,1.86,7,9,-2,-0.32,-2.59,5.7,5.9,-0.1,-0.02,0.00,Matches
359,Daniel Kolář\Daniel-Kolar,cz CZE,MF,cz Viktoria Plzeň,32,1985,2,90,45,16.7,1.0,1,64,0,1,26,0,0.50,2,3,-1,-1.00,+0.60,1.3,2.4,-1.1,-1.10,-0.37,Matches
360,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,it Roma,32,1985,8,661,83,88.1,7.3,7,92,6,1,17,0,1.50,10,12,-2,-0.27,-4.32,11.4,11.5,-0.1,-0.02,-1.81,Matches
361,Vincent Kompany\Vincent-Kompany,be BEL,DF,eng Manchester City,32,1986,4,207,52,23.0,2.3,2,91,2,2,13,4,3.00,8,4,+4,+1.74,-0.08,5.3,2.1,+3.2,+1.38,+0.29,Matches
362,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,es Valencia,25,1993,5,406,81,75.2,4.5,5,81,2,0,,0,1.60,6,4,+2,+0.44,+1.79,4.0,6.4,-2.4,-0.53,+0.50,Matches
363,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,de Schalke 04,28,1989,6,462,77,64.2,5.1,5,87,4,1,25,1,1.33,3,11,-8,-1.56,-2.26,6.0,7.8,-1.7,-0.34,-0.32,Matches
364,Jan Kopic\Jan-Kopic,cz CZE,FWMF,cz Viktoria Plzeň,28,1990,4,295,74,54.6,3.3,3,83,2,1,45,0,1.75,5,8,-3,-0.92,+1.29,3.9,5.1,-1.3,-0.39,+0.89,Matches
365,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,it Napoli,27,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,7,5,+2,+0.33,,10.1,5.9,+4.1,+0.69,,Matches
366,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,MFFW,ua Shakhtar,22,1996,6,367,61,68.0,4.1,4,80,1,2,24,0,1.00,4,11,-7,-1.72,-1.20,3.1,8.8,-5.7,-1.39,-0.48,Matches
367,Jan Kovařík\Jan-Kovarik,cz CZE,FWDF,cz Viktoria Plzeň,30,1988,4,360,90,66.7,4.0,4,90,4,0,,0,1.75,6,9,-3,-0.75,+2.25,5.2,7.9,-2.7,-0.68,+0.34,Matches
368,Matúš Kozáčik\Matus-Kozacik,sk SVK,GK,cz Viktoria Plzeň,34,1983,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,2,7,-5,-2.50,-1.50,1.7,5.1,-3.4,-1.70,-1.36,Matches
369,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,de Hoffenheim,27,1991,6,481,80,89.1,5.3,5,89,4,1,36,0,0.50,10,13,-3,-0.56,-0.56,10.5,10.5,-0.1,-0.02,+1.82,Matches
370,Michal Krmenčík\Michal-Krmencik,cz CZE,FW,cz Viktoria Plzeň,25,1993,3,240,80,44.4,2.7,3,80,1,0,,0,0.33,3,7,-4,-1.50,0.00,2.8,6.3,-3.5,-1.31,-0.93,Matches
371,Toni Kroos\Toni-Kroos,de GER,MF,es Real Madrid,28,1990,8,645,81,89.6,7.2,7,88,6,1,32,0,1.88,15,8,+7,+0.98,+3.38,13.2,9.3,+3.9,+0.54,+0.61,Matches
372,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,pt Benfica,22,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
