,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
126,Yannick Carrasco\Yannick-Carrasco,be BEL,MFDF,es Atlético Madrid,27-219,1993,5,380,76,52.8,4.2,5,76,0,0,,0,1.00,3,6,-3,-0.71,-0.45,3.2,5.7,-2.4,-0.57,-0.98,Matches
127,Scott Carson\Scott-Carson,eng ENG,GK,eng Manchester City,35-220,1985,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
128,Dani Carvajal\Dani-Carvajal,es ESP,DF,es Real Madrid,29-090,1992,1,90,90,11.1,1.0,1,90,1,0,,1,3.00,2,0,+2,+2.00,+1.38,1.8,0.2,+1.5,+1.54,+0.69,Matches
129,Casemiro\Casemiro,br BRA,MF,es Real Madrid,29-047,1992,7,573,82,70.7,6.4,6,90,6,1,33,1,2.29,14,8,+6,+0.94,+0.56,10.6,5.3,+5.3,+0.83,-0.31,Matches
130,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,it Lazio,26-248,1994,4,88,22,12.2,1.0,0,,0,4,22,2,1.00,2,0,+2,+2.05,+2.33,1.5,0.7,+0.9,+0.88,+1.00,Matches
131,Edinson Cavani\Edinson-Cavani,uy URU,FW,eng Manchester Utd,34-056,1987,4,208,52,38.5,2.3,2,84,1,2,20,0,1.50,7,3,+4,+1.73,+1.46,6.2,2.9,+3.3,+1.45,+1.26,Matches
132,Murilo Cerqueira\Murilo-Cerqueira,br BRA,DFMF,ru Loko Moscow,24-015,1997,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,5,8,-3,-0.60,+1.40,4.3,8.7,-4.4,-0.89,+0.05,Matches
133,Nacer Chadli\Nacer-Chadli,be BEL,MFDF,tr Başakşehir,31-252,1989,3,117,39,21.7,1.3,1,60,0,2,29,0,0.00,3,6,-3,-2.31,-0.61,1.4,3.6,-2.2,-1.71,-0.26,Matches
134,Aleksandr Chernikov\Aleksandr-Chernikov,ru RUS,MF,ru Krasnodar,21-069,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
135,Yevgeni Chernov\Yevgeni-Chernov,ru RUS,DF,ru Krasnodar,28-170,1992,5,288,58,53.3,3.2,3,90,3,2,9,1,0.40,3,9,-6,-1.87,-2.23,3.6,7.4,-3.8,-1.19,-1.02,Matches
136,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,it Juventus,36-240,1984,3,142,47,18.9,1.6,3,47,1,0,,1,2.00,4,2,+2,+1.27,+0.08,3.1,2.1,+1.0,+0.63,-0.14,Matches
137,Federico Chiesa\Federico-Chiesa,it ITA,MFFW,it Juventus,23-168,1997,8,551,69,73.5,6.1,6,87,3,2,15,0,2.25,12,5,+7,+1.14,-0.21,10.2,5.9,+4.3,+0.70,-0.18,Matches
138,Ben Chilwell\Ben-Chilwell,eng ENG,DF,eng Chelsea,24-111,1996,6,413,69,51.0,4.6,5,82,3,1,1,3,2.67,10,1,+9,+1.96,+0.15,8.9,3.0,+5.9,+1.28,+0.52,Matches
139,Andreas Christensen\Andreas-Christensen,dk DEN,DF,eng Chelsea,25-001,1996,4,360,90,44.4,4.0,4,90,4,0,,4,2.50,8,1,+7,+1.75,-0.25,6.2,3.5,+2.7,+0.68,-0.62,Matches
140,Víctor Chust\Victor-Chust,es ESP,DF,es Real Madrid,21-037,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
141,Artur Chyorny\Artur-Chyorny,ru RUS,DF,ru Loko Moscow,20-121,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
142,Marquinhos Cipriano\Marquinhos-Cipriano,br BRA,FW,ua Shakhtar,22-061,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
143,Eldar Ćivić\Eldar-Civic,ba BIH,DF,hu Ferencváros,24-318,1996,1,62,62,11.5,0.7,1,62,0,0,,0,2.00,0,3,-3,-4.35,-2.66,0.3,2.4,-2.1,-3.06,-2.14,Matches
144,Viktor Claesson\Viktor-Claesson,se SWE,FWMF,ru Krasnodar,29-099,1992,4,289,72,53.5,3.2,3,88,2,1,26,0,1.67,3,4,-1,-0.31,+1.12,4.2,4.8,-0.6,-0.20,+1.10,Matches
145,Leighton Clarkson\Leighton-Clarkson,eng ENG,MF,eng Liverpool,19-174,2001,1,90,90,11.1,1.0,1,90,1,0,,3,1.00,1,1,0,0.00,-1.13,0.9,2.3,-1.5,-1.49,-1.91,Matches
146,Clayton\Clayton,br BRA,FWMF,ua Dynamo Kyiv,25-170,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
147,Kingsley Coman\Kingsley-Coman,fr FRA,FW,de Bayern Munich,24-302,1996,6,454,76,56.0,5.0,6,76,1,0,,2,2.50,16,7,+9,+1.78,+0.01,12.7,7.5,+5.2,+1.03,+0.71,Matches
148,Francisco Conceição\Francisco-Conceicao,pt POR,MF,pt Porto,18-118,2002,2,9,5,1.1,0.1,0,,0,2,5,1,1.50,0,1,-1,-10.00,-10.65,0.0,0.9,-0.9,-9.18,-9.09,Matches
149,Dion Cools\Dion-Cools,be BEL,DF,dk Midtjylland,24-311,1996,3,207,69,38.3,2.3,2,90,2,1,27,3,0.33,2,4,-2,-0.87,+1.02,3.7,3.7,0.0,-0.01,+1.53,Matches
150,Vedran Ćorluka\Vedran-Corluka,hr CRO,DF,ru Loko Moscow,35-065,1986,5,405,81,75.0,4.5,5,81,4,0,,0,0.40,3,8,-5,-1.11,-1.11,2.8,7.7,-4.9,-1.08,-0.74,Matches
151,Jesús Corona\Jesus-Corona,mx MEX,MFFW,pt Porto,28-095,1993,9,682,76,81.2,7.6,8,83,1,1,19,0,1.78,12,9,+3,+0.40,-0.74,9.3,8.7,+0.6,+0.08,+1.44,Matches
152,Carlos Coronel\Carlos-Coronel,br BRA,GK,at RB Salzburg,24-103,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
153,Ángel Correa\Angel-Correa,ar ARG,FWMF,es Atlético Madrid,26-033,1995,8,482,60,66.9,5.4,5,82,2,3,25,0,1.13,6,5,+1,+0.19,+2.08,7.2,3.8,+3.4,+0.63,+2.24,Matches
154,Joaquín Correa\Joaquin-Correa,ar ARG,FW,it Lazio,26-241,1994,8,664,83,92.2,7.4,8,83,4,0,,0,1.25,12,12,0,0.00,0.00,11.6,11.5,+0.1,+0.01,+0.11,Matches
155,Diogo Costa\Diogo-Costa,pt POR,GK,pt Porto,21-204,1999,1,90,90,10.7,1.0,1,90,1,0,,7,3.00,2,0,+2,+2.00,+1.64,1.0,0.7,+0.3,+0.29,+0.54,Matches
156,Douglas Costa\Douglas-Costa,br BRA,FWMF,de Bayern Munich,30-209,1990,6,230,38,28.4,2.6,2,88,1,4,14,0,2.67,5,2,+3,+1.17,-0.84,3.0,3.4,-0.4,-0.14,-1.20,Matches
157,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,28-335,1992,9,810,90,100.0,9.0,9,90,9,0,,0,2.11,18,11,+7,+0.78,,16.3,8.0,+8.3,+0.93,,Matches
158,Philippe Coutinho\Philippe-Coutinho,br BRA,MF,es Barcelona,28-303,1992,2,133,67,18.5,1.5,2,67,0,0,,1,3.00,5,1,+4,+2.71,+2.09,3.3,1.4,+2.0,+1.34,+0.39,Matches
159,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,tr Başakşehir,26-064,1995,4,244,61,45.2,2.7,3,79,1,1,7,0,0.00,2,10,-8,-2.95,-2.04,2.3,6.1,-3.9,-1.43,+0.16,Matches
160,Juan Cuadrado\Juan-Cuadrado,co COL,DF,it Juventus,32-320,1988,6,549,92,73.2,6.1,6,92,4,0,,1,2.50,13,5,+8,+1.31,+0.42,10.5,5.5,+5.0,+0.82,+0.29,Matches
161,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,fr Marseille,21-238,1999,6,234,39,43.3,2.6,2,69,0,4,24,0,0.50,1,9,-8,-3.08,-2.19,1.7,4.6,-2.9,-1.13,-0.41,Matches
162,Szymon Czyż\Szymon-Czyz,pl POL,MFFW,it Lazio,19-277,2001,1,23,23,3.2,0.3,0,,0,1,23,2,1.00,0,0,0,0.00,0.00,0.6,0.5,+0.1,+0.30,+0.31,Matches
163,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,32-214,1988,5,309,62,57.2,3.4,3,86,2,2,26,1,0.60,4,6,-2,-0.58,-0.58,5.5,3.6,+2.0,+0.57,+0.49,Matches
164,Cosimo Marco Da Graca\Cosimo-Marco-Da-Graca,it ITA,FW,it Juventus,18-345,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
165,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,fr Rennes,32-329,1988,6,519,87,96.1,5.8,6,87,5,0,,0,0.17,2,10,-8,-1.39,-1.39,5.6,10.5,-4.9,-0.85,-7.34,Matches
166,Colin Dagba\Colin-Dagba,fr FRA,DF,fr Paris S-G,22-214,1998,3,117,39,14.4,1.3,1,90,1,2,14,5,1.33,3,3,0,0.00,-1.43,2.0,3.5,-1.5,-1.12,-1.66,Matches
167,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de Dortmund,25-100,1996,5,414,83,51.1,4.6,5,83,2,0,,3,2.00,8,5,+3,+0.65,-0.26,6.5,5.0,+1.6,+0.34,-0.47,Matches
168,Patson Daka\Patson-Daka,zm ZAM,FW,at RB Salzburg,22-184,1998,4,205,51,38.0,2.3,3,64,1,1,14,0,1.67,3,5,-2,-0.88,+0.47,3.9,2.0,+1.9,+0.84,+0.64,Matches
169,Danilo\Danilo,br BRA,DF,it Juventus,29-270,1991,7,569,81,75.9,6.3,6,90,6,1,29,0,2.14,13,6,+7,+1.11,-0.38,10.0,6.6,+3.4,+0.54,-0.84,Matches
170,Matteo Darmian\Matteo-Darmian,it ITA,DF,it Inter,31-130,1989,4,167,42,30.9,1.9,2,75,1,2,9,2,1.50,3,3,0,0.00,+0.48,3.6,1.9,+1.7,+0.93,+0.83,Matches
171,Alphonso Davies\Alphonso-Davies,ca CAN,DF,de Bayern Munich,20-160,2000,5,251,50,31.0,2.8,2,79,1,3,31,0,2.40,8,3,+5,+1.79,+0.02,5.7,3.1,+2.7,+0.96,+0.36,Matches
172,Ben Davies\Ben-Davies,eng ENG,DF,eng Liverpool,25-243,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
173,Harvey Davies\Harvey-Davies,eng ENG,GK,eng Liverpool,17-220,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
174,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,29-287,1991,4,345,86,42.6,3.8,4,86,2,0,,3,3.00,9,1,+8,+2.09,+0.35,6.7,2.3,+4.4,+1.15,-0.46,Matches
175,Maxim De Cuyper\Maxim-De-Cuyper,be BEL,DF,be Club Brugge,20-110,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
176,Charles De Ketelaere\Charles-De-Ketelaere,be BEL,FWDF,be Club Brugge,20-032,2001,6,458,76,84.8,5.1,5,89,4,1,15,0,1.33,8,7,+1,+0.20,+3.49,6.7,7.1,-0.4,-0.08,+1.06,Matches
177,Konrad De La Fuente\Konrad-De-La-Fuente,us USA,FWMF,es Barcelona,19-269,2001,2,19,10,2.6,0.2,0,,0,2,10,2,3.00,1,0,+1,+4.74,+3.84,0.8,0.5,+0.3,+1.52,+0.51,Matches
178,Koni De Winter\Koni-De-Winter,be BEL,DF,it Juventus,18-303,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
179,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,fr Rennes,25-013,1996,4,132,33,24.4,1.5,1,61,0,3,24,1,0.25,2,2,0,0.00,+1.76,2.1,2.6,-0.5,-0.36,+0.26,Matches
180,Thomas Delaney\Thomas-Delaney,dk DEN,MFDF,de Dortmund,29-220,1991,7,429,61,53.0,4.8,5,82,3,2,9,0,1.57,12,7,+5,+1.05,+0.58,9.9,6.5,+3.4,+0.70,+0.27,Matches
181,Simon Deli\Simon-Deli,ci CIV,DF,be Club Brugge,29-166,1991,4,319,80,59.1,3.5,3,90,3,1,49,1,0.50,2,7,-5,-1.41,-2.63,3.6,6.0,-2.3,-0.66,-1.03,Matches
182,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,es Atlético Madrid,24-273,1996,2,47,24,6.5,0.5,0,,0,2,24,0,0.00,0,1,-1,-1.91,-1.51,0.3,0.7,-0.4,-0.77,-0.70,Matches
183,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,23-331,1997,6,382,64,53.1,4.2,4,81,2,2,30,1,2.17,9,7,+2,+0.47,-1.13,10.2,6.4,+3.7,+0.87,-0.33,Matches
184,Merih Demiral\Merih-Demiral,tr TUR,DF,it Juventus,23-037,1998,5,400,80,53.3,4.4,3,91,1,2,64,0,1.80,9,4,+5,+1.13,-0.16,7.2,4.9,+2.3,+0.51,-0.50,Matches
185,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FWMF,be Club Brugge,23-147,1997,4,342,86,63.3,3.8,4,86,1,0,,1,1.75,5,5,0,0.00,+0.91,5.9,4.6,+1.2,+0.33,+1.54,Matches
186,Dentinho\Dentinho,br BRA,FW,ua Shakhtar,32-082,1989,4,164,41,30.4,1.8,2,50,0,2,33,0,2.00,5,2,+3,+1.65,+4.04,2.6,1.8,+0.7,+0.40,+1.99,Matches
187,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,it Atalanta,23-352,1997,1,10,10,1.4,0.1,0,,0,1,10,4,0.00,0,0,0,0.00,+0.13,0.5,0.5,0.0,-0.33,-0.34,Matches
188,Sergiño Dest\Sergino-Dest,us USA,DF,es Barcelona,20-159,2000,7,585,84,81.3,6.5,7,84,5,0,,1,1.86,16,9,+7,+1.08,+0.41,17.3,10.4,+6.9,+1.06,+0.20,Matches
189,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,33-056,1988,7,457,65,56.4,5.1,5,76,1,2,39,1,1.86,9,6,+3,+0.59,-1.45,7.8,8.4,-0.6,-0.12,-0.97,Matches
190,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MF,it Juventus,21-267,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
191,Abdou Diallo\Abdou-Diallo,sn SEN,DF,fr Paris S-G,24-342,1996,6,370,62,45.7,4.1,4,79,2,2,28,3,2.17,6,4,+2,+0.49,-1.35,5.6,6.2,-0.6,-0.16,-0.84,Matches
192,Amad Diallo\Amad-Diallo,ci CIV,FW,it Atalanta,18-274,2002,1,23,23,3.2,0.3,0,,0,1,23,2,1.00,1,0,+1,+3.91,+4.17,1.1,0.1,+1.0,+4.06,+4.19,Matches
193,Rúben Dias\Ruben-Dias,pt POR,DF,eng Manchester City,23-332,1997,7,609,87,75.2,6.8,7,87,6,0,,1,2.71,13,2,+11,+1.63,-1.06,11.6,2.5,+9.2,+1.35,-0.24,Matches
194,Krepin Diatta\Krepin-Diatta,sn SEN,MFDF,be Club Brugge,22-045,1999,5,412,82,76.3,4.6,5,82,2,0,,0,1.00,4,10,-6,-1.31,-4.12,5.2,8.4,-3.2,-0.70,-1.94,Matches
195,Javier Díaz\Javier-Diaz,es ESP,GK,es Sevilla,23-331,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
196,Dénes Dibusz\Denes-Dibusz,hu HUN,GK,hu Ferencváros,30-146,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.09,5,17,-12,-2.00,,5.5,12.5,-6.9,-1.16,,Matches
197,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,it Atalanta,28-051,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,11,12,-1,-0.12,,11.6,11.6,+0.1,+0.01,,Matches
198,Dodô\Dodo,br BRA,DF,ua Shakhtar,22-145,1998,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,5,12,-7,-1.17,,4.2,10.2,-5.9,-0.99,,Matches
199,Jeremy Doku\Jeremy-Doku,be BEL,FWMF,fr Rennes,18-319,2002,6,401,67,74.3,4.5,4,86,2,2,29,0,0.17,1,5,-4,-0.90,+1.69,5.0,6.4,-1.4,-0.32,+0.96,Matches
200,Thomas Doyle\Thomas-Doyle,eng ENG,MF,eng Manchester City,19-176,2001,1,5,5,0.6,0.1,0,,0,1,5,5,3.00,0,0,0,0.00,-1.90,0.0,0.1,-0.1,-0.94,-2.37,Matches
201,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,gr Olympiacos,24-290,1996,1,65,65,12.0,0.7,1,65,0,0,,4,0.00,0,1,-1,-1.38,-0.06,0.0,1.7,-1.7,-2.42,-1.77,Matches
202,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,it Juventus,19-067,2002,1,22,22,2.9,0.2,0,,0,1,22,3,3.00,0,0,0,0.00,-1.24,0.8,0.1,+0.7,+2.77,+2.09,Matches
203,Julian Draxler\Julian-Draxler,de GER,FW,fr Paris S-G,27-203,1993,3,166,55,20.5,1.8,2,74,1,1,18,1,2.33,5,3,+2,+1.08,-0.17,2.6,4.9,-2.3,-1.26,-1.95,Matches
204,Anders Dreyer\Anders-Dreyer,dk DEN,FWMF,dk Midtjylland,22-344,1998,6,491,82,90.9,5.5,6,82,2,0,,0,1.20,4,13,-9,-1.65,-1.65,5.8,11.7,-5.9,-1.09,-1.53,Matches
205,Sebastián Driussi\Sebastian-Driussi,ar ARG,MFFW,ru Zenit,25-061,1996,5,280,56,51.9,3.1,4,62,0,1,32,0,0.00,1,2,-1,-0.32,+2.45,1.8,3.6,-1.8,-0.58,+0.84,Matches
206,Stefan Drljača\Stefan-Drljaca,de GER,GK,de Dortmund,21-356,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
207,Mikkel Duelund\Mikkel-Duelund,dk DEN,FW,ua Dynamo Kyiv,23-286,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
208,Hugo Duro\Hugo-Duro,es ESP,FW,es Real Madrid,21-152,1999,1,15,15,1.9,0.2,0,,0,1,15,2,3.00,1,0,+1,+6.00,+5.32,0.3,0.0,+0.3,+1.77,+0.85,Matches
209,Lasha Dvali\Lasha-Dvali,ge GEO,DF,hu Ferencváros,25-332,1995,5,365,73,67.6,4.1,4,90,4,1,5,1,0.67,3,10,-7,-1.73,+0.85,4.1,7.7,-3.6,-0.89,+0.83,Matches
210,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,it Juventus,27-147,1993,5,216,43,28.8,2.4,2,76,1,3,22,2,2.40,4,4,0,0.00,-1.69,2.9,3.8,-0.9,-0.36,-1.56,Matches
211,Nikolas Dyhr\Nikolas-Dyhr,dk DEN,FW,dk Midtjylland,19-297,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
212,Artem Dzyuba\Artem-Dzyuba,ru RUS,FW,ru Zenit,32-232,1988,5,346,69,64.1,3.8,4,79,3,1,31,0,0.20,3,8,-5,-1.30,+0.56,3.5,6.5,-3.0,-0.79,+0.53,Matches
213,Éder\Eder,pt POR,FW,ru Loko Moscow,33-110,1987,3,248,83,45.9,2.8,3,83,2,0,,3,0.33,2,7,-5,-1.81,-1.81,2.2,5.0,-2.8,-1.01,-0.21,Matches
214,Ederson\Ederson,br BRA,GK,eng Manchester City,27-237,1993,8,720,90,88.9,8.0,8,90,8,0,,0,2.75,16,2,+14,+1.75,-1.25,13.8,3.0,+10.8,+1.35,-0.61,Matches
215,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,21-006,2000,4,91,23,16.9,1.0,1,45,0,3,15,2,1.50,2,2,0,0.00,0.00,1.1,2.3,-1.2,-1.19,-1.69,Matches
216,Nico Elvedi\Nico-Elvedi,ch SUI,DF,de M'Gladbach,24-193,1996,7,618,88,85.8,6.9,7,88,5,0,,0,1.14,14,10,+4,+0.58,+1.46,8.7,10.1,-1.5,-0.21,+0.30,Matches
217,Breel Embolo\Breel-Embolo,ch SUI,FWMF,de M'Gladbach,24-056,1997,7,301,43,41.8,3.3,4,63,0,3,17,1,0.71,5,8,-3,-0.90,-2.19,4.3,5.4,-1.1,-0.32,-0.11,Matches
218,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,es Sevilla,23-314,1997,8,388,49,53.9,4.3,4,80,2,4,17,0,1.75,9,9,0,0.00,0.00,5.5,7.4,-1.9,-0.44,-0.87,Matches
219,Alexandru Epureanu\Alexandru-Epureanu,md MDA,DF,tr Başakşehir,34-196,1986,5,405,81,75.0,4.5,4,90,4,1,45,0,0.60,5,11,-6,-1.33,+2.00,3.7,9.0,-5.3,-1.18,+1.33,Matches
220,Christian Eriksen\Christian-Eriksen,dk DEN,MF,it Inter,29-056,1992,4,101,25,18.7,1.1,1,78,0,3,8,2,0.75,1,1,0,0.00,+0.41,1.8,0.9,+0.9,+0.77,+0.50,Matches
221,Aleksandr Erokhin\Aleksandr-Erokhin,ru RUS,MFFW,ru Zenit,31-180,1989,5,271,54,50.2,3.0,4,67,1,1,3,1,0.20,2,7,-5,-1.66,-0.32,1.4,5.6,-4.3,-1.42,-0.88,Matches
222,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,it Lazio,28-015,1993,4,148,37,20.6,1.6,1,83,0,3,22,1,0.50,1,3,-2,-1.22,-1.53,1.4,2.6,-1.2,-0.72,-0.91,Matches
223,Sergio Escudero\Sergio-Escudero,es ESP,DF,es Sevilla,31-221,1989,3,183,61,25.4,2.0,3,61,1,0,,3,2.00,3,6,-3,-1.48,-1.98,2.3,3.3,-1.0,-0.50,-0.62,Matches
224,Evander\Evander,br BRA,MF,dk Midtjylland,22-306,1998,4,150,38,27.8,1.7,1,89,0,3,20,0,1.14,1,3,-2,-1.20,+0.42,2.8,3.2,-0.4,-0.25,+0.96,Matches
225,Evanilson\Evanilson,br BRA,FW,pt Porto,21-187,1999,4,63,16,7.5,0.7,0,,0,4,16,5,1.75,1,0,+1,+1.43,+0.97,0.4,1.7,-1.3,-1.79,-1.73,Matches
226,Fabinho\Fabinho,br BRA,DFMF,eng Liverpool,27-170,1993,7,464,66,57.3,5.2,6,72,4,1,30,0,1.86,6,4,+2,+0.39,-1.43,7.3,7.0,+0.3,+0.06,-0.36,Matches
227,Bandiougou Fadiga\Bandiougou-Fadiga,fr FRA,MF,fr Paris S-G,20-086,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
228,Nicolò Fagioli\Nicolo-Fagioli,it ITA,MF,it Juventus,20-058,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
229,Mohamed Fares\Mohamed-Fares,dz ALG,DF,it Lazio,25-055,1996,6,340,57,47.2,3.8,5,63,1,1,23,2,1.50,5,5,0,0.00,0.00,4.0,6.0,-2.0,-0.53,-1.00,Matches
230,Patrick Farkas\Patrick-Farkas,at AUT,DFMF,at RB Salzburg,28-214,1992,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
231,Ansu Fati\Ansu-Fati,es ESP,FW,es Barcelona,18-162,2002,3,160,53,22.2,1.8,2,68,0,1,25,0,3.00,6,0,+6,+3.38,+3.05,6.3,1.9,+4.4,+2.45,+1.83,Matches
232,Felipe\Felipe,br BRA,DF,es Atlético Madrid,31-330,1989,5,383,77,53.2,4.3,4,90,4,1,23,3,1.40,5,8,-3,-0.70,-0.44,4.3,6.2,-1.9,-0.45,-0.73,Matches
233,Luiz Felipe\Luiz-Felipe,br BRA,DF,it Lazio,24-020,1997,4,177,44,24.6,2.0,2,70,1,2,19,1,2.00,4,2,+2,+1.02,+1.35,4.4,2.3,+2.1,+1.06,+1.40,Matches
234,João Félix\Joao-Felix,pt POR,FWMF,es Atlético Madrid,21-152,1999,8,705,88,97.9,7.8,8,88,5,0,,0,1.13,7,11,-4,-0.51,-0.51,8.1,9.1,-1.0,-0.13,-0.96,Matches
235,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,eng Manchester Utd,26-215,1994,6,438,73,81.1,4.9,5,83,3,1,23,0,1.50,13,9,+4,+0.82,-0.06,10.1,6.8,+3.3,+0.69,+0.06,Matches
236,Matheus Fernandes\Matheus-Fernandes,br BRA,MF,es Barcelona,22-285,1998,1,18,18,2.5,0.2,0,,0,1,18,4,3.00,1,0,+1,+5.00,+4.10,0.8,0.1,+0.8,+3.88,+2.93,Matches
237,Carlos Fernández\Carlos-Fernandez,es ESP,FW,es Sevilla,24-324,1996,1,8,8,1.1,0.1,0,,0,1,8,3,3.00,0,1,-1,-11.25,-11.38,0.1,0.8,-0.7,-8.41,-8.47,Matches
238,Fernandinho\Fernandinho,br BRA,MF,eng Manchester City,35-342,1985,5,228,46,28.1,2.5,2,90,2,3,16,2,2.60,3,0,+3,+1.18,-0.98,5.1,0.8,+4.3,+1.68,+0.38,Matches
239,Fernando\Fernando,br BRA,MFDF,es Sevilla,33-260,1987,7,491,70,68.2,5.5,5,89,4,2,23,1,2.00,9,7,+2,+0.37,+1.15,7.5,6.8,+0.7,+0.14,+0.54,Matches
240,Fernando\Fernando,br BRA,FW,ua Shakhtar,22-041,1999,2,38,19,7.0,0.4,0,,0,2,19,0,1.50,0,1,-1,-2.37,-1.29,0.4,0.4,0.0,+0.04,+1.10,Matches
241,Luis Fernando Díaz\Luis-Fernando-Diaz,co COL,FWMF,pt Porto,24-088,1997,8,436,55,51.9,4.8,4,74,1,4,35,0,1.63,8,5,+3,+0.62,+0.17,5.9,7.1,-1.2,-0.25,-0.11,Matches
242,Roberto Firmino\Roberto-Firmino,br BRA,FW,eng Liverpool,29-191,1991,8,249,31,30.7,2.8,2,65,0,6,20,0,2.00,4,1,+3,+1.08,+0.12,5.2,4.2,+0.9,+0.34,+0.19,Matches
243,Junior Firpo\Junior-Firpo,es ESP,DF,es Barcelona,24-232,1996,6,258,43,35.8,2.9,1,90,1,5,34,2,2.17,8,1,+7,+2.44,+2.25,7.5,3.2,+4.3,+1.50,+0.74,Matches
244,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,fr Paris S-G,30-031,1991,8,643,80,79.4,7.1,8,80,1,0,,0,2.00,16,7,+9,+1.26,+0.18,13.1,10.9,+2.1,+0.30,+0.01,Matches
245,Phil Foden\Phil-Foden,eng ENG,FWMF,eng Manchester City,20-318,2000,9,710,79,87.7,7.9,8,86,6,1,23,0,2.78,15,1,+14,+1.77,-0.93,14.6,3.1,+11.6,+1.47,+0.44,Matches
246,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,de RB Leipzig,29-170,1991,7,461,66,64.0,5.1,7,66,1,0,,0,1.71,8,8,0,0.00,+1.74,7.1,7.2,-0.1,-0.03,+0.53,Matches
247,Kostas Fortounis\Kostas-Fortounis,gr GRE,FWMF,gr Olympiacos,28-177,1992,5,287,57,53.1,3.2,2,90,2,3,36,0,1.00,2,5,-3,-0.94,+0.84,2.0,4.6,-2.6,-0.81,+0.12,Matches
248,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,eng Manchester Utd,23-099,1998,2,28,14,5.2,0.3,0,,0,2,14,4,0.00,2,0,+2,+6.43,+5.90,0.9,0.0,+0.9,+2.89,+2.34,Matches
249,Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,it Juventus,21-291,1999,1,15,15,2.0,0.2,0,,0,1,15,7,3.00,1,1,0,0.00,-1.22,0.5,1.1,-0.6,-3.72,-4.55,Matches
