,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
831,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,es Barcelona,21-103,1999,7,334,48,46.4,3.7,4,70,1,3,18,1,1.86,9,4,+5,+1.35,+0.65,8.7,4.3,+4.4,+1.19,+0.31,Matches
832,Kieran Trippier\Kieran-Trippier,eng ENG,DF,es Atlético Madrid,30-204,1990,7,608,87,84.4,6.8,7,87,6,0,,0,1.29,7,9,-2,-0.30,+1.31,7.5,8.0,-0.5,-0.08,+0.19,Matches
833,Anatolii Trubin\Anatolii-Trubin,ua UKR,GK,ua Shakhtar,19-253,2001,5,450,90,83.3,5.0,5,90,5,0,,1,1.60,5,8,-3,-0.60,+3.40,3.6,7.5,-3.9,-0.79,+1.20,Matches
834,Adrien Truffert\Adrien-Truffert,fr FRA,DF,fr Rennes,19-142,2001,5,242,48,44.8,2.7,2,88,1,3,22,1,0.20,2,4,-2,-0.74,+1.07,4.2,4.3,-0.1,-0.05,+0.93,Matches
835,Angelos Tsavos\Angelos-Tsavos,gr GRE,DF,gr Olympiacos,19-000,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
836,Philipp Tschauner\Philipp-Tschauner,de GER,GK,de RB Leipzig,35-159,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
837,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,eng Liverpool,24-334,1996,4,130,33,16.0,1.4,2,60,0,2,5,3,1.75,1,1,0,0.00,-1.19,1.5,2.9,-1.3,-0.93,-1.35,Matches
838,Heorhii Tsitaishvili\Heorhii-Tsitaishvili,ua UKR,FW,ua Dynamo Kyiv,20-144,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
839,Viktor Tsyhankov\Viktor-Tsyhankov,ua UKR,MFFW,ua Dynamo Kyiv,23-147,1997,5,422,84,78.1,4.7,5,84,1,0,,0,1.43,4,8,-4,-0.85,+2.96,5.1,8.3,-3.2,-0.68,+1.28,Matches
840,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,eng Manchester Utd,23-148,1997,5,203,41,37.6,2.3,2,68,1,3,23,0,1.80,8,4,+4,+1.77,+1.51,5.3,1.9,+3.4,+1.52,+1.36,Matches
841,Deniz Turuc\Deniz-Turuc,tr TUR,MFFW,tr Başakşehir,28-072,1993,6,522,87,96.7,5.8,6,87,4,0,,0,0.50,7,18,-11,-1.90,-1.90,4.7,13.0,-8.3,-1.44,+2.33,Matches
842,Kostas Tzolakis\Kostas-Tzolakis,gr GRE,GK,gr Olympiacos,18-154,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
843,Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,fr Rennes,17-016,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
844,Andreas Ulmer\Andreas-Ulmer,at AUT,DF,at RB Salzburg,35-163,1985,6,540,90,100.0,6.0,6,90,6,0,,0,1.25,10,17,-7,-1.17,,11.3,8.7,+2.7,+0.44,,Matches
845,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,es Barcelona,27-148,1993,1,36,36,5.0,0.4,0,,0,1,36,2,0.00,0,0,0,0.00,-1.05,0.6,0.5,+0.1,+0.21,-0.86,Matches
846,Luca Unbehaun\Luca-Unbehaun,de GER,GK,de Dortmund,20-074,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
847,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,de RB Leipzig,22-166,1998,7,604,86,83.9,6.7,7,86,6,0,,0,1.29,8,14,-6,-0.89,-1.67,8.6,10.0,-1.5,-0.22,0.00,Matches
848,Mateus Uribe\Mateus-Uribe,co COL,MF,pt Porto,30-021,1991,8,656,82,78.1,7.3,7,90,6,1,27,0,1.63,10,8,+2,+0.27,-1.19,7.5,10.7,-3.3,-0.45,-1.16,Matches
849,Daniil Utkin\Daniil-Utkin,ru RUS,MF,ru Krasnodar,21-181,1999,4,224,56,41.5,2.5,3,73,0,1,6,2,1.17,3,6,-3,-1.21,-0.64,3.1,5.2,-2.1,-0.85,-0.24,Matches
850,Myrto Uzuni\Myrto-Uzuni,al ALB,FWMF,hu Ferencváros,25-315,1995,4,244,61,45.2,2.7,3,78,1,1,11,0,1.22,2,7,-5,-1.84,+0.28,2.5,4.3,-1.8,-0.68,+0.87,Matches
851,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,es Sevilla,32-013,1989,2,180,90,25.0,2.0,2,90,2,0,,4,3.00,5,3,+2,+1.00,+1.33,3.7,3.2,+0.5,+0.24,+0.37,Matches
852,Vladyslav Vakula\Vladyslav-Vakula,ua UKR,MF,ua Shakhtar,21-347,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
853,Mathieu Valbuena\Mathieu-Valbuena,fr FRA,FWMF,gr Olympiacos,36-195,1984,3,256,85,47.4,2.8,3,85,0,0,,0,1.40,0,3,-3,-1.05,+0.53,2.2,3.8,-1.6,-0.57,+0.56,Matches
854,Germán Valera\German-Valera,es ESP,FW,es Atlético Madrid,19-026,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
855,Albert Vallci\Albert-Vallci,at AUT,DF,at RB Salzburg,25-283,1995,1,90,90,16.7,1.0,1,90,1,0,,5,2.00,2,2,0,0.00,+1.40,1.1,0.5,+0.6,+0.57,+0.15,Matches
856,Federico Valverde\Federico-Valverde,uy URU,MF,es Real Madrid,22-263,1998,5,372,74,45.9,4.1,4,88,3,1,21,0,2.00,9,7,+2,+0.48,-0.54,7.6,5.1,+2.5,+0.61,-0.59,Matches
857,Thomas Van den Keybus\Thomas-Van-den-Keybus,be BEL,DF,be Club Brugge,19-351,2001,1,1,1,0.2,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,+0.33,0.0,0.0,0.0,0.00,+0.24,Matches
858,Ignace Van Der Brempt\Ignace-Van-Der-Brempt,be BEL,DF,be Club Brugge,19-010,2002,1,7,7,1.3,0.1,0,,0,1,7,4,1.00,0,0,0,0.00,+0.34,0.1,0.0,+0.1,+1.21,+1.46,Matches
859,Hans Vanaken\Hans-Vanaken,be BEL,MF,be Club Brugge,28-230,1992,6,530,88,98.1,5.9,6,88,4,0,,0,1.33,8,10,-2,-0.34,-0.34,7.7,9.3,-1.6,-0.27,-1.54,Matches
860,Fabio Vanni\Fabio-Vanni,fr FRA,GK,fr Marseille,18-265,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
861,Raphaël Varane\Raphael-Varane,fr FRA,DF,es Real Madrid,27-351,1993,8,720,90,88.9,8.0,8,90,8,0,,0,2.00,15,10,+5,+0.62,-1.38,14.1,7.2,+6.9,+0.87,-0.55,Matches
862,Aleksandr Vasyutin\Aleksandr-Vasyutin,ru RUS,GK,ru Zenit,26-038,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
863,Javier Vázquez López\Javier-Vazquez-Lopez,es ESP,FW,es Sevilla,20-199,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
864,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,es Sevilla,32-048,1989,4,90,23,12.5,1.0,1,65,0,3,8,2,1.75,0,3,-3,-3.00,-3.43,1.3,1.9,-0.6,-0.61,-0.65,Matches
865,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,es Real Madrid,29-284,1991,8,720,90,88.9,8.0,8,90,8,0,,1,2.38,16,8,+8,+1.00,+2.00,15.5,6.6,+8.8,+1.10,+1.59,Matches
866,Benjamin Verbič\Benjamin-Verbic,si SVN,FW,ua Dynamo Kyiv,27-135,1993,6,288,48,53.3,3.2,3,82,1,3,14,0,1.44,2,8,-6,-1.87,-0.80,2.1,6.5,-4.3,-1.35,-0.83,Matches
867,Marco Verratti\Marco-Verratti,it ITA,MF,fr Paris S-G,28-157,1992,5,320,64,39.5,3.6,4,78,0,1,8,0,2.60,11,4,+7,+1.97,+1.23,8.8,6.2,+2.6,+0.72,+0.70,Matches
868,Lasse Vibe\Lasse-Vibe,dk DEN,FWMF,dk Midtjylland,34-048,1987,3,48,16,8.9,0.5,0,,0,3,16,3,0.33,0,2,-2,-3.75,-2.47,0.1,1.3,-1.2,-2.27,-1.45,Matches
869,Aleix Vidal\Aleix-Vidal,es ESP,DFMF,es Sevilla,31-233,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
870,Arturo Vidal\Arturo-Vidal,cl CHI,MF,it Inter,33-324,1987,4,286,72,53.0,3.2,4,72,1,0,,0,0.50,4,6,-2,-0.63,-0.63,5.3,4.8,+0.5,+0.17,-0.42,Matches
871,Fabio Vieira\Fabio-Vieira,pt POR,FWMF,pt Porto,20-316,2000,5,153,31,18.2,1.7,2,68,0,3,6,3,1.40,2,4,-2,-1.18,-2.09,1.2,2.8,-1.6,-0.97,-0.95,Matches
872,Tonny Vilhena\Tonny-Vilhena,nl NED,MF,ru Krasnodar,26-098,1995,5,384,77,71.1,4.3,4,90,4,1,24,0,1.57,3,7,-4,-0.94,-0.36,4.4,8.5,-4.0,-0.94,-0.80,Matches
873,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,gr Olympiacos,22-002,1999,2,22,11,4.1,0.2,0,,0,2,11,4,1.50,0,1,-1,-4.09,-2.87,0.4,0.4,0.0,-0.01,+0.89,Matches
874,Edin Višća\Edin-Visca,ba BIH,MF,tr Başakşehir,31-053,1990,5,423,85,78.3,4.7,5,85,4,0,,0,0.60,4,11,-7,-1.49,+1.59,3.8,10.1,-6.3,-1.34,+0.80,Matches
875,Vitão\Vitao,br BRA,DF,ua Shakhtar,21-068,2000,3,126,42,23.3,1.4,2,63,1,1,1,2,2.33,2,0,+2,+1.43,+3.39,1.3,1.7,-0.4,-0.29,+0.90,Matches
876,Vitolo\Vitolo,es ESP,MFDF,es Atlético Madrid,31-160,1989,3,31,10,4.3,0.3,0,,0,3,10,5,0.33,0,0,0,0.00,+0.52,0.1,0.1,0.0,+0.05,+0.17,Matches
877,Bohdan Viunnyk\Bohdan-Viunnyk,ua UKR,MF,ua Shakhtar,18-325,2002,1,1,1,0.2,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+1.17,0.0,0.0,0.0,0.00,+0.99,Matches
878,Ruud Vormer\Ruud-Vormer,nl NED,MF,be Club Brugge,32-335,1988,6,517,86,95.7,5.7,6,86,4,0,,0,1.33,8,10,-2,-0.35,-0.35,7.7,9.3,-1.6,-0.27,-0.83,Matches
879,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,it Inter,29-065,1992,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,7,9,-2,-0.33,,8.5,6.3,+2.2,+0.36,,Matches
880,Marious Vrousai\Marious-Vrousai,gr GRE,FWDF,gr Olympiacos,22-283,1998,3,186,62,34.4,2.1,2,81,0,1,25,3,0.00,1,3,-2,-0.97,+0.56,1.0,3.2,-2.2,-1.08,-0.33,Matches
881,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DFMF,es Atlético Madrid,29-091,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
882,Alexander Walke\Alexander-Walke,de GER,GK,at RB Salzburg,37-309,1983,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
883,Kyle Walker\Kyle-Walker,eng ENG,DF,eng Manchester City,30-318,1990,7,621,89,76.7,6.9,7,89,6,0,,1,3.00,17,2,+15,+2.17,+1.22,12.1,3.5,+8.6,+1.25,-0.72,Matches
884,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,eng Manchester Utd,23-136,1997,6,469,78,86.9,5.2,6,78,1,0,,0,1.50,10,8,+2,+0.38,-3.42,8.3,6.5,+1.9,+0.36,-2.37,Matches
885,Wanderson\Wanderson,br BRA,FWMF,ru Krasnodar,26-186,1994,4,205,51,38.0,2.3,2,72,0,2,31,0,1.40,2,2,0,0.00,+1.34,3.4,4.0,-0.6,-0.27,+0.72,Matches
886,Dominik Wanner\Dominik-Wanner,de GER,FW,de Dortmund,21-342,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
887,Wendel\Wendel,br BRA,MFFW,ru Zenit,23-226,1997,4,141,35,26.1,1.6,1,90,1,3,17,0,0.25,1,5,-4,-2.55,-1.43,1.4,3.6,-2.2,-1.43,-0.61,Matches
888,Oscar Wendt\Oscar-Wendt,se SWE,DF,de M'Gladbach,35-169,1985,4,215,54,29.9,2.4,3,71,1,1,3,4,0.75,6,5,+1,+0.42,+0.06,4.0,3.3,+0.6,+0.26,+0.73,Matches
889,Timo Werner\Timo-Werner,de GER,FWMF,eng Chelsea,25-036,1996,9,614,68,75.8,6.8,7,84,2,2,12,0,2.56,11,1,+10,+1.47,-1.75,10.1,4.3,+5.9,+0.86,-0.66,Matches
890,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,eng Liverpool,30-151,1990,8,627,78,77.4,7.0,7,83,4,1,45,1,2.25,14,4,+10,+1.44,+1.93,12.5,8.9,+3.7,+0.52,+1.40,Matches
891,Brandon Williams\Brandon-Williams,eng ENG,DF,eng Manchester Utd,20-220,2000,2,62,31,11.5,0.7,0,,0,2,31,4,1.50,3,2,+1,+1.45,+0.70,2.3,0.7,+1.6,+2.32,+1.86,Matches
892,Neco Williams\Neco-Williams,wal WAL,DF,eng Liverpool,19-363,2001,4,190,48,23.5,2.1,2,90,2,2,5,4,2.25,1,2,-1,-0.47,-1.93,2.2,3.6,-1.4,-0.67,-1.15,Matches
893,Rhys Williams\Rhys-Williams,eng ENG,DF,eng Liverpool,20-067,2001,6,333,56,41.1,3.7,3,90,3,3,21,3,2.17,8,3,+5,+1.35,+0.60,6.3,5.3,+1.1,+0.29,+0.13,Matches
894,Axel Witsel\Axel-Witsel,be BEL,MFDF,de Dortmund,32-089,1989,5,363,73,44.8,4.0,4,90,4,1,3,1,2.00,8,4,+4,+0.99,+0.39,7.6,4.2,+3.4,+0.85,+0.49,Matches
895,Maximilian Wöber\Maximilian-Wober,at AUT,DF,at RB Salzburg,23-066,1998,6,511,85,94.6,5.7,6,85,4,0,,0,1.25,10,16,-6,-1.06,+2.05,11.2,8.3,+2.9,+0.51,+1.36,Matches
896,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,de M'Gladbach,21-360,1999,7,84,12,11.7,0.9,0,,0,7,12,0,0.71,1,2,-1,-1.07,-1.64,1.0,1.6,-0.5,-0.58,-0.37,Matches
897,Joscha Wosz\Joscha-Wosz,de GER,MF,de RB Leipzig,18-265,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
898,Ashley Young\Ashley-Young,eng ENG,DF,it Inter,35-276,1985,5,417,83,77.2,4.6,5,83,2,0,,0,1.00,5,7,-2,-0.43,-0.43,5.7,4.9,+0.7,+0.15,-0.92,Matches
899,Illia Zabarnyi\Illia-Zabarnyi,ua UKR,DF,ua Dynamo Kyiv,18-222,2002,6,540,90,100.0,6.0,6,90,6,0,,0,1.44,4,13,-9,-1.50,,5.7,11.4,-5.8,-0.96,,Matches
900,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,de Dortmund,21-312,1999,2,21,11,2.6,0.2,0,,0,2,11,1,2.00,1,1,0,0.00,-0.80,0.1,0.5,-0.5,-2.04,-2.68,Matches
901,Maximilian Zaiser\Maximilian-Zaiser,de GER,MF,de Bayern Munich,22-034,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
902,Denis Zakaria\Denis-Zakaria,ch SUI,MFFW,de M'Gladbach,24-142,1996,5,292,58,40.6,3.2,2,90,2,3,37,0,0.60,2,6,-4,-1.23,-2.70,1.8,4.8,-2.9,-0.91,-1.10,Matches
903,Duván Zapata\Duvan-Zapata,co COL,FW,it Atalanta,30-010,1991,8,522,65,72.5,5.8,6,76,3,2,33,0,1.38,7,10,-3,-0.52,-1.43,9.3,9.2,+0.1,+0.01,+0.01,Matches
904,Antonio Zarzana\Antonio-Zarzana,es ESP,FW,es Sevilla,19-021,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
905,Rifat Zhemaletdinov\Rifat-Zhemaletdinov,ru RUS,MF,ru Loko Moscow,24-203,1996,3,104,35,19.3,1.2,1,62,0,2,21,2,0.67,1,3,-2,-1.73,-1.11,1.2,1.0,+0.2,+0.16,+1.31,Matches
906,Yuri Zhirkov\Yuri-Zhirkov,ru RUS,MFDF,ru Zenit,37-234,1983,3,166,55,30.7,1.8,2,75,0,1,17,2,0.33,2,5,-3,-1.63,-0.18,1.2,3.7,-2.5,-1.33,-0.51,Matches
907,Dmitri Zhivoglyadov\Dmitri-Zhivoglyadov,ru RUS,DF,ru Loko Moscow,26-317,1994,6,533,89,98.7,5.9,6,89,5,0,,0,0.50,5,10,-5,-0.84,-0.84,4.7,9.6,-4.8,-0.82,+6.31,Matches
908,Karlo Ziger\Karlo-Ziger,hr CRO,GK,eng Chelsea,19-335,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
909,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,eng Manchester City,24-117,1996,5,287,57,35.4,3.2,3,82,2,2,20,3,2.60,4,0,+4,+1.25,-0.98,5.4,0.7,+4.6,+1.46,+0.07,Matches
910,Joshua Zirkzee\Joshua-Zirkzee,nl NED,MF,de Bayern Munich,19-324,2001,1,5,5,0.6,0.1,0,,0,1,5,3,1.00,0,0,0,0.00,-1.79,0.0,0.2,-0.2,-3.24,-3.98,Matches
911,Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,eng Chelsea,28-023,1993,7,316,45,39.0,3.5,3,77,0,4,22,1,2.71,10,1,+9,+2.56,+1.11,8.1,1.5,+6.6,+1.89,+1.42,Matches
912,Dominik Zoltán\Dominik-Zoltan,hu HUN,MF,hu Ferencváros,19-154,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
913,Kurt Zouma\Kurt-Zouma,fr FRA,DF,eng Chelsea,26-166,1994,5,450,90,55.6,5.0,5,90,5,0,,3,2.60,11,1,+10,+2.00,+0.25,9.5,3.0,+6.5,+1.30,+0.62,Matches
914,Oleksandr Zubkov\Oleksandr-Zubkov,ua UKR,FWMF,hu Ferencváros,24-251,1996,5,387,77,71.7,4.3,5,77,1,0,,0,0.43,4,10,-6,-1.40,+2.13,3.3,7.3,-4.0,-0.93,+0.81,Matches
915,Martin Ødegaard\Martin-Odegaard,no NOR,MF,es Real Madrid,22-115,1998,2,133,67,16.4,1.5,2,67,0,0,,0,1.50,1,1,0,0.00,-0.93,2.6,1.3,+1.3,+0.85,-0.09,Matches
