Player,Nation,Pos,Squad,Comp,Born,goals_allowed,goals_allowed_per_90,SoTA,Saves,save_percentage,wins,draws,losses,clean_sheet,clean_sheet_percentage,penalties_attempted,penalties_allowed,penalties_saved,penalties_missed,penalty_save_percentage,season
Florian Müller,de GER,GK,Freiburg,de Bundesliga,1997,41,1.52,137,99,71.5,10.0,7.0,10.0,5,18.5,3.0,2.0,1.0,0.0,33.3,2021
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,34,1.26,105,77,73.3,7.0,9.0,11.0,8,29.6,6.0,6.0,0.0,0.0,0.0,2021
Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,1994,37,2.06,87,54,60.9,3.0,3.0,12.0,2,11.1,4.0,3.0,0.0,1.0,0.0,2021
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,1986,15,0.67,68,53,79.4,16.0,2.0,5.0,13,56.5,2.0,1.0,1.0,0.0,50.0,2021
Neto,br BRA,GK,Barcelona,es La Liga,1989,6,1.0,19,14,78.9,2.0,2.0,2.0,2,33.3,2.0,2.0,0.0,0.0,0.0,2021
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,35,1.3,107,72,68.2,20.0,4.0,3.0,7,25.9,2.0,1.0,0.0,1.0,0.0,2021
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,19,0.66,89,74,79.8,20.0,6.0,3.0,14,48.3,3.0,1.0,2.0,0.0,66.7,2021
Robin Olsen,se SWE,GK,Everton,eng Premier League,1990,8,1.6,20,12,65.0,2.0,1.0,2.0,1,20.0,1.0,1.0,0.0,0.0,0.0,2021
Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,1994,42,1.63,116,85,73.3,10.0,8.0,9.0,2,7.4,11.0,11.0,0.0,0.0,0.0,2021
Stefan Ortega,de GER,GK,Arminia,de Bundesliga,1992,46,1.7,145,103,71.0,6.0,5.0,16.0,6,22.2,5.0,4.0,1.0,0.0,20.0,2021
David Ospina,co COL,GK,Napoli,it Serie A,1988,12,0.8,35,26,74.3,10.0,0.0,5.0,7,46.7,3.0,3.0,0.0,0.0,0.0,2021
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,1988,27,1.0,89,67,75.3,11.0,8.0,8.0,7,25.9,6.0,5.0,1.0,0.0,16.7,2021
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,47,1.62,117,72,62.4,5.0,8.0,16.0,6,20.7,3.0,3.0,0.0,0.0,0.0,2021
Alberto Paleari,it ITA,GK,Genoa,it Serie A,1992,3,2.33,8,4,62.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,38,1.31,103,73,68.9,9.0,8.0,12.0,8,27.6,7.0,6.0,1.0,0.0,14.3,2021
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,39,1.44,112,77,67.0,7.0,9.0,11.0,5,18.5,4.0,2.0,2.0,0.0,50.0,2021
Bailey Peacock-Farrell,nir NIR,GK,Burnley,eng Premier League,1996,5,5.0,7,2,28.6,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,0,0.0,1,1,100.0,0.0,1.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,2,2.0,5,2,60.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,1985,1,1.0,2,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996,0,0.0,3,2,100.0,0.0,1.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992,31,1.24,111,83,76.6,7.0,10.0,8.0,6,24.0,5.0,5.0,0.0,0.0,0.0,2021
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,1,1.0,7,5,85.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,29,1.29,97,69,72.2,12.0,3.0,8.0,6,26.1,3.0,2.0,0.0,1.0,0.0,2021
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992,35,1.21,138,106,76.8,8.0,9.0,12.0,9,31.0,3.0,3.0,0.0,0.0,0.0,2021
Ivan Provedel,it ITA,GK,Spezia,it Serie A,1994,39,1.77,88,54,61.4,5.0,7.0,10.0,4,18.2,6.0,5.0,1.0,0.0,16.7,2021
Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,1998,33,1.57,93,63,67.7,2.0,6.0,13.0,3,14.3,4.0,3.0,1.0,0.0,25.0,2021
Rafael,br BRA,GK,Spezia,it Serie A,1982,3,2.31,9,6,66.7,0.0,0.0,1.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,1995,37,1.25,124,91,72.6,9.0,12.0,9.0,8,26.7,6.0,3.0,2.0,1.0,40.0,2021
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,1998,52,1.73,160,112,69.4,4.0,2.0,24.0,2,6.7,4.0,3.0,0.0,1.0,0.0,2021
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987,2,1.0,5,3,60.0,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,,2021
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,1999,6,3.0,10,4,40.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Pepe Reina,es ESP,GK,Lazio,it Serie A,1982,26,1.18,78,57,73.1,14.0,3.0,5.0,7,31.8,5.0,5.0,0.0,0.0,0.0,2021
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,1995,28,1.0,71,45,63.4,12.0,9.0,7.0,11,39.3,3.0,2.0,1.0,0.0,33.3,2021
Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,1990,58,1.87,151,97,65.6,8.0,5.0,18.0,7,22.6,9.0,6.0,2.0,1.0,25.0,2021
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,1993,6,0.8,28,23,78.6,4.0,1.0,2.0,5,71.4,0.0,0.0,0.0,0.0,,2021
Roberto,es ESP,GK,Valladolid,es La Liga,1986,13,1.3,35,24,68.6,1.0,5.0,4.0,1,10.0,3.0,2.0,0.0,1.0,0.0,2021
Joel Robles,es ESP,GK,Betis,es La Liga,1990,25,1.39,56,37,62.5,9.0,2.0,7.0,6,33.3,5.0,4.0,1.0,0.0,20.0,2021
Marek Rodák,sk SVK,GK,Fulham,eng Premier League,1996,3,3.0,5,2,40.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Rubén,es ESP,GKMF,Osasuna,es La Liga,1984,5,2.41,9,3,44.4,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
John Ruddy,eng ENG,GK,Wolves,eng Premier League,1986,0,0.0,0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2021
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992,19,1.73,30,16,50.0,2.0,4.0,5.0,2,18.2,4.0,4.0,0.0,0.0,0.0,2021
Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,1992,1,1.0,8,7,87.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,1992,24,2.29,64,46,68.8,0.0,4.0,6.0,1,10.0,4.0,4.0,0.0,0.0,0.0,2021
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,1984,14,0.93,54,40,74.1,9.0,4.0,2.0,5,33.3,0.0,0.0,0.0,0.0,,2021
Robert Sánchez,es ESP,GK,Brighton,eng Premier League,1997,19,1.0,61,45,72.1,5.0,7.0,7.0,7,36.8,3.0,2.0,0.0,1.0,0.0,2021
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986,34,1.13,109,75,70.6,17.0,5.0,8.0,10,33.3,2.0,2.0,0.0,0.0,0.0,2021
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,1992,33,1.74,72,44,61.1,4.0,6.0,9.0,5,26.3,5.0,5.0,0.0,0.0,0.0,2021
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992,2,2.0,5,4,80.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991,56,1.93,136,83,59.6,3.0,11.0,15.0,5,17.2,1.0,1.0,0.0,0.0,0.0,2021
Rui Silva,pt POR,GK,Granada,es La Liga,1994,47,1.68,113,68,61.1,10.0,6.0,12.0,8,28.6,8.0,3.0,4.0,1.0,57.1,2021
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,1991,34,1.17,112,82,73.2,11.0,8.0,10.0,7,24.1,5.0,4.0,0.0,1.0,0.0,2021
Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997,32,1.14,78,52,65.4,9.0,8.0,11.0,6,21.4,6.0,5.0,1.0,0.0,16.7,2021
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,1988,1,1.0,2,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,1987,48,1.85,93,51,54.8,4.0,11.0,11.0,5,19.2,6.0,6.0,0.0,0.0,0.0,2021
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991,30,1.43,108,82,75.0,9.0,2.0,10.0,4,19.0,5.0,3.0,2.0,0.0,40.0,2021
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,1988,40,1.54,99,63,64.6,10.0,8.0,8.0,5,19.2,5.0,5.0,0.0,0.0,0.0,2021
David Soria,es ESP,GK,Getafe,es La Liga,1993,21,1.05,59,43,71.2,4.0,7.0,9.0,8,40.0,5.0,4.0,1.0,0.0,20.0,2021
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,1992,18,1.47,42,24,57.1,8.0,1.0,3.0,2,16.7,1.0,0.0,1.0,0.0,100.0,2021
Zack Steffen,us USA,GK,Manchester City,eng Premier League,1995,1,1.0,2,1,50.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,1995,12,2.0,27,16,59.3,2.0,1.0,3.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2021
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,1990,23,1.0,75,53,72.0,12.0,7.0,4.0,5,21.7,3.0,2.0,1.0,0.0,33.3,2021
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,1986,3,3.0,6,4,66.7,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,1992,18,0.82,72,57,77.8,17.0,3.0,2.0,9,40.9,2.0,2.0,0.0,0.0,0.0,2021
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,1990,2,3.83,2,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2021
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,1990,37,1.37,111,79,70.3,13.0,11.0,3.0,3,11.1,4.0,4.0,0.0,0.0,0.0,2021
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989,5,1.25,12,7,58.3,2.0,0.0,2.0,1,25.0,0.0,0.0,0.0,0.0,,2021
Koke Vegas,es ESP,GK,Levante,es La Liga,1995,2,2.0,4,2,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,1997,17,1.58,41,27,63.4,2.0,4.0,4.0,2,20.0,2.0,2.0,0.0,0.0,0.0,2021
João Virgínia,pt POR,GK,Everton,eng Premier League,1999,0,0.0,3,3,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2021
Rubén Yáñez,es ESP,GK,Getafe,es La Liga,1993,12,1.33,28,17,60.7,3.0,2.0,4.0,3,33.3,1.0,1.0,0.0,0.0,0.0,2021
Yoel,es ESP,GK,Eibar,es La Liga,1988,1,0.75,1,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,41,1.58,117,80,68.4,6.0,7.0,13.0,4,15.4,5.0,4.0,0.0,1.0,0.0,2021
Ron-Robert Zieler,de GER,GK,Köln,de Bundesliga,1989,1,1.76,2,2,100.0,0.0,0.0,0.0,0,,1.0,1.0,0.0,0.0,0.0,2021
Jeroen Zoet,nl NED,GK,Spezia,it Serie A,1991,11,1.93,25,16,64.0,2.0,1.0,3.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2021
Igor Akinfeev,ru RUS,GK,CSKA Moscow,UCL,1986,11,1.83,40,29,72.5,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,UCL,1984,2,2.0,5,3,60.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Alphonse Areola,fr FRA,GK,Paris S-G,UCL,1993,7,1.17,13,6,53.8,3.0,3.0,0.0,1,16.7,2.0,1.0,1.0,0.0,50.0,2017
Milan Borjan,ca CAN,GK,Ludogorets,UCL,1987,3,3.0,4,1,25.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Claudio Bravo,cl CHI,GK,Manchester City,UCL,1983,5,1.39,12,7,58.3,1.0,2.0,1.0,1,25.0,1.0,0.0,1.0,0.0,100.0,2017
Gianluigi Buffon,it ITA,GK,Juventus,UCL,1978,7,0.58,27,20,74.1,8.0,3.0,1.0,8,66.7,1.0,0.0,1.0,0.0,100.0,2017
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990,10,1.25,27,17,63.0,4.0,1.0,3.0,3,37.5,1.0,0.0,0.0,1.0,,2017
Ludovic Butelle,fr FRA,GK,Club Brugge,UCL,1983,14,2.33,45,31,75.6,0.0,0.0,6.0,0,0.0,5.0,3.0,1.0,1.0,25.0,2017
Willy Caballero,ar ARG,GK,Manchester City,UCL,1981,11,2.52,23,12,52.2,2.0,1.0,1.0,0,0.0,1.0,0.0,1.0,0.0,100.0,2017
Kiko Casilla,es ESP,GK,Real Madrid,UCL,1986,1,1.0,4,3,75.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Iker Casillas,es ESP,GK,Porto,UCL,1981,6,0.75,21,15,76.2,3.0,2.0,3.0,3,37.5,1.0,1.0,0.0,0.0,0.0,2017
Radosław Cierzniak,pl POL,GK,Legia Warsaw,UCL,1983,8,8.0,9,1,11.1,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Jasper Cillessen,nl NED,GK,Barcelona,UCL,1989,0,0.0,3,3,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2017
Morgan De Sanctis,it ITA,GK,Monaco,UCL,1977,3,3.0,7,4,57.1,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1.0,,2017
Soslan Dzhanayev,ru RUS,GK,Rostov,UCL,1987,12,2.0,40,28,72.5,1.0,2.0,3.0,1,16.7,2.0,1.0,1.0,0.0,50.0,2017
Ederson,br BRA,GK,Benfica,UCL,1993,10,1.43,34,24,73.5,3.0,2.0,2.0,3,42.9,3.0,1.0,2.0,0.0,66.7,2017
Craig Gordon,sco SCO,GK,Celtic,UCL,1982,9,1.8,26,17,69.2,0.0,3.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2017
Ben Hamer,eng ENG,GK,Leicester City,UCL,1987,5,5.0,8,3,50.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2017
Bernd Leno,de GER,GK,Leverkusen,UCL,1992,8,1.14,24,16,75.0,1.0,5.0,1.0,3,42.9,2.0,2.0,0.0,0.0,0.0,2017
Dominik Livaković,hr CRO,GK,Dinamo Zagreb,UCL,1995,8,2.0,34,26,76.5,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986,6,1.0,26,20,76.9,2.0,1.0,3.0,2,33.3,1.0,0.0,1.0,0.0,100.0,2017
Anthony Lopes,pt POR,GK,Lyon,UCL,1990,3,0.5,20,17,90.0,2.0,2.0,2.0,3,50.0,2.0,1.0,0.0,1.0,0.0,2017
Arkadiusz Malarz,pl POL,GK,Legia Warsaw,UCL,1980,16,3.2,46,30,65.2,1.0,1.0,3.0,1,20.0,0.0,0.0,0.0,0.0,,2017
Keylor Navas,cr CRC,GK,Real Madrid,UCL,1986,17,1.38,50,33,74.0,8.0,3.0,1.0,1,8.3,5.0,4.0,0.0,1.0,0.0,2017
Neto,br BRA,GK,Juventus,UCL,1989,0,0.0,2,2,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2017
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986,11,1.18,48,37,77.1,6.0,0.0,3.0,2,22.2,2.0,0.0,1.0,1.0,100.0,2017
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993,7,0.64,48,41,85.4,7.0,2.0,2.0,6,54.5,1.0,0.0,1.0,0.0,100.0,2017
Robin Olsen,se SWE,GK,FC Copenhagen,UCL,1990,2,0.33,16,14,87.5,2.0,3.0,1.0,4,66.7,0.0,0.0,0.0,0.0,,2017
David Ospina,co COL,GK,Arsenal,UCL,1988,16,2.0,40,24,62.5,4.0,2.0,2.0,1,12.5,1.0,1.0,0.0,0.0,0.0,2017
Ramazan Özcan,at AUT,GK,Leverkusen,UCL,1984,0,0.0,3,3,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2017
Remko Pasveer,nl NED,GK,PSV Eindhoven,UCL,1983,7,7.0,12,5,50.0,0.0,0.0,1.0,1,100.0,1.0,1.0,0.0,0.0,0.0,2017
Rui Patrício,pt POR,GK,Sporting CP,UCL,1988,8,1.33,19,11,57.9,1.0,0.0,5.0,1,16.7,0.0,0.0,0.0,0.0,,2017
Pepe Reina,es ESP,GK,Napoli,UCL,1982,14,1.75,24,10,45.8,3.0,2.0,3.0,1,12.5,1.0,1.0,0.0,0.0,0.0,2017
Sergio Rico,es ESP,GK,Sevilla,UCL,1993,6,0.75,26,20,80.8,4.0,2.0,2.0,5,62.5,1.0,1.0,0.0,0.0,0.0,2017
Artur Rudko,ua UKR,GK,Dynamo Kyiv,UCL,1992,4,0.8,19,15,89.5,1.0,2.0,2.0,2,40.0,2.0,2.0,0.0,0.0,0.0,2017
Kasper Schmeichel,dk DEN,GK,Leicester City,UCL,1986,4,0.5,31,27,90.3,4.0,2.0,2.0,5,62.5,3.0,1.0,2.0,0.0,66.7,2017
Adrian Šemper,hr CRO,GK,Dinamo Zagreb,UCL,1998,7,3.5,16,9,56.3,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,UCL,1975,2,2.0,5,3,60.0,0.0,0.0,1.0,0,0.0,,,,,,2017
Yann Sommer,ch SUI,GK,M'Gladbach,UCL,1988,12,2.0,38,26,73.7,1.0,2.0,3.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2017
Vladislav Stoyanov,bg BUL,GK,Ludogorets,UCL,1987,12,2.4,36,24,66.7,0.0,3.0,2.0,1,20.0,0.0,0.0,0.0,0.0,,2017
Danijel Subašić,hr CRO,GK,Monaco,UCL,1984,17,1.55,49,32,67.3,6.0,2.0,3.0,1,9.1,1.0,1.0,0.0,0.0,0.0,2017
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992,12,1.33,41,29,70.7,5.0,1.0,3.0,4,44.4,1.0,0.0,1.0,0.0,100.0,2017
Kevin Trapp,de GER,GK,Paris S-G,UCL,1990,2,1.0,8,6,100.0,1.0,0.0,1.0,1,50.0,2.0,2.0,0.0,0.0,0.0,2017
Sven Ulreich,de GER,GK,Bayern Munich,UCL,1988,1,1.0,4,3,100.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2017
Tomáš Vaclík,cz CZE,GK,Basel,UCL,1989,12,2.0,30,18,63.3,0.0,2.0,4.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2017
Dorus de Vries,nl NED,GK,Celtic,UCL,1980,7,7.0,9,2,22.2,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Roman Weidenfeller,de GER,GK,Dortmund,UCL,1980,6,3.0,15,9,60.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Tolga Zengin,tr TUR,GK,Beşiktaş,UCL,1983,1,1.0,6,5,83.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Ron-Robert Zieler,de GER,GK,Leicester City,UCL,1989,1,1.0,3,2,66.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2017
Jeroen Zoet,nl NED,GK,PSV Eindhoven,UCL,1991,9,1.8,27,18,66.7,0.0,2.0,3.0,1,20.0,0.0,0.0,0.0,0.0,,2017
Igor Akinfeev,ru RUS,GK,CSKA Moscow,UCL,1986,10,1.67,38,28,76.3,3.0,0.0,3.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2018
Alisson,br BRA,GK,Roma,UCL,1992,19,1.58,62,43,69.4,6.0,2.0,4.0,5,41.7,0.0,0.0,0.0,0.0,,2018
Alphonse Areola,fr FRA,GK,Paris S-G,UCL,1993,9,1.13,37,28,78.4,5.0,0.0,3.0,4,50.0,1.0,1.0,0.0,0.0,0.0,2018
Diego Benaglio,ch SUI,GK,Monaco,UCL,1983,7,2.33,17,10,58.8,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Frank Boeckx,be BEL,GK,Anderlecht,UCL,1986,8,2.67,17,9,52.9,1.0,0.0,2.0,1,33.3,0.0,0.0,0.0,0.0,,2018
Claudio Bravo,cl CHI,GK,Manchester City,UCL,1983,2,2.0,3,1,33.3,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Gianluigi Buffon,it ITA,GK,Juventus,UCL,1978,11,1.22,35,24,68.6,4.0,3.0,2.0,2,22.2,0.0,0.0,0.0,0.0,,2018
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990,13,2.17,36,23,63.9,0.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Kiko Casilla,es ESP,GK,Real Madrid,UCL,1986,3,1.5,8,5,62.5,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,,2018
Iker Casillas,es ESP,GK,Porto,UCL,1981,3,1.0,6,3,50.0,1.0,1.0,1.0,2,66.7,0.0,0.0,0.0,0.0,,2018
Júlio César,br BRA,GK,Benfica,UCL,1979,5,5.0,8,3,50.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Jasper Cillessen,nl NED,GK,Barcelona,UCL,1989,0,0.0,3,3,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2018
Thibaut Courtois,be BEL,GK,Chelsea,UCL,1992,12,1.5,33,21,66.7,3.0,3.0,2.0,2,25.0,1.0,1.0,0.0,0.0,0.0,2018
Ederson,br BRA,GK,Manchester City,UCL,1993,10,1.11,31,21,74.2,6.0,0.0,3.0,4,44.4,3.0,2.0,1.0,0.0,33.3,2018
Fabricio,es ESP,GK,Beşiktaş,UCL,1987,9,1.5,33,24,72.7,3.0,2.0,1.0,1,16.7,0.0,0.0,0.0,0.0,,2018
David de Gea,es ESP,GK,Manchester Utd,UCL,1990,3,0.5,25,22,88.0,4.0,1.0,1.0,4,66.7,0.0,0.0,0.0,0.0,,2018
Craig Gordon,sco SCO,GK,Celtic,UCL,1982,18,3.0,40,22,57.5,1.0,0.0,5.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2018
Raúl Gudiño,mx MEX,GK,APOEL FC,UCL,1996,1,2.0,3,2,66.7,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2018
Péter Gulácsi,hu HUN,GK,RB Leipzig,UCL,1990,11,1.83,26,15,61.5,2.0,1.0,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Jasmin Handanović,si SVN,GK,NK Maribor,UCL,1978,16,2.67,45,29,66.7,0.0,3.0,3.0,0,0.0,2.0,1.0,1.0,0.0,50.0,2018
Brad Jones,au AUS,GK,Feyenoord,UCL,1982,13,2.6,25,12,48.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Stefanos Kapino,gr GRE,GK,Olympiacos,UCL,1994,3,3.0,6,3,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Loris Karius,de GER,GK,Liverpool,UCL,1993,16,1.23,39,23,66.7,7.0,4.0,2.0,6,46.2,3.0,3.0,0.0,0.0,0.0,2018
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986,8,1.14,26,18,76.9,4.0,2.0,1.0,1,14.3,3.0,2.0,0.0,1.0,0.0,2018
Keylor Navas,cr CRC,GK,Real Madrid,UCL,1986,13,1.18,41,28,68.3,8.0,2.0,1.0,2,18.2,0.0,0.0,0.0,0.0,,2018
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2018
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993,4,0.67,18,14,77.8,1.0,4.0,1.0,3,50.0,0.0,0.0,0.0,0.0,,2018
Rui Patrício,pt POR,GK,Sporting CP,UCL,1988,9,1.5,28,19,67.9,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Nauzet Pérez,es ESP,GK,APOEL FC,UCL,1985,10,3.33,19,9,47.4,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Silvio Proto,be BEL,GK,Olympiacos,UCL,1983,10,2.0,24,14,58.3,0.0,1.0,4.0,1,20.0,0.0,0.0,0.0,0.0,,2018
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984,11,1.37,45,34,80.0,5.0,0.0,3.0,0,0.0,3.0,2.0,1.0,0.0,33.3,2018
Artyom Rebrov,ru RUS,GK,Spartak Moscow,UCL,1984,2,1.14,12,10,83.3,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Pepe Reina,es ESP,GK,Napoli,UCL,1982,11,1.83,30,19,63.3,2.0,0.0,4.0,1,16.7,1.0,0.0,1.0,0.0,100.0,2018
Sergio Rico,es ESP,GK,Sevilla,UCL,1993,13,1.62,34,21,61.8,3.0,4.0,1.0,2,25.0,1.0,0.0,0.0,1.0,,2018
Sergio Romero,ar ARG,GK,Manchester Utd,UCL,1987,2,1.0,7,5,71.4,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2018
José Sá,pt POR,GK,Porto,UCL,1993,12,2.4,25,13,56.0,2.0,1.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Ibrahim Šehić,ba BIH,GK,Qarabağ FK,UCL,1988,14,2.33,47,33,74.5,0.0,2.0,4.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2018
